,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS
17,,,,,62.5,0.8,-62.5,0.83,168.5,0.83,168.5,0.83,62.5,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,42.0,1.0,20180717161651.0,11077.0,
18,,,,,62.5,0.8,-62.5,0.87,168.5,0.83,168.5,0.83,-62.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,41.0,1.0,20180717161653.0,11074.0,
19,,,,,61.5,0.87,-61.5,0.87,168.5,0.83,168.5,0.83,61.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,41.0,1.0,20180717161653.0,11074.0,
20,,,,,61.5,0.87,-61.5,0.8,168.5,0.83,168.5,0.83,-61.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,41.0,1.0,20180717161653.0,21077.0,
21,,,,,61.5,0.87,-61.5,0.8,167.5,0.83,168.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,41.0,1.0,20180717161653.0,21077.0,
22,,,,,61.5,0.87,-61.5,0.8,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,33.0,1.0,20180717161701.0,21077.0,
23,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,33.0,1.0,20180717161701.0,21077.0,
24,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180717161702.0,21077.0,
25,,,,,61.5,0.87,-61.5,0.8,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180717161702.0,11077.0,
26,,,,,61.5,0.87,-61.5,0.8,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,29.0,0.0,20180717161704.0,11077.0,
27,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,29.0,0.0,20180717161704.0,21086.0,
28,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,29.0,0.0,20180717161709.0,21086.0,
29,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,29.0,0.0,20180717161709.0,21086.0,
30,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,29.0,0.0,20180717161710.0,21086.0,
31,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,29.0,0.0,20180717161710.0,21086.0,
32,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,29.0,1.0,20180717161716.0,21086.0,
33,,,,,61.5,0.83,-61.5,0.83,166.5,0.83,167.5,0.83,166.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,29.0,1.0,20180717161716.0,11077.0,
34,,,,,61.5,0.83,-61.5,0.83,166.5,0.83,166.5,0.83,166.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,21.0,1.0,20180717161724.0,11077.0,
35,,,,,61.5,0.83,-61.5,0.83,166.5,0.83,166.5,0.83,166.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,9.0,1~GD,21.0,1.0,20180717161724.0,11077.0,
36,,,,,61.5,0.83,-61.5,0.83,166.5,0.83,166.5,0.83,166.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1,9.0,1~GD,20.0,1.0,20180717161725.0,11077.0,
37,,,,,61.5,0.83,-61.5,0.83,166.5,0.83,166.5,0.83,166.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1,9.0,1~GD,20.0,1.0,20180717161725.0,11077.0,
38,,,,,61.5,0.83,-61.5,0.83,166.5,0.83,166.5,0.83,166.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1,9.0,1~GD,20.0,1.0,20180717161725.0,11077.0,
39,,,,,61.5,0.83,-61.5,0.83,169.5,0.83,166.5,0.83,169.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1,9.0,1~GD,20.0,1.0,20180717161725.0,11077.0,
40,,,,,61.5,0.83,-61.5,0.83,169.5,0.83,169.5,0.83,169.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1,9.0,1~GD,14.0,1.0,20180717161732.0,11077.0,
41,,,,,62.5,0.87,-62.5,0.83,169.5,0.83,169.5,0.83,62.5,,,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1,9.0,1~GD,14.0,1.0,20180717161732.0,11077.0,
42,,,,,62.5,0.87,-62.5,0.8,169.5,0.83,169.5,0.83,-62.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1,9.0,1~GD,12.0,1.0,20180717161733.0,11075.0,
43,,,,,62.5,0.83,-62.5,0.83,168.5,0.83,169.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1,9.0,1~GD,12.0,1.0,20180717161733.0,21077.0,
44,,,,,62.5,0.83,-62.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1,9.0,1~GD,4.0,1.0,20180717161741.0,21077.0,
45,,,,,62.5,0.83,-62.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1,9.0,1~GD,4.0,1.0,20180717161741.0,21077.0,
46,,,,,62.5,0.83,-62.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1,8.0,1~GD,56.0,1.0,20180717161750.0,21077.0,
47,,,,,62.5,0.83,-62.5,0.83,170.5,0.83,168.5,0.83,170.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,1,8.0,1~GD,56.0,1.0,20180717161750.0,21077.0,
48,,,,,62.5,0.83,-62.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,51.0,1.0,20180717161755.0,21077.0,
49,,,,,61.5,0.83,-61.5,0.83,170.5,0.83,170.5,0.83,61.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,51.0,1.0,20180717161755.0,21077.0,
50,,,,,61.5,0.83,-61.5,0.83,170.5,0.83,170.5,0.83,-61.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,50.0,1.0,20180717161756.0,21074.0,
51,,,,,61.5,0.83,-61.5,0.83,169.5,0.83,170.5,0.83,169.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,50.0,1.0,20180717161756.0,11077.0,
52,,,,,61.5,0.83,-61.5,0.83,169.5,0.83,169.5,0.83,169.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,42.0,1.0,20180717161804.0,11077.0,
53,,,,,61.5,0.83,-61.5,0.83,168.5,0.83,169.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,42.0,1.0,20180717161804.0,11077.0,
54,,,,,61.5,0.83,-61.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,34.0,1.0,20180717161812.0,11077.0,
55,,,,,61.5,0.83,-61.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,34.0,1.0,20180717161812.0,11077.0,
56,,,,,61.5,0.83,-61.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,30.0,0.0,20180717161815.0,11077.0,
57,,,,,61.5,0.83,-61.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,30.0,0.0,20180717161815.0,11077.0,
58,,,,,61.5,0.83,-61.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,30.0,0.0,20180717161826.0,11077.0,
59,,,,,61.5,0.83,-61.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,30.0,0.0,20180717161826.0,11077.0,
60,,,,,61.5,0.83,-61.5,0.83,168.5,0.83,168.5,0.83,168.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,30.0,1.0,20180717161830.0,11077.0,
61,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,168.5,0.83,167.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,30.0,1.0,20180717161830.0,21077.0,
62,,,,,61.5,0.83,-61.5,0.83,167.5,0.83,167.5,0.83,167.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,22.0,1.0,20180717161838.0,21077.0,
63,,,,,61.5,0.83,-61.5,0.83,170.5,0.83,167.5,0.83,170.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,1,8.0,1~GD,22.0,1.0,20180717161838.0,21077.0,
64,,,,,61.5,0.83,-61.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,8.0,1~GD,16.0,1.0,20180717161843.0,21077.0,
65,,,,,60.5,0.8,-60.5,0.83,170.5,0.83,170.5,0.83,60.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,8.0,1~GD,16.0,1.0,20180717161843.0,21077.0,
66,,,,,60.5,0.8,-60.5,0.87,170.5,0.83,170.5,0.83,-60.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,8.0,1~GD,15.0,1.0,20180717161844.0,21075.0,
67,,,,,60.5,0.83,-60.5,0.83,170.5,0.83,170.5,0.83,-60.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,8.0,1~GD,15.0,1.0,20180717161844.0,11077.0,
68,,,,,60.5,0.83,-60.5,0.83,170.5,0.83,170.5,0.83,-60.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,8.0,1~GD,7.0,1.0,20180717161853.0,11077.0,
69,,,,,60.5,0.8,-60.5,0.87,169.5,0.83,170.5,0.83,169.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,8.0,1~GD,7.0,1.0,20180717161853.0,11077.0,
70,,,,,60.5,0.8,-60.5,0.87,169.5,0.83,169.5,0.83,169.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,8.0,1~GD,4.0,1.0,20180717161853.0,11077.0,
71,,,,,60.5,0.8,-60.5,0.87,169.5,0.83,169.5,0.83,169.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,8.0,1~GD,4.0,1.0,20180717161902.0,11077.0,
72,,,,,60.5,0.8,-60.5,0.87,169.5,0.83,169.5,0.83,169.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,7.0,1~GD,56.0,1.0,20180717161902.0,11077.0,
73,,,,,59.5,0.87,-59.5,0.87,169.5,0.83,169.5,0.83,59.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,7.0,1~GD,56.0,1.0,20180717161902.0,11077.0,
74,,,,,59.5,0.87,-59.5,0.8,169.5,0.83,169.5,0.83,-59.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,7.0,1~GD,56.0,1.0,20180717161902.0,11077.0,
75,,,,,59.5,0.87,-59.5,0.8,172.5,0.83,169.5,0.83,172.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,1.0,1,7.0,1~GD,56.0,1.0,20180717161902.0,11077.0,
76,,,,,59.5,0.87,-59.5,0.8,172.5,0.83,172.5,0.83,172.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,54.0,1.0,20180717161903.0,11077.0,
77,,,,,61.5,0.83,-61.5,0.8,172.5,0.83,172.5,0.83,61.5,,,0.0,1.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,54.0,1.0,20180717161903.0,11077.0,
78,,,,,61.5,0.83,-61.5,0.83,172.5,0.83,172.5,0.83,-61.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,52.0,1.0,20180717161905.0,11075.0,
79,,,,,60.5,0.87,-60.5,0.83,172.5,0.83,172.5,0.83,60.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,52.0,1.0,20180717161905.0,11075.0,
80,,,,,60.5,0.87,-60.5,0.8,172.5,0.83,172.5,0.83,-60.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,52.0,1.0,20180717161905.0,21077.0,
81,,,,,60.5,0.87,-60.5,0.8,171.5,0.83,172.5,0.83,171.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,52.0,1.0,20180717161905.0,21077.0,
82,,,,,60.5,0.87,-60.5,0.8,171.5,0.83,171.5,0.83,171.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,44.0,1.0,20180717161913.0,21077.0,
83,,,,,60.5,0.83,-60.5,0.83,171.5,0.83,171.5,0.83,171.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,44.0,1.0,20180717161913.0,21077.0,
84,,,,,60.5,0.83,-60.5,0.83,171.5,0.83,171.5,0.83,171.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,38.0,1.0,20180717161920.0,21077.0,
85,,,,,55.5,0.83,-55.5,0.83,171.5,0.83,171.5,0.83,55.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,38.0,1.0,20180717161920.0,21077.0,
86,,,,,55.5,0.83,-55.5,0.83,171.5,0.8,171.5,0.87,-55.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,35.0,1.0,20180717161922.0,21077.0,
87,,,,,55.5,0.83,-55.5,0.83,170.5,0.83,171.5,0.83,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,35.0,1.0,20180717161922.0,11077.0,
88,,,,,55.5,0.83,-55.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,1.0,1,7.0,1~GD,32.0,0.0,20180717161925.0,11077.0,
89,,,,,55.5,0.83,-55.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,32.0,0.0,20180717161925.0,11077.0,
90,,,,,55.5,0.83,-55.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,32.0,0.0,20180717161925.0,11077.0,
91,,,,,55.5,0.83,-55.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,32.0,0.0,20180717161925.0,11077.0,
92,,,,,55.5,0.83,-55.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,32.0,1.0,20180717161938.0,11077.0,
93,,,,,55.5,0.83,-55.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,32.0,1.0,20180717161938.0,11077.0,
94,,,,,55.5,0.83,-55.5,0.83,170.5,0.83,170.5,0.83,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,27.0,1.0,20180717161943.0,11077.0,
95,,,,,55.5,0.8,-55.5,0.87,170.5,0.8,170.5,0.87,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,27.0,1.0,20180717161943.0,21077.0,
96,,,,,55.5,0.8,-55.5,0.87,170.5,0.8,170.5,0.87,170.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,24.0,1.0,20180717161946.0,21077.0,
97,,,,,54.5,0.8,-54.5,0.87,170.5,0.8,170.5,0.87,54.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,24.0,1.0,20180717161946.0,21077.0,
98,,,,,54.5,0.8,-54.5,0.87,170.5,0.83,170.5,0.87,-54.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,24.0,1.0,20180717161946.0,21077.0,
99,,,,,54.5,0.8,-54.5,0.87,169.5,0.83,170.5,0.83,169.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,24.0,1.0,20180717161946.0,21077.0,
100,,,,,54.5,0.8,-54.5,0.87,169.5,0.83,169.5,0.83,169.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,15.0,1.0,20180717161955.0,21077.0,
101,,,,,53.5,0.87,-53.5,0.87,169.5,0.83,169.5,0.83,53.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,15.0,1.0,20180717161955.0,21077.0,
102,,,,,53.5,0.87,-53.5,0.8,169.5,0.83,169.5,0.83,-53.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,15.0,1.0,20180717161955.0,21077.0,
103,,,,,53.5,0.87,-53.5,0.8,168.5,0.83,169.5,0.83,168.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,15.0,1.0,20180717161955.0,21077.0,
104,,,,,53.5,0.87,-53.5,0.8,168.5,0.83,168.5,0.83,168.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,7.0,1.0,20180717162003.0,21077.0,
105,,,,,53.5,0.87,-53.5,0.8,168.5,0.83,168.5,0.83,168.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,7.0,1.0,20180717162003.0,21077.0,
106,,,,,53.5,0.87,-53.5,0.8,168.5,0.83,168.5,0.83,168.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,2.0,0.0,20180717162008.0,21077.0,
107,,,,,53.5,0.87,-53.5,0.8,168.5,0.83,168.5,0.83,168.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,2.0,0.0,20180717162008.0,21077.0,
108,,,,,53.5,0.87,-53.5,0.8,168.5,0.83,168.5,0.83,168.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,2.0,0.0,20180717162010.0,21077.0,
109,,,,,53.5,0.87,-53.5,0.8,168.5,0.83,168.5,0.83,168.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,2.0,0.0,20180717162010.0,21077.0,
110,,,,,53.5,0.87,-53.5,0.8,168.5,0.83,168.5,0.83,168.5,,,0.0,2.0,1.0,0.0,5.0,0.0,0.0,8.0,5.0,8.0,0.0,0.0,1,7.0,1~GD,2.0,1.0,20180717162022.0,21077.0,
