,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,-6.5,0.83,6.5,0.83,140.5,0.83,140.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
1,,,,第1节,-6.5,0.83,6.5,0.83,140.5,0.83,140.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,,0.0,0,,1087.0,0.0,0.0,
2,,,,第1节,-6.5,0.8,7.5,0.87,140.5,0.83,140.5,0.83,7.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,21077.0,0.0,0.0,
3,,,,第1节,-7.5,0.8,7.5,0.87,140.5,0.83,141.5,0.83,-7.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,21077.0,0.0,0.0,
4,,,,第1节,-7.5,0.8,7.5,0.87,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,21077.0,0.0,0.0,
5,,,,第1节,-7.5,0.8,7.5,0.87,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,2.0,0.0,1,10.0,GD,0.0,0,,21074.0,0.0,0.0,"0.10,0.53"
6,,,,第1节,-7.5,0.8,7.5,0.87,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,47.0,0,,11077.0,0.0,0.0,
7,,,,第1节,-7.5,0.8,7.5,0.87,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,47.0,0,,21077.0,0.0,0.0,
8,,,,第1节,-7.5,0.8,7.5,0.87,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,38.0,0,,21077.0,0.0,0.0,
9,,,,第1节,-7.5,0.8,7.5,0.87,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,38.0,0,,21095.0,0.0,0.0,"0.08,0.51"
