,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
43,,,4.0,9.5,0.0,-9.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,1:2^2:2,6.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,115,106,0,1,1.0,25.0,1.0,20181026143412.0,11080^11078
44,,,4.0,9.5,0.0,-9.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,1:2^2:2,6.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,115,106,0,1,1.0,22.0,1.0,20181026143415.0,11080^11078
45,,,4.0,9.5,0.0,-9.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,6.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,115,106,0,1,1.0,13.0,1.0,20181026143424.0,11077.0
46,,,4.0,9.5,0.0,-9.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,6.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,115,106,0,1,1.0,10.0,0.0,20181026143426.0,11077.0
47,,,4.0,9.5,0.0,-9.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,6.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,115,106,0,1,1.0,10.0,1.0,20181026143459.0,11077.0
48,,,4.0,9.5,0.0,-9.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,6.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,115,106,0,1,1.0,9.0,1.0,20181026143459.0,11077.0
49,,,4.0,9.5,0.0,-9.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,6.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,115,106,0,1,1.0,8.0,0.0,20181026143502.0,11077.0
50,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,^,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,1.0,8.0,0.0,20181026143502.0,11075^21077
51,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,1.0,8.0,1.0,20181026143504.0,21077.0
52,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,59.0,1.0,20181026143513.0,21077.0
53,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,58.0,1.0,20181026143514.0,21094.0
54,,,4.0,12.5,0.0,-12.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,58.0,1.0,20181026143514.0,11077.0
55,,,4.0,12.5,0.0,-12.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,52.0,1.0,20181026143520.0,21095.0
56,,,4.0,12.5,0.0,-12.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,45.0,0.0,20181026143527.0,11077.0
57,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,45.0,0.0,20181026143532.0,21077.0
58,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,45.0,1.0,20181026143541.0,21077.0
59,,,4.0,11.5,0.0,-11.5,0.0,231.5,0.8333333333333334,231.5,0.8333333333333334,1.0,,7.0,11,33,21.0,19.0,16.0,2,1.0,7.0,7.0,76.0,88.9,118,106,0,1,0.0,38.0,1.0,20181026143548.0,21094.0
