,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,,,,,5,8,,17,11,,12,13,,3,4,,1,2,,70.6,72.2,61,59,0,1,2.0,54.0,0,20181026174722,21086
1,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,54.0,0,20181026174741.0,21086
2,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,54.0,1.0,20181026174745.0,11077.0
3,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,45.0,1.0,20181026174753.0,11077.0
4,,,4.0,1.5,1.0,-1.5,0.7142857142857143,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,43.0,1.0,20181026174755.0,21077.0
5,,,4.0,1.5,1.0,-1.5,0.7142857142857143,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,34.0,1.0,20181026174803.0,21077.0
6,,,4.0,1.5,1.0,-1.5,0.7142857142857143,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,26.0,1.0,20181026174811.0,21077.0
7,,,4.0,1.5,1.0,-1.5,0.7142857142857143,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,24.0,0.0,20181026174815.0,21077.0
8,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,24.0,0.0,20181026174817.0,21077.0
9,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,23.0,0.0,20181026174817.0,21077.0
10,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,15.0,0.0,20181026174834.0,21077.0
11,,,4.0,2.5,0.9090909090909091,-2.5,0.7692307692307693,,,,,5,8,,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,61,59,0,1,2.0,7.0,0.0,20181026174842.0,21077.0
12,,,4.0,3.5,0.9090909090909091,-3.5,0.7692307692307693,,^,,,5,8,18.0,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,63,59,0,1,2.0,1.0,0.0,20181026174848.0,11074^21077
13,,,4.0,3.5,0.0,-3.5,0.0,3.0,^,,,5,8,18.0,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,63,59,0,1,1.0,59.0,0.0,20181026174849.0,11074^21077
14,,,4.0,3.5,0.9090909090909091,-3.5,0.7692307692307693,4.0,^,,,5,8,18.0,17,11,,12,13,,3,4,3.0,1,2,,70.6,72.2,63,59,0,1,2.0,1.0,0.0,20181026174852.0,11074^21077
