,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
22,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,0.8695652173913043,142.5,0.8,,2.65,,61.0,67.0,0,1,4.0,1.0,1.0,20180913153130.0,11077.0,0.5714285714285714,1.25,
23,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,0.8,142.5,0.8695652173913043,,2.75,,61.0,67.0,0,1,3.0,55.0,0.0,20180913153136.0,11077.0,0.5714285714285714,1.25,
24,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,0.8333333333333334,142.5,0.8333333333333334,,2.65,^,61.0,67.0,0,1,3.0,59.0,0.0,20180913153143.0,21086^11077,0.5714285714285714,1.25,^
25,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,143.5,0.9090909090909091,143.5,0.7692307692307693,,2.4,1:2,61.0,67.0,0,1,3.0,59.0,0.0,20180913153145.0,11078.0,0.5714285714285714,1.25,
26,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,143.5,0.7692307692307693,143.5,0.9090909090909091,,2.85,1:2^2:2,61.0,67.0,0,1,3.0,59.0,0.0,20180913153159.0,11080^11078,0.5714285714285714,1.25,^
27,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,143.5,0.8333333333333334,143.5,0.8333333333333334,,2.65,2:2^,62.0,67.0,0,1,3.0,59.0,0.0,20180913153215.0,11079^21077,0.5714285714285714,1.25,^
28,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,143.5,0.8333333333333334,143.5,0.8333333333333334,,2.65,2:2^,62.0,67.0,0,1,3.0,59.0,1.0,20180913153224.0,11079^21077,0.5714285714285714,1.25,^
29,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,143.5,0.8333333333333334,143.5,0.8333333333333334,,2.65,2:2^,62.0,67.0,0,1,3.0,58.0,1.0,20180913153224.0,11079^21077,0.5714285714285714,1.25,^
30,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,143.5,0.8333333333333334,143.5,0.8333333333333334,,2.65,,62.0,67.0,0,1,3.0,58.0,1.0,20180913153225.0,21077.0,0.5714285714285714,1.25,
31,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,1.0,142.5,0.7142857142857143,,2.75,,62.0,67.0,0,1,3.0,49.0,1.0,20180913153233.0,21077.0,0.5714285714285714,1.25,
32,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,0.9090909090909091,142.5,0.7692307692307693,,2.75,,62.0,67.0,0,1,3.0,47.0,0.0,20180913153236.0,21077.0,0.5714285714285714,1.25,
33,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,0.9090909090909091,142.5,0.7692307692307693,,2.75,,62.0,67.0,0,1,3.0,47.0,1.0,20180913153247.0,21077.0,0.5714285714285714,1.25,
34,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,0.9090909090909091,142.5,0.7692307692307693,,2.75,,62.0,67.0,0,1,3.0,48.0,1.0,20180913153247.0,21077.0,0.5714285714285714,1.25,
35,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,0.8,142.5,0.8695652173913043,,2.85,,62.0,67.0,0,1,3.0,39.0,1.0,20180913153256.0,21077.0,0.5714285714285714,1.25,
36,,,,-2.5,0.7692307692307693,3.5,0.9090909090909091,142.5,0.8,142.5,0.8695652173913043,,2.85,,62.0,67.0,0,1,3.0,36.0,1.0,20180913153256.0,21077.0,0.5714285714285714,1.25,
37,,,,-2.5,0.9090909090909091,3.5,0.7692307692307693,141.5,1.0,141.5,0.7142857142857143,,2.85,,62.0,67.0,0,1,3.0,31.0,0.0,20180913153304.0,21077.0,0.5714285714285714,1.25,
38,44.0,5.0,,-2.5,0.9090909090909091,3.5,0.7692307692307693,141.5,1.0,141.5,0.7142857142857143,,2.85,,62.0,67.0,0,1,3.0,32.0,0.0,20180913153315.0,11081.0,0.5714285714285714,1.25,
39,,,,-2.5,0.9090909090909091,3.5,0.7692307692307693,141.5,1.0,141.5,0.7142857142857143,,2.85,,62.0,67.0,0,1,3.0,32.0,1.0,20180913153500.0,11077.0,0.5714285714285714,1.25,
40,,,,-2.5,0.9090909090909091,3.5,0.7692307692307693,141.5,1.0,141.5,0.7142857142857143,,2.85,,62.0,67.0,0,1,3.0,31.0,1.0,20180913153500.0,11077.0,0.5714285714285714,1.25,
41,,,,-4.5,1.0,4.5,0.7142857142857143,141.5,0.9090909090909091,141.5,0.7692307692307693,,3.0,,62.0,67.0,0,1,3.0,31.0,1.0,20180913153501.0,21077.0,0.5714285714285714,1.25,
42,,,,-4.5,1.0,4.5,0.7142857142857143,141.5,0.8,141.5,0.8695652173913043,,3.25,,62.0,67.0,0,1,3.0,22.0,1.0,20180913153509.0,21077.0,0.5714285714285714,1.25,
43,,,,-4.5,1.0,4.5,0.7142857142857143,141.5,0.8,141.5,0.8695652173913043,,3.25,,62.0,67.0,0,1,3.0,22.0,1.0,20180913153511.0,21077.0,0.5714285714285714,1.25,
44,,,,-4.5,1.0,4.5,0.7142857142857143,141.5,0.8,141.5,0.8695652173913043,,3.25,^,62.0,67.0,0,1,3.0,22.0,1.0,20180913153520.0,11086^21077,0.5714285714285714,1.25,^
45,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,,3.3,1:2,62.0,67.0,0,1,3.0,22.0,1.0,20180913153521.0,21078.0,0.5714285714285714,1.25,
46,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,143.5,0.8333333333333334,143.5,0.8333333333333334,,3.25,1:2,62.0,67.0,0,1,3.0,22.0,1.0,20180913153521.0,21078.0,0.5714285714285714,1.25,
47,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.9090909090909091,142.5,0.7692307692307693,,2.65,1:2^2:2,62.0,67.0,0,1,3.0,22.0,1.0,20180913153556.0,21080^21078,0.5714285714285714,1.25,^
48,,,,-4.5,0.8333333333333334,4.5,0.7692307692307693,143.5,0.7692307692307693,143.5,0.9090909090909091,,3.0,1:2^2:2,62.0,68.0,0,1,3.0,22.0,1.0,20180913153610.0,21080^21078,0.5714285714285714,1.25,^
49,,,,-4.5,0.8333333333333334,4.5,0.7692307692307693,143.5,0.7692307692307693,143.5,0.9090909090909091,,3.0,2:2^,62.0,68.0,0,1,3.0,22.0,1.0,20180913153620.0,21079^11077,0.5714285714285714,1.25,^
50,,,,-4.5,0.8333333333333334,4.5,0.7692307692307693,143.5,0.7692307692307693,143.5,0.9090909090909091,,3.0,2:2^,62.0,68.0,0,1,3.0,21.0,1.0,20180913153620.0,21079^11077,0.5714285714285714,1.25,^
51,,,,-4.5,0.8333333333333334,4.5,0.7692307692307693,143.5,0.7142857142857143,143.5,1.0,,3.0,,62.0,68.0,0,1,3.0,20.0,1.0,20180913153622.0,11077.0,0.5714285714285714,1.25,
52,,,,-4.5,0.8333333333333334,4.5,0.7692307692307693,142.5,0.8333333333333334,142.5,0.8333333333333334,,3.25,,62.0,68.0,0,1,3.0,11.0,1.0,20180913153630.0,11077.0,0.5714285714285714,1.25,
53,,,,-4.5,0.8333333333333334,4.5,0.7692307692307693,142.5,0.8333333333333334,142.5,0.8333333333333334,,3.25,,62.0,68.0,0,1,3.0,11.0,1.0,20180913153630.0,21077.0,0.5714285714285714,1.25,
54,,,,-4.5,0.8333333333333334,4.5,0.7692307692307693,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.5,,62.0,68.0,0,1,2.0,59.0,1.0,20180913153642.0,21077.0,0.5714285714285714,1.25,
55,,,,-4.5,0.8333333333333334,4.5,0.7692307692307693,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.5,,62.0,68.0,0,1,2.0,51.0,1.0,20180913153651.0,21077.0,0.5714285714285714,1.25,
56,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.65,,62.0,68.0,0,1,2.0,47.0,1.0,20180913153655.0,21077.0,0.5714285714285714,1.25,
57,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.65,,62.0,68.0,0,1,2.0,46.0,1.0,20180913153655.0,21077.0,0.5714285714285714,1.25,
58,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.65,,62.0,68.0,0,1,2.0,46.0,1.0,20180913153657.0,21077.0,0.5714285714285714,1.25,
59,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.65,,62.0,68.0,0,1,2.0,46.0,1.0,20180913153714.0,21077.0,0.5714285714285714,1.25,
60,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.65,,62.0,68.0,0,1,2.0,46.0,1.0,20180913153715.0,21077.0,0.5714285714285714,1.25,
61,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.65,,62.0,68.0,0,1,2.0,40.0,0.0,20180913153720.0,21077.0,0.5714285714285714,1.25,
62,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.65,,62.0,68.0,0,1,2.0,40.0,1.0,20180913153736.0,21077.0,0.5714285714285714,1.25,
63,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,1.85,,62.0,68.0,0,1,2.0,44.0,1.0,20180913153736.0,11077.0,0.5714285714285714,1.25,
64,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,1.95,,62.0,68.0,0,1,2.0,35.0,1.0,20180913153744.0,11077.0,0.5714285714285714,1.25,
65,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.0,,62.0,68.0,0,1,2.0,27.0,1.0,20180913153752.0,11077.0,0.5714285714285714,1.25,
66,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.85,,62.0,68.0,0,1,2.0,27.0,1.0,20180913153753.0,21077.0,0.5714285714285714,1.25,
67,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,3.0,,62.0,68.0,0,1,2.0,18.0,1.0,20180913153801.0,21077.0,0.5714285714285714,1.25,
68,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,3.0,,62.0,68.0,0,1,2.0,18.0,0.0,20180913153802.0,21077.0,0.5714285714285714,1.25,
69,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,3.0,,62.0,68.0,0,1,2.0,17.0,0.0,20180913153815.0,21077.0,0.5714285714285714,1.25,
70,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.25,,62.0,68.0,0,1,2.0,15.0,0.0,20180913153818.0,11077.0,0.5714285714285714,1.25,
71,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.3,,62.0,68.0,0,1,2.0,6.0,0.0,20180913153826.0,11077.0,0.5714285714285714,1.25,
72,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.3,,62.0,68.0,0,1,2.0,4.0,0.0,20180913153828.0,11077.0,0.5714285714285714,1.25,
73,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.3,,62.0,68.0,0,1,2.0,4.0,0.0,20180913153839.0,11077.0,0.5714285714285714,1.25,
74,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.25,,62.0,68.0,0,1,2.0,9.0,0.0,20180913153839.0,11077.0,0.5714285714285714,1.25,
75,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.4,,62.0,68.0,0,1,2.0,0.0,0.0,20180913153847.0,11077.0,0.5714285714285714,1.25,
76,,,,-4.5,0.0,4.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,2.4,,62.0,68.0,0,1,1.0,59.0,0.0,20180913153849.0,11077.0,0.5714285714285714,1.25,
77,,,,-4.5,0.0,4.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,2.3,^,62.0,68.0,0,1,2.0,7.0,0.0,20180913153853.0,21086^11077,0.5714285714285714,1.25,^
78,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,1.75,1:2,62.0,68.0,0,1,2.0,7.0,0.0,20180913153900.0,11078.0,0.5714285714285714,1.25,
79,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,1.65,1:2^2:2,65.0,68.0,0,1,2.0,7.0,0.0,20180913153911.0,11079^11078,0.5714285714285714,1.25,^
80,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,1.5,2:2^,66.0,68.0,0,1,2.0,7.0,0.0,20180913153925.0,11079^21077,0.5714285714285714,1.25,^
81,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,1.5,2:2^,66.0,68.0,0,1,2.0,7.0,1.0,20180913153934.0,11079^21077,0.5714285714285714,1.25,^
82,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,1.5,2:2^,66.0,68.0,0,1,2.0,6.0,1.0,20180913153934.0,11079^21077,0.5714285714285714,1.25,^
83,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,5.0,1.5,,66.0,68.0,0,1,2.0,6.0,1.0,20180913153935.0,21077.0,0.5714285714285714,1.25,
84,,,,-4.5,0.8333333333333334,4.5,0.8333333333333334,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,1.55,,66.0,68.0,0,1,1.0,57.0,1.0,20180913153943.0,21077.0,0.5714285714285714,1.25,
85,,,,-4.5,0.0,4.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,1.55,,66.0,68.0,0,1,1.0,59.0,1.0,20180913153943.0,21077.0,0.5714285714285714,1.25,
86,,,,-4.5,0.0,4.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,1.2,,66.0,68.0,0,1,1.0,56.0,1.0,20180913153949.0,11077.0,0.5714285714285714,1.25,
87,,,,-4.5,0.0,4.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,1.2,,66.0,68.0,0,1,1.0,48.0,1.0,20180913153949.0,11077.0,0.5714285714285714,1.25,
88,,,,-4.5,0.0,4.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,2.65,^,66.0,70.0,0,1,1.0,44.0,1.0,20180913154002.0,21074^11077,0.5714285714285714,1.25,^
89,,,,-4.5,0.0,4.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,2.65,,66.0,70.0,0,1,1.0,43.0,1.0,20180913154002.0,11077.0,0.5714285714285714,1.25,
90,,,,-4.5,0.0,4.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,2.65,,66.0,70.0,0,1,1.0,40.0,0.0,20180913154005.0,11077.0,0.5714285714285714,1.25,
91,,,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.5,^,66.0,70.0,0,1,1.0,41.0,0.0,20180913154009.0,11086^21077,0.5714285714285714,1.25,^
92,,,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.3,1:1,66.0,70.0,0,1,1.0,41.0,0.0,20180913154010.0,21078.0,0.5714285714285714,1.25,
93,,,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.3,1:1,66.0,70.0,0,1,1.0,41.0,0.0,20180913154115.0,21078.0,0.5714285714285714,1.25,
94,,,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.5,^1:1^,66.0,71.0,0,1,1.0,41.0,0.0,20180913154142.0,21077^21079^11077,0.5714285714285714,1.25,^^
95,44.0,5.0,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.5,,66.0,71.0,0,1,1.0,41.0,0.0,20180913154155.0,11081.0,0.5714285714285714,1.25,
96,44.0,5.0,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.5,,66.0,71.0,0,1,1.0,41.0,0.0,20180913154156.0,11081.0,0.5714285714285714,1.25,
97,,,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.5,,66.0,71.0,0,1,1.0,41.0,1.0,20180913154442.0,11077.0,0.5714285714285714,1.25,
98,,,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.5,,66.0,71.0,0,1,1.0,40.0,1.0,20180913154443.0,11077.0,0.5714285714285714,1.25,
99,,,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,3.5,,66.0,71.0,0,1,1.0,41.0,1.0,20180913154443.0,11077.0,0.5714285714285714,1.25,
100,,,,-3.5,0.0,3.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,5.75,,66.0,71.0,0,1,1.0,36.0,1.0,20180913154449.0,21077.0,0.5714285714285714,1.25,
101,,,,-5.5,0.0,5.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,7.5,^,66.0,73.0,0,1,1.0,31.0,1.0,20180913154455.0,21074^11077,0.5714285714285714,1.25,^
102,,,,-5.5,0.0,5.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,7.5,,66.0,73.0,0,1,1.0,30.0,1.0,20180913154455.0,11077.0,0.5714285714285714,1.25,
103,,,,-5.5,0.0,5.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,8.0,,66.0,73.0,0,1,1.0,21.0,1.0,20180913154504.0,11077.0,0.5714285714285714,1.25,
104,,,,-5.5,0.0,5.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,8.5,,66.0,73.0,0,1,1.0,17.0,1.0,20180913154509.0,11077.0,0.5714285714285714,1.25,
105,,,,-5.5,0.0,5.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,9.0,,66.0,73.0,0,1,1.0,9.0,0.0,20180913154517.0,11077.0,0.5714285714285714,1.25,
106,,,,-6.5,0.0,6.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,12.0,^,66.0,73.0,0,1,1.0,9.0,0.0,20180913154518.0,11086^21077,0.5714285714285714,1.25,^
107,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,10.5,1:2,66.0,73.0,0,1,1.0,9.0,0.0,20180913154520.0,21078.0,0.5714285714285714,1.25,
108,,,,-6.5,0.0,6.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,9.5,1:2^2:2,66.0,73.0,0,1,1.0,9.0,0.0,20180913154538.0,21080^21078,0.5714285714285714,1.25,^
109,,,,-6.5,0.0,6.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,9.0,2:2^,66.0,73.0,0,1,1.0,9.0,1.0,20180913154550.0,21080^11077,0.5714285714285714,1.25,^
110,,,,-6.5,0.0,6.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,12.0,,66.0,73.0,0,1,1.0,9.0,1.0,20180913154552.0,21077.0,0.5714285714285714,1.25,
111,,,,-6.5,0.0,6.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,12.0,,66.0,73.0,0,1,1.0,8.0,1.0,20180913154553.0,21077.0,0.5714285714285714,1.25,
112,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,4.0,14.0,,66.0,73.0,0,1,1.0,0.0,1.0,20180913154601.0,21077.0,0.5714285714285714,1.25,
113,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,15.0,,66.0,73.0,0,1,0.0,56.0,0.0,20180913154605.0,21077.0,0.5714285714285714,1.25,
114,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,15.0,^,66.0,73.0,0,1,0.0,57.0,0.0,20180913154611.0,11086^21077,0.5714285714285714,1.25,^
115,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,13.0,1:2,66.0,73.0,0,1,0.0,57.0,0.0,20180913154612.0,21078.0,0.5714285714285714,1.25,
116,,,,-6.5,0.0,6.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,11.0,1:2^2:2,66.0,73.0,0,1,0.0,57.0,0.0,20180913154626.0,21080^21078,0.5714285714285714,1.25,^
117,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,15.0,2:2^,66.0,74.0,0,1,0.0,57.0,0.0,20180913154635.0,21079^11077,0.5714285714285714,1.25,^
118,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,15.0,2:2^,66.0,74.0,0,1,0.0,57.0,0.0,20180913154646.0,21079^11077,0.5714285714285714,1.25,^
119,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,15.0,2:2^,66.0,74.0,0,1,0.0,56.0,0.0,20180913154646.0,21079^11077,0.5714285714285714,1.25,^
120,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,15.0,2:2^,66.0,74.0,0,1,0.0,56.0,0.0,20180913154812.0,21079^11077,0.5714285714285714,1.25,^
121,,,,-7.5,0.0,7.5,0.0,142.5,0.8333333333333334,142.5,0.8333333333333334,3.0,16.0,2:2^,66.0,74.0,0,1,0.0,52.0,0.0,20180913154816.0,21079^11077,0.5714285714285714,1.25,^
