,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
66,,-16.5,0.91,16.5,0.77,141.5,0.83,141.5,0.83,16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
67,,-17.5,0.8,17.5,0.87,141.5,0.83,141.5,0.83,-17.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
68,,-18.5,0.8,17.5,0.87,141.5,0.83,141.5,0.83,17.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
69,,-18.5,0.8,18.5,0.87,141.5,0.83,141.5,0.83,-18.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
70,,-17.5,0.83,18.5,0.83,141.5,0.83,141.5,0.83,18.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
71,,-17.5,0.8,17.5,0.83,141.5,0.83,141.5,0.83,-17.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
72,,-19.5,0.8,17.5,0.87,141.5,0.83,141.5,0.83,17.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
73,,-19.5,0.83,19.5,0.87,141.5,0.83,141.5,0.83,-19.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
74,,-20.5,0.83,19.5,0.83,141.5,0.83,141.5,0.83,19.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
75,,-20.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,-20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
76,,-22.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
77,,-22.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,-22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
78,,-23.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
79,,-23.5,0.83,23.5,0.83,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
80,,-22.5,0.83,23.5,0.83,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
81,,-22.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,-22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
82,,-23.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
83,,-23.5,0.83,23.5,0.83,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
84,,-22.5,0.83,23.5,0.83,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
85,,-22.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,-22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
86,,-23.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
87,,-23.5,0.83,23.5,0.83,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
88,,-24.5,0.83,23.5,0.83,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
89,,-24.5,0.83,24.5,0.83,141.5,0.83,141.5,0.83,-24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
90,,-25.5,0.83,24.5,0.83,141.5,0.83,141.5,0.83,24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
91,,-25.5,0.83,25.5,0.83,141.5,0.83,141.5,0.83,-25.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
92,,-26.5,0.83,25.5,0.83,141.5,0.83,141.5,0.83,25.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
93,,-26.5,0.83,26.5,0.83,141.5,0.83,141.5,0.83,-26.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
94,,-27.5,0.83,26.5,0.83,141.5,0.83,141.5,0.83,26.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
95,,-27.5,0.83,27.5,0.83,141.5,0.83,141.5,0.83,-27.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
96,,-26.5,0.83,27.5,0.83,141.5,0.83,141.5,0.83,27.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
97,,-26.5,0.83,26.5,0.83,141.5,0.83,141.5,0.83,-26.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
98,,-27.5,0.83,26.5,0.83,141.5,0.83,141.5,0.83,26.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
99,,-27.5,0.83,27.5,0.83,141.5,0.83,141.5,0.83,-27.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
100,,-26.5,0.83,27.5,0.83,141.5,0.83,141.5,0.83,27.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
101,,-26.5,0.83,26.5,0.83,141.5,0.83,141.5,0.83,-26.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
102,,-25.5,0.83,26.5,0.83,141.5,0.83,141.5,0.83,26.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
103,,-25.5,0.83,25.5,0.83,141.5,0.83,141.5,0.83,-25.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
104,,-23.5,0.83,25.5,0.83,141.5,0.83,141.5,0.83,25.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
105,,-23.5,0.83,23.5,0.83,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
106,,-24.5,0.83,23.5,0.83,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
107,,-24.5,0.83,24.5,0.83,141.5,0.83,141.5,0.83,-24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
108,,-23.5,0.87,24.5,0.8,141.5,0.83,141.5,0.83,24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
109,,-23.5,0.87,23.5,0.8,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
110,,-24.5,0.87,23.5,0.8,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
111,,-24.5,0.87,24.5,0.8,141.5,0.83,141.5,0.83,-24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
112,,-23.5,0.87,24.5,0.8,141.5,0.83,141.5,0.83,24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
113,,-23.5,0.87,23.5,0.8,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
114,,-24.5,0.87,23.5,0.8,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
115,,-24.5,0.87,24.5,0.8,141.5,0.83,141.5,0.83,-24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
116,,-25.5,0.87,24.5,0.8,141.5,0.83,141.5,0.83,24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
117,,-25.5,0.87,25.5,0.8,141.5,0.83,141.5,0.83,-25.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
118,,-25.5,0.91,25.5,0.77,141.5,0.83,141.5,0.83,25.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
119,,-24.5,0.87,25.5,0.8,141.5,0.83,141.5,0.83,-24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
120,,-24.5,0.8,24.5,0.87,141.5,0.83,141.5,0.83,24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
121,,-25.5,0.83,24.5,0.83,141.5,0.83,141.5,0.83,-25.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
122,,-24.5,0.87,25.5,0.8,141.5,0.83,141.5,0.83,25.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
123,,-24.5,0.87,24.5,0.8,141.5,0.83,141.5,0.83,-24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
124,,-23.5,0.91,24.5,0.77,141.5,0.83,141.5,0.83,24.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
125,,-23.5,0.91,23.5,0.77,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
126,,-22.5,0.91,23.5,0.77,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
127,,-22.5,0.91,22.5,0.77,141.5,0.83,141.5,0.83,-22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
128,,-21.5,0.91,22.5,0.77,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
129,,-21.5,0.77,21.5,0.77,141.5,0.83,141.5,0.83,-21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
130,,-23.5,0.77,21.5,0.91,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
131,,-23.5,0.91,23.5,0.91,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
132,,-22.5,0.91,23.5,0.77,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
133,,-22.5,0.77,22.5,0.77,141.5,0.83,141.5,0.83,-22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
134,,-21.5,0.77,22.5,0.91,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
135,,-21.5,0.77,21.5,0.91,141.5,0.83,141.5,0.83,-21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
136,,-22.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
137,,-22.5,0.87,22.5,0.83,141.5,0.83,141.5,0.83,-22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
138,,-21.5,0.87,22.5,0.8,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
139,,-21.5,0.77,21.5,0.8,141.5,0.83,141.5,0.83,-21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
140,,-20.5,0.77,21.5,0.91,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
141,,-20.5,0.77,20.5,0.91,141.5,0.83,141.5,0.83,-20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
142,,-21.5,0.77,20.5,0.91,141.5,0.83,141.5,0.83,20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
143,,-21.5,0.77,21.5,0.91,141.5,0.83,141.5,0.83,-21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
144,,-22.5,0.77,21.5,0.91,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
145,,-22.5,0.8,22.5,0.91,141.5,0.83,141.5,0.83,-22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
146,,-22.5,0.83,22.5,0.87,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
147,,-22.5,0.87,22.5,0.83,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
148,,-21.5,0.8,21.5,0.8,141.5,0.83,141.5,0.83,-21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
149,,-21.5,0.83,21.5,0.87,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
150,,-21.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
151,,-21.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
152,,-21.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
153,,-21.5,0.87,21.5,0.8,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
154,,-23.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,-23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
155,,-23.5,0.87,23.5,0.8,141.5,0.83,141.5,0.83,23.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
156,,-21.5,0.91,23.5,0.77,141.5,0.83,141.5,0.83,-21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
157,,-20.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
158,,-20.5,0.77,20.5,0.83,141.5,0.83,141.5,0.83,-20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
159,,-21.5,0.77,20.5,0.91,141.5,0.83,141.5,0.83,20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
160,,-21.5,0.83,21.5,0.91,141.5,0.83,141.5,0.83,-21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
161,,-21.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
162,,-21.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
163,,-21.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
164,,-22.5,0.8,22.5,0.83,141.5,0.83,141.5,0.83,-22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
165,,-22.5,0.83,22.5,0.87,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
166,,-22.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,22.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
167,,-22.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,22.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
168,,-22.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,22.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
169,,-21.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,-21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
170,,-20.5,0.83,21.5,0.83,141.5,0.83,141.5,0.83,21.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
171,,-20.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,-20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
172,,-20.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,20.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
173,,-20.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,20.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
174,,-20.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
175,,-20.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,-20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
176,,-19.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,20.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
177,,-19.5,0.83,19.5,0.83,141.5,0.83,141.5,0.83,-19.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
178,,-18.5,0.83,19.5,0.83,141.5,0.83,141.5,0.83,19.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
179,,-18.5,0.83,18.5,0.83,141.5,0.83,141.5,0.83,-18.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
180,,-16.5,0.83,18.5,0.83,141.5,0.83,141.5,0.83,18.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
181,,-16.5,0.83,16.5,0.83,141.5,0.83,141.5,0.83,-16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
182,,-16.5,0.83,16.5,0.83,141.5,0.83,141.5,0.83,16.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
183,,-16.5,0.83,16.5,0.83,141.5,0.83,141.5,0.83,16.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
184,,-16.5,0.8,16.5,0.83,141.5,0.83,141.5,0.83,16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
185,,-16.5,0.91,16.5,0.87,141.5,0.83,141.5,0.83,16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
186,,-16.5,0.83,16.5,0.77,141.5,0.83,141.5,0.83,16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
187,,-16.5,0.87,16.5,0.83,141.5,0.83,141.5,0.83,16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
188,,-15.5,0.83,15.5,0.8,141.5,0.83,141.5,0.83,-15.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
189,,-15.5,0.87,15.5,0.83,141.5,0.83,141.5,0.83,15.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
190,,-15.5,0.91,15.5,0.8,141.5,0.83,141.5,0.83,15.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
191,,-15.5,0.87,15.5,0.77,141.5,0.83,141.5,0.83,15.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
192,,-14.5,0.87,14.5,0.8,141.5,0.83,141.5,0.83,-14.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
193,,-13.5,0.87,14.5,0.8,141.5,0.83,141.5,0.83,14.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
194,,-13.5,0.87,13.5,0.8,141.5,0.83,141.5,0.83,-13.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
195,,-13.5,0.83,13.5,0.83,141.5,0.83,141.5,0.83,13.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
196,,-14.5,0.77,13.5,0.91,141.5,0.83,141.5,0.83,-14.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
197,,-13.5,0.91,14.5,0.77,141.5,0.83,141.5,0.83,14.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
198,,-13.5,0.77,13.5,0.77,141.5,0.83,141.5,0.83,-13.5,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
