,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,0.0,1,10,0,0,20180721022330,,0.0,0.0
1,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,0.0,1,10,0,0,20180721022705.0,,0.0,0.0
2,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,0.0,1,10,0,0,20180721022705.0,,0.0,0.0
3,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
4,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
5,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
6,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
7,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
8,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
9,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,1.0,1,10,0,0,20180721023252.0,,0.0,0.0
10,,-8.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
11,,-9.5,0.8,9.5,0.83,141.5,0.83,141.5,0.83,-9.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
12,,-8.5,0.8,9.5,0.87,141.5,0.83,141.5,0.83,9.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
13,,-8.5,0.83,8.5,0.87,141.5,0.83,141.5,0.83,-8.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
14,,-8.5,0.87,8.5,0.83,141.5,0.83,141.5,0.83,8.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
15,,-8.5,0.83,8.5,0.8,141.5,0.83,141.5,0.83,8.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
16,,-9.5,0.87,9.5,0.83,141.5,0.83,141.5,0.83,-9.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
17,,-9.5,0.83,9.5,0.8,141.5,0.83,141.5,0.83,9.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
18,,-10.5,0.87,10.5,0.83,141.5,0.83,141.5,0.83,-10.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
19,,-12.5,0.87,10.5,0.8,141.5,0.83,141.5,0.83,10.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
20,,-12.5,0.83,12.5,0.8,141.5,0.83,141.5,0.83,-12.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
21,,-12.5,0.8,12.5,0.83,141.5,0.83,141.5,0.83,12.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
22,,-12.5,0.83,12.5,0.87,141.5,0.83,141.5,0.83,12.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
23,,-12.5,0.87,12.5,0.83,141.5,0.83,141.5,0.83,12.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
24,,-12.5,0.83,12.5,0.8,141.5,0.83,141.5,0.83,12.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
25,,-14.5,0.87,14.5,0.83,141.5,0.83,141.5,0.83,-14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
26,,-13.5,0.87,14.5,0.8,141.5,0.83,141.5,0.83,14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
27,,-13.5,0.8,13.5,0.8,141.5,0.83,141.5,0.83,-13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
28,,-14.5,0.8,13.5,0.87,141.5,0.83,141.5,0.83,13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
29,,-14.5,0.83,14.5,0.87,141.5,0.83,141.5,0.83,-14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
30,,-13.5,0.83,14.5,0.83,141.5,0.83,141.5,0.83,14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
31,,-13.5,0.8,13.5,0.83,141.5,0.83,141.5,0.83,-13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
32,,-14.5,0.8,13.5,0.87,141.5,0.83,141.5,0.83,13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
33,,-14.5,0.83,14.5,0.87,141.5,0.83,141.5,0.83,-14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
34,,-13.5,0.83,14.5,0.83,141.5,0.83,141.5,0.83,14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
35,,-13.5,0.8,13.5,0.83,141.5,0.83,141.5,0.83,-13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
36,,-14.5,0.8,13.5,0.87,141.5,0.83,141.5,0.83,13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
37,,-14.5,0.83,14.5,0.87,141.5,0.83,141.5,0.83,-14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
38,,-14.5,0.87,14.5,0.83,141.5,0.83,141.5,0.83,14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
39,,-13.5,0.8,13.5,0.8,141.5,0.83,141.5,0.83,-13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
40,,-14.5,0.8,13.5,0.87,141.5,0.83,141.5,0.83,13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
41,,-14.5,0.87,14.5,0.87,141.5,0.83,141.5,0.83,-14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
42,,-13.5,0.87,14.5,0.8,141.5,0.83,141.5,0.83,14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
43,,-13.5,0.8,13.5,0.8,141.5,0.83,141.5,0.83,-13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
44,,-14.5,0.8,13.5,0.87,141.5,0.83,141.5,0.83,13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
45,,-14.5,0.87,14.5,0.87,141.5,0.83,141.5,0.83,-14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
46,,-13.5,0.87,14.5,0.8,141.5,0.83,141.5,0.83,14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
47,,-13.5,0.8,13.5,0.8,141.5,0.83,141.5,0.83,-13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
48,,-13.5,0.83,13.5,0.87,141.5,0.83,141.5,0.83,13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
49,,-12.5,0.83,12.5,0.83,141.5,0.83,141.5,0.83,-12.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
50,,-13.5,0.83,12.5,0.83,141.5,0.83,141.5,0.83,12.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
51,,-13.5,0.83,13.5,0.83,141.5,0.83,141.5,0.83,-13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
52,,-14.5,0.83,13.5,0.83,141.5,0.83,141.5,0.83,13.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
53,,-14.5,0.87,14.5,0.83,141.5,0.83,141.5,0.83,-14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
54,,-15.5,0.87,14.5,0.8,141.5,0.83,141.5,0.83,14.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
55,,-15.5,0.87,15.5,0.8,141.5,0.83,141.5,0.83,-15.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
56,,-16.5,0.87,15.5,0.8,141.5,0.83,141.5,0.83,15.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
57,,-16.5,0.83,16.5,0.8,141.5,0.83,141.5,0.83,-16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
58,,-15.5,0.83,16.5,0.83,141.5,0.83,141.5,0.83,16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
59,,-15.5,0.83,15.5,0.83,141.5,0.83,141.5,0.83,-15.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
60,,-16.5,0.87,15.5,0.8,141.5,0.83,141.5,0.83,15.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
61,,-16.5,0.87,16.5,0.8,141.5,0.83,141.5,0.83,-16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
62,,-15.5,0.87,16.5,0.8,141.5,0.83,141.5,0.83,16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
63,,-15.5,0.87,15.5,0.8,141.5,0.83,141.5,0.83,-15.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
64,,-16.5,0.87,15.5,0.8,141.5,0.83,141.5,0.83,15.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
65,,-16.5,0.87,16.5,0.8,141.5,0.83,141.5,0.83,-16.5,0.0,1,10,0,0,20180721023252.0,,0.0,0.0
