,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,154.5,0.7692307692307693,154.5,0.9090909090909091,,,4.0,9.0,12.0,17.0,18.0,9.0,2.0,3.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,23.0,1,20181021012649,11077,0.02,10.0
1,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,154.5,0.7692307692307693,154.5,0.9090909090909091,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,3.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,23.0,1,20181021012649,21077.0,0.02,10.0
2,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,154.5,0.8695652173913043,154.5,0.8,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,3.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,17.0,0.0,20181021012656.0,21077.0,0.02,10.0
3,44.0,5.0,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,154.5,0.8695652173913043,154.5,0.8,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,17.0,0.0,20181021012706.0,21081.0,0.02,10.0
4,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,154.5,0.8695652173913043,154.5,0.8,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,17.0,1.0,20181021012833.0,21077.0,0.02,10.0
5,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,154.5,0.8695652173913043,154.5,0.8,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,15.0,0.0,20181021012836.0,21077.0,0.02,10.0
6,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,154.5,0.8695652173913043,154.5,0.8,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,15.0,1.0,20181021012838.0,21077.0,0.02,10.0
7,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,13.0,0.0,20181021012840.0,21077.0,0.02,10.0
8,,,4.0,-9.5,0.8333333333333334,9.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,13.0,0.0,20181021012850.0,11077.0,0.0625,7.0
9,,,4.0,-9.5,0.8333333333333334,9.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,13.0,1.0,20181021012911.0,11077.0,0.0625,7.0
10,,,4.0,-9.5,0.8,9.5,0.8695652173913043,154.5,0.7692307692307693,154.5,0.9090909090909091,,,5.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,54,70,0,1,7.0,4.0,1.0,20181021012919.0,11077.0,0.0625,7.0
11,,,4.0,-7.5,0.8,7.5,0.8695652173913043,159.5,0.7692307692307693,159.5,0.9090909090909091,,^,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,7.0,1.0,1.0,20181021012924.0,11075^21077,0.1111111111111111,5.0
12,,,4.0,-7.5,0.8,7.5,0.8695652173913043,158.5,0.8333333333333334,158.5,0.8333333333333334,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,52.0,1.0,20181021012932.0,21077.0,0.1111111111111111,5.0
13,,,4.0,-7.5,0.8,7.5,0.8695652173913043,157.5,0.9090909090909091,157.5,0.7692307692307693,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,44.0,1.0,20181021012941.0,21077.0,0.10526315789473684,5.25
14,,,4.0,-7.5,0.8,7.5,0.8695652173913043,157.5,0.8695652173913043,157.5,0.8,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,43.0,1.0,20181021012944.0,21095.0,0.10526315789473684,5.25
15,,,4.0,-7.5,0.7692307692307693,7.5,0.9090909090909091,157.5,0.8333333333333334,157.5,0.8333333333333334,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,39.0,1.0,20181021012945.0,21077.0,0.1,5.5
16,,,4.0,-7.5,0.7692307692307693,7.5,0.9090909090909091,157.5,0.8333333333333334,157.5,0.8333333333333334,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,39.0,1.0,20181021012947.0,21095.0,0.1,5.5
17,,,4.0,-6.5,0.7692307692307693,6.5,0.9090909090909091,157.5,0.8,157.5,0.8695652173913043,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,36.0,1.0,20181021012949.0,11077.0,0.13333333333333333,4.25
18,,,4.0,-6.5,0.7692307692307693,6.5,0.9090909090909091,157.5,0.8,157.5,0.8695652173913043,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,31.0,1.0,20181021012954.0,11077.0,0.13333333333333333,4.25
19,,,4.0,-6.5,0.7692307692307693,6.5,0.9090909090909091,157.5,0.8,157.5,0.8695652173913043,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,30.0,1.0,20181021012956.0,11095.0,0.13333333333333333,4.25
20,,,4.0,-7.5,0.7692307692307693,7.5,0.9090909090909091,157.5,0.8333333333333334,157.5,0.8333333333333334,,,6.0,9.0,12.0,17.0,18.0,9.0,2.0,2.0,1.0,1.0,90.0,75.0,60,70,0,1,6.0,27.0,1.0,20181021012959.0,21077.0,0.1,5.5
