,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
142,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,112.5,0.83,112.5,0.83,112.5,2.0,1.2,,9.0,15.0,0.0,1,7.0,22.0,0,,11077.0,1.25,0.0,
143,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,112.5,0.83,112.5,0.83,112.5,2.0,1.2,,9.0,15.0,0.0,1,6.0,58.0,0,,11077.0,1.25,0.0,
144,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,112.5,0.83,112.5,0.83,112.5,2.0,1.2,,9.0,15.0,0.0,1,6.0,58.0,0,,11075.0,1.25,0.0,"0.74,0.80"
145,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,112.5,0.83,112.5,0.83,112.5,2.0,1.2,,9.0,18.0,0.0,1,6.0,58.0,0,,21077.0,1.25,0.0,
146,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,112.5,0.83,112.5,0.83,112.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,58.0,0,,21077.0,1.25,0.0,
147,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,112.5,0.83,112.5,0.83,112.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,47.0,0,,11077.0,1.25,0.0,
148,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.8,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,47.0,0,,11077.0,1.25,0.0,
149,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.8,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,47.0,0,,11077.0,1.25,0.0,
150,44.0,5.0,第2节,第2节,4.5,0.87,-4.5,0.8,111.5,0.83,111.5,0.83,111.5,2.0,1.75,,9.0,18.0,0.0,1,6.0,47.0,0,,11094.0,1.25,0.0,"0.73,0.76"
151,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,110.5,0.83,110.5,0.83,110.5,2.0,1.75,,9.0,18.0,0.0,1,6.0,47.0,0,,21077.0,1.25,0.0,
152,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,110.5,0.83,110.5,0.83,110.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,47.0,0,,21077.0,1.25,0.0,
153,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,110.5,0.83,110.5,0.83,110.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,37.0,0,,21077.0,1.25,0.0,
154,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,110.5,0.83,110.5,0.83,110.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,37.0,0,,21077.0,1.25,0.0,
155,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,110.5,0.83,110.5,0.83,110.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,22.0,0,,21077.0,1.25,0.0,
156,44.0,5.0,第2节,第2节,4.5,0.8,-5.5,0.87,110.5,0.83,110.5,0.83,-5.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,22.0,0,,11077.0,1.25,0.0,
157,44.0,5.0,第2节,第2节,5.5,0.8,-5.5,0.87,110.5,0.83,110.5,0.83,5.5,2.0,0.0,,9.0,18.0,0.0,1,6.0,22.0,0,,11077.0,1.25,0.0,
158,44.0,5.0,第2节,第2节,5.5,0.8,-5.5,0.87,110.5,0.83,110.5,0.83,5.5,2.0,1.75,,9.0,18.0,0.0,1,6.0,4.0,0,,11077.0,1.25,0.0,
159,44.0,5.0,第2节,第2节,5.5,0.83,-6.5,0.83,110.5,0.83,110.5,0.83,-6.5,2.0,1.75,,9.0,18.0,0.0,1,6.0,4.0,0,,11077.0,1.25,0.0,
160,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,110.5,0.83,111.5,0.83,6.5,2.0,1.75,,9.0,18.0,0.0,1,6.0,4.0,0,,11077.0,1.25,0.0,
161,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,1.75,,9.0,18.0,0.0,1,6.0,4.0,0,,11077.0,1.25,0.0,
162,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,1.75,,9.0,18.0,0.0,1,6.0,4.0,0,,11074.0,1.25,0.0,"0.89,0.44"
163,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,1.75,,9.0,20.0,0.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
164,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
165,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,21086.0,1.25,0.0,
166,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,11077.0,1.25,0.0,
167,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,111.5,0.83,111.5,0.83,111.5,2.0,0.0,1:1,9.0,20.0,0.0,1,6.0,4.0,0,,11078.0,1.25,0.0,
168,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,1:1,9.0,20.0,0.0,1,6.0,4.0,0,,11080.0,1.25,0.0,"0.20,0.50"
169,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
170,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,1.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
171,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,1.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
172,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,1.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
173,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,1.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
174,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,1.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
175,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,1.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
176,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
177,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
178,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
179,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
180,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,4.0,0,,21077.0,1.25,0.0,
181,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,20.0,0,,21077.0,1.25,0.0,
182,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,20.0,0,,11095.0,1.25,0.0,"0.95,0.60"
183,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,19.0,0,,21077.0,1.25,0.0,
184,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,19.0,0,,21077.0,1.25,0.0,
185,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,3.0,0,,21077.0,1.25,0.0,
186,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,3.0,0,,21095.0,1.25,0.0,"0.11,0.52"
187,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,3.0,0,,11077.0,1.25,0.0,
188,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,3.0,0,,11077.0,1.25,0.0,
189,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,0.0,0,,11077.0,1.25,0.0,
190,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,,9.0,20.0,0.0,1,6.0,0.0,0,,1083.0,1.25,0.0,
191,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,1.0,9.0,20.0,0.0,1,6.0,0.0,0,,1083.0,1.25,0.0,
192,44.0,5.0,第2节,第3节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,1.0,9.0,20.0,0.0,1,6.0,0.0,0,,1083.0,1.25,0.0,
193,44.0,5.0,第2节,第3节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,1.0,9.0,20.0,0.0,1,6.0,0.0,0,,1083.0,1.25,0.0,
194,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,1.0,9.0,20.0,0.0,1,6.0,0.0,0,,1083.0,1.25,0.0,
195,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,1.0,9.0,20.0,0.0,1,10.0,0.0,0,,1083.0,1.25,0.0,
196,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,2.0,0.0,1.0,9.0,20.0,0.0,1,10.0,0.0,0,,1083.0,1.25,0.0,
197,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.83,109.5,0.83,109.5,0.83,109.5,2.0,0.0,1.0,9.0,20.0,0.0,1,10.0,0.0,0,,1083.0,1.25,0.0,
198,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,109.5,0.83,109.5,0.83,109.5,2.0,0.0,1.0,9.0,20.0,0.0,1,10.0,0.0,0,,1083.0,1.25,0.0,
199,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,9.0,20.0,0.0,1,10.0,0.0,0,,1089.0,1.25,0.0,
200,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,9.0,20.0,0.0,1,10.0,0.0,0,,21077.0,1.25,0.0,
201,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,9.0,20.0,0.0,1,10.0,0.0,0,,21094.0,1.25,0.0,"0.33,0.43"
202,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,48.0,0,,11077.0,1.25,0.0,
203,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,108.5,0.83,108.5,0.83,108.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,48.0,0,,11077.0,1.25,0.0,
204,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,108.5,0.83,108.5,0.83,108.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,37.0,0,,11077.0,1.25,0.0,
205,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,108.5,0.83,108.5,0.83,108.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,37.0,0,,21086.0,1.25,0.0,
206,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,108.5,0.83,108.5,0.83,108.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,37.0,0,,11077.0,1.25,0.0,
207,44.0,5.0,第3节,第3节,6.5,0.87,-6.5,0.8,108.5,0.83,108.5,0.83,108.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,37.0,0,,11094.0,1.25,0.0,"0.68,0.68"
208,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,37.0,0,,21077.0,1.25,0.0,
209,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,21.0,0,,21077.0,1.25,0.0,
210,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,21.0,0,,21077.0,1.25,0.0,
211,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,20.0,0,,21077.0,1.25,0.0,
212,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,20.0,0,,21077.0,1.25,0.0,
213,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,4.0,0,,21077.0,1.25,0.0,
214,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,4.0,0,,11086.0,1.25,0.0,
215,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,106.5,0.83,106.5,0.83,106.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,4.0,0,,21077.0,1.25,0.0,
216,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,106.5,0.83,106.5,0.83,106.5,3.0,0.0,,9.0,20.0,0.0,1,9.0,4.0,0,,21095.0,1.25,0.0,"0.07,0.67"
217,44.0,5.0,第3节,第3节,6.5,0.83,-6.5,0.83,106.5,0.83,106.5,0.83,106.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,58.0,0,,11077.0,1.25,0.0,
218,44.0,5.0,第3节,第3节,6.5,0.8,-16.5,0.87,106.5,0.83,106.5,0.83,-16.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,58.0,0,,11077.0,1.25,0.0,
219,44.0,5.0,第3节,第3节,16.5,0.8,-16.5,0.87,106.5,0.83,106.5,0.83,16.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,58.0,0,,11077.0,1.25,0.0,
220,44.0,5.0,第3节,第3节,16.5,0.8,-16.5,0.87,106.5,0.83,106.5,0.83,16.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,54.0,0,,11077.0,1.25,0.0,
221,44.0,5.0,第3节,第3节,16.5,0.8,-16.5,0.87,106.5,0.83,106.5,0.83,16.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,54.0,0,,11094.0,1.25,0.0,"0.63,0.32"
222,44.0,5.0,第3节,第3节,16.5,0.8,-16.5,0.87,106.5,0.83,106.5,0.83,16.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,21077.0,1.25,0.0,
223,44.0,5.0,第3节,第3节,16.5,0.83,-15.5,0.83,106.5,0.83,106.5,0.83,-15.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,21077.0,1.25,0.0,
224,44.0,5.0,第3节,第3节,15.5,0.83,-15.5,0.83,106.5,0.83,104.5,0.83,15.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,21077.0,1.25,0.0,
225,44.0,5.0,第3节,第3节,15.5,0.83,-15.5,0.83,104.5,0.83,104.5,0.83,104.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,21077.0,1.25,0.0,
226,44.0,5.0,第3节,第3节,15.5,0.83,-15.5,0.83,104.5,0.83,104.5,0.83,104.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,21077.0,1.25,0.0,
227,44.0,5.0,第3节,第3节,15.5,0.8,-16.5,0.87,104.5,0.83,104.5,0.83,-16.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,11077.0,1.25,0.0,
228,44.0,5.0,第3节,第3节,16.5,0.8,-16.5,0.87,104.5,0.83,104.5,0.83,16.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,11077.0,1.25,0.0,
229,44.0,5.0,第3节,第3节,16.5,0.83,-18.5,0.83,104.5,0.83,104.5,0.83,-18.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,11077.0,1.25,0.0,
230,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,104.5,0.83,107.5,0.83,18.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,11077.0,1.25,0.0,
231,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,11077.0,1.25,0.0,
232,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,35.0,0,,11077.0,1.25,0.0,
233,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,30.0,0,,11077.0,1.25,0.0,
234,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,9.0,20.0,0.0,1,8.0,30.0,0,,11075.0,1.25,0.0,"0.72,0.76"
235,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,14.0,36.0,0.0,1,8.0,30.0,0,,21077.0,1.25,0.0,
236,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,14.0,36.0,0.0,1,8.0,28.0,0,,21077.0,1.25,0.0,
237,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,107.5,0.83,107.5,0.83,107.5,3.0,0.0,,14.0,36.0,0.0,1,8.0,28.0,0,,21075.0,1.25,0.0,"0.10,0.90"
238,44.0,5.0,第3节,第3节,18.5,0.83,-16.5,0.83,107.5,0.83,107.5,0.83,-16.5,3.0,0.0,,14.0,36.0,0.0,1,8.0,28.0,0,,11077.0,1.25,0.0,
239,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,107.5,0.83,109.5,0.83,16.5,3.0,0.0,,14.0,36.0,0.0,1,8.0,28.0,0,,11077.0,1.25,0.0,
240,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,14.0,36.0,0.0,1,8.0,28.0,0,,11077.0,1.25,0.0,
241,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,17.0,36.0,0.0,1,8.0,0.0,0,,11077.0,1.25,0.0,
242,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,17.0,36.0,0.0,1,8.0,0.0,0,,11077.0,1.25,0.0,
243,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,17.0,36.0,0.0,1,8.0,0.0,0,,11095.0,1.25,0.0,"0.89,0.45"
244,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,40.0,0,,21077.0,1.25,0.0,
245,44.0,5.0,第3节,第3节,16.5,0.83,-15.5,0.83,109.5,0.83,109.5,0.83,-15.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,40.0,0,,21077.0,1.25,0.0,
246,44.0,5.0,第3节,第3节,15.5,0.83,-15.5,0.83,109.5,0.83,108.5,0.83,15.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,40.0,0,,21077.0,1.25,0.0,
247,44.0,5.0,第3节,第3节,15.5,0.83,-15.5,0.83,108.5,0.83,108.5,0.83,108.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,40.0,0,,21077.0,1.25,0.0,
248,44.0,5.0,第3节,第3节,15.5,0.83,-15.5,0.83,108.5,0.83,108.5,0.83,108.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,40.0,0,,21077.0,1.25,0.0,
249,44.0,5.0,第3节,第3节,15.5,0.83,-16.5,0.83,108.5,0.83,108.5,0.83,-16.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,40.0,0,,21077.0,1.25,0.0,
250,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,108.5,0.83,108.5,0.83,16.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,40.0,0,,11077.0,1.25,0.0,
251,44.0,5.0,第3节,第3节,16.5,0.83,-16.5,0.83,108.5,0.83,108.5,0.83,16.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,39.0,0,,11077.0,1.25,0.0,
252,44.0,5.0,第3节,第3节,16.5,0.87,-16.5,0.8,108.5,0.83,108.5,0.83,16.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,39.0,0,,11077.0,1.25,0.0,
253,44.0,5.0,第3节,第3节,16.5,0.87,-16.5,0.8,108.5,0.83,108.5,0.83,16.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,39.0,0,,21086.0,1.25,0.0,
254,44.0,5.0,第3节,第3节,16.5,0.83,-17.5,0.83,108.5,0.83,108.5,0.83,-17.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,39.0,0,,11077.0,1.25,0.0,
255,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,108.5,0.83,109.5,0.83,17.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,39.0,0,,11077.0,1.25,0.0,
256,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,,17.0,36.0,0.0,1,7.0,39.0,0,,11077.0,1.25,0.0,
257,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,1:2,17.0,36.0,0.0,1,7.0,39.0,0,,11078.0,1.25,0.0,
258,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,1:2,17.0,36.0,0.0,1,7.0,39.0,0,,11079.0,1.25,0.0,"0.80,0.50"
259,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,109.5,0.83,109.5,0.83,109.5,3.0,0.0,2:2,17.0,37.0,0.0,1,7.0,39.0,0,,11078.0,1.25,0.0,"0.80,0.50"
260,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,110.5,0.83,110.5,0.83,110.5,3.0,0.0,2:2,17.0,37.0,0.0,1,7.0,39.0,0,,11078.0,1.25,0.0,"0.80,0.50"
261,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,110.5,0.83,110.5,0.83,110.5,3.0,0.0,2:2,17.0,37.0,0.0,1,7.0,39.0,0,,11078.0,1.25,0.0,"0.80,0.50"
262,44.0,5.0,第3节,第3节,17.5,0.83,-17.5,0.83,110.5,0.83,110.5,0.83,110.5,3.0,0.0,2:2,17.0,37.0,0.0,1,7.0,39.0,0,,11079.0,1.25,0.0,"0.80,0.50"
263,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,110.5,0.83,110.5,0.83,110.5,3.0,0.0,,17.0,37.0,0.0,1,7.0,39.0,0,,21077.0,1.25,0.0,
264,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,110.5,0.83,110.5,0.83,110.5,3.0,0.0,,17.0,38.0,0.0,1,7.0,39.0,0,,21077.0,1.25,0.0,
265,44.0,5.0,第3节,第3节,17.5,0.87,-17.5,0.8,110.5,0.83,110.5,0.83,110.5,3.0,0.0,,17.0,38.0,0.0,1,7.0,38.0,0,,21077.0,1.25,0.0,
266,44.0,5.0,第3节,第3节,17.5,0.87,-18.5,0.8,110.5,0.83,110.5,0.83,-18.5,3.0,0.0,,17.0,38.0,0.0,1,7.0,38.0,0,,11077.0,1.25,0.0,
267,44.0,5.0,第3节,第3节,18.5,0.87,-18.5,0.8,110.5,0.83,110.5,0.83,18.5,3.0,0.0,,17.0,38.0,0.0,1,7.0,38.0,0,,11077.0,1.25,0.0,
268,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,111.5,0.83,111.5,0.83,111.5,3.0,0.0,1:1,17.0,38.0,0.0,1,7.0,38.0,0,,11078.0,1.25,0.0,
269,44.0,5.0,第3节,第3节,18.5,0.83,-18.5,0.83,111.5,0.83,111.5,0.83,111.5,3.0,0.0,1:1,17.0,38.0,0.0,1,7.0,38.0,0,,11078.0,1.25,0.0,
270,44.0,5.0,第3节,第3节,18.5,0.87,-18.5,0.8,111.5,0.83,111.5,0.83,111.5,3.0,0.0,1:1,17.0,38.0,0.0,1,7.0,38.0,0,,11078.0,1.25,0.0,
271,44.0,5.0,第3节,第3节,18.5,0.87,-18.5,0.8,111.5,0.83,111.5,0.83,111.5,3.0,0.0,1:1,17.0,38.0,0.0,1,7.0,38.0,0,,11078.0,1.25,0.0,
272,44.0,5.0,第3节,第3节,18.5,0.87,-18.5,0.8,111.5,0.83,111.5,0.83,111.5,3.0,0.0,1:1,17.0,38.0,0.0,1,7.0,38.0,0,,11079.0,1.25,0.0,"0.80,0.50"
273,44.0,5.0,第3节,第3节,18.5,0.87,-18.5,0.8,111.5,0.83,111.5,0.83,111.5,3.0,0.0,,17.0,39.0,0.0,1,7.0,38.0,0,,21077.0,1.25,0.0,
