,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,24.5,0.8,-24.5,0.8695652173913043,170.5,0.8333333333333334,170.5,0.8333333333333334,,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,43.0,0,20180916153729,11079^21077,15.0,0.006666666666666667
1,,,,24.5,0.8,-24.5,0.8695652173913043,170.5,0.8333333333333334,170.5,0.8333333333333334,,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,42.0,0,20180916153732.0,11079^21077,15.0,0.006666666666666667
2,,,,24.5,0.8,-24.5,0.8695652173913043,170.5,0.8,169.5,0.8695652173913043,,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,33.0,0,20180916153740.0,21077.0,15.0,0.006666666666666667
3,,,,24.5,0.8,-24.5,0.8695652173913043,168.5,0.8,168.5,0.8695652173913043,8.0,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,25.0,0,20180916153749.0,21077.0,15.0,0.006666666666666667
4,,,,24.5,0.8,-24.5,0.8695652173913043,168.5,0.8,168.5,0.8695652173913043,8.0,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,25.0,0.0,20180916153749.0,21077.0,15.0,0.006666666666666667
5,,,,24.5,0.8,-24.5,0.8695652173913043,168.5,0.8,168.5,0.8695652173913043,8.0,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,25.0,1.0,20180916153801.0,21077.0,15.0,0.006666666666666667
6,,,,24.5,0.8,-24.5,0.8695652173913043,168.5,0.8,168.5,0.8695652173913043,8.0,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,24.0,1.0,20180916153801.0,21077.0,15.0,0.006666666666666667
7,,,,24.5,0.8333333333333334,-24.5,0.8333333333333334,168.5,0.8,168.5,0.8695652173913043,8.0,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,18.0,1.0,20180916153807.0,11077.0,16.0,0.005
8,,,,24.5,0.8333333333333334,-24.5,0.8333333333333334,168.5,0.8,168.5,0.8695652173913043,8.0,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,18.0,0.0,20180916153807.0,11077.0,16.0,0.005
9,,,,24.5,0.8333333333333334,-24.5,0.8333333333333334,168.5,0.8,168.5,0.8695652173913043,8.0,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,18.0,0.0,20180916153822.0,11077.0,16.0,0.005
10,,,,24.5,0.8695652173913043,-24.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,8.0,,,,5.0,5.0,13.0,4.0,11.0,2.0,4.0,3,4.0,5.0,84.6,50.0,54.0,25,0,1,2.0,18.0,0.0,20180916153833.0,11077.0,16.0,0.005
11,,,,25.5,0.8,-25.5,0.8695652173913043,168.5,0.8333333333333334,168.5,0.8333333333333334,8.0,,1:1,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,2.0,18.0,0.0,20180916153841.0,11078.0,16.0,0.005
12,,,,25.5,0.8,-25.5,0.8695652173913043,168.5,0.8333333333333334,168.5,0.8333333333333334,8.0,,1:1,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,2.0,16.0,0.0,20180916153841.0,11078.0,16.0,0.005
13,,,,25.5,0.8333333333333334,-25.5,0.8333333333333334,168.5,0.8333333333333334,168.5,0.8333333333333334,7.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,2.0,16.0,0.0,20180916153859.0,11077.0,16.0,0.005
14,,,,25.5,0.8333333333333334,-25.5,0.8333333333333334,168.5,0.8333333333333334,168.5,0.8333333333333334,7.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,2.0,7.0,0.0,20180916153907.0,11077.0,16.0,0.005
15,,,,25.5,0.8333333333333334,-25.5,0.8333333333333334,167.5,0.8333333333333334,167.5,0.8333333333333334,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,59.0,0.0,20180916153915.0,11077.0,16.0,0.005
16,,,,25.5,0.8,-25.5,0.8695652173913043,167.5,0.8333333333333334,167.5,0.8333333333333334,13.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,55.0,0.0,20180916153920.0,21077.0,16.0,0.005
17,,,,25.5,0.8,-25.5,0.8695652173913043,167.5,0.8333333333333334,167.5,0.8333333333333334,13.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,54.0,0.0,20180916153921.0,21077.0,16.0,0.005
18,,,,25.5,0.8,-25.5,0.8695652173913043,167.5,0.8,167.5,0.8695652173913043,13.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,50.0,0.0,20180916153925.0,21077.0,16.0,0.005
19,,,,25.5,0.8,-25.5,0.8695652173913043,167.5,0.8,167.5,0.8695652173913043,13.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,50.0,0.0,20180916153926.0,21077.0,16.0,0.005
20,,,,25.5,0.8,-25.5,0.8695652173913043,166.5,0.8695652173913043,166.5,0.8,13.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,49.0,0.0,20180916153926.0,21077.0,16.0,0.005
21,,,,25.5,0.8333333333333334,-25.5,0.8333333333333334,166.5,0.8695652173913043,166.5,0.8,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,49.0,0.0,20180916153940.0,11077.0,16.0,0.005
22,,,,25.5,0.8,-25.5,0.8695652173913043,166.5,0.8,166.5,0.8695652173913043,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,41.0,0.0,20180916153948.0,21077.0,16.0,0.005
23,,,,25.5,0.8333333333333334,-25.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,35.0,0.0,20180916153954.0,11077.0,16.0,0.005
24,,,,25.5,0.8333333333333334,-25.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,34.0,0.0,20180916153954.0,11077.0,16.0,0.005
25,,,,25.5,0.8695652173913043,-25.5,0.8,164.5,0.8695652173913043,164.5,0.8,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,26.0,0.0,20180916154003.0,11077.0,16.0,0.005
26,,,,25.5,0.8695652173913043,-25.5,0.8,164.5,0.8333333333333334,164.5,0.8333333333333334,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,18.0,0.0,20180916154011.0,11077.0,16.0,0.005
27,,,,25.5,0.8695652173913043,-25.5,0.8,164.5,0.8,164.5,0.8695652173913043,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,17.0,0.0,20180916154011.0,11077.0,16.0,0.005
28,,,,25.5,0.8695652173913043,-25.5,0.8,164.5,0.8,164.5,0.8695652173913043,12.0,,,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,5.0,85.7,50.0,55.0,25,0,1,1.0,17.0,0.0,20180916154012.0,11077.0,16.0,0.005
29,,,,25.5,0.8695652173913043,-25.5,0.8,164.5,0.8,164.5,0.8695652173913043,12.0,,^,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,7.0,85.7,50.0,55.0,25,0,1,1.0,18.0,0.0,20180916154022.0,21086^11077,16.0,0.005
30,,,,25.5,0.8695652173913043,-25.5,0.8,164.5,0.8,164.5,0.8695652173913043,12.0,,^,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,7.0,85.7,50.0,55.0,25,0,1,1.0,18.0,0.0,20180916154023.0,21086^11077,16.0,0.005
31,,,,26.5,0.8333333333333334,-26.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,12.0,,1:2,,5.0,5.0,13.0,4.0,12.0,2.0,4.0,3,4.0,7.0,80.0,50.0,55.0,25,0,1,1.0,18.0,0.0,20180916154023.0,11078.0,16.0,0.005
32,,,,26.5,0.8333333333333334,-26.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,12.0,,2:2^,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,7.0,81.2,50.0,56.0,25,0,1,1.0,18.0,0.0,20180916154048.0,11079^21077,16.0,0.005
33,,,,26.5,0.8333333333333334,-26.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,12.0,,2:2^,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,7.0,81.2,50.0,56.0,25,0,1,1.0,18.0,1.0,20180916154058.0,11079^21077,16.0,0.005
34,,,,26.5,0.8333333333333334,-26.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,12.0,,,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,7.0,81.2,50.0,56.0,25,0,1,1.0,17.0,1.0,20180916154059.0,21077.0,16.0,0.005
35,,,,26.5,0.8333333333333334,-26.5,0.8333333333333334,164.5,0.8,164.5,0.8695652173913043,12.0,,,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,7.0,81.2,50.0,56.0,25,0,1,1.0,8.0,1.0,20180916154107.0,21077.0,16.0,0.005
36,,,,26.5,0.8695652173913043,-26.5,0.8,164.5,0.8,164.5,0.8695652173913043,12.0,,,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,7.0,81.2,50.0,56.0,25,0,1,1.0,3.0,1.0,20180916154114.0,11077.0,16.0,0.005
37,,,,26.5,0.8695652173913043,-26.5,0.8,164.5,0.8,164.5,0.8695652173913043,12.0,,,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,7.0,81.2,50.0,56.0,25,0,1,1.0,2.0,0.0,20180916154114.0,11077.0,16.0,0.005
38,,,,26.5,0.8695652173913043,-26.5,0.8,164.5,0.8,164.5,0.8695652173913043,12.0,,,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,7.0,81.2,50.0,56.0,25,0,1,1.0,2.0,0.0,20180916154115.0,11077.0,16.0,0.005
39,,,,26.5,0.8695652173913043,-26.5,0.8,164.5,0.8,164.5,0.8695652173913043,12.0,,^,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,8.0,81.2,50.0,56.0,25,0,1,1.0,2.0,0.0,20180916154128.0,21086^11077,16.0,0.005
40,,,,27.5,0.8333333333333334,-27.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,12.0,,1:2,,5.0,5.0,13.0,4.0,13.0,2.0,4.0,3,4.0,8.0,81.2,50.0,56.0,25,0,1,1.0,2.0,0.0,20180916154129.0,11078.0,16.0,0.005
41,,,,28.5,0.8,-28.5,0.8695652173913043,165.5,0.8695652173913043,165.5,0.8,12.0,,1:2^2:2,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,82.4,50.0,57.0,25,0,1,1.0,2.0,0.0,20180916154140.0,11079^11078,16.0,0.005
42,,,,27.5,0.8333333333333334,-27.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,1.0,2.0,1.0,20180916154153.0,11080^21077,16.0,0.005
43,,,,27.5,0.8333333333333334,-27.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,1.0,1.0,1.0,20180916154153.0,11080^21077,16.0,0.005
44,,,,27.5,0.8333333333333334,-27.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,1.0,0.0,1.0,20180916154154.0,11080^21077,16.0,0.005
45,,,,27.5,0.8333333333333334,-27.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,1.0,0.0,1.0,20180916154155.0,11080^21077,16.0,0.005
46,,,,27.5,0.8333333333333334,-27.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,0.0,52.0,1.0,20180916154203.0,11080^21077,16.0,0.005
47,,,,27.5,0.8695652173913043,-27.5,0.8,164.5,0.8333333333333334,164.5,0.8333333333333334,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,0.0,51.0,1.0,20180916154204.0,11077.0,16.0,0.005
48,,,,27.5,0.8695652173913043,-27.5,0.8,164.5,0.8333333333333334,164.5,0.8333333333333334,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,0.0,50.0,1.0,20180916154204.0,11077.0,16.0,0.005
49,,,,27.5,0.8695652173913043,-27.5,0.8,163.5,0.8695652173913043,163.5,0.8,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,0.0,42.0,1.0,20180916154213.0,11077.0,16.0,0.005
50,,,,27.5,0.8695652173913043,-27.5,0.8,163.5,0.8,163.5,0.8695652173913043,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,0.0,34.0,1.0,20180916154221.0,11077.0,16.0,0.005
51,,,,27.5,0.8333333333333334,-27.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,12.0,,2:2^,,5.0,5.0,13.0,4.0,14.0,2.0,4.0,3,4.0,8.0,77.8,50.0,57.0,25,0,1,0.0,29.0,1.0,20180916154226.0,21077.0,16.0,0.005
