,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,LA,LM,OD,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
21,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.38461538461538464,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,37.0,0.0,20180911181120.0,11077.0,1.65,0.43478260869565216,
22,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.4,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,37.0,0.0,20180911181120.0,11077.0,1.65,0.43478260869565216,
23,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.4,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,37.0,1.0,20180911181135.0,11077.0,1.65,0.43478260869565216,
24,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,30.0,1.0,20180911181141.0,11077.0,1.65,0.43478260869565216,
25,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,30.0,1.0,20180911181141.0,11077.0,1.65,0.43478260869565216,
26,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,30.0,1.0,20180911181141.0,11077.0,1.65,0.43478260869565216,
27,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,30.0,1.0,20180911181141.0,21077.0,1.65,0.43478260869565216,
28,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,30.0,1.0,20180911181141.0,21077.0,1.65,0.43478260869565216,
29,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,30.0,1.0,20180911181141.0,21077.0,1.65,0.43478260869565216,
30,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,,0.8,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,21.0,1.0,20180911181149.0,21077.0,1.65,0.43478260869565216,
31,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,,0.9090909090909091,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,21077.0,1.65,0.43478260869565216,
32,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,,0.8333333333333334,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,11077.0,1.65,0.43478260869565216,
33,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,,0.8333333333333334,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,11077.0,1.65,0.43478260869565216,
34,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,,0.8333333333333334,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,11077.0,1.65,0.43478260869565216,
35,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,,0.8333333333333334,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,11077.0,1.65,0.43478260869565216,
36,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,,0.8333333333333334,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,11077.0,1.65,0.43478260869565216,
37,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,,0.45454545454545453,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,11077.0,1.65,0.43478260869565216,
38,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,11077.0,1.65,0.43478260869565216,
39,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181157.0,11077.0,1.65,0.43478260869565216,
40,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181207.0,21077.0,1.65,0.43478260869565216,
41,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181207.0,21077.0,1.65,0.43478260869565216,
42,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,9.0,13.0,1.0,20180911181207.0,21077.0,1.65,0.43478260869565216,
43,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.8695652173913043,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,56.0,1.0,20180911181215.0,21077.0,1.65,0.43478260869565216,
44,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.4166666666666667,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,56.0,1.0,20180911181215.0,21077.0,1.65,0.43478260869565216,
45,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.9090909090909091,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,56.0,1.0,20180911181215.0,21077.0,1.65,0.43478260869565216,
46,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.9090909090909091,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,56.0,1.0,20180911181215.0,21077.0,1.65,0.43478260869565216,
47,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.9090909090909091,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,56.0,1.0,20180911181215.0,21077.0,1.65,0.43478260869565216,
48,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.9090909090909091,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,56.0,1.0,20180911181215.0,21077.0,1.65,0.43478260869565216,
49,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.9090909090909091,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,56.0,1.0,20180911181215.0,21077.0,1.65,0.43478260869565216,
50,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.9090909090909091,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181225.0,21077.0,1.65,0.43478260869565216,
51,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.45454545454545453,,,,10,8,,11,23,,8,7,2,4,,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181225.0,21077.0,1.65,0.43478260869565216,
52,,16.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,16.5,174.5,,0.45454545454545453,^,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181231.0,11086^21077,1.65,0.43478260869565216,^
53,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,174.5,,0.8695652173913043,^,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181231.0,11086^21077,1.65,0.43478260869565216,^
54,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,174.5,,0.8695652173913043,^,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181231.0,11086^21077,1.65,0.43478260869565216,^
55,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,174.5,,0.8695652173913043,^,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181231.0,11086^21077,1.65,0.43478260869565216,^
56,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,5.0,0.8695652173913043,1:2,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181232.0,21078.0,1.65,0.43478260869565216,
57,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,175.5,5.0,0.8695652173913043,1:2,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181232.0,21078.0,1.65,0.43478260869565216,
58,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,175.5,5.0,0.43478260869565216,1:2,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181232.0,21078.0,1.65,0.43478260869565216,
59,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,175.5,5.0,0.7692307692307693,1:2,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181232.0,21078.0,1.65,0.43478260869565216,
60,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,175.5,5.0,0.7692307692307693,1:2,,,10,8,,11,23,,8,7,2,4,1.0,0,0,,66.7,58.3,60,78,0.0,1,8.0,46.0,0.0,20180911181232.0,21078.0,1.65,0.43478260869565216,
61,,176.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,176.5,176.5,5.0,0.9090909090909091,1:2^2:2,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,0.0,20180911181244.0,21079^21078,1.65,0.43478260869565216,^
62,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.7692307692307693,1:2^2:2,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,0.0,20180911181244.0,21079^21078,1.65,0.43478260869565216,^
63,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.7692307692307693,1:2^2:2,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,0.0,20180911181244.0,21079^21078,1.65,0.43478260869565216,^
64,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.3448275862068966,1:2^2:2,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,0.0,20180911181244.0,21079^21078,1.65,0.43478260869565216,^
65,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.36363636363636365,1:2^2:2,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,0.0,20180911181244.0,21079^21078,1.65,0.43478260869565216,^
66,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.3448275862068966,1:2^2:2,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,0.0,20180911181244.0,21079^21078,1.65,0.43478260869565216,^
67,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8333333333333334,1:2^2:2,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,0.0,20180911181244.0,21079^21078,1.65,0.43478260869565216,^
68,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8333333333333334,1:2^2:2,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,0.0,20180911181244.0,21079^21078,1.65,0.43478260869565216,^
69,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8333333333333334,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,1.0,20180911181244.0,11077.0,1.65,0.43478260869565216,
70,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8333333333333334,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,1.0,20180911181244.0,11077.0,1.65,0.43478260869565216,
71,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8333333333333334,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,46.0,1.0,20180911181244.0,11077.0,1.65,0.43478260869565216,
72,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,37.0,1.0,20180911181305.0,11077.0,1.65,0.43478260869565216,
73,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,37.0,1.0,20180911181305.0,11077.0,1.65,0.43478260869565216,
74,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,37.0,1.0,20180911181305.0,11077.0,1.65,0.43478260869565216,
75,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,37.0,1.0,20180911181305.0,11077.0,1.65,0.43478260869565216,
76,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,37.0,1.0,20180911181305.0,11077.0,1.65,0.43478260869565216,
77,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,37.0,1.0,20180911181305.0,11077.0,1.65,0.43478260869565216,
78,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.8695652173913043,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,27.0,0.0,20180911181317.0,11077.0,1.65,0.43478260869565216,
79,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,27.0,0.0,20180911181317.0,21077.0,1.65,0.43478260869565216,
80,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,27.0,0.0,20180911181317.0,21077.0,1.65,0.43478260869565216,
81,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,27.0,0.0,20180911181317.0,21077.0,1.65,0.43478260869565216,
