,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,LA,LM,OD,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
82,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,27.0,0.0,20180911181317.0,21077.0,1.65,0.43478260869565216,
83,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,27.0,0.0,20180911181317.0,21077.0,1.65,0.43478260869565216,
84,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,28.0,0.0,20180911181320.0,21077.0,1.65,0.43478260869565216,
85,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,176.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,26.0,1.0,20180911181323.0,21077.0,1.65,0.43478260869565216,
86,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,5.0,0.8333333333333334,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,17.0,1.0,20180911181331.0,21077.0,1.65,0.43478260869565216,
87,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.7692307692307693,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,9.0,1.0,20180911181340.0,21077.0,1.65,0.43478260869565216,
88,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.8333333333333334,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,4.0,1.0,20180911181345.0,21094.0,1.65,0.43478260869565216,"0.27,0.13"
89,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,4.0,1.0,20180911181345.0,21094.0,1.65,0.43478260869565216,"0.27,0.13"
90,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,4.0,1.0,20180911181345.0,21094.0,1.65,0.43478260869565216,"0.27,0.13"
91,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,4.0,1.0,20180911181345.0,11077.0,1.65,0.43478260869565216,
92,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,4.0,1.0,20180911181345.0,11077.0,1.65,0.43478260869565216,
93,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.8,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,4.0,1.0,20180911181345.0,11077.0,1.65,0.43478260869565216,
94,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,4.0,1.0,20180911181345.0,11077.0,1.65,0.43478260869565216,
95,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,8.0,4.0,1.0,20180911181345.0,11077.0,1.65,0.43478260869565216,
96,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,7.0,59.0,1.0,20180911181350.0,21077.0,1.65,0.43478260869565216,
97,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,7.0,59.0,1.0,20180911181350.0,21077.0,1.65,0.43478260869565216,
98,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.9090909090909091,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,7.0,59.0,1.0,20180911181350.0,21077.0,1.65,0.43478260869565216,
99,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.7692307692307693,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,7.0,59.0,1.0,20180911181350.0,21077.0,1.65,0.43478260869565216,
100,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.7692307692307693,,,,10,8,,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,79,0.0,1,7.0,59.0,1.0,20180911181350.0,21077.0,1.65,0.43478260869565216,
101,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.7692307692307693,^,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,59.0,1.0,20180911181355.0,21074^11077,1.65,0.43478260869565216,"0.06,0.59^"
102,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.7692307692307693,^,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,59.0,1.0,20180911181355.0,21074^11077,1.65,0.43478260869565216,"0.06,0.59^"
103,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.7692307692307693,^,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,59.0,1.0,20180911181355.0,21074^11077,1.65,0.43478260869565216,"0.06,0.59^"
104,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.7692307692307693,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,59.0,1.0,20180911181355.0,11077.0,1.65,0.43478260869565216,
105,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.8695652173913043,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,44.0,0.0,20180911181405.0,11077.0,1.65,0.43478260869565216,
106,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.9090909090909091,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,42.0,0.0,20180911181418.0,11077.0,1.65,0.43478260869565216,
107,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.36363636363636365,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,42.0,0.0,20180911181418.0,11077.0,1.65,0.43478260869565216,
108,,20.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,20.5,173.5,5.0,0.8333333333333334,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,46.0,1.0,20180911181450.0,11077.0,1.65,0.43478260869565216,
109,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.7692307692307693,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,37.0,1.0,20180911181458.0,11077.0,1.65,0.43478260869565216,
110,,19.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,19.5,173.5,5.0,0.7692307692307693,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,37.0,1.0,20180911181458.0,11077.0,1.65,0.43478260869565216,
111,,19.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,19.5,173.5,5.0,0.7692307692307693,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,37.0,1.0,20180911181458.0,11077.0,1.65,0.43478260869565216,
112,,19.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,19.5,173.5,5.0,0.7692307692307693,,,,10,8,24.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,37.0,1.0,20180911181458.0,11077.0,1.65,0.43478260869565216,
113,,19.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,19.5,173.5,5.0,0.7692307692307693,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,37.0,1.0,20180911181458.0,21077.0,1.65,0.43478260869565216,
114,,19.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,19.5,173.5,5.0,0.7692307692307693,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,37.0,1.0,20180911181458.0,21077.0,1.65,0.43478260869565216,
115,,19.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,19.5,173.5,5.0,0.9090909090909091,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,24.0,1.0,20180911181512.0,21077.0,1.65,0.43478260869565216,
116,,174.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,174.5,174.5,5.0,0.8333333333333334,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,21077.0,1.65,0.43478260869565216,
117,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,174.5,5.0,0.8333333333333334,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
118,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,174.5,5.0,0.8333333333333334,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
119,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,174.5,5.0,0.8333333333333334,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
120,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,174.5,5.0,0.8333333333333334,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
121,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,174.5,5.0,0.8333333333333334,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
122,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,174.5,5.0,0.9090909090909091,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
123,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,174.5,5.0,0.9090909090909091,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
124,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,174.5,5.0,0.9090909090909091,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
125,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,174.5,5.0,0.9090909090909091,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
126,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,174.5,5.0,0.9090909090909091,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181520.0,11077.0,1.65,0.43478260869565216,
127,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.8,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,4.0,1.0,20180911181532.0,11077.0,1.65,0.43478260869565216,
128,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.3448275862068966,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,4.0,1.0,20180911181532.0,11077.0,1.65,0.43478260869565216,
129,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.3448275862068966,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,55.0,1.0,20180911181540.0,11077.0,1.65,0.43478260869565216,
130,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,173.5,5.0,0.3448275862068966,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,55.0,1.0,20180911181541.0,21077.0,1.65,0.43478260869565216,
131,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,173.5,5.0,0.3448275862068966,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,55.0,1.0,20180911181541.0,21077.0,1.65,0.43478260869565216,
132,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,173.5,5.0,0.3448275862068966,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,55.0,1.0,20180911181541.0,21077.0,1.65,0.43478260869565216,
133,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,173.5,5.0,0.3448275862068966,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,55.0,1.0,20180911181541.0,21077.0,1.65,0.43478260869565216,
134,,18.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,18.5,173.5,5.0,0.3448275862068966,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,55.0,1.0,20180911181541.0,21077.0,1.65,0.43478260869565216,
135,,172.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,172.5,172.5,5.0,0.7692307692307693,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,53.0,0.0,20180911181543.0,21077.0,1.65,0.43478260869565216,
136,,172.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,172.5,172.5,5.0,0.7692307692307693,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,53.0,1.0,20180911181557.0,21077.0,1.65,0.43478260869565216,
137,,172.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,172.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,44.0,1.0,20180911181606.0,21077.0,1.65,0.43478260869565216,
138,,172.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,172.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181610.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
139,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181610.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
140,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181610.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
141,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181610.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
142,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181610.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
143,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181611.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
144,,15.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,15.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181611.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
145,,15.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,15.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181611.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
146,,15.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,15.5,172.5,5.0,0.8695652173913043,,,,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181611.0,21095.0,1.65,0.43478260869565216,"0.13,0.39"
147,,15.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,15.5,172.5,5.0,0.8695652173913043,,,11.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181611.0,21077.0,1.65,0.43478260869565216,
148,,15.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,15.5,172.5,5.0,0.8695652173913043,,,11.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181611.0,21077.0,1.65,0.43478260869565216,
149,,15.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,15.5,172.5,5.0,0.23529411764705882,,,11.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181611.0,21077.0,1.65,0.43478260869565216,
150,,15.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,15.5,172.5,5.0,0.25,,,11.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,41.0,1.0,20180911181611.0,21077.0,1.65,0.43478260869565216,
151,,15.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,15.5,172.5,5.0,0.8695652173913043,,,11.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,24.0,1.0,20180911181626.0,21077.0,1.65,0.43478260869565216,
152,,173.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,173.5,173.5,5.0,0.8,,,11.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181634.0,21077.0,1.65,0.43478260869565216,
153,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,173.5,5.0,0.8,,,11.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181634.0,21077.0,1.65,0.43478260869565216,
154,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,173.5,5.0,0.8,,,11.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181634.0,21077.0,1.65,0.43478260869565216,
155,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,173.5,5.0,0.8,,,9.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181634.0,11077.0,1.65,0.43478260869565216,
156,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,173.5,5.0,0.8,,,9.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181634.0,11077.0,1.65,0.43478260869565216,
157,,17.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,17.5,173.5,5.0,0.8,,,9.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,16.0,1.0,20180911181634.0,11077.0,1.65,0.43478260869565216,
158,,175.5,-18.5,0.8333333333333334,18.5,0.8333333333333334,179.5,0.9090909090909091,179.5,0.7692307692307693,175.5,175.5,5.0,0.8,,,9.0,10,8,13.0,11,23,8.0,8,7,2,4,1.0,0,0,61.5,66.7,58.3,62,82,0.0,1,7.0,0.0,1.0,20180911181650.0,11077.0,1.65,0.43478260869565216,
