,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.77,0.91
1,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,10.0,,0.0,0,,1087.0,0.77,0.91
2,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,1.0,1,10.0,GD,0.0,0,,21077.0,0.77,0.91
3,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,1.0,1,10.0,GD,0.0,0,,21077.0,0.77,0.91
4,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,1.0,1,10.0,GD,0.0,0,,21077.0,0.77,0.91
5,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,1.0,1,10.0,GD,0.0,0,,21077.0,0.77,0.91
6,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,1.0,1,10.0,GD,0.0,0,,21077.0,0.77,0.91
7,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,1.0,1,9.0,GD,59.0,0,,21077.0,0.77,0.91
8,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,21077.0,0.77,0.91
9,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,21077.0,0.77,0.91
10,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,21077.0,0.77,0.91
11,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,21077.0,0.77,0.91
12,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,21077.0,0.77,0.91
13,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,49.0,0,,21077.0,0.77,0.91
14,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,49.0,0,,11086.0,0.77,0.91
15,,,,第1节,,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,50.0,0,,21077.0,0.77,0.91
16,,,,第1节,170.5,-1.5,0.83,1.5,0.83,171.5,0.83,171.5,0.83,170.5,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,50.0,0,,21077.0,0.77,0.91
