,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
75,,20.5,0.83,-20.5,0.8,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
76,,19.5,0.83,-19.5,0.83,155.5,0.83,155.5,0.83,19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
77,,20.5,0.83,-19.5,0.83,155.5,0.83,155.5,0.83,-19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
78,,20.5,0.8,-20.5,0.83,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
79,,19.5,0.8,-20.5,0.87,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
80,,19.5,0.83,-19.5,0.87,155.5,0.83,155.5,0.83,19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
81,,20.5,0.83,-19.5,0.83,155.5,0.83,155.5,0.83,-19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
82,,20.5,0.8,-20.5,0.83,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
83,,19.5,0.8,-20.5,0.87,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
84,,19.5,0.87,-19.5,0.87,155.5,0.83,155.5,0.83,19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
85,,20.5,0.87,-19.5,0.8,155.5,0.83,155.5,0.83,-19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
86,,20.5,0.8,-20.5,0.8,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
87,,21.5,0.8,-20.5,0.87,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
88,,21.5,0.8,-21.5,0.87,155.5,0.83,155.5,0.83,21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
89,,20.5,0.8,-21.5,0.87,155.5,0.83,155.5,0.83,-21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
90,,20.5,0.83,-20.5,0.87,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
91,,20.5,0.87,-20.5,0.83,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
92,,21.5,0.87,-21.5,0.8,155.5,0.83,155.5,0.83,21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
93,,21.5,0.83,-21.5,0.83,155.5,0.83,155.5,0.83,-21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
94,,22.5,0.87,-22.5,0.8,155.5,0.83,155.5,0.83,22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
95,,22.5,0.83,-22.5,0.83,155.5,0.83,155.5,0.83,-22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
96,,24.5,0.87,-22.5,0.8,155.5,0.83,155.5,0.83,24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
97,,23.5,0.8,-24.5,0.87,155.5,0.83,155.5,0.83,-24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
98,,23.5,0.87,-23.5,0.87,155.5,0.83,155.5,0.83,23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
99,,24.5,0.87,-23.5,0.8,155.5,0.83,155.5,0.83,-23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
100,,24.5,0.8,-24.5,0.8,155.5,0.83,155.5,0.83,24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
101,,25.5,0.8,-24.5,0.87,155.5,0.83,155.5,0.83,-24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
102,,25.5,0.83,-25.5,0.87,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
103,,24.5,0.83,-25.5,0.83,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
104,,24.5,0.83,-24.5,0.83,155.5,0.83,155.5,0.83,24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
105,,25.5,0.83,-24.5,0.83,155.5,0.83,155.5,0.83,-24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
106,,25.5,0.8,-25.5,0.83,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
107,,24.5,0.8,-25.5,0.87,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
108,,24.5,0.83,-24.5,0.87,155.5,0.83,155.5,0.83,24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
109,,25.5,0.83,-24.5,0.83,155.5,0.83,155.5,0.83,-24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
110,,25.5,0.8,-25.5,0.83,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
111,,26.5,0.8,-25.5,0.87,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
112,,26.5,0.83,-26.5,0.87,155.5,0.83,155.5,0.83,26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
113,,25.5,0.83,-26.5,0.83,155.5,0.83,155.5,0.83,-26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
114,,25.5,0.87,-25.5,0.83,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
115,,26.5,0.87,-25.5,0.8,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
116,,26.5,0.83,-26.5,0.8,155.5,0.83,155.5,0.83,26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
117,,28.5,0.83,-26.5,0.83,155.5,0.83,155.5,0.83,-26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
118,,28.5,0.8,-28.5,0.83,155.5,0.83,155.5,0.83,28.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
119,,28.5,0.83,-28.5,0.87,155.5,0.83,155.5,0.83,-28.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
120,,28.5,0.8,-28.5,0.83,155.5,0.83,155.5,0.83,-28.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
121,,28.5,0.87,-28.5,0.87,155.5,0.83,155.5,0.83,-28.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
122,,28.5,0.83,-28.5,0.8,155.5,0.83,155.5,0.83,-28.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
123,,25.5,0.83,-25.5,0.83,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
124,,26.5,0.83,-25.5,0.83,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
125,,26.5,0.83,-26.5,0.83,155.5,0.83,155.5,0.83,26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
126,,25.5,0.8,-26.5,0.87,155.5,0.83,155.5,0.83,-26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
127,,25.5,0.83,-25.5,0.87,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
128,,26.5,0.83,-25.5,0.83,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
129,,26.5,0.8,-26.5,0.83,155.5,0.83,155.5,0.83,26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
130,,26.5,0.83,-26.5,0.87,155.5,0.83,155.5,0.83,-26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
131,,26.5,0.8,-26.5,0.83,155.5,0.83,155.5,0.83,-26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
132,,26.5,0.87,-26.5,0.87,155.5,0.83,155.5,0.83,-26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
133,,26.5,0.83,-26.5,0.8,155.5,0.83,155.5,0.83,-26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
134,,23.5,0.83,-23.5,0.83,155.5,0.83,155.5,0.83,23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
135,,24.5,0.83,-23.5,0.83,155.5,0.83,155.5,0.83,-23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
136,,24.5,0.83,-24.5,0.83,155.5,0.83,155.5,0.83,24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
137,,23.5,0.8,-24.5,0.87,155.5,0.83,155.5,0.83,-24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
138,,23.5,0.83,-23.5,0.87,155.5,0.83,155.5,0.83,23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
139,,24.5,0.83,-23.5,0.83,155.5,0.83,155.5,0.83,-23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
140,,24.5,0.8,-24.5,0.83,155.5,0.83,155.5,0.83,24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
141,,23.5,0.8,-24.5,0.87,155.5,0.83,155.5,0.83,-24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
142,,23.5,0.83,-23.5,0.87,155.5,0.83,155.5,0.83,23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
143,,22.5,0.83,-23.5,0.83,155.5,0.83,155.5,0.83,-23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
144,,22.5,0.87,-22.5,0.83,155.5,0.83,155.5,0.83,22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
145,,22.5,0.83,-22.5,0.8,155.5,0.83,155.5,0.83,-22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
146,,21.5,0.87,-21.5,0.83,155.5,0.83,155.5,0.83,21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
147,,22.5,0.87,-21.5,0.8,155.5,0.83,155.5,0.83,-21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
148,,22.5,0.83,-22.5,0.8,155.5,0.83,155.5,0.83,22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
149,,21.5,0.83,-22.5,0.83,155.5,0.83,155.5,0.83,-22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
150,,21.5,0.87,-21.5,0.83,155.5,0.83,155.5,0.83,21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
151,,22.5,0.87,-21.5,0.8,155.5,0.83,155.5,0.83,-21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
152,,22.5,0.83,-22.5,0.8,155.5,0.83,155.5,0.83,22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
153,,23.5,0.83,-22.5,0.83,155.5,0.83,155.5,0.83,-22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
154,,23.5,0.87,-23.5,0.83,155.5,0.83,155.5,0.83,23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
155,,23.5,0.83,-23.5,0.8,155.5,0.83,155.5,0.83,-23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
156,,25.5,0.83,-25.5,0.83,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
157,,24.5,0.83,-25.5,0.83,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
158,,24.5,0.87,-24.5,0.83,155.5,0.83,155.5,0.83,24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
159,,24.5,0.83,-24.5,0.8,155.5,0.83,155.5,0.83,-24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
160,,25.5,0.83,-25.5,0.83,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
161,,24.5,0.8,-25.5,0.87,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
162,,24.5,0.83,-24.5,0.87,155.5,0.83,155.5,0.83,24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
163,,25.5,0.83,-24.5,0.83,155.5,0.83,155.5,0.83,-24.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
164,,25.5,0.8,-25.5,0.83,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
165,,27.5,0.8,-25.5,0.87,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
166,,27.5,0.83,-27.5,0.87,155.5,0.83,155.5,0.83,27.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
167,,27.5,0.8,-27.5,0.83,155.5,0.83,155.5,0.83,-27.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
168,,26.5,0.83,-26.5,0.87,155.5,0.83,155.5,0.83,26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
169,,26.5,0.8,-26.5,0.83,155.5,0.83,155.5,0.83,-26.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
170,,25.5,0.83,-25.5,0.87,155.5,0.83,155.5,0.83,25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
171,,25.5,0.8,-25.5,0.83,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
172,,25.5,0.83,-25.5,0.87,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
173,,25.5,0.8,-25.5,0.83,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
174,,25.5,0.83,-25.5,0.87,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
175,,25.5,0.8,-25.5,0.83,155.5,0.83,155.5,0.83,-25.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
176,,23.5,0.83,-23.5,0.87,155.5,0.83,155.5,0.83,23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
177,,22.5,0.83,-23.5,0.83,155.5,0.83,155.5,0.83,-23.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
178,,22.5,0.87,-22.5,0.83,155.5,0.83,155.5,0.83,22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
179,,20.5,0.87,-22.5,0.8,155.5,0.83,155.5,0.83,-22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
180,,20.5,0.83,-20.5,0.8,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
181,,20.5,0.87,-20.5,0.83,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
182,,20.5,0.8,-20.5,0.8,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
183,,19.5,0.91,-19.5,0.87,155.5,0.83,155.5,0.83,19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
184,,20.5,0.91,-19.5,0.77,155.5,0.83,155.5,0.83,-19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
185,,20.5,0.87,-20.5,0.77,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
186,,19.5,0.87,-20.5,0.8,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
187,,19.5,0.87,-19.5,0.8,155.5,0.83,155.5,0.83,19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
188,,20.5,0.83,-19.5,0.83,155.5,0.83,155.5,0.83,-19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
189,,20.5,0.83,-20.5,0.83,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
190,,22.5,0.83,-20.5,0.83,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
191,,22.5,0.83,-22.5,0.83,155.5,0.83,155.5,0.83,22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
192,,21.5,0.83,-22.5,0.83,155.5,0.83,155.5,0.83,-22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
193,,21.5,0.83,-21.5,0.83,155.5,0.83,155.5,0.83,21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
194,,19.5,0.8,-21.5,0.87,155.5,0.83,155.5,0.83,-21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
195,,19.5,0.83,-19.5,0.87,155.5,0.83,155.5,0.83,19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
196,,20.5,0.83,-19.5,0.83,155.5,0.83,155.5,0.83,-19.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
197,,20.5,0.83,-20.5,0.83,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
198,,22.5,0.87,-20.5,0.8,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
199,,22.5,0.8,-22.5,0.8,155.5,0.83,155.5,0.83,22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
200,,21.5,0.8,-22.5,0.87,155.5,0.83,155.5,0.83,-22.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
201,,21.5,0.77,-21.5,0.87,155.5,0.83,155.5,0.83,21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
202,,20.5,0.77,-21.5,0.91,155.5,0.83,155.5,0.83,-21.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
203,,20.5,0.91,-20.5,0.91,155.5,0.83,155.5,0.83,20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
204,,20.5,0.87,-20.5,0.77,155.5,0.83,155.5,0.83,-20.5,0.0,1,10,0,0,20180721122124,,0.0,0.0
