,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
306,44.0,5.0,第2节,第2节,14.5,0.83,-14.5,0.83,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,29.0,0.0,1,8.0,GD,2.0,0,,11074.0,0.77,0.91
307,44.0,5.0,第2节,第2节,14.5,0.83,-14.5,0.83,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,8.0,GD,2.0,0,,21077.0,0.77,0.91
308,44.0,5.0,第2节,第2节,14.5,0.83,-14.5,0.83,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,55.0,0,,21077.0,0.77,0.91
309,44.0,5.0,第2节,第2节,14.5,0.83,-16.5,0.83,139.5,0.83,139.5,0.83,-16.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,55.0,0,,21077.0,0.77,0.91
310,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,139.5,0.83,141.5,0.83,16.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,55.0,0,,21077.0,0.77,0.91
311,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,55.0,0,,21077.0,0.77,0.91
312,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,55.0,0,,21077.0,0.77,0.91
313,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,47.0,0,,21077.0,0.77,0.91
314,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,47.0,0,,21081.0,0.77,0.91
315,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,39.0,0,,21081.0,0.77,0.91
316,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,13.0,31.0,0.0,1,7.0,GD,39.0,0,,21075.0,0.77,0.91
317,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,39.0,0,,11077.0,0.77,0.91
318,44.0,5.0,第2节,第2节,16.5,0.87,-13.5,0.8,141.5,0.83,141.5,0.83,-13.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,39.0,0,,11077.0,0.77,0.91
319,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,141.5,0.83,144.5,0.83,13.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,39.0,0,,11077.0,0.77,0.91
320,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,144.5,0.83,144.5,0.83,144.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,39.0,0,,11077.0,0.77,0.91
321,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,144.5,0.83,144.5,0.83,144.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,39.0,0,,11077.0,0.77,0.91
322,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,144.5,0.83,144.5,0.83,144.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,35.0,0,,11077.0,0.77,0.91
323,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,144.5,0.83,144.5,0.83,144.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,35.0,0,,11077.0,0.77,0.91
324,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,144.5,0.83,144.5,0.83,144.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,33.0,0,,11077.0,0.77,0.91
325,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,144.5,0.83,144.5,0.83,144.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,33.0,0,,21077.0,0.77,0.91
326,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,144.5,0.83,144.5,0.83,144.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,28.0,0,,21077.0,0.77,0.91
327,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,28.0,0,,21077.0,0.77,0.91
328,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,28.0,0,,21077.0,0.77,0.91
329,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,28.0,0,,11077.0,0.77,0.91
330,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,28.0,0,,11077.0,0.77,0.91
331,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,20.0,0,,11077.0,0.77,0.91
332,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,20.0,0,,21077.0,0.77,0.91
333,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,13.0,0,,21077.0,0.77,0.91
334,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,13.0,0,,21077.0,0.77,0.91
335,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,13.0,0,,21077.0,0.77,0.91
336,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,0.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,7.0,0,,21077.0,0.77,0.91
337,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,1.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,7.0,0,,11086.0,0.77,0.91
338,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,1.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,9.0,0,,21077.0,0.77,0.91
339,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,1.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,9.0,0,,21077.0,0.77,0.91
340,44.0,5.0,第2节,第2节,13.5,0.83,-13.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,1.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,7.0,0,,21077.0,0.77,0.91
341,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,1.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,7.0,0,,21077.0,0.77,0.91
342,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,7.0,2.0,5.0,1.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,46.0,0,,21077.0,0.77,0.91
343,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,,5.0,7.0,2.0,5.0,1.0,40.0,31.0,16.0,31.0,0.0,1,7.0,GD,46.0,0,,21077.0,0.77,0.91
344,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,31.0,0.0,1,7.0,GD,46.0,0,,11074.0,0.77,0.91
345,44.0,5.0,第2节,第2节,13.5,0.87,-13.5,0.8,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,46.0,0,,21077.0,0.77,0.91
346,44.0,5.0,第2节,第2节,13.5,0.83,-15.5,0.83,140.5,0.83,140.5,0.83,-15.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,46.0,0,,21077.0,0.77,0.91
347,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,140.5,0.83,142.5,0.83,15.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,46.0,0,,21077.0,0.77,0.91
348,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,46.0,0,,21077.0,0.77,0.91
349,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,46.0,0,,21077.0,0.77,0.91
350,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,142.5,0.83,142.5,0.83,142.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,37.0,0,,21077.0,0.77,0.91
351,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,37.0,0,,21077.0,0.77,0.91
352,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,21.0,0,,11077.0,0.77,0.91
353,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,21.0,0,,11077.0,0.77,0.91
354,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,7.0,0,,11077.0,0.77,0.91
355,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,7.0,0,,21086.0,0.77,0.91
356,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,8.0,0,,11077.0,0.77,0.91
357,44.0,5.0,第2节,第2节,15.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,-16.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,8.0,0,,11077.0,0.77,0.91
358,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,16.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,8.0,0,,11077.0,0.77,0.91
359,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,141.5,0.83,141.5,0.83,16.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,7.0,0,,11077.0,0.77,0.91
360,44.0,5.0,第2节,第2节,16.5,0.87,-15.5,0.8,141.5,0.83,141.5,0.83,-15.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,7.0,0,,21077.0,0.77,0.91
361,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,141.5,0.83,139.5,0.83,15.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,7.0,0,,21077.0,0.77,0.91
362,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,7.0,0,,21077.0,0.77,0.91
363,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,7.0,GD,7.0,0,,21077.0,0.77,0.91
364,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,52.0,0,,21077.0,0.77,0.91
365,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,52.0,0,,11077.0,0.77,0.91
366,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,42.0,0,,11077.0,0.77,0.91
367,44.0,5.0,第2节,第2节,15.5,0.83,-16.5,0.83,139.5,0.83,139.5,0.83,-16.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,42.0,0,,11077.0,0.77,0.91
368,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,139.5,0.83,139.5,0.83,16.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,42.0,0,,11077.0,0.77,0.91
369,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,139.5,0.83,139.5,0.83,16.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,31.0,0,,11077.0,0.77,0.91
370,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,139.5,0.83,139.5,0.83,16.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,31.0,0,,11077.0,0.77,0.91
371,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,139.5,0.83,139.5,0.83,16.5,2.0,0.0,,,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,33.0,0,,11077.0,0.77,0.91
372,44.0,5.0,第2节,第2节,16.5,0.83,-16.5,0.83,139.5,0.83,139.5,0.83,16.5,2.0,0.0,,1.0,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,33.0,0,,21086.0,0.77,0.91
373,44.0,5.0,第2节,第2节,16.5,0.8,-17.5,0.87,139.5,0.83,139.5,0.83,-17.5,2.0,0.0,,1.0,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,33.0,0,,11077.0,0.77,0.91
374,44.0,5.0,第2节,第2节,17.5,0.8,-17.5,0.87,139.5,0.83,139.5,0.83,17.5,2.0,0.0,,1.0,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,33.0,0,,11077.0,0.77,0.91
375,44.0,5.0,第2节,第2节,17.5,0.8,-17.5,0.87,139.5,0.83,139.5,0.83,17.5,2.0,0.0,,1.0,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,31.0,0,,11077.0,0.77,0.91
376,44.0,5.0,第2节,第2节,17.5,0.8,-17.5,0.87,139.5,0.83,139.5,0.83,17.5,2.0,0.0,,1.0,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,31.0,0,,11077.0,0.77,0.91
377,44.0,5.0,第2节,第2节,17.5,0.8,-17.5,0.87,139.5,0.83,139.5,0.83,17.5,2.0,0.0,,1.0,5.0,8.0,2.0,5.0,1.0,40.0,33.0,16.0,33.0,0.0,1,5.0,GD,25.0,0,,11077.0,0.77,0.91
378,44.0,5.0,第2节,第2节,17.5,0.8,-17.5,0.87,139.5,0.83,139.5,0.83,17.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,1.0,40.0,35.0,16.0,33.0,0.0,1,5.0,GD,25.0,0,,11074.0,0.77,0.91
379,44.0,5.0,第2节,第2节,17.5,0.8,-17.5,0.87,139.5,0.83,139.5,0.83,17.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,1.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,25.0,0,,21077.0,0.77,0.91
380,44.0,5.0,第2节,第2节,17.5,0.83,-18.5,0.83,139.5,0.83,139.5,0.83,-18.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,1.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,25.0,0,,21077.0,0.77,0.91
381,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,139.5,0.83,140.5,0.83,18.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,1.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,25.0,0,,21077.0,0.77,0.91
382,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,1.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,25.0,0,,21077.0,0.77,0.91
383,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,1.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,25.0,0,,21077.0,0.77,0.91
384,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,1.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,5.0,0,,21077.0,0.77,0.91
385,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,5.0,0,,11086.0,0.77,0.91
386,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,7.0,0,,21077.0,0.77,0.91
387,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,7.0,0,,21077.0,0.77,0.91
388,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,5.0,0,,21077.0,0.77,0.91
389,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,16.0,35.0,0.0,1,5.0,GD,5.0,0,,21075.0,0.77,0.91
390,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,5.0,GD,5.0,0,,11077.0,0.77,0.91
391,44.0,5.0,第2节,第2节,18.5,0.83,-18.5,0.83,139.5,0.83,139.5,0.83,139.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.77,0.91
392,44.0,5.0,第2节,第2节,18.5,0.87,-15.5,0.8,139.5,0.83,139.5,0.83,-15.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.77,0.91
393,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,139.5,0.83,143.5,0.83,15.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.77,0.91
394,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.77,0.91
395,44.0,5.0,第2节,第2节,15.5,0.87,-15.5,0.8,143.5,0.83,143.5,0.83,143.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.77,0.91
396,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,5.0,GD,0.0,0,,11077.0,0.77,0.91
397,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,34.0,0,,11077.0,0.77,0.91
398,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,34.0,0,,21077.0,0.77,0.91
399,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,33.0,0,,21077.0,0.77,0.91
400,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,33.0,0,,21077.0,0.77,0.91
401,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,2.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,14.0,0,,21077.0,0.77,0.91
402,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,3.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,14.0,0,,11086.0,0.77,0.91
403,44.0,5.0,第2节,第2节,15.5,0.83,-15.5,0.83,141.5,0.83,141.5,0.83,141.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,3.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,15.0,0,,21077.0,0.77,0.91
404,44.0,5.0,第2节,第2节,15.5,0.87,-14.5,0.8,141.5,0.83,141.5,0.83,-14.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,3.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,15.0,0,,21077.0,0.77,0.91
405,44.0,5.0,第2节,第2节,14.5,0.87,-14.5,0.8,141.5,0.83,140.5,0.83,14.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,3.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,15.0,0,,21077.0,0.77,0.91
406,44.0,5.0,第2节,第2节,14.5,0.87,-14.5,0.8,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,3.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,15.0,0,,21077.0,0.77,0.91
407,44.0,5.0,第2节,第2节,14.5,0.87,-14.5,0.8,140.5,0.83,140.5,0.83,140.5,2.0,0.0,,1.0,5.0,9.0,2.0,5.0,3.0,40.0,35.0,19.0,35.0,0.0,1,4.0,GD,15.0,0,,21077.0,0.77,0.91
