,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
1186,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,1.0,GD,12.0,0,,21077.0,0.0,0.0,
1187,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,12.0,0,,21077.0,0.0,0.0,
1188,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,50.0,0,,21077.0,0.0,0.0,
1189,44.0,5.0,第3节,第3节,-15.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-15.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,50.0,0,,11077.0,0.0,0.0,
1190,44.0,5.0,第3节,第3节,15.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,15.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,50.0,0,,11077.0,0.0,0.0,
1191,44.0,5.0,第3节,第3节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,50.0,0,,11077.0,0.0,0.0,
1192,44.0,5.0,第3节,第3节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,50.0,0,,11077.0,0.0,0.0,
1193,44.0,5.0,第3节,第3节,-14.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-14.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,50.0,0,,21077.0,0.0,0.0,
1194,44.0,5.0,第3节,第3节,14.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,14.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,49.0,0,,21077.0,0.0,0.0,
1195,44.0,5.0,第3节,第3节,14.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,14.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,49.0,0,,21077.0,0.0,0.0,
1196,44.0,5.0,第3节,第3节,14.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,14.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,6.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,46.0,0,,21077.0,0.0,0.0,
1197,44.0,5.0,第3节,第3节,14.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,14.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,46.0,0,,11086.0,0.0,0.0,
1198,44.0,5.0,第3节,第3节,14.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,14.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,46.0,0,,21077.0,0.0,0.0,
1199,44.0,5.0,第3节,第3节,-13.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-13.5,3.0,0.8,1:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,46.0,0,,21078.0,0.0,0.0,
1200,44.0,5.0,第3节,第3节,13.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,13.5,3.0,0.87,1:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,46.0,0,,21078.0,0.0,0.0,
1201,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.87,1:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,46.0,0,,21078.0,0.0,0.0,
1202,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.0,1:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,46.0,0,,21078.0,0.0,0.0,
1203,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.0,1:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,49.0,62.0,0.0,1,0.0,GD,46.0,0,,21079.0,0.0,0.0,"0.21,0.50"
1204,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.0,2:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,50.0,62.0,0.0,1,0.0,GD,46.0,0,,21078.0,0.0,0.0,"0.21,0.50"
1205,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.83,2:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,50.0,62.0,0.0,1,0.0,GD,46.0,0,,21078.0,0.0,0.0,"0.21,0.50"
1206,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.83,2:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,50.0,62.0,0.0,1,0.0,GD,46.0,0,,21078.0,0.0,0.0,"0.21,0.50"
1207,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.83,2:2,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,50.0,62.0,0.0,1,0.0,GD,46.0,0,,21079.0,0.0,0.0,"0.21,0.50"
1208,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.83,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,46.0,0,,11077.0,0.0,0.0,
1209,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.87,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,46.0,0,,11077.0,0.0,0.0,
1210,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.8,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,46.0,0,,11077.0,0.0,0.0,
1211,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,46.0,0,,11077.0,0.0,0.0,
1212,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,45.0,0,,11077.0,0.0,0.0,
1213,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,45.0,0,,11094.0,0.0,0.0,"0.71,0.31"
1214,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,32.0,0,,21077.0,0.0,0.0,
1215,44.0,5.0,第3节,第3节,-12.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-12.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,32.0,0,,21077.0,0.0,0.0,
1216,44.0,5.0,第3节,第3节,12.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,12.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,32.0,0,,21077.0,0.0,0.0,
1217,44.0,5.0,第3节,第3节,12.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,12.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,7.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21077.0,0.0,0.0,
1218,44.0,5.0,第3节,第3节,12.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,12.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,11086.0,0.0,0.0,
1219,44.0,5.0,第3节,第3节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21077.0,0.0,0.0,
1220,44.0,5.0,第3节,第3节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,3.0,0.77,1:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,
1221,44.0,5.0,第3节,第3节,-11.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-11.5,3.0,0.91,1:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,
1222,44.0,5.0,第3节,第3节,11.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,11.5,3.0,0.91,1:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,
1223,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.91,1:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,
1224,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,1:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,
1225,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,1:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21080.0,0.0,0.0,"0.21,0.50"
1226,44.0,5.0,第3节,第3节,-12.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-12.5,3.0,0.83,2:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,"0.21,0.50"
1227,44.0,5.0,第3节,第3节,12.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,12.5,3.0,0.83,2:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,"0.21,0.50"
1228,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.83,2:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,"0.21,0.50"
1229,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.0,2:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21078.0,0.0,0.0,"0.21,0.50"
1230,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.0,2:2,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,51.0,62.0,0.0,1,0.0,GD,16.0,0,,21079.0,0.0,0.0,"0.21,0.50"
1231,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1232,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.87,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1233,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.8,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1234,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1235,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,1.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1236,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,1.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1237,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,1.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1238,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,1.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1239,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,1.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1240,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,1.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1241,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1242,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1243,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1244,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1245,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,16.0,0,,11077.0,0.0,0.0,
1246,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,13.0,0,,11077.0,0.0,0.0,
1247,44.0,5.0,第3节,第3节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,13.0,0,,21086.0,0.0,0.0,
1248,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,13.0,0,,11077.0,0.0,0.0,
1249,44.0,5.0,第3节,第3节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,13.0,0,,21077.0,0.0,0.0,
1250,44.0,5.0,第3节,第3节,-11.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-11.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,13.0,0,,21077.0,0.0,0.0,
1251,44.0,5.0,第3节,第3节,11.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,11.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,3.0,0,,21077.0,0.0,0.0,
1252,44.0,5.0,第3节,第3节,11.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,11.5,3.0,0.0,,0.0,8.0,17.0,4.0,4.0,8.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,3.0,0,,21077.0,0.0,0.0,
1253,44.0,5.0,第3节,第3节,11.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,11.5,3.0,0.0,3.0,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,0.0,0,,1082.0,0.0,0.0,
1254,44.0,5.0,第3节,第3节,11.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,11.5,3.0,0.8,3.0,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,0.0,0,,1082.0,0.0,0.0,
1255,44.0,5.0,第3节,第3节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,3.0,0.87,3.0,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,0.0,0,,1082.0,0.0,0.0,
1256,44.0,5.0,第3节,第3节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,3.0,0.0,3.0,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,0.0,GD,0.0,0,,1082.0,0.0,0.0,
1257,44.0,5.0,第3节,第4节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,3.0,0.0,3.0,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,10.0,GD,0.0,0,,1082.0,0.0,0.0,
1258,44.0,5.0,第4节,第4节,-8.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,-8.5,4.0,0.77,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,10.0,GD,0.0,0,,1090.0,0.0,0.0,
1259,44.0,5.0,第4节,第4节,8.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,8.5,4.0,0.91,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,10.0,GD,0.0,0,,1090.0,0.0,0.0,
1260,44.0,5.0,第4节,第4节,151.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,151.5,4.0,0.91,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,10.0,GD,0.0,0,,1090.0,0.0,0.0,
1261,44.0,5.0,第4节,第4节,151.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,151.5,4.0,0.91,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,10.0,GD,0.0,0,,21075.0,0.0,0.0,"0.30,0.84"
1262,44.0,5.0,第4节,第4节,151.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,151.5,4.0,0.0,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,52.0,62.0,0.0,1,10.0,GD,0.0,0,,11077.0,0.0,0.0,
1263,44.0,5.0,第4节,第4节,151.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,151.5,4.0,0.0,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,51.0,0,,11077.0,0.0,0.0,
1264,44.0,5.0,第4节,第4节,151.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,151.5,4.0,0.0,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,51.0,0,,11094.0,0.0,0.0,"0.64,0.53"
1265,44.0,5.0,第4节,第4节,151.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,151.5,4.0,0.0,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,31.0,0,,21077.0,0.0,0.0,
1266,44.0,5.0,第4节,第4节,151.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,151.5,4.0,0.8,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,31.0,0,,21077.0,0.0,0.0,
1267,44.0,5.0,第4节,第4节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,4.0,0.87,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,31.0,0,,21077.0,0.0,0.0,
1268,44.0,5.0,第4节,第4节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,4.0,0.87,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,31.0,0,,21094.0,0.0,0.0,"0.17,0.19"
1269,44.0,5.0,第4节,第4节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,4.0,0.87,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,18.0,0,,11077.0,0.0,0.0,
1270,44.0,5.0,第4节,第4节,150.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,150.5,4.0,0.77,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,18.0,0,,11077.0,0.0,0.0,
1271,44.0,5.0,第4节,第4节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,4.0,0.91,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,18.0,0,,11077.0,0.0,0.0,
1272,44.0,5.0,第4节,第4节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,4.0,0.0,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,18.0,0,,11077.0,0.0,0.0,
1273,44.0,5.0,第4节,第4节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,4.0,0.0,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,18.0,0,,11094.0,0.0,0.0,"0.64,0.52"
1274,44.0,5.0,第4节,第4节,149.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,149.5,4.0,0.83,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,18.0,0,,21077.0,0.0,0.0,
1275,44.0,5.0,第4节,第4节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,4.0,0.83,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,18.0,0,,21077.0,0.0,0.0,
1276,44.0,5.0,第4节,第4节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,4.0,0.83,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,3.0,0,,21077.0,0.0,0.0,
1277,44.0,5.0,第4节,第4节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,4.0,0.0,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,3.0,0,,21077.0,0.0,0.0,
1278,44.0,5.0,第4节,第4节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,4.0,0.0,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,3.0,0,,11077.0,0.0,0.0,
1279,44.0,5.0,第4节,第4节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,4.0,0.77,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,3.0,0,,11077.0,0.0,0.0,
1280,44.0,5.0,第4节,第4节,148.5,9.5,0.83,-9.5,0.83,135.5,0.83,135.5,0.83,148.5,4.0,0.91,,0.0,8.0,17.0,4.0,4.0,0.0,44.4,62.0,55.0,62.0,0.0,1,9.0,GD,3.0,0,,11077.0,0.0,0.0,
