,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
0,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,,,,,2.0,2.0,3.0,2.0,44.0,48.0,16.0,31.0,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
1,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,,,,,2.0,2.0,3.0,2.0,44.0,48.0,16.0,31.0,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
2,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,,,,,2.0,2.0,3.0,2.0,44.0,48.0,16.0,31.0,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
3,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,,,,,2.0,2.0,3.0,2.0,44.0,48.0,16.0,31.0,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
4,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,,,,,2.0,2.0,3.0,2.0,44.0,48.0,16.0,31.0,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
5,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,,,,,2.0,2.0,3.0,2.0,44.0,48.0,16.0,31.0,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
6,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,1.0,9199911.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,,1,10.0,,0.0,0,,1087.0,,0.0,0.0,
7,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,1.0,9199911.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,,0.0,,1,10.0,GD,0.0,0,,11077.0,,0.0,0.0,
8,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,1.0,9199911.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,,0.0,,1,10.0,GD,0.0,0,,11075.0,,0.0,0.0,"0.72,0.80"
9,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,1.0,9199911.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,10.0,GD,0.0,0,,21077.0,,0.0,0.0,
10,,,,第1节,-3.5,0.87,3.5,0.87,170.5,0.91,170.5,0.83,,,1.0,9199911.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,9.0,GD,47.0,0,,21077.0,,0.0,0.0,
11,,,,第1节,-3.5,0.87,2.5,0.87,170.5,0.91,170.5,0.83,2.5,,1.0,9199911.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,9.0,GD,47.0,0,,21077.0,,0.0,0.0,
12,,,,第1节,-2.5,0.87,2.5,0.87,170.5,0.91,173.5,0.87,-2.5,,1.0,9199911.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,9.0,GD,47.0,0,,21077.0,,0.0,0.0,
13,,,,第1节,-2.5,0.87,2.5,0.87,173.5,0.87,173.5,0.87,173.5,,1.0,9199911.0,,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,9.0,GD,47.0,0,,21077.0,,0.0,0.0,
14,,,,第1节,-2.5,0.87,2.5,0.87,173.5,0.87,173.5,0.87,173.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,9.0,GD,47.0,0,,21075.0,,0.65,1.25,"0.35,0.64"
15,,,,第1节,-2.5,0.87,3.5,0.87,173.5,0.87,173.5,0.87,3.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,9.0,GD,47.0,0,,11077.0,,0.65,1.25,
16,,,,第1节,-3.5,0.87,3.5,0.87,173.5,0.87,175.5,0.91,-3.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,9.0,GD,47.0,0,,11077.0,,0.65,1.25,
17,,,,第1节,-3.5,0.87,3.5,0.87,175.5,0.83,175.5,0.91,175.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1,9.0,GD,47.0,0,,11077.0,,0.65,1.25,
18,,,,第1节,-3.5,0.87,3.5,0.87,175.5,0.83,175.5,0.91,175.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,24.0,0,,11077.0,,0.65,1.25,
19,,,,第1节,-3.5,0.87,3.5,0.87,175.5,0.83,175.5,0.91,175.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,24.0,0,,11077.0,,0.0,0.0,
20,,,,第1节,-3.5,0.87,3.5,0.87,175.5,0.83,175.5,0.91,175.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,2.0,0,,11077.0,,0.0,0.0,
21,,,,第1节,-3.5,0.87,3.5,0.87,175.5,0.83,175.5,0.91,175.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,2.0,0,,11077.0,,0.0,0.0,
22,,,,第1节,-3.5,0.87,3.5,0.87,175.5,0.83,175.5,0.91,175.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,1.0,0,,11077.0,,0.0,0.0,
23,,,,第1节,-3.5,0.87,3.5,0.87,175.5,0.83,175.5,0.91,175.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,1.0,0,,21086.0,,0.0,0.0,
24,,,,第1节,-3.5,0.87,3.5,0.87,173.5,0.83,173.5,0.91,173.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,1.0,0,,11077.0,,0.0,0.0,
25,,,,第1节,-3.5,0.87,3.5,0.91,173.5,0.83,173.5,0.91,173.5,,1.0,9199911.0,1:2,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,1.0,0,,11078.0,,0.0,0.0,
26,,,,第1节,-3.5,0.83,2.5,0.91,173.5,0.83,173.5,0.91,2.5,,1.0,9199911.0,1:2,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,1.0,0,,11078.0,,0.0,0.0,
27,,,,第1节,-2.5,0.83,2.5,0.91,173.5,0.83,174.5,0.87,-2.5,,1.0,9199911.0,1:2,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,1.0,0,,11078.0,,0.0,0.0,
28,,,,第1节,-2.5,0.83,2.5,0.91,174.5,0.87,174.5,0.87,174.5,,1.0,9199911.0,1:2,,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,,1,9.0,GD,1.0,0,,11078.0,,0.0,0.0,
29,,,,第1节,-2.5,0.83,2.5,0.91,174.5,0.87,174.5,0.87,174.5,,1.0,9199911.0,1:2,,1.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,4.0,3.0,0.0,,1,9.0,GD,1.0,0,,11079.0,,0.63,1.3,"0.20,0.50"
30,,,,第1节,-2.5,0.83,2.5,0.91,174.5,0.87,174.5,0.87,174.5,,1.0,9199911.0,2:2,,1.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,3.0,4.0,0.0,,1,9.0,GD,1.0,0,,11078.0,,0.63,1.3,"0.20,0.50"
31,,,,第1节,-2.5,0.91,3.5,0.83,174.5,0.91,174.5,0.83,3.5,,1.0,9199911.0,2:2,,1.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,3.0,4.0,0.0,,1,9.0,GD,1.0,0,,11080.0,,0.63,1.3,"0.20,0.50"
32,,,,第1节,-3.5,0.91,3.5,0.83,174.5,0.87,174.5,0.87,-3.5,,1.0,9199911.0,2:2,,1.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,3.0,4.0,0.0,,1,9.0,GD,1.0,0,,11080.0,,0.61,1.35,"0.20,0.50"
33,,,,第1节,-3.5,0.91,3.5,0.83,174.5,0.83,174.5,0.91,-3.5,,1.0,9199911.0,2:2,,1.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,3.0,4.0,0.0,,1,8.0,GD,58.0,0,,11080.0,,0.61,1.35,"0.20,0.50"
34,,,,第1节,-3.5,0.91,4.5,0.83,174.5,0.83,174.5,0.91,4.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,3.0,4.0,0.0,,1,8.0,GD,58.0,0,,21077.0,,0.0,0.0,
35,,,,第1节,-4.5,0.91,4.5,0.83,174.5,0.83,176.5,0.83,-4.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,3.0,4.0,0.0,,1,8.0,GD,58.0,0,,21077.0,,0.0,0.0,
36,,,,第1节,-4.5,0.91,4.5,0.83,176.5,0.91,176.5,0.83,176.5,,1.0,9199911.0,,,1.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,3.0,4.0,0.0,,1,8.0,GD,58.0,0,,21077.0,,0.0,0.0,
37,,,,第1节,-4.5,0.91,4.5,0.83,176.5,0.91,176.5,0.83,176.5,,1.0,9199911.0,,,1.0,2.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,3.0,6.0,0.0,,1,8.0,GD,58.0,0,,21075.0,,0.0,0.0,"0.24,0.23"
38,,,,第1节,-4.5,0.91,4.5,0.83,176.5,0.91,176.5,0.83,176.5,,1.0,9199911.0,,,1.0,2.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,4.0,0.0,,1,8.0,GD,49.0,0,,11077.0,,0.0,0.0,
39,,,,第1节,-4.5,0.91,4.5,0.83,176.5,0.91,176.5,0.83,176.5,,1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,4.0,0.0,,1,8.0,GD,49.0,0,,11074.0,,0.0,0.0,"0.85,0.60"
40,,,,第1节,-4.5,0.91,4.5,0.83,176.5,0.91,176.5,0.83,176.5,,1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,,1,8.0,GD,49.0,0,,21077.0,,0.0,0.0,
41,,,,第1节,-4.5,0.87,3.5,0.87,176.5,0.91,176.5,0.83,3.5,,1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,,1,8.0,GD,49.0,0,,21077.0,,0.0,0.0,
42,,,,第1节,-3.5,0.87,3.5,0.87,176.5,0.91,177.5,0.87,-3.5,,1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,,1,8.0,GD,49.0,0,,21077.0,,0.0,0.0,
43,,,,第1节,-3.5,0.87,3.5,0.87,177.5,0.87,177.5,0.87,177.5,,1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,,1,8.0,GD,49.0,0,,21077.0,,0.0,0.0,
44,,,,第1节,-3.5,0.87,3.5,0.87,177.5,0.87,177.5,0.87,177.5,,1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,,1,8.0,GD,31.0,0,,21077.0,,0.0,0.0,
45,,,,第1节,-3.5,0.87,3.5,0.87,177.5,0.87,177.5,0.87,177.5,,1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,,1,8.0,GD,31.0,0,,21095.0,,0.0,0.0,"0.09,0.53"
46,,,,第1节,-3.5,0.87,3.5,0.87,177.5,0.87,177.5,0.87,177.5,,1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,,1,8.0,GD,17.0,0,,11077.0,,0.0,0.0,
47,,,,第1节,-3.5,0.87,3.5,0.87,177.5,0.87,177.5,0.87,177.5,"#D94B14,#022857,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,#D94B14,1,8.0,GD,17.0,0,,11077.0,,0.0,0.0,
48,,,,第1节,-3.5,0.87,3.5,0.87,176.5,0.87,176.5,0.87,176.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,1.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,6.0,0.0,#022857,1,8.0,GD,17.0,0,,11077.0,,0.0,0.0,
49,,,,第1节,-3.5,0.87,3.5,0.87,176.5,0.87,176.5,0.87,176.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,8.0,6.0,0.0,#022857,1,8.0,GD,17.0,0,,11074.0,,0.0,0.0,"0.91,0.58"
50,,,,第1节,-3.5,0.87,3.5,0.87,176.5,0.87,176.5,0.87,176.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,8.0,0.0,#022857,1,8.0,GD,17.0,0,,21077.0,,0.0,0.0,
51,,,,第1节,-3.5,0.83,2.5,0.91,176.5,0.87,176.5,0.87,2.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,8.0,0.0,#022857,1,8.0,GD,17.0,0,,21077.0,,0.0,0.0,
52,,,,第1节,-2.5,0.83,2.5,0.91,176.5,0.87,177.5,0.83,-2.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,8.0,0.0,#022857,1,8.0,GD,17.0,0,,21077.0,,0.0,0.0,
53,,,,第1节,-2.5,0.83,2.5,0.91,177.5,0.91,177.5,0.83,177.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,8.0,0.0,#022857,1,8.0,GD,17.0,0,,21077.0,,0.0,0.0,
54,,,,第1节,-2.5,0.83,2.5,0.91,177.5,0.91,177.5,0.83,177.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,8.0,0.0,#022857,1,8.0,GD,4.0,0,,21077.0,,0.63,1.3,
55,,,,第1节,-2.5,0.83,2.5,0.91,177.5,0.91,177.5,0.83,177.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,8.0,0.0,#022857,1,7.0,GD,4.0,0,,21077.0,,0.63,1.3,
56,,,,第1节,-2.5,0.83,2.5,0.91,177.5,0.91,177.5,0.83,177.5,"#022857,#C40010,#022857,#022857,#C40010,#0046A8,#3D4A4E",1.0,9199911.0,,,1.0,2.0,2.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,50.0,0.0,6.0,8.0,0.0,#022857,1,7.0,GD,57.0,0,,21077.0,,0.63,1.3,
