,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.8,0.87
1,,,,第1节,,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,10.0,,0.0,0,,1087.0,0.8,0.87
2,,,,第1节,,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,,58.0,0,,21077.0,0.8,0.87
3,,,,第1节,,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,58.0,0,,11077.0,0.8,0.87
4,,,,第1节,,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,43.0,0,,11077.0,0.8,0.87
5,,,,第1节,149.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,149.5,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,43.0,0,,11077.0,0.8,0.87
6,,,,第1节,149.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,149.5,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,29.0,0,,11077.0,0.8,0.87
7,,,,第1节,149.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,149.5,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,29.0,0,,11074.0,0.8,0.87
8,,,,第1节,149.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,149.5,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,21077.0,0.8,0.87
9,,,,第1节,-1.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,-1.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,21077.0,0.8,0.87
10,,,,第1节,1.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,1.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,21077.0,0.8,0.87
11,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,21077.0,0.8,0.87
12,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,0.77,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,21077.0,0.8,0.87
13,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,0.91,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,21086.0,0.8,0.87
14,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,0.91,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,11077.0,0.8,0.87
15,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,0.71,1:1,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,11078.0,0.8,0.87
16,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,1.0,1:1,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,11078.0,0.8,0.87
17,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,0.8,1:1,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,11078.0,0.8,0.87
18,,,,第1节,152.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,152.5,1.0,0.87,1:1,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,11078.0,0.8,0.87
19,,,,第1节,152.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,152.5,1.0,0.87,1:1,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1,9.0,GD,29.0,0,,11079.0,0.8,0.87
20,,,,第1节,152.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,152.5,1.0,0.87,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,29.0,0,,21077.0,0.8,0.87
21,,,,第1节,152.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,152.5,1.0,0.87,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,15.0,0,,11077.0,0.8,0.87
22,,,,第1节,-2.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,-2.5,1.0,0.87,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,15.0,0,,11077.0,0.8,0.87
23,,,,第1节,2.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,2.5,1.0,0.8,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,15.0,0,,11077.0,0.8,0.87
24,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,0.8,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,15.0,0,,11077.0,0.8,0.87
25,,,,第1节,151.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,151.5,1.0,0.66,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,15.0,0,,11077.0,0.8,0.87
26,,,,第1节,150.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,150.5,1.0,1.1,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,15.0,0,,11077.0,0.8,0.87
27,,,,第1节,150.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,150.5,1.0,1.1,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,2.0,0,,11077.0,0.8,0.87
28,,,,第1节,150.5,-1.5,0.87,1.5,0.8,150.5,0.83,150.5,0.83,150.5,1.0,1.1,,,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1,9.0,GD,2.0,0,,11074.0,0.8,0.87
