,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,2.0,26.5,0.8,-26.5,0.8695652173913043,150.5,0.8695652173913043,150.5,0.8,,,,3.0,1.0,11.0,8.0,11.0,8.0,4,4,9.0,4.0,68.8,80.0,42.0,27.0,0,1,0.0,57.0,1,20180922161232,11077
1,2.0,26.5,0.8,-26.5,0.8695652173913043,150.5,0.8,150.5,0.8695652173913043,,,,3.0,1.0,11.0,8.0,11.0,8.0,4,4,9.0,4.0,68.8,80.0,42.0,27.0,0,1,0.0,48.0,1,20180922161240.0,11077
2,2.0,26.5,0.8,-26.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,,,,3.0,1.0,11.0,8.0,11.0,8.0,4,4,9.0,4.0,68.8,80.0,42.0,27.0,0,1,0.0,40.0,1,20180922161249.0,11077
3,2.0,25.5,0.8695652173913043,-25.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,3.0,1.0,11.0,8.0,11.0,8.0,4,4,9.0,4.0,68.8,80.0,42.0,27.0,0,1,0.0,31.0,1,20180922161257.0,11077
4,2.0,25.5,0.8695652173913043,-25.5,0.8,148.5,0.8,148.5,0.8695652173913043,,,,3.0,1.0,11.0,8.0,11.0,8.0,4,4,9.0,4.0,68.8,80.0,42.0,27.0,0,1,0.0,26.0,0.0,20180922161303.0,11077
5,2.0,25.5,0.8695652173913043,-25.5,0.8,148.5,0.8,148.5,0.8695652173913043,,,,3.0,1.0,11.0,8.0,11.0,8.0,4,4,9.0,4.0,68.8,80.0,42.0,27.0,0,1,0.0,26.0,0.0,20180922161314.0,21086.0
6,2.0,25.5,0.8695652173913043,-25.5,0.8,148.5,0.8,148.5,0.8695652173913043,,,,3.0,1.0,11.0,8.0,11.0,8.0,4,4,9.0,5.0,68.8,80.0,42.0,27.0,0,1,0.0,26.0,0.0,20180922161317.0,21086.0
7,2.0,25.5,0.8695652173913043,-25.5,0.8,148.5,0.8695652173913043,148.5,0.8,,1:2^2:2,,3.0,1.0,11.0,8.0,12.0,8.0,4,4,9.0,5.0,70.6,80.0,43.0,27.0,0,1,0.0,26.0,0.0,20180922161325.0,11079^11078
8,2.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,,2:2,,3.0,1.0,11.0,8.0,13.0,8.0,4,4,9.0,5.0,72.2,80.0,44.0,27.0,0,1,0.0,26.0,0.0,20180922161338.0,11079.0
9,2.0,27.5,0.8333333333333334,-27.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,,2:2,,3.0,1.0,11.0,8.0,13.0,8.0,4,4,9.0,5.0,72.2,80.0,44.0,27.0,0,1,0.0,26.0,1.0,20180922161344.0,11079.0
