,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
75,,,Q4,4th Quarter,-17.5,0.8,17.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,15.0,4.0,17.0,^,51.0,67.0,0,1,7.0,28.0,1.0,20181017123749.0,21077.0,0.02,10.0
76,,,Q4,4th Quarter,-17.5,0.8,17.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,15.0,4.0,17.0,,51.0,67.0,0,1,7.0,28.0,1.0,20181017123755.0,11077.0,0.02,10.0
77,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,15.0,4.0,17.0,,51.0,67.0,0,1,7.0,23.0,1.0,20181017123756.0,21077.0,0.02,10.0
78,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,15.0,4.0,17.0,,51.0,67.0,0,1,7.0,14.0,1.0,20181017123804.0,21077.0,0.02,10.0
79,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,149.5,0.8,149.5,0.8695652173913043,15.0,4.0,17.0,,51.0,67.0,0,1,7.0,10.0,0.0,20181017123806.0,21077.0,0.02,10.0
80,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,149.5,0.8,149.5,0.8695652173913043,15.0,4.0,17.0,^,51.0,67.0,0,1,7.0,10.0,0.0,20181017123820.0,21086^11077,0.02,10.0
81,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,149.5,0.8,149.5,0.8695652173913043,15.0,4.0,17.0,^,51.0,67.0,0,1,7.0,10.0,1.0,20181017123828.0,21086^11077,0.02,10.0
82,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,148.5,0.8695652173913043,148.5,0.8,15.0,4.0,17.0,^,51.0,67.0,0,1,7.0,1.0,1.0,20181017123836.0,21086^11077,0.02,10.0
83,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,148.5,0.8695652173913043,148.5,0.8,15.0,4.0,17.0,,51.0,67.0,0,1,7.0,1.0,1.0,20181017123836.0,21077.0,0.02,10.0
84,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,149.5,0.9090909090909091,149.5,0.7692307692307693,13.0,4.0,17.0,,51.0,67.0,0,1,7.0,47.0,1.0,20181017123852.0,21077.0,0.02,10.0
85,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,13.0,4.0,17.0,,51.0,67.0,0,1,7.0,41.0,0.0,20181017123857.0,21077.0,0.02,10.0
86,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,13.0,4.0,17.0,^,51.0,67.0,0,1,7.0,41.0,0.0,20181017123900.0,11086^21077,0.02,10.0
87,,,Q4,4th Quarter,-18.5,0.9090909090909091,18.5,0.7692307692307693,150.5,0.8695652173913043,150.5,0.8,13.0,4.0,17.0,1:2,51.0,67.0,0,1,7.0,41.0,0.0,20181017123901.0,21078.0,0.02,10.0
88,,,Q4,4th Quarter,-18.5,0.8333333333333334,18.5,0.8333333333333334,151.5,0.7692307692307693,151.5,0.9090909090909091,13.0,4.0,17.0,1:2^2:2,53.0,71.0,0,1,7.0,41.0,0.0,20181017123926.0,21079^21078,0.02,10.0
89,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,151.5,0.8333333333333334,151.5,0.8333333333333334,13.0,4.0,17.0,2:2^,53.0,72.0,0,1,7.0,41.0,0.0,20181017123945.0,21079^11077,0.02,10.0
90,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,151.5,0.8333333333333334,151.5,0.8333333333333334,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,41.0,0.0,20181017123946.0,11077.0,0.02,10.0
91,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,151.5,0.8333333333333334,151.5,0.8333333333333334,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,41.0,1.0,20181017123948.0,11077.0,0.02,10.0
92,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,150.5,0.9090909090909091,150.5,0.7692307692307693,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,32.0,1.0,20181017123956.0,11077.0,0.02,10.0
93,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,25.0,0.0,20181017124004.0,11077.0,0.02,10.0
94,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,25.0,0.0,20181017124006.0,11094.0,0.02,10.0
95,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,25.0,0.0,20181017124024.0,21077.0,0.02,10.0
96,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,25.0,1.0,20181017124027.0,21077.0,0.02,10.0
97,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,149.5,0.9090909090909091,149.5,0.7692307692307693,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,16.0,1.0,20181017124035.0,21077.0,0.02,10.0
98,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,12.0,1.0,20181017124039.0,11077.0,0.02,10.0
99,,,Q4,4th Quarter,-18.5,0.8,18.5,0.8695652173913043,149.5,0.7692307692307693,149.5,0.9090909090909091,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,7.0,0.0,20181017124045.0,11077.0,0.02,10.0
100,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,149.5,0.7692307692307693,149.5,0.9090909090909091,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,7.0,0.0,20181017124123.0,11077.0,0.02,10.0
101,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,149.5,0.7692307692307693,149.5,0.9090909090909091,13.0,4.0,17.0,,53.0,72.0,0,1,7.0,7.0,1.0,20181017124146.0,21077.0,0.02,10.0
102,,,Q4,4th Quarter,-19.5,0.8,19.5,0.8695652173913043,149.5,0.7692307692307693,149.5,0.9090909090909091,13.0,4.0,17.0,,53.0,72.0,0,1,5.0,58.0,1.0,20181017124155.0,21077.0,0.02,10.0
103,,,Q4,4th Quarter,-21.5,0.8,21.5,0.8695652173913043,151.5,0.7692307692307693,151.5,0.9090909090909091,10.0,4.0,17.0,^,53.0,75.0,0,1,5.0,56.0,1.0,20181017124157.0,21075^11077,0.02,10.0
104,,,Q4,4th Quarter,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.9090909090909091,150.5,0.7692307692307693,10.0,4.0,17.0,,53.0,75.0,0,1,5.0,47.0,1.0,20181017124206.0,11077.0,0.02,10.0
105,,,Q4,4th Quarter,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.8695652173913043,150.5,0.8,10.0,4.0,17.0,,53.0,75.0,0,1,5.0,45.0,0.0,20181017124208.0,11077.0,0.02,10.0
106,,,Q4,4th Quarter,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.8695652173913043,150.5,0.8,10.0,4.0,17.0,,53.0,75.0,0,1,5.0,45.0,0.0,20181017124210.0,11095.0,0.02,10.0
107,,,Q4,4th Quarter,-21.5,0.8333333333333334,21.5,0.8333333333333334,150.5,0.8695652173913043,150.5,0.8,10.0,4.0,17.0,^,53.0,75.0,0,1,5.0,45.0,0.0,20181017124233.0,21086^11077,0.02,10.0
108,,,Q4,4th Quarter,-21.5,0.8695652173913043,21.5,0.8,152.5,0.7692307692307693,152.5,0.9090909090909091,10.0,4.0,17.0,1:2,53.0,75.0,0,1,5.0,45.0,0.0,20181017124234.0,11078.0,0.02,10.0
109,,,Q4,4th Quarter,-20.5,0.7692307692307693,20.5,0.9090909090909091,152.5,0.8333333333333334,152.5,0.8333333333333334,10.0,4.0,17.0,1:2^2:2,54.0,75.0,0,1,5.0,45.0,0.0,20181017124235.0,11079^11078,0.02,10.0
110,,,Q4,4th Quarter,-20.5,0.7692307692307693,20.5,0.9090909090909091,152.5,0.8333333333333334,152.5,0.8333333333333334,10.0,4.0,17.0,1:2^2:2,54.0,75.0,0,1,5.0,45.0,0.0,20181017124237.0,11079^11078,0.02,10.0
111,,,Q4,4th Quarter,-20.5,0.8,20.5,0.8695652173913043,152.5,0.9090909090909091,152.5,0.7692307692307693,10.0,4.0,17.0,2:2^,55.0,75.0,0,1,5.0,45.0,0.0,20181017124258.0,11079^21077,0.02,10.0
112,,,Q4,4th Quarter,-20.5,0.8,20.5,0.8695652173913043,152.5,0.9090909090909091,152.5,0.7692307692307693,10.0,4.0,17.0,,55.0,75.0,0,1,5.0,45.0,1.0,20181017124300.0,21077.0,0.02,10.0
113,,,Q4,4th Quarter,-20.5,0.8,20.5,0.8695652173913043,152.5,0.8695652173913043,152.5,0.8,10.0,4.0,17.0,,55.0,75.0,0,1,5.0,41.0,1.0,20181017124304.0,21077.0,0.02,10.0
114,,,Q4,4th Quarter,-21.5,0.8333333333333334,21.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,10.0,4.0,17.0,^,55.0,77.0,0,1,5.0,39.0,1.0,20181017124306.0,21074^11077,0.02,10.0
