,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,PG,PI,S1_a,S2,S2_a,S3,S3_a,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
108,,,,63.5,0.8,-63.5,0.87,134.5,0.83,134.5,0.83,-63.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,40.0,1.0,20180721013120.0,11077.0
109,,,,63.5,0.8,-63.5,0.87,134.5,0.83,134.5,0.83,-63.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,35.0,1.0,20180721013123.0,11077.0
110,,,,63.5,0.77,-63.5,0.91,134.5,0.83,134.5,0.83,-63.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,35.0,1.0,20180721013123.0,11077.0
111,,,,63.5,0.77,-63.5,0.91,134.5,0.83,134.5,0.83,-63.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,29.0,1.0,20180721013128.0,11077.0
112,,,,62.5,0.77,-62.5,0.91,134.5,0.83,134.5,0.83,62.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,29.0,1.0,20180721013128.0,11077.0
113,,,,62.5,0.77,-62.5,0.91,134.5,0.83,134.5,0.83,-62.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,0.0,20180721013136.0,21077.0
114,,,,61.5,1.0,-61.5,0.91,134.5,0.83,134.5,0.83,61.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,0.0,20180721013136.0,21077.0
115,,,,61.5,1.0,-61.5,0.71,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,0.0,20180721013138.0,21077.0
116,,,,61.5,1.0,-61.5,0.71,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,1.0,1,3.0,22.0,0.0,20180721013138.0,11086.0
117,,,,61.5,1.0,-61.5,0.71,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,1.0,1,3.0,22.0,0.0,20180721013151.0,11086.0
118,,,,61.5,0.87,-61.5,0.71,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,5.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,0.0,20180721013151.0,11086.0
119,,,,61.5,0.87,-61.5,0.8,134.5,0.83,134.5,0.83,-61.5,1:2,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,0.0,20180721013159.0,21078.0
120,,,,62.5,0.8,-62.5,0.8,134.5,0.83,134.5,0.83,62.5,1:2^2:2,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,0.0,20180721013159.0,21080^21078
121,,,,62.5,0.8,-62.5,0.87,134.5,0.83,134.5,0.83,-62.5,1:2^2:2,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,1.0,20180721013210.0,21080^21078
122,,,,61.5,1.0,-61.5,0.87,134.5,0.83,134.5,0.83,61.5,1:2^2:2,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,1.0,20180721013210.0,21080^21078
123,,,,61.5,1.0,-61.5,0.71,134.5,0.83,134.5,0.83,-61.5,2:2,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,14.0,1.0,20180721013218.0,21080.0
124,,,,61.5,0.91,-61.5,0.77,134.5,0.83,134.5,0.83,-61.5,2:2,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,14.0,1.0,20180721013218.0,21080.0
125,,,,61.5,0.91,-61.5,0.77,134.5,0.83,134.5,0.83,-61.5,2:2,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,0.0,20180721013221.0,21080.0
126,,,,61.5,1.0,-61.5,0.77,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,1.0,1,3.0,22.0,0.0,20180721013221.0,11086.0
127,,,,61.5,1.0,-61.5,0.71,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,1.0,1,3.0,22.0,0.0,20180721013227.0,11086.0
128,,,,61.5,0.87,-61.5,0.71,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,6.0,4,50.0,50.0,91.0,91,32.0,0.0,1,3.0,22.0,0.0,20180721013227.0,11086.0
129,,,,61.5,0.87,-61.5,0.8,134.5,0.83,134.5,0.83,-61.5,1:2,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,22.0,0.0,20180721013234.0,21078.0
130,,,,61.5,0.8,-61.5,0.87,134.5,0.83,134.5,0.83,-61.5,1:2^2:2,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,22.0,0.0,20180721013234.0,21079^21078
131,,,,61.5,0.8,-61.5,0.87,134.5,0.83,134.5,0.83,-61.5,1:2^2:2,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,22.0,1.0,20180721013248.0,21079^21078
132,,,,61.5,0.71,-61.5,1.0,134.5,0.83,134.5,0.83,-61.5,2:2,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,22.0,1.0,20180721013248.0,21080.0
133,,,,61.5,0.71,-61.5,1.0,134.5,0.83,134.5,0.83,-61.5,2:2,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,22.0,1.0,20180721013251.0,21080.0
134,,,,62.5,0.71,-62.5,1.0,134.5,0.83,134.5,0.83,62.5,2:2,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,22.0,1.0,20180721013251.0,21080.0
135,,,,62.5,0.71,-62.5,1.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,17.0,1.0,20180721013253.0,11077.0
136,,,,61.5,0.91,-61.5,1.0,134.5,0.83,134.5,0.83,61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,17.0,1.0,20180721013253.0,11077.0
137,,,,61.5,0.91,-61.5,0.77,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,9.0,1.0,20180721013301.0,11077.0
138,,,,61.5,0.91,-61.5,0.77,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,9.0,1.0,20180721013301.0,11077.0
139,,,,61.5,0.91,-61.5,0.77,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,3.0,0.0,20180721013307.0,11077.0
140,,,,61.5,0.87,-61.5,0.8,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,3.0,0.0,20180721013307.0,11077.0
141,,,,61.5,0.87,-61.5,0.8,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,3.0,1.0,20180721013319.0,11077.0
142,,,,61.5,0.87,-61.5,0.8,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,3.0,3.0,1.0,20180721013319.0,11077.0
143,,,,61.5,0.87,-61.5,0.8,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,0.0,1,2.0,58.0,1.0,20180721013324.0,11077.0
144,,,,60.5,0.0,-60.5,0.8,134.5,0.83,134.5,0.83,60.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,1.0,1,2.0,58.0,1.0,20180721013324.0,11077.0
145,,,,60.5,0.0,-60.5,0.0,134.5,0.83,134.5,0.83,-60.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,1.0,1,2.0,50.0,1.0,20180721013332.0,21077.0
146,,,,60.5,0.0,-60.5,0.0,134.5,0.83,134.5,0.83,-60.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,1.0,1,2.0,50.0,1.0,20180721013332.0,21077.0
147,,,,60.5,0.0,-60.5,0.0,134.5,0.83,134.5,0.83,-60.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,1.0,1,2.0,44.0,1.0,20180721013338.0,21077.0
148,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,91.0,91,33.0,1.0,1,2.0,44.0,1.0,20180721013338.0,11077.0
149,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,37.0,1.0,20180721013345.0,11077.0
150,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,63.5,,1.0,7,33.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,37.0,1.0,20180721013345.0,11077.0
151,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,35.0,1.0,20180721013347.0,11074.0
152,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,35.0,1.0,20180721013347.0,11074.0
153,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,33.0,0.0,20180721013349.0,21077.0
154,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,33.0,0.0,20180721013349.0,21077.0
155,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,33.0,0.0,20180721013350.0,21077.0
156,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,33.0,0.0,20180721013350.0,21077.0
157,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,33.0,1.0,20180721013403.0,21077.0
158,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,33.0,1.0,20180721013403.0,21077.0
159,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,31.0,0.0,20180721013404.0,21077.0
160,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,31.0,0.0,20180721013404.0,21077.0
161,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,31.0,1.0,20180721013417.0,21077.0
162,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,31.0,1.0,20180721013417.0,21077.0
163,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,23.0,1.0,20180721013425.0,21077.0
164,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,23.0,1.0,20180721013425.0,21077.0
165,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,22.0,1.0,20180721013426.0,21077.0
166,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,22.0,1.0,20180721013426.0,21077.0
167,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,14.0,1.0,20180721013434.0,21077.0
168,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,14.0,1.0,20180721013434.0,21077.0
169,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013436.0,21077.0
170,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013436.0,21077.0
171,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013438.0,21077.0
172,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013438.0,11086.0
173,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013439.0,11086.0
174,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013439.0,11086.0
175,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,34.0,31,4.0,2,5,7.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013452.0,11086.0
176,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,1:2,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013452.0,21078.0
177,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,1:2,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013505.0,21078.0
178,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,62.5,1:2,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,0.0,20180721013505.0,21078.0
179,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,1:2^2:2,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,1.0,20180721013519.0,21080^21078
180,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,61.5,1:2^2:2,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,1.0,20180721013519.0,21080^21078
181,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,2:2,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,1.0,20180721013521.0,21080.0
182,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,62.5,,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,12.0,1.0,20180721013521.0,11077.0
183,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,93,33.0,1.0,1,2.0,4.0,1.0,20180721013530.0,11077.0
184,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,93.0,95,33.0,1.0,1,2.0,4.0,1.0,20180721013530.0,11077.0
185,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,58.0,1.0,20180721013535.0,11077.0
186,,,,64.5,0.0,-64.5,0.0,134.5,0.83,134.5,0.83,64.5,,1.0,7,34.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,58.0,1.0,20180721013535.0,11077.0
187,,,,64.5,0.0,-64.5,0.0,134.5,0.83,134.5,0.83,-64.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,51.0,1.0,20180721013542.0,11074.0
188,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,63.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,51.0,1.0,20180721013542.0,21077.0
189,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,48.0,1.0,20180721013545.0,21077.0
190,,,,64.5,0.0,-64.5,0.0,134.5,0.83,134.5,0.83,64.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,48.0,1.0,20180721013545.0,11077.0
191,,,,64.5,0.0,-64.5,0.0,134.5,0.83,134.5,0.83,-64.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,40.0,1.0,20180721013554.0,11077.0
192,,,,64.5,0.0,-64.5,0.0,134.5,0.83,134.5,0.83,-64.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,40.0,1.0,20180721013554.0,11077.0
193,,,,64.5,0.0,-64.5,0.0,134.5,0.83,134.5,0.83,-64.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,32.0,1.0,20180721013602.0,11077.0
194,,,,64.5,0.0,-64.5,0.0,134.5,0.83,134.5,0.83,-64.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,32.0,1.0,20180721013602.0,11077.0
195,,,,64.5,0.0,-64.5,0.0,134.5,0.83,134.5,0.83,-64.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,30.0,1.0,20180721013603.0,11077.0
196,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,63.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,30.0,1.0,20180721013603.0,11077.0
197,,,,63.5,0.0,-63.5,0.0,134.5,0.83,134.5,0.83,-63.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,26.0,1.0,20180721013606.0,21077.0
198,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,26.0,1.0,20180721013606.0,21077.0
199,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,26.0,1.0,20180721013607.0,21077.0
200,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,26.0,1.0,20180721013607.0,21077.0
201,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,19.0,0.0,20180721013613.0,21077.0
202,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,19.0,0.0,20180721013613.0,21077.0
203,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,19.0,0.0,20180721013615.0,21077.0
204,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,19.0,0.0,20180721013615.0,11086.0
205,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,19.0,0.0,20180721013616.0,11086.0
206,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,19.0,0.0,20180721013616.0,11086.0
207,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,8.0,4,50.0,50.0,95.0,95,33.0,1.0,1,1.0,19.0,0.0,20180721013637.0,11086.0
208,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,1:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,19.0,0.0,20180721013637.0,21078.0
209,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,1:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,19.0,0.0,20180721013639.0,21078.0
210,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,1:2^2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,19.0,0.0,20180721013639.0,21079^21078
211,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,1:2^2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,19.0,1.0,20180721013651.0,21079^21078
212,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,61.5,1:2^2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,19.0,1.0,20180721013651.0,21079^21078
213,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,19.0,1.0,20180721013653.0,21080.0
214,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,62.5,2:2,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,19.0,1.0,20180721013653.0,21080.0
215,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,10.0,1.0,20180721013700.0,11077.0
216,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,10.0,1.0,20180721013700.0,11077.0
217,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,-62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,5.0,1.0,20180721013705.0,11077.0
218,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,1.0,5.0,1.0,20180721013705.0,11077.0
219,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,57.0,1.0,20180721013713.0,21077.0
220,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,57.0,1.0,20180721013713.0,21077.0
221,,,,61.5,0.0,-61.5,0.0,134.5,0.83,134.5,0.83,-61.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,53.0,1.0,20180721013716.0,21077.0
222,,,,62.5,0.0,-62.5,0.0,134.5,0.83,134.5,0.83,62.5,,1.0,7,35.0,31,4.0,2,5,9.0,4,50.0,50.0,95.0,95,34.0,1.0,1,0.0,53.0,1.0,20180721013716.0,21077.0
