,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,,-23.5,0.9090909090909091,23.5,0.7692307692307693,141.5,0.8695652173913043,141.5,0.8,,,,4.0,5.0,12.0,16.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,45,71,0,1,7.0,11.0,1,20180916153721,11077
1,,,,-23.5,0.9090909090909091,23.5,0.7692307692307693,141.5,0.7692307692307693,141.5,0.9090909090909091,,,,4.0,5.0,12.0,16.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,45,71,0,1,7.0,3.0,0.0,20180916153728.0,11077
2,,,,-24.5,0.9090909090909091,23.5,0.7692307692307693,141.5,0.7692307692307693,141.5,0.9090909090909091,,,,4.0,5.0,12.0,16.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,45,71,0,1,7.0,3.0,0.0,20180916153738.0,11077
3,,,,-24.5,0.9090909090909091,23.5,0.7692307692307693,141.5,0.7692307692307693,141.5,0.9090909090909091,,,,4.0,5.0,12.0,16.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,45,71,0,1,7.0,3.0,1.0,20180916153753.0,11077
4,,,,-24.5,0.9090909090909091,23.5,0.7692307692307693,141.5,0.7692307692307693,141.5,0.9090909090909091,,,,4.0,5.0,12.0,17.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,45,71,0,1,7.0,3.0,1.0,20180916153753.0,21077.0
5,,,,-24.5,0.8695652173913043,23.5,0.7692307692307693,141.5,0.8333333333333334,141.5,0.8333333333333334,,,,4.0,5.0,12.0,17.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,45,71,0,1,7.0,47.0,1.0,20180916153808.0,21077.0
6,,,,-25.5,0.8695652173913043,25.5,0.7692307692307693,141.5,0.8333333333333334,141.5,0.8333333333333334,,,,4.0,5.0,12.0,17.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,45,71,0,1,7.0,48.0,1.0,20180916153808.0,11077.0
7,,,,-25.5,0.8695652173913043,25.5,0.7692307692307693,141.5,0.9090909090909091,141.5,0.7692307692307693,,,,4.0,5.0,12.0,17.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,45,71,0,1,7.0,39.0,1.0,20180916153816.0,11077.0
8,,,,-22.5,0.8695652173913043,22.5,0.7692307692307693,144.5,0.8695652173913043,144.5,0.8,,,,5.0,5.0,12.0,17.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,48,73,0,1,7.0,33.0,1.0,20180916153823.0,11075.0
9,,,,-23.5,0.8695652173913043,23.5,0.7692307692307693,144.5,0.8333333333333334,144.5,0.8333333333333334,,,,5.0,5.0,12.0,17.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,48,73,0,1,7.0,29.0,1.0,20180916153827.0,21077.0
10,,,,-23.5,0.8333333333333334,23.5,0.8333333333333334,143.5,0.9090909090909091,143.5,0.7692307692307693,,,,5.0,5.0,12.0,17.0,9.0,24,3,2.0,3.0,5.0,64.3,66.7,48,73,0,1,7.0,20.0,1.0,20180916153835.0,21077.0
