,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,4.0,5.5,0.8,-5.5,0.8695652173913043,233.5,0.8,233.5,0.8695652173913043,,,18.0,12,20.0,20.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,104.0,0,1,3.0,51.0,1,20181013022045,21077,3.4,0.18181818181818182
1,,,4.0,4.5,0.8333333333333334,-4.5,0.8333333333333334,234.5,0.8333333333333334,234.5,0.8333333333333334,,^,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,44.0,1,20181013022052.0,21074^11077,2.75,0.25
2,,,4.0,4.5,0.8333333333333334,-4.5,0.8333333333333334,234.5,0.8333333333333334,234.5,0.8333333333333334,,,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,44.0,1,20181013022053.0,11077.0,2.75,0.25
3,,,4.0,4.5,0.8333333333333334,-4.5,0.8333333333333334,233.5,0.9090909090909091,233.5,0.7692307692307693,,,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,35.0,1,20181013022101.0,11077.0,2.85,0.23529411764705882
4,,,4.0,4.5,0.8,-4.5,0.8695652173913043,233.5,0.7692307692307693,233.5,0.9090909090909091,,,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,27.0,1,20181013022110.0,11077.0,2.85,0.23529411764705882
5,,,4.0,4.5,0.8,-4.5,0.8695652173913043,232.5,0.8695652173913043,232.5,0.8,,,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,23.0,1,20181013022113.0,11095.0,2.85,0.23529411764705882
6,,,4.0,4.5,0.8,-4.5,0.8695652173913043,232.5,0.8695652173913043,232.5,0.8,,,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,23.0,1,20181013022114.0,11077.0,2.85,0.23529411764705882
7,,,4.0,4.5,0.8,-4.5,0.8695652173913043,232.5,0.8695652173913043,232.5,0.8,,,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,22.0,0.0,20181013022114.0,11077.0,2.85,0.23529411764705882
8,,,4.0,4.5,0.8,-4.5,0.8695652173913043,232.5,0.8695652173913043,232.5,0.8,,^,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,8.0,70.0,82.4,109.0,106.0,0,1,3.0,22.0,0.0,20181013022118.0,21086^11077,2.85,0.23529411764705882
9,,,4.0,4.5,0.8695652173913043,-4.5,0.8,234.5,0.7692307692307693,234.5,0.9090909090909091,,1:2,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,8.0,70.0,82.4,109.0,106.0,0,1,3.0,22.0,0.0,20181013022120.0,11078.0,3.25,0.21052631578947367
10,,,4.0,4.5,0.8,-4.5,0.8695652173913043,232.5,0.8695652173913043,232.5,0.8,,1:2,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,8.0,70.0,82.4,109.0,106.0,0,1,3.0,22.0,0.0,20181013022137.0,11078.0,2.85,0.23529411764705882
11,,,4.0,4.5,0.8,-4.5,0.8695652173913043,232.5,0.8695652173913043,232.5,0.8,,1:2,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,22.0,0.0,20181013022137.0,11078.0,2.85,0.23529411764705882
12,,,4.0,4.5,0.8,-4.5,0.8695652173913043,232.5,0.8695652173913043,232.5,0.8,,^,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,22.0,0.0,20181013022142.0,21086^11077,2.85,0.23529411764705882
13,,,4.0,4.5,0.8695652173913043,-4.5,0.8,234.5,0.7692307692307693,234.5,0.9090909090909091,,1:2,18.0,12,20.0,21.0,14.0,28.0,1.0,1.0,9.0,7.0,70.0,82.4,109.0,106.0,0,1,3.0,22.0,0.0,20181013022143.0,11078.0,3.25,0.21052631578947367
14,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,235.5,0.7692307692307693,235.5,0.9090909090909091,,1:2^2:2,18.0,12,20.0,21.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,110.0,106.0,0,1,3.0,22.0,0.0,20181013022146.0,11079^11078,3.3,0.2
15,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,235.5,0.7692307692307693,235.5,0.9090909090909091,,,18.0,12,20.0,21.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,110.0,106.0,0,1,3.0,22.0,0.0,20181013022159.0,21077.0,3.3,0.2
16,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,235.5,0.7692307692307693,235.5,0.9090909090909091,,,18.0,12,20.0,21.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,110.0,106.0,0,1,3.0,22.0,1.0,20181013022200.0,21077.0,3.3,0.2
17,,,4.0,5.5,0.7692307692307693,-5.5,0.9090909090909091,233.5,0.9090909090909091,233.5,0.7692307692307693,,,18.0,12,20.0,21.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,110.0,106.0,0,1,3.0,13.0,1.0,20181013022209.0,21077.0,3.5,0.16666666666666666
18,,,4.0,4.5,0.8,-4.5,0.8695652173913043,235.5,0.8695652173913043,235.5,0.8,,,18.0,12,20.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,111.0,108.0,0,1,3.0,9.0,1.0,20181013022213.0,11077.0,2.85,0.23529411764705882
19,,,4.0,4.5,0.8,-4.5,0.8695652173913043,235.5,0.8,235.5,0.8695652173913043,,,18.0,12,20.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,111.0,108.0,0,1,3.0,3.0,1.0,20181013022218.0,11077.0,3.0,0.2222222222222222
20,,,4.0,4.5,0.8,-4.5,0.8695652173913043,235.5,0.8,235.5,0.8695652173913043,,,18.0,12,20.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,111.0,108.0,0,1,3.0,3.0,1.0,20181013022219.0,11077.0,3.0,0.2222222222222222
21,,,4.0,4.5,0.8,-4.5,0.8695652173913043,235.5,0.8,235.5,0.8695652173913043,,,18.0,12,20.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,111.0,108.0,0,1,3.0,3.0,1.0,20181013022222.0,11077.0,3.0,0.2222222222222222
22,,,4.0,4.5,0.8,-4.5,0.8695652173913043,235.5,0.8,235.5,0.8695652173913043,10.0,,18.0,12,20.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,111.0,108.0,0,1,2.0,52.0,1.0,20181013022230.0,11077.0,3.0,0.2222222222222222
23,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,235.5,0.8,235.5,0.8695652173913043,10.0,^,18.0,12,21.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,113.0,108.0,0,1,2.0,51.0,1.0,20181013022232.0,11074^21077,3.5,0.16666666666666666
24,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,235.5,0.8,235.5,0.8695652173913043,10.0,,18.0,12,21.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,113.0,108.0,0,1,2.0,50.0,1.0,20181013022232.0,21077.0,3.5,0.16666666666666666
25,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,235.5,0.8,235.5,0.8695652173913043,10.0,,18.0,12,21.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,113.0,108.0,0,1,2.0,41.0,1.0,20181013022241.0,21077.0,3.5,0.16666666666666666
26,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,235.5,0.8,235.5,0.8695652173913043,10.0,,18.0,12,21.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,113.0,108.0,0,1,2.0,38.0,0.0,20181013022245.0,21077.0,3.5,0.16666666666666666
27,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,235.5,0.8,235.5,0.8695652173913043,10.0,,18.0,12,21.0,22.0,15.0,28.0,1.0,1.0,9.0,7.0,71.4,82.4,113.0,108.0,0,1,2.0,37.0,0.0,20181013022247.0,21077.0,3.5,0.16666666666666666
28,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,235.5,0.8,235.5,0.8695652173913043,10.0,^,18.0,12,21.0,22.0,15.0,28.0,1.0,1.0,10.0,7.0,71.4,82.4,113.0,108.0,0,1,2.0,39.0,0.0,20181013022251.0,11086^21077,3.5,0.16666666666666666
29,,,4.0,4.5,0.8695652173913043,-4.5,0.8,235.5,0.8,235.5,0.8695652173913043,10.0,1:2,18.0,12,21.0,22.0,15.0,28.0,1.0,1.0,10.0,7.0,71.4,82.4,113.0,108.0,0,1,2.0,39.0,0.0,20181013022252.0,21078.0,3.3,0.2
