,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,0.0,1,10.0,0.0,0,,1083,0.0,0.0,
1,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,10.0,0.0,0,,1083,0.0,0.0,
2,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,10.0,0.0,0,,1083,0.0,0.0,
3,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,10.0,0.0,0,,1083,0.0,0.0,
4,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,10.0,0.0,0,,1083,0.0,0.0,
5,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,10.0,0.0,0,,1083,0.0,0.0,
6,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,3.0,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,10.0,0.0,0,,1089.0,0.0,0.0,
7,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,3.0,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,10.0,0.0,0,,21077.0,0.0,0.0,
8,,,,第3节,10.5,0.83,-10.5,0.83,106.5,0.83,106.5,0.83,,3.0,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,9.0,50.0,0,,11077.0,0.0,0.0,
9,,,,第3节,10.5,0.83,-10.5,0.83,105.5,0.83,105.5,0.83,105.5,3.0,,,0.0,1.0,8.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,23.0,18.0,1.0,1,9.0,50.0,0,,11077.0,0.0,0.0,
10,,,,第3节,10.5,0.83,-10.5,0.83,105.5,0.83,105.5,0.83,105.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,25.0,18.0,1.0,1,9.0,50.0,0,,11074.0,0.0,0.0,"0.86,0.48"
11,,,,第3节,10.5,0.83,-10.5,0.83,105.5,0.83,105.5,0.83,105.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,44.0,0,,21077.0,0.0,0.0,
12,,,,第3节,10.5,0.91,-11.5,0.77,105.5,0.83,105.5,0.83,-11.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,44.0,0,,21077.0,0.0,0.0,
13,,,,第3节,11.5,0.91,-11.5,0.77,105.5,0.83,107.5,0.83,11.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,44.0,0,,21077.0,0.0,0.0,
14,,,,第3节,11.5,0.91,-11.5,0.77,107.5,0.83,107.5,0.83,107.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,44.0,0,,21077.0,0.0,0.0,
15,,,,第3节,11.5,0.91,-11.5,0.87,107.5,0.83,107.5,0.83,107.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,44.0,0,,21077.0,0.0,0.0,
16,,,,第3节,11.5,0.8,-12.5,0.87,107.5,0.83,107.5,0.83,-12.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,44.0,0,,21077.0,0.0,0.0,
17,,,,第3节,12.5,0.8,-12.5,0.87,107.5,0.83,106.5,0.83,12.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,44.0,0,,21077.0,0.0,0.0,
18,,,,第3节,12.5,0.8,-12.5,0.87,106.5,0.83,106.5,0.83,106.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,44.0,0,,21077.0,0.0,0.0,
19,,,,第3节,12.5,0.8,-12.5,0.87,106.5,0.83,106.5,0.83,106.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,30.0,0,,21077.0,0.0,0.0,
20,,,,第3节,12.5,0.83,-11.5,0.83,106.5,0.83,106.5,0.83,-11.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,30.0,0,,11077.0,0.0,0.0,
21,,,,第3节,11.5,0.83,-11.5,0.83,106.5,0.83,105.5,0.83,11.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,30.0,0,,11077.0,0.0,0.0,
22,,,,第3节,11.5,0.83,-11.5,0.83,105.5,0.83,105.5,0.83,105.5,3.0,,,0.0,1.0,9.0,6.0,7.0,3.0,4.0,3.0,0.0,0.0,100.0,60.0,18.0,25.0,1.0,1,9.0,30.0,0,,11077.0,0.0,0.0,
