,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
94,,,,3.5,0.91,-3.5,0.77,147.5,0.77,147.5,0.91,-3.5,^,,7.0,4.0,18.0,19.0,5.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,62.0,58.0,0.0,1,5.0,53.0,0.0,20180721013342.0,21086^11077,0.0,0.0
95,,,,3.5,0.91,-3.5,0.77,147.5,0.77,147.5,0.91,-3.5,^,,7.0,4.0,18.0,19.0,5.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,62.0,58.0,0.0,1,5.0,53.0,0.0,20180721013343.0,21086^11077,0.0,0.0
96,,,,4.5,0.83,-4.5,0.77,147.5,0.77,147.5,0.91,4.5,^,,7.0,4.0,18.0,19.0,5.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,62.0,58.0,0.0,1,5.0,53.0,0.0,20180721013343.0,21086^11077,0.0,0.0
97,,,,4.5,0.83,-4.5,0.83,147.5,0.77,147.5,0.91,-4.5,1:2,,7.0,4.0,18.0,19.0,5.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,63.0,58.0,0.0,1,5.0,53.0,0.0,20180721013352.0,11078.0,0.0,0.0
98,,,,4.5,0.83,-4.5,0.83,147.5,0.77,147.5,0.91,-4.5,1:2^2:2,,7.0,4.0,18.0,19.0,6.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,53.0,0.0,20180721013352.0,11079^11078,0.0,0.0
99,,,,4.5,0.83,-4.5,0.83,147.5,0.77,147.5,0.91,-4.5,1:2^2:2,,7.0,4.0,18.0,19.0,6.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,53.0,0.0,20180721013413.0,11079^11078,0.0,0.0
100,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,2:2^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,53.0,0.0,20180721013413.0,11079^21077,0.0,0.0
101,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,2:2^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,53.0,0.0,20180721013416.0,11079^21077,0.0,0.0
102,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,53.0,0.0,20180721013416.0,21077.0,0.0,0.0
103,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,53.0,1.0,20180721013418.0,21077.0,0.0,0.0
104,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,53.0,1.0,20180721013418.0,21077.0,0.0,0.0
105,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,45.0,1.0,20180721013426.0,21077.0,0.0,0.0
106,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,45.0,1.0,20180721013426.0,21077.0,0.0,0.0
107,,,,5.5,0.83,-5.5,0.8,147.5,0.77,147.5,0.91,5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,41.0,1.0,20180721013430.0,21077.0,0.0,0.0
108,,,,5.5,0.83,-5.5,0.83,147.5,0.77,147.5,0.91,-5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,41.0,1.0,20180721013430.0,11077.0,0.0,0.0
109,,,,5.5,0.83,-5.5,0.83,147.5,0.77,147.5,0.91,-5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,36.0,0.0,20180721013435.0,11077.0,0.0,0.0
110,,,,5.5,0.83,-5.5,0.83,147.5,0.77,147.5,0.91,-5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,36.0,0.0,20180721013435.0,11077.0,0.0,0.0
111,,,,5.5,0.83,-5.5,0.83,147.5,0.77,147.5,0.91,-5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,36.0,0.0,20180721013437.0,11077.0,0.0,0.0
112,,,,4.5,0.87,-4.5,0.83,147.5,0.77,147.5,0.91,4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,36.0,0.0,20180721013437.0,11077.0,0.0,0.0
113,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,1.0,1,5.0,36.0,0.0,20180721013443.0,21077.0,0.0,0.0
114,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,1.0,1,5.0,36.0,0.0,20180721013443.0,21077.0,0.0,0.0
115,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,0.0,1.0,100.0,88.9,64.0,58.0,1.0,1,5.0,36.0,0.0,20180721013443.0,21077.0,0.0,0.0
116,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,1.0,1,5.0,36.0,1.0,20180721013503.0,11086^21077,0.0,0.0
117,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,36.0,1.0,20180721013503.0,11086^21077,0.0,0.0
118,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,36.0,1.0,20180721013503.0,11086^21077,0.0,0.0
119,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,36.0,1.0,20180721013503.0,11086^21077,0.0,0.0
120,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,36.0,1.0,20180721013503.0,11086^21077,0.0,0.0
121,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,28.0,1.0,20180721013512.0,11086^21077,0.0,0.0
122,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,28.0,1.0,20180721013512.0,11086^21077,0.0,0.0
123,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,^,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,24.0,1.0,20180721013515.0,11086^21077,0.0,0.0
124,,,,4.5,0.87,-4.5,0.8,147.5,0.77,147.5,0.91,-4.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,24.0,1.0,20180721013515.0,21094.0,0.0,0.0
125,,,,5.5,0.83,-5.5,0.8,147.5,0.77,147.5,0.91,5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,24.0,1.0,20180721013516.0,21094.0,0.0,0.0
126,,,,5.5,0.83,-5.5,0.83,147.5,0.77,147.5,0.91,-5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,24.0,1.0,20180721013516.0,11077.0,0.0,0.0
127,,,,5.5,0.83,-5.5,0.83,147.5,0.77,147.5,0.91,-5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,64.0,58.0,0.0,1,5.0,16.0,1.0,20180721013524.0,11077.0,0.0,0.0
128,,,,5.5,0.83,-5.5,0.83,147.5,0.77,147.5,0.91,-5.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,5.0,16.0,1.0,20180721013524.0,11077.0,0.0,0.0
129,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,7.5,,,7.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,5.0,8.0,1.0,20180721013531.0,11077.0,0.0,0.0
130,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,5.0,8.0,1.0,20180721013531.0,11075^21077,0.0,0.0
131,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,5.0,8.0,1.0,20180721013532.0,11075^21077,0.0,0.0
132,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,5.0,8.0,1.0,20180721013532.0,21077.0,0.0,0.0
133,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,5.0,0.0,1.0,20180721013540.0,21077.0,0.0,0.0
134,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,5.0,0.0,1.0,20180721013540.0,21077.0,0.0,0.0
135,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,4.0,52.0,1.0,20180721013548.0,21077.0,0.0,0.0
136,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,4.0,52.0,1.0,20180721013548.0,21077.0,0.0,0.0
137,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,4.0,46.0,0.0,20180721013553.0,21077.0,0.0,0.0
138,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,4.0,46.0,0.0,20180721013553.0,21077.0,0.0,0.0
139,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,8.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,4.0,46.0,0.0,20180721013556.0,21077.0,0.0,0.0
140,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,0.0,1,4.0,46.0,0.0,20180721013556.0,11077.0,0.0,0.0
141,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,1.0,1,4.0,46.0,0.0,20180721013602.0,11077.0,0.0,0.0
142,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,1.0,100.0,88.9,67.0,58.0,1.0,1,4.0,46.0,0.0,20180721013602.0,11077.0,0.0,0.0
143,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,1.0,1,4.0,46.0,0.0,20180721013602.0,21086^11077,0.0,0.0
144,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,1.0,1,4.0,46.0,1.0,20180721013622.0,21086^11077,0.0,0.0
145,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,46.0,1.0,20180721013622.0,21086^11077,0.0,0.0
146,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,46.0,1.0,20180721013622.0,21086^11077,0.0,0.0
147,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,46.0,1.0,20180721013622.0,21086^11077,0.0,0.0
148,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,38.0,1.0,20180721013631.0,21086^11077,0.0,0.0
149,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,38.0,1.0,20180721013631.0,21086^11077,0.0,0.0
150,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,29.0,1.0,20180721013639.0,21086^11077,0.0,0.0
151,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,29.0,1.0,20180721013639.0,21086^11077,0.0,0.0
152,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,26.0,0.0,20180721013642.0,21086^11077,0.0,0.0
153,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,26.0,0.0,20180721013642.0,21086^11077,0.0,0.0
154,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,26.0,1.0,20180721013658.0,21086^11077,0.0,0.0
155,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,26.0,1.0,20180721013658.0,21086^11077,0.0,0.0
156,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,18.0,1.0,20180721013707.0,21086^11077,0.0,0.0
157,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,18.0,1.0,20180721013707.0,21086^11077,0.0,0.0
158,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,17.0,1.0,20180721013708.0,21086^11077,0.0,0.0
159,,,,8.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,-8.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,17.0,1.0,20180721013708.0,11095.0,0.0,0.0
160,,,,7.5,0.83,-8.5,0.83,147.5,0.77,147.5,0.91,7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,16.0,1.0,20180721013708.0,11095.0,0.0,0.0
161,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,16.0,1.0,20180721013713.0,21077.0,0.0,0.0
162,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,1.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,11.0,0.0,20180721013713.0,21077.0,0.0,0.0
163,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,58.0,1.0,1,4.0,11.0,0.0,20180721013720.0,11086^21077,0.0,0.0
164,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,58.0,1.0,1,4.0,11.0,0.0,20180721013720.0,11086^21077,0.0,0.0
165,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,58.0,1.0,1,4.0,11.0,0.0,20180721013720.0,11086^21077,0.0,0.0
166,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,58.0,1.0,1,4.0,11.0,0.0,20180721013720.0,11086^21077,0.0,0.0
167,,,,7.5,0.83,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,11.0,0.0,20180721013720.0,11086^21077,0.0,0.0
168,,,,7.5,0.77,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,11.0,0.0,20180721013720.0,11086^21077,0.0,0.0
169,,,,7.5,0.77,-7.5,0.83,147.5,0.77,147.5,0.91,-7.5,^,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,58.0,0.0,1,4.0,11.0,0.0,20180721013720.0,11086^21077,0.0,0.0
170,,,,7.5,0.77,-7.5,0.91,147.5,0.77,147.5,0.91,-7.5,1:2,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,59.0,0.0,1,4.0,11.0,0.0,20180721013737.0,21078.0,0.0,0.0
171,,,,6.5,0.91,-6.5,0.91,147.5,0.77,147.5,0.91,6.5,1:2,,8.0,4.0,18.0,19.0,7.0,8.0,5.0,4.0,2.0,2.0,100.0,88.9,67.0,59.0,0.0,1,4.0,11.0,0.0,20180721013737.0,21078.0,0.0,0.0
172,,,,6.5,0.91,-6.5,0.77,147.5,0.77,147.5,0.91,-6.5,1:2^2:2,,8.0,4.0,18.0,19.0,7.0,9.0,5.0,4.0,2.0,2.0,100.0,90.0,67.0,60.0,0.0,1,4.0,11.0,0.0,20180721013750.0,21079^21078,0.0,0.0
173,,,,6.5,0.87,-6.5,0.8,147.5,0.77,147.5,0.91,-6.5,2:2^,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,4.0,11.0,0.0,20180721013750.0,21079^11077,0.0,0.0
174,,,,6.5,0.87,-6.5,0.8,147.5,0.77,147.5,0.91,-6.5,2:2^,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,4.0,11.0,0.0,20180721013751.0,21079^11077,0.0,0.0
175,,,,6.5,0.87,-6.5,0.8,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,4.0,11.0,0.0,20180721013751.0,11077.0,0.0,0.0
176,,,,6.5,0.87,-6.5,0.8,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,4.0,11.0,1.0,20180721013755.0,11077.0,0.0,0.0
177,,,,6.5,0.87,-6.5,0.8,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,4.0,11.0,1.0,20180721013755.0,11077.0,0.0,0.0
178,,,,6.5,0.87,-6.5,0.8,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,4.0,3.0,1.0,20180721013803.0,11077.0,0.0,0.0
179,,,,6.5,0.87,-6.5,0.8,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,4.0,3.0,1.0,20180721013803.0,11077.0,0.0,0.0
180,,,,6.5,0.87,-6.5,0.8,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,55.0,1.0,20180721013811.0,11077.0,0.0,0.0
181,,,,5.5,0.91,-5.5,0.8,147.5,0.77,147.5,0.91,5.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,55.0,1.0,20180721013811.0,11077.0,0.0,0.0
182,,,,5.5,0.91,-5.5,0.77,147.5,0.77,147.5,0.91,-5.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,47.0,1.0,20180721013819.0,21077.0,0.0,0.0
183,,,,5.5,0.91,-5.5,0.77,147.5,0.77,147.5,0.91,-5.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,47.0,1.0,20180721013819.0,21077.0,0.0,0.0
184,,,,5.5,0.91,-5.5,0.77,147.5,0.77,147.5,0.91,-5.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,45.0,1.0,20180721013821.0,21077.0,0.0,0.0
185,,,,6.5,0.91,-6.5,0.77,147.5,0.77,147.5,0.91,6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,45.0,1.0,20180721013821.0,21077.0,0.0,0.0
186,,,,6.5,0.91,-6.5,0.77,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,37.0,1.0,20180721013829.0,11077.0,0.0,0.0
187,,,,6.5,0.91,-6.5,0.77,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,37.0,1.0,20180721013829.0,11077.0,0.0,0.0
188,,,,6.5,0.91,-6.5,0.77,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,29.0,0.0,20180721013836.0,11077.0,0.0,0.0
189,,,,6.5,0.91,-6.5,0.77,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,0.0,1,3.0,29.0,0.0,20180721013836.0,11077.0,0.0,0.0
190,,,,6.5,0.91,-6.5,0.77,147.5,0.77,147.5,0.91,-6.5,,,8.0,4.0,18.0,19.0,7.0,10.0,5.0,4.0,2.0,2.0,100.0,90.9,67.0,60.0,1.0,1,3.0,29.0,0.0,20180721013842.0,11077.0,0.0,0.0
