,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
15,,,,第1节,32.5,0.8,-33.5,0.87,156.5,0.83,156.5,0.83,-33.5,,1:2,,2.0,1.0,6.0,4.0,1.0,0.0,5.0,5.0,2.0,6.0,33.3,0.0,19.0,11.0,0.0,1,0.0,43.0,0,,11078.0
16,,,,第1节,33.5,0.8,-33.5,0.87,156.5,0.83,157.5,0.83,33.5,,1:2,,2.0,1.0,6.0,4.0,1.0,0.0,5.0,5.0,2.0,6.0,33.3,0.0,19.0,11.0,0.0,1,0.0,43.0,0,,11078.0
17,,,,第1节,33.5,0.8,-33.5,0.87,157.5,0.83,157.5,0.83,157.5,,1:2,,2.0,1.0,6.0,4.0,1.0,0.0,5.0,5.0,2.0,6.0,33.3,0.0,19.0,11.0,0.0,1,0.0,43.0,0,,11078.0
18,,,,第1节,33.5,0.8,-33.5,0.87,157.5,0.83,157.5,0.83,157.5,,1:2,,2.0,1.0,6.0,4.0,1.0,0.0,5.0,5.0,2.0,6.0,33.3,0.0,19.0,11.0,0.0,1,0.0,44.0,0,,11078.0
19,,,,第1节,33.5,0.8,-33.5,0.87,157.5,0.83,157.5,0.83,157.5,,1:2,,2.0,1.0,6.0,4.0,2.0,0.0,5.0,5.0,2.0,6.0,50.0,0.0,20.0,11.0,0.0,1,0.0,44.0,0,,11079.0
20,,,,第1节,33.5,0.8,-33.5,0.87,157.5,0.83,157.5,0.83,157.5,,2:2,,2.0,1.0,6.0,4.0,2.0,0.0,5.0,5.0,2.0,6.0,50.0,0.0,11.0,20.0,0.0,1,0.0,44.0,0,,11078.0
21,,,,第1节,33.5,0.83,-33.5,0.83,158.5,0.83,158.5,0.83,158.5,,2:2,,2.0,1.0,6.0,4.0,2.0,0.0,5.0,5.0,2.0,6.0,50.0,0.0,11.0,20.0,0.0,1,0.0,44.0,0,,11078.0
22,,,,第1节,33.5,0.83,-33.5,0.83,158.5,0.83,158.5,0.83,158.5,,2:2,,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,2.0,6.0,60.0,0.0,21.0,20.0,0.0,1,0.0,44.0,0,,11079.0
23,,,,第1节,33.5,0.83,-33.5,0.83,158.5,0.83,158.5,0.83,158.5,,,,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,2.0,6.0,60.0,0.0,11.0,21.0,0.0,1,0.0,44.0,0,,21077.0
24,,,,第1节,33.5,0.83,-33.5,0.83,158.5,0.83,158.5,0.83,158.5,,,,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,2.0,6.0,60.0,0.0,11.0,21.0,0.0,1,0.0,43.0,0,,21077.0
25,,,,第1节,33.5,0.83,-33.5,0.83,158.5,0.83,158.5,0.83,158.5,,,,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,2.0,6.0,60.0,0.0,11.0,21.0,0.0,1,0.0,43.0,0,,11077.0
26,,,,第1节,33.5,0.83,-33.5,0.83,158.5,0.83,158.5,0.83,158.5,,,,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,2.0,6.0,60.0,0.0,11.0,21.0,0.0,1,0.0,23.0,0,,11077.0
27,,,,第1节,33.5,0.83,-33.5,0.83,156.5,0.83,156.5,0.83,156.5,,,,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,2.0,6.0,60.0,0.0,11.0,21.0,0.0,1,0.0,23.0,0,,11077.0
28,,,,第2节,33.5,0.83,-33.5,0.83,156.5,0.83,156.5,0.83,156.5,,1.0,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,10.0,0.0,0,,1082.0
29,,,第2节,第2节,33.5,0.87,-32.5,0.8,156.5,0.83,156.5,0.83,-32.5,,1.0,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,10.0,0.0,0,,1082.0
30,,,第2节,第2节,32.5,0.87,-32.5,0.8,156.5,0.83,154.5,0.83,32.5,,1.0,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,10.0,0.0,0,,1082.0
31,,,第2节,第2节,32.5,0.87,-32.5,0.8,154.5,0.83,154.5,0.83,154.5,,1.0,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,10.0,0.0,0,,1082.0
32,,,第2节,第2节,32.5,0.87,-32.5,0.8,154.5,0.83,154.5,0.83,154.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,10.0,0.0,0,,1088.0
33,,,第2节,第2节,32.5,0.87,-32.5,0.8,154.5,0.83,154.5,0.83,154.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,10.0,0.0,0,,21077.0
34,,,第2节,第2节,32.5,0.87,-32.5,0.8,154.5,0.83,154.5,0.83,154.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,9.0,37.0,0,,11077.0
35,,,第2节,第2节,32.5,0.83,-32.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,9.0,37.0,0,,11077.0
36,,,第2节,第2节,32.5,0.83,-32.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,0.0,60.0,0.0,11.0,21.0,0.0,1,9.0,27.0,0,,11077.0
37,,,第2节,第2节,32.5,0.83,-32.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,27.0,0,,21086.0
38,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,27.0,0,,11077.0
39,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,20.0,0,,21077.0
40,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,20.0,0,,21077.0
41,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,9.0,0,,21077.0
42,,,第2节,第2节,32.5,0.83,-32.5,0.83,150.5,0.83,150.5,0.83,150.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,0.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,9.0,0,,21077.0
43,,,第2节,第2节,32.5,0.83,-32.5,0.83,150.5,0.83,150.5,0.83,150.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,9.0,0,,11086.0
44,,,第2节,第2节,32.5,0.83,-32.5,0.83,150.5,0.83,150.5,0.83,150.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,9.0,0,,21077.0
45,,,第2节,第2节,32.5,0.83,-31.5,0.83,150.5,0.83,150.5,0.83,-31.5,2.0,1:2,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,9.0,0,,21078.0
46,,,第2节,第2节,31.5,0.83,-31.5,0.83,150.5,0.83,151.5,0.83,31.5,2.0,1:2,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,9.0,0,,21078.0
47,,,第2节,第2节,31.5,0.83,-31.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,1:2,0.0,2.0,1.0,6.0,4.0,3.0,0.0,5.0,5.0,1.0,1.0,60.0,0.0,11.0,21.0,0.0,1,9.0,9.0,0,,21078.0
48,,,第2节,第2节,31.5,0.8,-31.5,0.87,151.5,0.83,152.5,0.83,151.5,2.0,1:2,0.0,2.0,1.0,6.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,60.0,100.0,11.0,12.0,0.0,1,9.0,9.0,0,,21079.0
49,,,第2节,第2节,31.5,0.8,-31.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,2:2,0.0,2.0,1.0,6.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,60.0,100.0,11.0,12.0,0.0,1,9.0,9.0,0,,21078.0
50,,,第2节,第2节,31.5,0.8,-31.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,2:2,0.0,2.0,1.0,6.0,4.0,3.0,1.0,5.0,5.0,1.0,1.0,60.0,100.0,12.0,21.0,0.0,1,9.0,9.0,0,,21078.0
51,,,第2节,第2节,31.5,0.8,-31.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,2:2,0.0,2.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,1.0,60.0,100.0,12.0,13.0,0.0,1,9.0,9.0,0,,21079.0
52,,,第2节,第2节,31.5,0.8,-31.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,1.0,60.0,100.0,13.0,21.0,0.0,1,9.0,9.0,0,,11077.0
53,,,第2节,第2节,31.5,0.83,-30.5,0.83,152.5,0.83,152.5,0.83,-30.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,1.0,60.0,100.0,13.0,21.0,0.0,1,9.0,9.0,0,,11077.0
54,,,第2节,第2节,30.5,0.83,-30.5,0.83,152.5,0.83,152.5,0.83,30.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,1.0,60.0,100.0,13.0,21.0,0.0,1,9.0,1.0,0,,11077.0
55,,,第2节,第2节,30.5,0.83,-30.5,0.83,152.5,0.83,152.5,0.83,30.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,21.0,0.0,1,9.0,1.0,0,,21086.0
56,,,第2节,第2节,30.5,0.8,-31.5,0.87,152.5,0.83,152.5,0.83,-31.5,2.0,,0.0,2.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,21.0,0.0,1,9.0,1.0,0,,11077.0
57,,,第2节,第2节,31.5,0.8,-31.5,0.87,152.5,0.83,152.5,0.83,31.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,24.0,21.0,0.0,1,9.0,1.0,0,,11075.0
58,,,第2节,第2节,31.5,0.8,-31.5,0.87,152.5,0.83,152.5,0.83,31.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,46.0,0,,21077.0
59,,,第2节,第2节,31.5,0.8,-33.5,0.87,152.5,0.83,152.5,0.83,-33.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,46.0,0,,21077.0
60,,,第2节,第2节,33.5,0.8,-33.5,0.87,152.5,0.83,154.5,0.83,33.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,46.0,0,,21077.0
61,,,第2节,第2节,33.5,0.8,-33.5,0.87,154.5,0.83,154.5,0.83,154.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,46.0,0,,21077.0
62,,,第2节,第2节,33.5,0.8,-33.5,0.87,154.5,0.83,154.5,0.83,154.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,39.0,0,,21077.0
63,,,第2节,第2节,33.5,0.87,-32.5,0.8,154.5,0.83,154.5,0.83,-32.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,39.0,0,,21077.0
64,,,第2节,第2节,32.5,0.87,-32.5,0.8,154.5,0.83,154.5,0.83,32.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,20.0,0,,21077.0
65,,,第2节,第2节,32.5,0.83,-32.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,20.0,0,,21077.0
66,,,第2节,第2节,32.5,0.83,-32.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,1.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21077.0
67,,,第2节,第2节,32.5,0.83,-32.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,11086.0
68,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21077.0
69,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,1:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21078.0
70,,,第2节,第2节,32.5,0.83,-31.5,0.83,151.5,0.83,151.5,0.83,-31.5,2.0,1:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21078.0
71,,,第2节,第2节,31.5,0.83,-31.5,0.83,151.5,0.83,153.5,0.83,31.5,2.0,1:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21078.0
72,,,第2节,第2节,31.5,0.83,-31.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,1:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21078.0
73,,,第2节,第2节,31.5,0.83,-31.5,0.87,153.5,0.83,153.5,0.83,153.5,2.0,1:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21078.0
74,,,第2节,第2节,31.5,0.8,-32.5,0.87,153.5,0.83,153.5,0.83,-32.5,2.0,1:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21080.0
75,,,第2节,第2节,32.5,0.8,-32.5,0.87,153.5,0.83,152.5,0.83,32.5,2.0,1:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21080.0
76,,,第2节,第2节,32.5,0.8,-32.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,1:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,100.0,13.0,24.0,0.0,1,8.0,9.0,0,,21080.0
77,,,第2节,第2节,32.5,0.8,-32.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,2:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,66.7,13.0,24.0,0.0,1,8.0,9.0,0,,21078.0
78,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,2:2,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,50.0,13.0,24.0,0.0,1,8.0,9.0,0,,21080.0
79,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,50.0,13.0,24.0,0.0,1,8.0,2.0,0,,11077.0
80,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,50.0,13.0,24.0,0.0,1,7.0,2.0,0,,11077.0
81,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,60.0,50.0,13.0,24.0,0.0,1,7.0,56.0,0,,11077.0
82,,,第2节,第2节,32.5,0.83,-32.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,24.0,0.0,1,7.0,56.0,0,,21086.0
83,,,第2节,第2节,32.5,0.8,-33.5,0.87,151.5,0.83,151.5,0.83,-33.5,2.0,,0.0,3.0,1.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,24.0,0.0,1,7.0,56.0,0,,11077.0
84,,,第2节,第2节,33.5,0.8,-33.5,0.87,151.5,0.83,151.5,0.83,33.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,26.0,24.0,0.0,1,7.0,56.0,0,,11074.0
85,,,第2节,第2节,33.5,0.8,-33.5,0.87,151.5,0.83,151.5,0.83,33.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,56.0,0,,21077.0
86,,,第2节,第2节,33.5,0.8,-33.5,0.87,151.5,0.83,151.5,0.83,33.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,51.0,0,,21077.0
87,,,第2节,第2节,33.5,0.83,-34.5,0.83,151.5,0.83,151.5,0.83,-34.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,51.0,0,,21077.0
88,,,第2节,第2节,34.5,0.83,-34.5,0.83,151.5,0.83,153.5,0.83,34.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,51.0,0,,21077.0
89,,,第2节,第2节,34.5,0.83,-34.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,51.0,0,,21077.0
90,,,第2节,第2节,34.5,0.8,-34.5,0.87,153.5,0.83,152.5,0.83,153.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,51.0,0,,21077.0
91,,,第2节,第2节,34.5,0.8,-34.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,51.0,0,,21077.0
92,,,第2节,第2节,34.5,0.8,-34.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,45.0,0,,21077.0
93,,,第2节,第2节,34.5,0.8,-34.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,45.0,0,,21077.0
94,,,第2节,第2节,34.5,0.8,-34.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,7.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,26.0,0.0,1,7.0,36.0,0,,21077.0
95,,,第2节,第2节,34.5,0.8,-34.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,7.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,13.0,15.0,0.0,1,7.0,36.0,0,,21074.0
96,,,第2节,第2节,34.5,0.8,-34.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,3.0,1.0,7.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,15.0,26.0,0.0,1,7.0,36.0,0,,11077.0
97,,,第2节,第2节,34.5,0.87,-32.5,0.8,152.5,0.83,152.5,0.83,-32.5,2.0,,0.0,3.0,1.0,7.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,15.0,26.0,0.0,1,7.0,36.0,0,,11077.0
98,,,第2节,第2节,32.5,0.87,-32.5,0.8,152.5,0.83,154.5,0.83,32.5,2.0,,0.0,3.0,1.0,7.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,15.0,26.0,0.0,1,7.0,36.0,0,,11077.0
99,,,第2节,第2节,32.5,0.87,-32.5,0.8,154.5,0.83,154.5,0.83,154.5,2.0,,0.0,3.0,1.0,7.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,15.0,26.0,0.0,1,7.0,36.0,0,,11077.0
100,,,第2节,第2节,32.5,0.87,-32.5,0.8,154.5,0.83,154.5,0.83,154.5,2.0,,0.0,3.0,1.0,7.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,60.0,50.0,15.0,26.0,0.0,1,7.0,33.0,0,,11077.0
