,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
16,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,173.5,0.8695652173913043,175.5,0.8,,,3.4,^,52.0,57.0,0,1,5.0,29.0,0.0,20181017122839.0,11086^21077,0.35714285714285715,2.05
17,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,173.5,0.8695652173913043,175.5,0.8,,,3.4,^,52.0,57.0,0,1,5.0,29.0,0.0,20181017122840.0,11086^21077,0.35714285714285715,2.05
18,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,173.5,0.8695652173913043,176.5,0.8333333333333334,,,3.25,1:1,52.0,57.0,0,1,5.0,29.0,0.0,20181017122840.0,21078.0,0.35714285714285715,2.05
19,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,173.5,0.8695652173913043,177.5,0.8695652173913043,,,3.3,1:1,52.0,58.0,0,1,5.0,29.0,0.0,20181017122901.0,21078.0,0.35714285714285715,2.05
20,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,173.5,0.8695652173913043,177.5,0.8695652173913043,,,3.3,1:1^,52.0,58.0,0,1,5.0,29.0,1.0,20181017122905.0,21079^11077,0.35714285714285715,2.05
21,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,173.5,0.8695652173913043,177.5,0.8695652173913043,,,3.3,1:1^,52.0,58.0,0,1,5.0,28.0,1.0,20181017122906.0,21079^11077,0.35714285714285715,2.05
22,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,173.5,0.8695652173913043,177.5,0.8695652173913043,,,3.3,,52.0,58.0,0,1,5.0,28.0,1.0,20181017122906.0,11077.0,0.35714285714285715,2.05
23,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,173.5,0.8,177.5,0.8695652173913043,,,3.3,,52.0,58.0,0,1,5.0,12.0,1.0,20181017122922.0,21077.0,0.35714285714285715,2.05
24,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,177.5,0.8695652173913043,177.5,0.8,,,3.3,,52.0,58.0,0,1,5.0,9.0,1.0,20181017122926.0,21077.0,0.35714285714285715,2.05
25,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,177.5,0.8695652173913043,177.5,0.8,,,3.3,,52.0,58.0,0,1,5.0,8.0,1.0,20181017122926.0,21077.0,0.35714285714285715,2.05
26,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,177.5,0.8695652173913043,177.5,0.8,,,3.3,,52.0,58.0,0,1,5.0,8.0,0.0,20181017122927.0,21077.0,0.35714285714285715,2.05
27,,,,3.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,177.5,0.8333333333333334,177.5,0.8333333333333334,,,3.3,^,52.0,58.0,0,1,5.0,7.0,0.0,20181017122932.0,11086^21077,0.35714285714285715,2.05
28,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,178.5,0.8,,,3.3,1:2,52.0,58.0,0,1,5.0,7.0,0.0,20181017122940.0,21078.0,0.35714285714285715,2.05
29,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,179.5,0.8333333333333334,,,3.25,1:2^2:2,54.0,59.0,0,1,5.0,7.0,0.0,20181017122954.0,21079^21078,0.35714285714285715,2.05
30,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,179.5,0.8,,,3.3,2:2^,54.0,60.0,0,1,5.0,7.0,0.0,20181017123007.0,21079^11077,0.35714285714285715,2.05
31,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,179.5,0.8,,,3.3,2:2^,54.0,60.0,0,1,5.0,7.0,1.0,20181017123009.0,21079^11077,0.35714285714285715,2.05
32,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,179.5,0.8,,,3.3,2:2^,54.0,60.0,0,1,5.0,6.0,1.0,20181017123010.0,21079^11077,0.35714285714285715,2.05
33,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,179.5,0.8,,,3.3,,54.0,60.0,0,1,5.0,6.0,1.0,20181017123011.0,11077.0,0.35714285714285715,2.05
34,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,179.5,0.8333333333333334,,,3.3,,54.0,60.0,0,1,4.0,57.0,1.0,20181017123019.0,11077.0,0.35714285714285715,2.05
35,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,178.5,0.8333333333333334,,,3.75,,54.0,60.0,0,1,4.0,52.0,1.0,20181017123025.0,21077.0,0.35714285714285715,2.05
36,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,178.5,0.8333333333333334,,,3.75,,54.0,60.0,0,1,4.0,51.0,1.0,20181017123025.0,21077.0,0.35714285714285715,2.05
37,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8,178.5,0.8695652173913043,,,3.75,,54.0,60.0,0,1,4.0,43.0,1.0,20181017123034.0,21077.0,0.35714285714285715,2.05
38,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8,177.5,0.8333333333333334,,,3.3,,54.0,60.0,0,1,4.0,37.0,1.0,20181017123040.0,11077.0,0.35714285714285715,2.05
39,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8,177.5,0.8333333333333334,,,3.3,,54.0,60.0,0,1,4.0,36.0,1.0,20181017123040.0,11077.0,0.35714285714285715,2.05
40,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,176.5,0.8695652173913043,176.5,0.8,,,3.3,,54.0,60.0,0,1,4.0,28.0,1.0,20181017123048.0,11077.0,0.35714285714285715,2.05
41,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,176.5,0.8695652173913043,178.5,0.8333333333333334,22.0,,3.0,^,56.0,60.0,0,1,4.0,23.0,1.0,20181017123054.0,11074^21077,0.35714285714285715,2.05
42,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,176.5,0.8,178.5,0.8695652173913043,22.0,,3.0,,56.0,60.0,0,1,4.0,14.0,1.0,20181017123102.0,21077.0,0.35714285714285715,2.05
43,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,177.5,0.8333333333333334,177.5,0.8333333333333334,22.0,,3.0,,56.0,60.0,0,1,4.0,6.0,1.0,20181017123111.0,21077.0,0.35714285714285715,2.05
44,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,177.5,0.8333333333333334,180.5,0.8333333333333334,22.0,,3.75,^,56.0,63.0,0,1,4.0,1.0,1.0,20181017123115.0,21075^11077,0.35714285714285715,2.05
45,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,177.5,0.8333333333333334,180.5,0.8333333333333334,22.0,,3.75,,56.0,63.0,0,1,4.0,1.0,1.0,20181017123116.0,11077.0,0.35714285714285715,2.05
46,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,3.75,,56.0,63.0,0,1,3.0,52.0,1.0,20181017123124.0,11077.0,0.35714285714285715,2.05
47,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,3.75,,56.0,63.0,0,1,3.0,52.0,1.0,20181017123131.0,11077.0,0.35714285714285715,2.05
48,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,4.5,^,56.0,63.0,0,1,3.0,52.0,1.0,20181017123133.0,11086^21077,0.35714285714285715,2.05
49,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,4.5,^,56.0,63.0,0,1,3.0,52.0,1.0,20181017123144.0,11086^21077,0.35714285714285715,2.05
50,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,3.75,^,56.0,63.0,0,1,3.0,52.0,1.0,20181017123146.0,21086^11077,0.35714285714285715,2.05
51,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,180.5,0.8333333333333334,22.0,,3.5,1:2,56.0,63.0,0,1,3.0,52.0,1.0,20181017123151.0,11078.0,0.35714285714285715,2.05
52,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,180.5,0.8,22.0,,3.4,1:2^2:2,57.0,63.0,0,1,3.0,52.0,1.0,20181017123203.0,11079^11078,0.35714285714285715,2.05
53,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,181.5,0.8333333333333334,181.5,0.8333333333333334,22.0,,3.4,2:2^,58.0,63.0,0,1,3.0,52.0,1.0,20181017123216.0,11079^21077,0.35714285714285715,2.05
54,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,181.5,0.8333333333333334,181.5,0.8333333333333334,22.0,,3.4,2:2^,58.0,63.0,0,1,3.0,52.0,1.0,20181017123217.0,11079^21077,0.35714285714285715,2.05
55,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,181.5,0.8333333333333334,181.5,0.8333333333333334,22.0,,3.4,2:2^,58.0,63.0,0,1,3.0,46.0,1.0,20181017123218.0,11079^21077,0.35714285714285715,2.05
56,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,181.5,0.8333333333333334,181.5,0.8333333333333334,22.0,,3.4,,58.0,63.0,0,1,3.0,46.0,1.0,20181017123226.0,21077.0,0.35714285714285715,2.05
57,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,181.5,0.8,181.5,0.8695652173913043,22.0,,3.4,,58.0,63.0,0,1,3.0,29.0,1.0,20181017123235.0,21077.0,0.35714285714285715,2.05
58,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,3.4,,58.0,63.0,0,1,3.0,20.0,1.0,20181017123243.0,21077.0,0.35714285714285715,2.05
59,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,2.85,,58.0,63.0,0,1,3.0,20.0,1.0,20181017123244.0,11077.0,0.35714285714285715,2.05
60,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,178.5,0.8,22.0,,2.85,,58.0,63.0,0,1,3.0,11.0,1.0,20181017123252.0,11077.0,0.35714285714285715,2.05
61,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,178.5,0.8,22.0,,2.85,,58.0,63.0,0,1,3.0,10.0,1.0,20181017123252.0,11077.0,0.35714285714285715,2.05
62,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8695652173913043,178.5,0.8,22.0,,3.0,,58.0,63.0,0,1,3.0,6.0,1.0,20181017123258.0,11077.0,0.35714285714285715,2.05
63,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,177.5,0.8695652173913043,177.5,0.8,20.0,,3.0,,58.0,63.0,0,1,2.0,57.0,1.0,20181017123306.0,11077.0,0.35714285714285715,2.05
64,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,177.5,0.8695652173913043,179.5,0.8,20.0,,2.65,^,60.0,63.0,0,1,2.0,56.0,1.0,20181017123308.0,11074^21077,0.35714285714285715,2.05
65,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,177.5,0.8,179.5,0.8695652173913043,20.0,,2.65,,60.0,63.0,0,1,2.0,47.0,1.0,20181017123316.0,21077.0,0.35714285714285715,2.05
66,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,178.5,0.8333333333333334,20.0,,2.65,,60.0,63.0,0,1,2.0,39.0,1.0,20181017123325.0,21077.0,0.35714285714285715,2.05
67,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,180.5,0.8333333333333334,20.0,,3.0,,60.0,65.0,0,1,2.0,37.0,1.0,20181017123328.0,21077.0,0.35714285714285715,2.05
68,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,180.5,0.8333333333333334,20.0,,3.0,^,60.0,65.0,0,1,2.0,36.0,0.0,20181017123329.0,21074^11077,0.35714285714285715,2.05
69,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,180.5,0.8333333333333334,20.0,,3.4,^,60.0,65.0,0,1,2.0,36.0,0.0,20181017123333.0,11086^21077,0.35714285714285715,2.05
70,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,180.5,0.8333333333333334,20.0,,3.4,^,60.0,65.0,0,1,2.0,36.0,0.0,20181017123334.0,11086^21077,0.35714285714285715,2.05
71,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,181.5,0.8695652173913043,20.0,,3.3,1:1,60.0,65.0,0,1,2.0,36.0,0.0,20181017123334.0,21078.0,0.35714285714285715,2.05
72,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,181.5,0.8333333333333334,20.0,,3.4,1:1^,60.0,66.0,0,1,2.0,36.0,0.0,20181017123410.0,21079^11077,0.35714285714285715,2.05
73,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,181.5,0.8333333333333334,20.0,,3.4,1:1^,60.0,66.0,0,1,2.0,36.0,1.0,20181017123420.0,21079^11077,0.35714285714285715,2.05
74,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,178.5,0.8333333333333334,181.5,0.8333333333333334,20.0,,3.4,1:1^,60.0,66.0,0,1,2.0,35.0,1.0,20181017123420.0,21079^11077,0.35714285714285715,2.05
75,,,,3.0,-4.5,0.7692307692307693,4.5,0.9090909090909091,180.5,0.8695652173913043,180.5,0.8,20.0,,3.4,,60.0,66.0,0,1,2.0,26.0,1.0,20181017123429.0,11077.0,0.35714285714285715,2.05
76,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,180.5,0.8695652173913043,20.0,,3.4,,60.0,66.0,0,1,2.0,18.0,1.0,20181017123437.0,11077.0,0.35714285714285715,2.05
77,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,179.5,0.8,20.0,,4.0,,60.0,66.0,0,1,2.0,16.0,1.0,20181017123440.0,21077.0,0.35714285714285715,2.05
78,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,179.5,0.8,20.0,,4.0,,60.0,66.0,0,1,2.0,15.0,1.0,20181017123440.0,21077.0,0.35714285714285715,2.05
79,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,179.5,0.8695652173913043,20.0,,4.0,,60.0,66.0,0,1,2.0,7.0,1.0,20181017123449.0,21077.0,0.35714285714285715,2.05
80,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,178.5,0.7692307692307693,20.0,,3.4,,60.0,66.0,0,1,2.0,4.0,1.0,20181017123452.0,11077.0,0.35714285714285715,2.05
81,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,178.5,0.7692307692307693,20.0,,3.4,,60.0,66.0,0,1,2.0,3.0,1.0,20181017123452.0,11077.0,0.35714285714285715,2.05
82,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,180.5,0.8,23.0,,3.25,^,62.0,66.0,0,1,1.0,59.0,1.0,20181017123456.0,11074^21077,0.35714285714285715,2.05
83,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,180.5,0.8,23.0,,3.25,,62.0,66.0,0,1,1.0,59.0,1.0,20181017123457.0,21077.0,0.35714285714285715,2.05
84,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,180.5,0.8695652173913043,23.0,,3.25,,62.0,66.0,0,1,1.0,50.0,1.0,20181017123505.0,21077.0,0.35714285714285715,2.05
85,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,179.5,0.8,23.0,,2.65,,62.0,66.0,0,1,1.0,44.0,1.0,20181017123512.0,11077.0,0.35714285714285715,2.05
86,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,179.5,0.8695652173913043,23.0,,2.65,,62.0,66.0,0,1,1.0,35.0,1.0,20181017123521.0,11077.0,0.35714285714285715,2.05
87,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,181.5,0.8695652173913043,23.0,,2.3,^,64.0,66.0,0,1,1.0,34.0,1.0,20181017123521.0,11074^21077,0.35714285714285715,2.05
88,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,181.5,0.8695652173913043,23.0,,2.3,^,64.0,66.0,0,1,1.0,33.0,0.0,20181017123522.0,11074^21077,0.35714285714285715,2.05
89,,,,3.0,-4.5,0.9090909090909091,4.5,0.7692307692307693,180.5,0.8,181.5,0.8695652173913043,23.0,,2.3,^,64.0,66.0,0,1,1.0,33.0,0.0,20181017123523.0,11074^21077,0.35714285714285715,2.05
90,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.8,181.5,0.8333333333333334,23.0,,1.75,^,64.0,66.0,0,1,1.0,34.0,0.0,20181017123529.0,21086^11077,0.35714285714285715,2.05
91,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.8,181.5,0.8,23.0,,1.95,1:1,64.0,66.0,0,1,1.0,34.0,0.0,20181017123529.0,11078.0,0.35714285714285715,2.05
92,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.8,181.5,0.8695652173913043,23.0,,2.3,1:1^,64.0,66.0,0,1,1.0,34.0,1.0,20181017123603.0,11080^21077,0.35714285714285715,2.05
93,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.8,181.5,0.8695652173913043,23.0,,2.3,,64.0,66.0,0,1,1.0,34.0,1.0,20181017123606.0,21077.0,0.35714285714285715,2.05
94,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.8,181.5,0.8695652173913043,23.0,,2.3,,64.0,66.0,0,1,1.0,33.0,1.0,20181017123606.0,21077.0,0.35714285714285715,2.05
95,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.8333333333333334,180.5,0.8333333333333334,23.0,,2.3,,64.0,66.0,0,1,1.0,25.0,1.0,20181017123615.0,21077.0,0.35714285714285715,2.05
96,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.8333333333333334,180.5,0.8333333333333334,23.0,,1.75,,64.0,66.0,0,1,1.0,26.0,1.0,20181017123620.0,11077.0,0.35714285714285715,2.05
97,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.8333333333333334,180.5,0.8333333333333334,23.0,,1.75,,64.0,66.0,0,1,1.0,25.0,1.0,20181017123620.0,11077.0,0.35714285714285715,2.05
98,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.7692307692307693,180.5,0.9090909090909091,23.0,,1.75,,64.0,66.0,0,1,1.0,17.0,1.0,20181017123629.0,11077.0,0.35714285714285715,2.05
99,,,,3.0,-4.5,0.9090909090909091,3.5,0.8695652173913043,180.5,0.7692307692307693,182.5,0.8695652173913043,22.0,,1.55,^,66.0,66.0,0,1,1.0,16.0,1.0,20181017123630.0,11074^21077,0.35714285714285715,2.05
100,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,181.5,0.8333333333333334,181.5,0.8333333333333334,22.0,,1.55,,66.0,66.0,0,1,1.0,7.0,1.0,20181017123639.0,21077.0,0.35714285714285715,2.05
101,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,181.5,0.8333333333333334,180.5,0.8,22.0,,1.25,,66.0,66.0,0,1,1.0,0.0,1.0,20181017123646.0,11077.0,0.35714285714285715,2.05
102,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,181.5,0.8333333333333334,180.5,0.8,22.0,,1.25,,66.0,66.0,0,1,0.0,59.0,1.0,20181017123647.0,11077.0,0.35714285714285715,2.05
103,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,181.5,0.8333333333333334,180.5,0.8333333333333334,22.0,,1.25,,66.0,66.0,0,1,0.0,55.0,0.0,20181017123651.0,11077.0,0.35714285714285715,2.05
104,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,181.5,0.8333333333333334,180.5,0.8333333333333334,22.0,,1.25,,66.0,66.0,0,1,0.0,55.0,0.0,20181017123652.0,11077.0,0.35714285714285715,2.05
105,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,181.5,0.8333333333333334,180.5,0.8333333333333334,22.0,,1.25,,66.0,66.0,0,1,0.0,54.0,0.0,20181017123727.0,11077.0,0.35714285714285715,2.05
106,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,181.5,0.8333333333333334,180.5,0.8333333333333334,22.0,,1.55,,66.0,66.0,0,1,0.0,54.0,0.0,20181017123727.0,11077.0,0.35714285714285715,2.05
107,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,179.5,0.8695652173913043,179.5,0.8,22.0,,1.55,,66.0,66.0,0,1,0.0,45.0,0.0,20181017123735.0,11077.0,0.35714285714285715,2.05
108,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,179.5,0.8695652173913043,181.5,0.8,22.0,,1.75,^,66.0,68.0,0,1,0.0,45.0,0.0,20181017123736.0,21074^11077,0.35714285714285715,2.05
109,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,179.5,0.8695652173913043,181.5,0.8,22.0,,1.75,,66.0,68.0,0,1,0.0,44.0,0.0,20181017123737.0,11077.0,0.35714285714285715,2.05
110,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,179.5,0.8,181.5,0.8695652173913043,22.0,,1.75,,66.0,68.0,0,1,0.0,35.0,0.0,20181017123745.0,11077.0,0.35714285714285715,2.05
111,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,180.5,0.8333333333333334,180.5,0.8333333333333334,22.0,,1.75,,66.0,68.0,0,1,0.0,27.0,0.0,20181017123754.0,11077.0,0.35714285714285715,2.05
112,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,179.5,0.8695652173913043,179.5,0.8,22.0,,1.75,,66.0,68.0,0,1,0.0,18.0,0.0,20181017123802.0,11077.0,0.35714285714285715,2.05
113,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,1.75,,66.0,68.0,0,1,0.0,16.0,0.0,20181017123804.0,11077.0,0.35714285714285715,2.05
114,,,,3.0,-2.5,0.7692307692307693,2.5,0.9090909090909091,179.5,0.8333333333333334,179.5,0.8333333333333334,22.0,,1.75,,66.0,68.0,0,1,0.0,16.0,1.0,20181017123816.0,11077.0,0.35714285714285715,2.05
