,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
64,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,4.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,2.0,1.0,20181018024050.0,21086^11077
65,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,4.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,2.0,1.0,20181018024051.0,11077.0
66,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,4.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,0.0,0.0,20181018024052.0,11077.0
67,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,4.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,0.0,0.0,20181018024053.0,11077.0
68,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,5.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,1.0,0.0,20181018024057.0,21086^11077
69,,,4.0,-5.5,0.0,5.5,0.0,1.0,1:2,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,5.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,1.0,0.0,20181018024059.0,11078.0
70,,,4.0,-5.5,0.0,5.5,0.0,1.0,1:2^2:2,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,5.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,1.0,0.0,20181018024122.0,11080^11078
71,,,4.0,-5.5,0.0,5.5,0.0,1.0,2:2^,1.0,8.0,7,8,17.0,13,16,15.0,13,11,,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,1.0,0.0,20181018024141.0,11079^21077
72,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,1.0,0.0,20181018024148.0,21081.0
73,44.0,5.0,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,1.0,0.0,20181018024149.0,21081.0
74,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,1.0,1.0,20181018024321.0,21077.0
75,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,0.0,1.0,20181018024322.0,21077.0
76,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,0.0,0.0,20181018024323.0,21077.0
77,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,0.0,0.0,20181018024325.0,21077.0
78,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,0.0,0.0,20181018024348.0,21077.0
79,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,0.0,0.0,20181018024430.0,21077.0
80,,,4.0,-5.5,0.0,5.5,0.0,1.0,,1.0,8.0,7,8,17.0,13,16,15.0,13,11,2.0,2,3,5.0,5,1,78.9,81.2,78.6,70,75,0,1,0.0,0.0,0.0,20181018024430.0,1084.0
