,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,-6.5,0.8,6.5,0.8695652173913043,,,,,7,8,,13,16,,13,11,,2,3,,5,1,,81.2,78.6,63,70,0,1,2.0,1.0,0,20181018023130,21077
1,,,4.0,-7.5,0.8,7.5,0.8695652173913043,,^,,,7,8,,13,16,,13,11,,2,3,6.0,5,1,,81.2,78.6,63,70,0,1,2.0,1.0,0,20181018023149.0,11086^21077
2,,,4.0,-8.5,1.0,8.5,0.7142857142857143,,1:2,,,7,8,,13,16,,13,11,,2,3,6.0,5,1,,81.2,78.6,63,70,0,1,2.0,1.0,0,20181018023150.0,21078.0
3,,,4.0,-8.5,0.8695652173913043,8.5,0.8,,1:2^2:2,,,7,8,,13,16,12.0,13,11,,2,3,6.0,5,1,80.0,81.2,78.6,63,71,0,1,2.0,1.0,0,20181018023202.0,21079^21078
4,,,4.0,-8.5,0.8,8.5,0.8695652173913043,,2:2^,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,2.0,1.0,0,20181018023215.0,21079^11077
5,,,4.0,-8.5,0.8,8.5,0.8695652173913043,,2:2^,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,2.0,1.0,1.0,20181018023224.0,21079^11077
6,,,4.0,-8.5,0.8,8.5,0.8695652173913043,,2:2^,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,2.0,0.0,1.0,20181018023225.0,21079^11077
7,,,4.0,-8.5,0.8,8.5,0.8695652173913043,,2:2^,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,2.0,0.0,0.0,20181018023225.0,21079^11077
8,,,4.0,-8.5,0.8,8.5,0.8695652173913043,,2:2^,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,2.0,0.0,1.0,20181018023227.0,21079^11077
9,,,4.0,-8.5,0.0,8.5,0.0,3.0,2:2^,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,59.0,1.0,20181018023228.0,21079^11077
10,,,4.0,-8.5,0.0,8.5,0.0,3.0,,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,57.0,1.0,20181018023231.0,11077.0
11,,,4.0,-8.5,0.0,8.5,0.0,3.0,,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,50.0,0.0,20181018023237.0,11077.0
12,,,4.0,-8.5,0.0,8.5,0.0,3.0,,,,7,8,,13,16,13.0,13,11,,2,3,6.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,50.0,0.0,20181018023238.0,11077.0
13,,,4.0,-8.5,0.0,8.5,0.0,3.0,^,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,50.0,0.0,20181018023247.0,21086^11077
14,,,4.0,-8.5,0.0,8.5,0.0,3.0,^,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,50.0,0.0,20181018023248.0,21086^11077
15,,,4.0,-8.5,0.0,8.5,0.0,3.0,^,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,50.0,1.0,20181018023300.0,21086^11077
16,,,4.0,-8.5,0.0,8.5,0.0,3.0,^,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,49.0,1.0,20181018023300.0,21086^11077
17,,,4.0,-9.5,0.0,9.5,0.0,1.0,,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,49.0,1.0,20181018023301.0,21077.0
18,,,4.0,-8.5,0.0,8.5,0.0,3.0,,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,43.0,1.0,20181018023306.0,11077.0
19,,,4.0,-8.5,0.0,8.5,0.0,3.0,,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,36.0,0.0,20181018023313.0,11077.0
20,,,4.0,-8.5,0.0,8.5,0.0,3.0,,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,36.0,0.0,20181018023314.0,11077.0
21,,,4.0,-9.5,0.0,9.5,0.0,1.0,,,,7,8,,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,63,72,0,1,1.0,43.0,0.0,20181018023321.0,11077.0
22,,,4.0,-7.5,0.0,7.5,0.0,3.0,^,,,7,8,14.0,13,16,13.0,13,11,,2,3,2.0,5,1,81.2,81.2,78.6,65,72,0,1,1.0,43.0,0.0,20181018023325.0,11074^21077
23,,,4.0,-6.5,0.0,6.5,0.0,3.0,^,,,7,8,14.0,13,16,13.0,13,11,,2,3,3.0,5,1,81.2,81.2,78.6,65,72,0,1,1.0,43.0,0.0,20181018023334.0,21086^11077
24,,,4.0,-6.5,0.0,6.5,0.0,3.0,1:1,,,7,8,14.0,13,16,13.0,13,11,,2,3,3.0,5,1,81.2,81.2,78.6,65,72,0,1,1.0,43.0,0.0,20181018023335.0,11078.0
25,,,4.0,-6.5,0.0,6.5,0.0,3.0,1:1^,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,43.0,0.0,20181018023345.0,11079^21077
26,,,4.0,-6.5,0.0,6.5,0.0,3.0,1:1^,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,43.0,1.0,20181018023355.0,11079^21077
27,,,4.0,-6.5,0.0,6.5,0.0,3.0,1:1^,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,42.0,1.0,20181018023355.0,11079^21077
28,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,41.0,1.0,20181018023356.0,21077.0
29,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,32.0,1.0,20181018023405.0,21077.0
30,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,31.0,1.0,20181018023406.0,21077.0
31,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,27.0,1.0,20181018023410.0,21077.0
32,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,18.0,1.0,20181018023419.0,21077.0
33,,,4.0,-5.5,0.0,5.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,19.0,1.0,20181018023419.0,11077.0
34,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,13.0,1.0,20181018023425.0,21077.0
35,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,12.0,1.0,20181018023426.0,21077.0
36,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,1.0,4.0,1.0,20181018023434.0,21077.0
37,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,0.0,55.0,1.0,20181018023443.0,21077.0
38,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,3.0,5,1,82.4,81.2,78.6,66,72,0,1,0.0,52.0,0.0,20181018023446.0,21077.0
39,,,4.0,-6.5,0.0,6.5,0.0,3.0,^,,,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,82.4,81.2,78.6,66,72,0,1,0.0,52.0,0.0,20181018023531.0,11086^21077
40,,,4.0,-6.5,0.0,6.5,0.0,3.0,1:2,,,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,82.4,81.2,78.6,66,72,0,1,0.0,52.0,0.0,20181018023532.0,21078.0
41,,,4.0,-7.5,0.0,7.5,0.0,3.0,1:2^2:2,,,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,82.4,81.2,78.6,66,73,0,1,0.0,52.0,0.0,20181018023533.0,21079^21078
42,,,4.0,-6.5,0.0,6.5,0.0,3.0,2:2^,,,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,66,73,0,1,0.0,52.0,1.0,20181018023541.0,21080^11077
43,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,66,73,0,1,0.0,52.0,1.0,20181018023543.0,11077.0
44,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,66,73,0,1,0.0,51.0,1.0,20181018023544.0,11077.0
45,,,4.0,-6.5,0.0,6.5,0.0,3.0,,,,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,66,73,0,1,0.0,45.0,1.0,20181018023550.0,11077.0
46,,,4.0,-4.5,0.0,4.5,0.0,3.0,^,,8.0,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,73,0,1,0.0,41.0,1.0,20181018023554.0,11075^21077
47,,,4.0,-4.5,0.0,4.5,0.0,3.0,^,,8.0,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,73,0,1,0.0,38.0,0.0,20181018023556.0,11075^21077
48,,,4.0,-4.5,0.0,4.5,0.0,3.0,^,,8.0,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,73,0,1,0.0,38.0,1.0,20181018023748.0,11075^21077
49,,,4.0,-4.5,0.0,4.5,0.0,3.0,,,8.0,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,73,0,1,0.0,38.0,1.0,20181018023749.0,21077.0
50,,,4.0,-4.5,0.0,4.5,0.0,2.0,,,8.0,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,73,0,1,0.0,29.0,1.0,20181018023757.0,21077.0
51,,,4.0,-4.5,0.0,4.5,0.0,1.0,,,8.0,7,8,14.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,73,0,1,0.0,22.0,1.0,20181018023805.0,21077.0
52,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,18.0,1.0,20181018023809.0,21074^11077
53,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,16.0,0.0,20181018023811.0,21074^11077
54,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,16.0,1.0,20181018024004.0,21074^11077
55,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,15.0,1.0,20181018024004.0,21074^11077
56,,,4.0,-5.5,0.0,5.5,0.0,1.0,,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,16.0,1.0,20181018024005.0,11077.0
57,,,4.0,-5.5,0.0,5.5,0.0,1.0,,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,7.0,1.0,20181018024013.0,11077.0
58,,,4.0,-5.5,0.0,5.5,0.0,1.0,,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,6.0,1.0,20181018024014.0,11077.0
59,,,4.0,-5.5,0.0,5.5,0.0,1.0,,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,0.0,0.0,20181018024020.0,11077.0
60,,,4.0,-5.5,0.0,5.5,0.0,1.0,,,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,7.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,3.0,0.0,20181018024026.0,11077.0
61,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,4.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,3.0,0.0,20181018024028.0,21086^11077
62,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,4.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,3.0,0.0,20181018024032.0,21086^11077
63,,,4.0,-5.5,0.0,5.5,0.0,1.0,^,1.0,8.0,7,8,17.0,13,16,14.0,13,11,,2,3,4.0,5,1,77.8,81.2,78.6,69,75,0,1,0.0,3.0,1.0,20181018024050.0,21086^11077
