,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,KC,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
211,,,Q2,2nd Quarter,-9.5,0.8333333333333334,9.5,0.8333333333333334,116.5,0.8333333333333334,116.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,1.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,17.0,0,#F0F0F0,1,6.0,7.0,0.0,20180925142507.0,21086.0,0.14285714285714285,4.0
212,,,Q2,2nd Quarter,-8.5,0.8,8.5,0.8695652173913043,116.5,0.8695652173913043,116.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,1.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,17.0,0,#F0F0F0,1,6.0,7.0,0.0,20180925142509.0,21086.0,0.16666666666666666,3.5
213,,,Q2,2nd Quarter,-8.5,0.8,8.5,0.8695652173913043,116.5,0.8695652173913043,116.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,1.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,17.0,0,#F0F0F0,1,6.0,7.0,1.0,20180925142528.0,21086.0,0.16666666666666666,3.5
214,,,Q2,2nd Quarter,-8.5,0.8,8.5,0.8695652173913043,116.5,0.8333333333333334,116.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,1.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,17.0,0,#F0F0F0,1,5.0,58.0,1.0,20180925142536.0,11077.0,0.16666666666666666,3.5
215,,,Q2,2nd Quarter,-9.5,0.8333333333333334,9.5,0.8333333333333334,115.5,0.8333333333333334,115.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,1.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,17.0,0,#F0F0F0,1,5.0,52.0,1.0,20180925142542.0,21077.0,0.14285714285714285,4.0
216,,,Q2,2nd Quarter,-9.5,0.8333333333333334,9.5,0.8333333333333334,115.5,0.8,115.5,0.8695652173913043,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,1.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,17.0,0,#F0F0F0,1,5.0,43.0,1.0,20180925142551.0,21077.0,0.14285714285714285,4.0
217,,,Q2,2nd Quarter,-11.5,0.8,11.5,0.8695652173913043,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,20.0,0,#F0F0F0,1,5.0,39.0,1.0,20180925142555.0,21075.0,0.08333333333333333,6.0
218,,,Q2,2nd Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,118.5,0.8,118.5,0.8695652173913043,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,20.0,0,#F0F0F0,1,5.0,35.0,1.0,20180925142559.0,11077.0,0.09090909090909091,5.75
219,,,Q2,2nd Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,117.5,0.8333333333333334,117.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,20.0,0,#F0F0F0,1,5.0,26.0,1.0,20180925142607.0,11077.0,0.09090909090909091,5.75
220,,,Q2,2nd Quarter,-11.5,0.8333333333333334,11.5,0.8333333333333334,117.5,0.8,117.5,0.8695652173913043,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,6.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,12.0,20.0,0,#F0F0F0,1,5.0,18.0,1.0,20180925142616.0,11077.0,0.09090909090909091,5.75
221,,,Q2,2nd Quarter,-9.5,0.8333333333333334,9.5,0.8333333333333334,119.5,0.8333333333333334,119.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,15.0,1.0,20180925142619.0,11074.0,0.13333333333333333,4.25
222,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,119.5,0.8,119.5,0.8695652173913043,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,14.0,1.0,20180925142620.0,21077.0,0.125,4.5
223,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,5.0,1.0,20180925142628.0,21077.0,0.125,4.5
224,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,7.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,3.0,0.0,20180925142632.0,21077.0,0.125,4.5
225,,,Q2,2nd Quarter,-11.5,0.8,11.5,0.8695652173913043,120.5,0.8333333333333334,120.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",23.0,2.0,,0.0,0.0,2.0,7.0,8.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,14.0,22.0,0,#F0F0F0,1,5.0,3.0,0.0,20180925142633.0,21074.0,0.08333333333333333,6.0
226,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,8.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,3.0,0.0,20180925142638.0,21074.0,0.125,4.5
227,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,8.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,3.0,0.0,20180925142641.0,11086.0,0.125,4.5
228,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,8.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,3.0,0.0,20180925142645.0,11086.0,0.125,4.5
229,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,8.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,5.0,0.0,20180925142652.0,11086.0,0.125,4.5
230,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,2.0,7.0,8.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,5.0,1.0,20180925142702.0,11086.0,0.125,4.5
231,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,3.0,7.0,7.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,5.0,5.0,1.0,20180925142702.0,21077.0,0.125,4.5
232,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,3.0,7.0,7.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,4.0,59.0,1.0,20180925142707.0,21077.0,0.125,4.5
233,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,3.0,7.0,7.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,4.0,56.0,1.0,20180925142711.0,11077.0,0.07142857142857142,6.5
234,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,120.5,0.8695652173913043,120.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,3.0,7.0,7.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,4.0,47.0,1.0,20180925142719.0,11077.0,0.07142857142857142,6.5
235,,,Q2,2nd Quarter,-10.5,0.8695652173913043,10.5,0.8,120.5,0.8333333333333334,120.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",25.0,2.0,,0.0,0.0,3.0,7.0,7.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,4.0,39.0,1.0,20180925142727.0,11077.0,0.07142857142857142,6.5
236,,,Q2,2nd Quarter,-10.5,0.8333333333333334,10.5,0.8333333333333334,119.5,0.8695652173913043,119.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,7.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,4.0,34.0,1.0,20180925142732.0,21077.0,0.06666666666666667,6.75
237,,,Q2,2nd Quarter,-10.5,0.8333333333333334,10.5,0.8333333333333334,119.5,0.8333333333333334,119.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,7.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,20.0,0,#F0F0F0,1,4.0,25.0,1.0,20180925142741.0,21077.0,0.06666666666666667,6.75
238,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,121.5,0.8333333333333334,121.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",21.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,23.0,1.0,20180925142743.0,21074.0,0.04,8.0
239,,,Q2,2nd Quarter,-13.5,0.7692307692307693,13.5,0.9090909090909091,121.5,0.8333333333333334,121.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,23.0,0.0,20180925142743.0,11077.0,0.044444444444444446,7.75
240,44.0,5.0,Q2,2nd Quarter,-13.5,0.7692307692307693,13.5,0.9090909090909091,121.5,0.8333333333333334,121.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,23.0,0.0,20180925142746.0,11081.0,0.044444444444444446,7.75
241,44.0,5.0,Q2,2nd Quarter,-13.5,0.7692307692307693,13.5,0.9090909090909091,121.5,0.8333333333333334,121.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,^,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,23.0,0.0,20180925142747.0,11077^11081,0.044444444444444446,7.75
242,44.0,5.0,Q2,2nd Quarter,-13.5,0.7692307692307693,13.5,0.9090909090909091,121.5,0.8333333333333334,121.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,^,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,25.0,0.0,20180925142749.0,11077^11081,0.044444444444444446,7.75
243,,,Q2,2nd Quarter,-13.5,0.7692307692307693,13.5,0.9090909090909091,121.5,0.8333333333333334,121.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,25.0,1.0,20180925142910.0,11077.0,0.044444444444444446,7.75
244,,,Q2,2nd Quarter,-13.5,0.7692307692307693,13.5,0.9090909090909091,121.5,0.8,121.5,0.8695652173913043,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,16.0,1.0,20180925142919.0,11077.0,0.044444444444444446,7.75
245,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,120.5,0.8333333333333334,120.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,8.0,0.0,20180925142927.0,11077.0,0.044444444444444446,7.75
246,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,120.5,0.8333333333333334,120.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,1.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,8.0,0.0,20180925142929.0,11077.0,0.044444444444444446,7.75
247,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,120.5,0.8333333333333334,120.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,8.0,0.0,20180925142931.0,11077.0,0.044444444444444446,7.75
248,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,120.5,0.8333333333333334,120.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,8.0,1.0,20180925142945.0,11077.0,0.044444444444444446,7.75
249,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,120.5,0.8333333333333334,120.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,4.0,8.0,1.0,20180925142945.0,11077.0,0.044444444444444446,7.75
250,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,119.5,0.8333333333333334,119.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,53.0,1.0,20180925142959.0,11077.0,0.044444444444444446,7.75
251,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,119.5,0.8333333333333334,119.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,51.0,1.0,20180925143001.0,11077.0,0.044444444444444446,7.75
252,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,42.0,1.0,20180925143009.0,11077.0,0.044444444444444446,7.75
253,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,118.5,0.8333333333333334,118.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",22.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,34.0,1.0,20180925143017.0,11077.0,0.044444444444444446,7.75
254,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,118.5,0.8,118.5,0.8695652173913043,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",20.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,33.0,1.0,20180925143020.0,21077.0,0.04,8.0
255,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,117.5,0.8333333333333334,117.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",20.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,24.0,1.0,20180925143028.0,21077.0,0.04,8.0
256,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,117.5,0.8333333333333334,117.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",21.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,22.0,1.0,20180925143030.0,11077.0,0.044444444444444446,7.75
257,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,116.5,0.8695652173913043,116.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",21.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,17.0,0.0,20180925143035.0,11077.0,0.044444444444444446,7.75
258,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,116.5,0.8695652173913043,116.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",21.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,17.0,0.0,20180925143037.0,21086.0,0.044444444444444446,7.75
259,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,116.5,0.8695652173913043,116.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",21.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,17.0,0.0,20180925143038.0,21086.0,0.044444444444444446,7.75
260,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,116.5,0.8695652173913043,116.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",21.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,2.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,17.0,0.0,20180925143041.0,21086.0,0.044444444444444446,7.75
261,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,116.5,0.8695652173913043,116.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",21.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,17.0,1.0,20180925143110.0,21086.0,0.044444444444444446,7.75
262,,,Q2,2nd Quarter,-13.5,0.8,13.5,0.8695652173913043,116.5,0.8695652173913043,116.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",21.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,17.0,1.0,20180925143111.0,11077.0,0.044444444444444446,7.75
263,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,116.5,0.8333333333333334,116.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",20.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,11.0,1.0,20180925143117.0,21077.0,0.04,8.0
264,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,115.5,0.8695652173913043,115.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",20.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,2.0,1.0,20180925143125.0,21077.0,0.04,8.0
265,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,115.5,0.8695652173913043,115.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",20.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,2.0,0.0,20180925143125.0,21077.0,0.04,8.0
266,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,115.5,0.8695652173913043,115.5,0.8,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",20.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,3.0,2.0,0.0,20180925143151.0,21077.0,0.04,8.0
267,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,115.5,0.8333333333333334,115.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",18.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,2.0,53.0,0.0,20180925143159.0,21077.0,0.04,8.0
268,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,115.5,0.8,115.5,0.8695652173913043,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",18.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,2.0,50.0,0.0,20180925143202.0,21077.0,0.04,8.0
269,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,114.5,0.8333333333333334,114.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",18.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,2.0,41.0,0.0,20180925143210.0,21077.0,0.04,8.0
270,,,Q2,2nd Quarter,-14.5,0.8333333333333334,14.5,0.8333333333333334,114.5,0.8,114.5,0.8695652173913043,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",17.0,2.0,,0.0,0.0,3.0,7.0,8.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,25.0,0,#F0F0F0,1,2.0,37.0,0.0,20180925143215.0,21077.0,0.04,8.0
271,,,Q2,2nd Quarter,-16.5,0.8695652173913043,16.5,0.8,116.5,0.8333333333333334,116.5,0.8333333333333334,"#F0F0F0,#007848,#316F37,#007848,#C40010,#0046A8,#3D4A4E",14.0,2.0,,0.0,0.0,3.0,7.0,9.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,14.0,27.0,0,#F0F0F0,1,2.0,35.0,0.0,20180925143217.0,21074.0,0.025,9.5
