,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,MD,OD,PG,PI,RO,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
742,第3节,1.0,第3节,-19.5,0.8,19.5,0.87,140.5,0.8,140.5,0.87,19.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,9.0,1~GD,4.0,1.0,20180721123522.0,11077.0,,0.0,0.0
743,第3节,1.0,第3节,-19.5,0.8,19.5,0.87,139.5,0.87,140.5,0.87,139.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,9.0,1~GD,4.0,1.0,20180721123522.0,11077.0,,0.0,0.0
744,第3节,1.0,第3节,-19.5,0.8,19.5,0.87,139.5,0.87,139.5,0.8,139.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,9.0,1~GD,1.0,1.0,20180721123525.0,11077.0,,0.0,0.0
745,第3节,1.0,第3节,-20.5,0.83,20.5,0.87,139.5,0.87,139.5,0.8,-20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,9.0,1~GD,1.0,1.0,20180721123525.0,11077.0,,0.0,0.0
746,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,139.5,0.83,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,53.0,1.0,20180721123533.0,21077.0,,0.0,0.0
747,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,53.0,1.0,20180721123533.0,21077.0,,0.0,0.0
748,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180721123535.0,21077.0,,0.0,0.0
749,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180721123535.0,21077.0,,0.0,0.0
750,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180721123538.0,21077.0,,0.0,0.0
751,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180721123538.0,11086.0,,0.0,0.0
752,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,0.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180721123549.0,11086.0,,0.0,0.0
753,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,139.5,0.83,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180721123549.0,11086.0,,0.0,0.0
754,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,139.5,0.83,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,52.0,0.0,20180721123550.0,11086.0,,0.0,0.0
755,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,139.5,0.83,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,52.0,0.0,20180721123550.0,11086.0,,0.0,0.0
756,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,139.5,0.83,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,52.0,1.0,20180721123552.0,11086.0,,0.0,0.0
757,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,52.0,1.0,20180721123552.0,21077.0,,0.0,0.0
758,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180721123553.0,21077.0,,0.0,0.0
759,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180721123553.0,21077.0,,0.0,0.0
760,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.8,139.5,0.87,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,1.0,20180721123607.0,21077.0,,0.0,0.0
761,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,138.5,0.83,139.5,0.83,138.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,50.0,1.0,20180721123607.0,21077.0,,0.0,0.0
762,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,42.0,1.0,20180721123615.0,21077.0,,0.0,0.0
763,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,42.0,1.0,20180721123615.0,21077.0,,0.0,0.0
764,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180721123615.0,21077.0,,0.0,0.0
765,第3节,1.0,第3节,-19.5,0.8,19.5,0.83,138.5,0.83,138.5,0.83,-19.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,41.0,1.0,20180721123615.0,11077.0,,0.0,0.0
766,第3节,1.0,第3节,-19.5,0.8,19.5,0.87,138.5,0.8,138.5,0.87,19.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180721123623.0,11077.0,,0.0,0.0
767,第3节,1.0,第3节,-19.5,0.83,19.5,0.83,138.5,0.8,138.5,0.87,19.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180721123623.0,11077.0,,0.0,0.0
768,第3节,1.0,第3节,-19.5,0.83,19.5,0.83,137.5,0.83,138.5,0.83,137.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,26.0,1.0,20180721123631.0,11077.0,,0.0,0.0
769,第3节,1.0,第3节,-19.5,0.83,19.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,26.0,1.0,20180721123631.0,11077.0,,0.0,0.0
770,第3节,1.0,第3节,-19.5,0.83,19.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,23.0,1.0,20180721123634.0,11077.0,,0.0,0.0
771,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,137.5,0.83,137.5,0.83,-20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,23.0,1.0,20180721123634.0,11077.0,,0.0,0.0
772,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,137.5,0.83,137.5,0.83,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,23.0,1.0,20180721123634.0,21077.0,,0.0,0.0
773,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,137.5,0.83,139.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,45.0,0.0,0.0,1,8.0,1~GD,23.0,1.0,20180721123634.0,21077.0,,0.0,0.0
774,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,8.0,1~GD,18.0,1.0,20180721123639.0,21077.0,,0.0,0.0
775,第3节,1.0,第3节,-22.5,0.87,22.5,0.83,139.5,0.83,139.5,0.83,-22.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,8.0,1~GD,18.0,1.0,20180721123639.0,21074.0,,0.0,0.0
776,第3节,1.0,第3节,-22.5,0.87,22.5,0.8,139.5,0.91,139.5,0.83,22.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,8.0,1~GD,18.0,1.0,20180721123639.0,21074.0,,0.0,0.0
777,第3节,1.0,第3节,-22.5,0.87,22.5,0.8,138.5,0.91,139.5,0.77,138.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,8.0,1~GD,18.0,1.0,20180721123639.0,21074.0,,0.0,0.0
778,第3节,1.0,第3节,-22.5,0.87,22.5,0.8,138.5,0.91,138.5,0.77,138.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,8.0,1~GD,14.0,1.0,20180721123643.0,21074.0,,0.0,0.0
779,第3节,1.0,第3节,-21.5,0.83,21.5,0.8,138.5,0.91,138.5,0.77,-21.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,8.0,1~GD,14.0,1.0,20180721123643.0,11077.0,,0.0,0.0
780,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,138.5,0.83,138.5,0.83,21.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,8.0,1~GD,6.0,1.0,20180721123651.0,11077.0,,0.0,0.0
781,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,137.5,0.87,138.5,0.8,137.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,8.0,1~GD,6.0,1.0,20180721123651.0,11077.0,,0.0,0.0
782,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,137.5,0.87,137.5,0.8,137.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,7.0,1~GD,58.0,1.0,20180721123659.0,11077.0,,0.0,0.0
783,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,139.5,0.87,137.5,0.8,139.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,28.0,28.0,47.0,0.0,0.0,1,7.0,1~GD,58.0,1.0,20180721123659.0,11077.0,,0.0,0.0
784,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,139.5,0.87,139.5,0.8,139.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,30.0,30.0,47.0,0.0,0.0,1,7.0,1~GD,53.0,1.0,20180721123704.0,11077.0,,0.0,0.0
785,第3节,1.0,第3节,-19.5,0.83,19.5,0.83,139.5,0.87,139.5,0.8,-19.5,1.0,3.0,0.0,,0.0,1.0,2.0,11.0,0.0,5.0,1.0,0.0,30.0,30.0,47.0,0.0,0.0,1,7.0,1~GD,53.0,1.0,20180721123704.0,11077.0,,0.0,0.0
786,第3节,1.0,第3节,-19.5,0.83,19.5,0.83,139.5,0.83,139.5,0.83,19.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,47.0,0.0,0.0,1,7.0,1~GD,46.0,1.0,20180721123711.0,11074.0,,0.0,0.0
787,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,139.5,0.83,-20.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,47.0,0.0,0.0,1,7.0,1~GD,46.0,1.0,20180721123711.0,11074.0,,0.0,0.0
788,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,139.5,0.83,139.5,0.83,20.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,47.0,0.0,0.0,1,7.0,1~GD,46.0,1.0,20180721123711.0,21077.0,,0.0,0.0
789,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,141.5,0.83,139.5,0.83,141.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,47.0,0.0,0.0,1,7.0,1~GD,46.0,1.0,20180721123711.0,21077.0,,0.0,0.0
790,第3节,1.0,第3节,-20.5,0.83,20.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,40.0,1.0,20180721123717.0,21077.0,,0.0,0.0
791,第3节,1.0,第3节,-22.5,0.83,22.5,0.83,141.5,0.83,141.5,0.83,-22.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,40.0,1.0,20180721123717.0,21077.0,,0.0,0.0
792,第3节,1.0,第3节,-22.5,0.83,22.5,0.83,141.5,0.8,141.5,0.87,22.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,35.0,1.0,20180721123721.0,21074.0,,0.0,0.0
793,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,141.5,0.8,141.5,0.87,-21.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,35.0,1.0,20180721123721.0,21074.0,,0.0,0.0
794,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,141.5,0.83,141.5,0.87,21.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,35.0,1.0,20180721123721.0,11077.0,,0.0,0.0
795,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,140.5,0.83,141.5,0.83,140.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,35.0,1.0,20180721123721.0,11077.0,,0.0,0.0
796,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,27.0,1.0,20180721123729.0,11077.0,,0.0,0.0
797,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,140.5,0.77,140.5,0.91,140.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,27.0,1.0,20180721123729.0,11077.0,,0.0,0.0
798,第3节,1.0,第3节,-21.5,0.83,21.5,0.83,140.5,0.77,140.5,0.91,140.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180721123736.0,11077.0,,0.0,0.0
799,第3节,1.0,第3节,-22.5,0.87,22.5,0.83,140.5,0.77,140.5,0.91,-22.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180721123736.0,11077.0,,0.0,0.0
800,第3节,1.0,第3节,-22.5,0.87,22.5,0.8,140.5,0.8,140.5,0.91,22.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180721123736.0,21077.0,,0.0,0.0
801,第3节,1.0,第3节,-22.5,0.87,22.5,0.8,142.5,0.8,140.5,0.87,142.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,49.0,0.0,0.0,1,7.0,1~GD,20.0,1.0,20180721123736.0,21077.0,,0.0,0.0
802,第3节,1.0,第3节,-22.5,0.87,22.5,0.8,142.5,0.8,142.5,0.87,142.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,16.0,1.0,20180721123740.0,21077.0,,0.0,0.0
803,第3节,1.0,第3节,-24.5,0.87,24.5,0.8,142.5,0.8,142.5,0.87,-24.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,16.0,1.0,20180721123740.0,21077.0,,0.0,0.0
804,第3节,1.0,第3节,-24.5,0.87,24.5,0.8,142.5,0.87,142.5,0.87,24.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,16.0,1.0,20180721123740.0,21074.0,,0.0,0.0
805,第3节,1.0,第3节,-24.5,0.87,24.5,0.8,141.5,0.87,142.5,0.8,141.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,16.0,1.0,20180721123740.0,21074.0,,0.0,0.0
806,第3节,1.0,第3节,-24.5,0.87,24.5,0.8,141.5,0.87,141.5,0.8,141.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,12.0,1.0,20180721123745.0,21074.0,,0.0,0.0
807,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,141.5,0.87,141.5,0.8,-23.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,12.0,1.0,20180721123745.0,21074.0,,0.0,0.0
808,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,141.5,0.83,141.5,0.83,23.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,8.0,0.0,20180721123748.0,11077.0,,0.0,0.0
809,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,141.5,0.83,141.5,0.83,23.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,8.0,0.0,20180721123748.0,11077.0,,0.0,0.0
810,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,141.5,0.83,141.5,0.83,23.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,8.0,0.0,20180721123750.0,11077.0,,0.0,0.0
811,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,142.5,0.83,141.5,0.83,142.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,8.0,0.0,20180721123750.0,21086.0,,0.0,0.0
812,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,142.5,0.83,142.5,0.83,142.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,8.0,0.0,20180721123804.0,21086.0,,0.0,0.0
813,第3节,1.0,第3节,-22.5,0.8,22.5,0.8,142.5,0.83,142.5,0.83,-22.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,8.0,0.0,20180721123804.0,21086.0,,0.0,0.0
814,第3节,1.0,第3节,-22.5,0.8,22.5,0.87,142.5,0.87,142.5,0.8,22.5,1.0,3.0,0.0,1:2,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,10.0,0.0,20180721123805.0,11078.0,,0.0,0.0
815,第3节,1.0,第3节,-22.5,0.8,22.5,0.87,142.5,0.8,142.5,0.87,22.5,1.0,3.0,0.0,1:2,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,10.0,0.0,20180721123805.0,11078.0,,0.0,0.0
816,第3节,1.0,第3节,-22.5,0.8,22.5,0.87,142.5,0.8,142.5,0.87,22.5,1.0,3.0,0.0,1:2,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,10.0,0.0,20180721123812.0,11078.0,,0.0,0.0
817,第3节,1.0,第3节,-23.5,0.83,23.5,0.87,142.5,0.8,142.5,0.87,-23.5,1.0,3.0,0.0,1:2,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,30.0,30.0,51.0,0.0,0.0,1,7.0,1~GD,10.0,0.0,20180721123812.0,11078.0,,0.0,0.0
818,第3节,1.0,第3节,-23.5,0.83,23.5,0.83,142.5,0.87,142.5,0.8,23.5,1.0,3.0,0.0,1:2^2:2,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,31.0,31.0,51.0,0.0,0.0,1,7.0,1~GD,10.0,0.0,20180721123826.0,11080^11078,,0.0,0.0
819,第3节,1.0,第3节,-22.5,0.87,22.5,0.83,142.5,0.87,142.5,0.8,-22.5,1.0,3.0,0.0,1:2^2:2,0.0,1.0,2.0,12.0,0.0,5.0,1.0,0.0,31.0,31.0,51.0,0.0,0.0,1,7.0,1~GD,10.0,0.0,20180721123826.0,11080^11078,,0.0,0.0
820,第3节,1.0,第3节,-22.5,0.87,22.5,0.8,142.5,0.87,142.5,0.8,22.5,1.0,3.0,0.0,2:2,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,51.0,0.0,0.0,1,7.0,1~GD,10.0,1.0,20180721123838.0,11079.0,,0.0,0.0
821,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,142.5,0.87,142.5,0.8,-23.5,1.0,3.0,0.0,2:2,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,51.0,0.0,0.0,1,7.0,1~GD,10.0,1.0,20180721123838.0,11079.0,,0.0,0.0
822,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,142.5,0.83,142.5,0.83,23.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,51.0,0.0,0.0,1,7.0,1~GD,2.0,1.0,20180721123847.0,21077.0,,0.0,0.0
823,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,144.5,0.83,142.5,0.83,144.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,51.0,0.0,0.0,1,7.0,1~GD,2.0,1.0,20180721123847.0,21077.0,,0.0,0.0
824,第3节,1.0,第3节,-23.5,0.87,23.5,0.8,144.5,0.83,144.5,0.83,144.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,53.0,0.0,0.0,1,7.0,1~GD,1.0,1.0,20180721123847.0,21077.0,,0.0,0.0
825,第3节,1.0,第3节,-25.5,0.87,25.5,0.8,144.5,0.83,144.5,0.83,-25.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,53.0,0.0,0.0,1,7.0,1~GD,1.0,1.0,20180721123847.0,21077.0,,0.0,0.0
826,第3节,1.0,第3节,-25.5,0.87,25.5,0.8,144.5,0.8,144.5,0.87,25.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,53.0,0.0,0.0,1,6.0,1~GD,55.0,1.0,20180721123852.0,21074.0,,0.0,0.0
827,第3节,1.0,第3节,-24.5,0.87,24.5,0.8,144.5,0.8,144.5,0.87,-24.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,53.0,0.0,0.0,1,6.0,1~GD,55.0,1.0,20180721123852.0,21074.0,,0.0,0.0
828,第3节,1.0,第3节,-24.5,0.87,24.5,0.8,144.5,0.83,144.5,0.87,24.5,1.0,3.0,0.0,,0.0,1.0,2.0,12.0,1.0,5.0,1.0,25.0,31.0,31.0,53.0,0.0,0.0,1,6.0,1~GD,47.0,1.0,20180721123900.0,11077.0,,0.0,0.0
