,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.9090909090909091,127.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,1.0,4.0,46.7,57.1,61.0,45,0,1,5.0,58.0,0,20181012203401,11077
1,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.9090909090909091,127.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,1.0,4.0,46.7,57.1,61.0,45,0,1,5.0,58.0,0,20181012203407.0,11086.0
2,,,4.0,16.5,0.8695652173913043,-16.5,0.8,127.5,0.9090909090909091,127.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,4.0,46.7,57.1,61.0,45,0,1,5.0,58.0,0,20181012203408.0,11086.0
3,,,4.0,16.5,0.8695652173913043,-16.5,0.8,127.5,0.9090909090909091,127.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,4.0,46.7,57.1,61.0,45,0,1,5.0,58.0,0,20181012203409.0,11086.0
4,,,4.0,16.5,0.8695652173913043,-16.5,0.8,127.5,0.9090909090909091,127.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,4.0,46.7,57.1,61.0,45,0,1,5.0,58.0,1.0,20181012203419.0,11086.0
5,,,4.0,16.5,0.8695652173913043,-16.5,0.8,127.5,0.8333333333333334,127.5,0.8333333333333334,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,4.0,46.7,57.1,61.0,45,0,1,5.0,49.0,1.0,20181012203427.0,21077.0
6,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.7692307692307693,127.5,0.9090909090909091,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,4.0,46.7,57.1,61.0,45,0,1,5.0,45.0,1.0,20181012203431.0,11077.0
7,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.7692307692307693,127.5,0.9090909090909091,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,4.0,46.7,57.1,61.0,45,0,1,5.0,42.0,0.0,20181012203434.0,11077.0
8,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.7692307692307693,127.5,0.9090909090909091,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,4.0,46.7,57.1,61.0,45,0,1,5.0,42.0,1.0,20181012203456.0,11077.0
9,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.8695652173913043,127.5,0.8,,,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,4.0,46.7,57.1,61.0,45,0,1,5.0,39.0,0.0,20181012203459.0,21086.0
10,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.8695652173913043,127.5,0.8,,^1:2,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,5.0,46.7,57.1,61.0,45,0,1,5.0,39.0,0.0,20181012203459.0,21086^11078
11,,,4.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,127.5,0.8,127.5,0.8695652173913043,,1:2^2:2,,8.0,1.0,15.0,15.0,7.0,12,3.0,2.0,2.0,5.0,43.8,57.1,61.0,45,0,1,5.0,39.0,0.0,20181012203518.0,11080^11078
12,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.9090909090909091,127.5,0.7692307692307693,,2:2,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,39.0,0.0,20181012203531.0,11079.0
13,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.9090909090909091,127.5,0.7692307692307693,,2:2,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,39.0,1.0,20181012203533.0,11079.0
14,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.9090909090909091,127.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,39.0,1.0,20181012203534.0,21077.0
15,,,4.0,17.5,0.8695652173913043,-17.5,0.8,127.5,0.8,127.5,0.8695652173913043,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,30.0,1.0,20181012203542.0,21077.0
16,,,4.0,18.5,0.8695652173913043,-18.5,0.8333333333333334,127.5,0.7692307692307693,126.5,0.9090909090909091,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,21.0,1.0,20181012203551.0,11077.0
17,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,127.5,0.8333333333333334,126.5,0.8333333333333334,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,20.0,1.0,20181012203552.0,21077.0
18,,,4.0,18.5,0.8695652173913043,-18.5,0.8333333333333334,127.5,0.7142857142857143,126.5,1.0,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,13.0,1.0,20181012203559.0,11077.0
19,,,4.0,18.5,0.8695652173913043,-18.5,0.8333333333333334,125.5,0.9090909090909091,125.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,8.0,0.0,20181012203604.0,11077.0
20,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.9090909090909091,125.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,8.0,0.0,20181012203608.0,11077.0
21,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.9090909090909091,125.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,8.0,1.0,20181012203623.0,11077.0
22,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.9090909090909091,125.5,0.7692307692307693,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,8.0,1.0,20181012203624.0,21077.0
23,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.8333333333333334,125.5,0.8333333333333334,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,4.0,1.0,20181012203625.0,21077.0
24,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.8,125.5,0.8695652173913043,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,1.0,0.0,20181012203628.0,21077.0
25,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.8,125.5,0.8695652173913043,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,1.0,0.0,20181012203632.0,21077.0
26,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.8,125.5,0.8695652173913043,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,2.0,5.0,47.1,57.1,62.0,45,0,1,5.0,1.0,0.0,20181012203642.0,11086.0
27,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.8,125.5,0.8695652173913043,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,3.0,5.0,47.1,57.1,62.0,45,0,1,5.0,1.0,1.0,20181012203652.0,21077.0
28,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.7692307692307693,125.5,0.9090909090909091,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,3.0,5.0,47.1,57.1,62.0,45,0,1,4.0,59.0,0.0,20181012203653.0,21077.0
29,,,4.0,17.5,0.8695652173913043,-17.5,0.8333333333333334,125.5,0.7692307692307693,125.5,0.9090909090909091,,,,8.0,1.0,15.0,15.0,8.0,12,3.0,2.0,3.0,5.0,47.1,57.1,62.0,45,0,1,4.0,59.0,1.0,20181012203707.0,21077.0
