,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
283,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,1.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
284,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,1.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
285,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
286,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
287,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
288,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
289,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
290,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,42.0,0,,21077.0,1.1,0.66,
291,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,42.0,0,,21077.0,1.1,0.66,
292,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,40.0,0,,21077.0,1.1,0.66,
293,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,40.0,0,,21077.0,1.1,0.66,
294,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,28.0,0,,21077.0,1.1,0.66,
295,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,7.0,72.2,51.0,44.0,51.0,0.0,1,1.0,28.0,0,,11086.0,1.1,0.66,
296,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,,,13.0,2.0,7.0,72.2,51.0,44.0,51.0,0.0,1,1.0,28.0,0,,21077.0,1.1,0.66,
297,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,138.5,0.83,139.5,0.83,138.5,,0.0,1:2,1.0,,,13.0,2.0,7.0,72.2,51.0,44.0,51.0,0.0,1,1.0,28.0,0,,21078.0,1.1,0.66,
298,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,1:2,1.0,,,13.0,2.0,7.0,72.2,51.0,44.0,51.0,0.0,1,1.0,28.0,0,,21078.0,1.1,0.66,
299,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,1:2,1.0,,,13.0,2.0,7.0,72.2,51.0,44.0,51.0,0.0,1,1.0,28.0,0,,21078.0,1.1,0.66,
300,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,1:2,1.0,,,13.0,2.0,7.0,72.2,51.0,44.0,51.0,0.0,1,1.0,28.0,0,,21079.0,1.1,0.66,"0.80,0.50"
301,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,2:2,1.0,,,13.0,2.0,7.0,72.2,51.0,45.0,51.0,0.0,1,1.0,28.0,0,,21078.0,1.1,0.66,"0.80,0.50"
302,44.0,5.0,,第1节,6.5,0.8,-6.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,2:2,1.0,,,13.0,2.0,7.0,72.2,51.0,45.0,51.0,0.0,1,1.0,28.0,0,,21078.0,1.1,0.66,"0.80,0.50"
303,44.0,5.0,,第1节,6.5,0.8,-6.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,2:2,1.0,,,13.0,2.0,7.0,72.2,51.0,45.0,51.0,0.0,1,1.0,28.0,0,,21078.0,1.1,0.66,"0.80,0.50"
304,44.0,5.0,,第1节,6.5,0.8,-6.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,2:2,1.0,,,13.0,2.0,7.0,72.2,51.0,45.0,51.0,0.0,1,1.0,28.0,0,,21079.0,1.1,0.66,"0.80,0.50"
305,44.0,5.0,,第1节,6.5,0.8,-6.5,0.87,140.5,0.83,140.5,0.83,140.5,,0.0,,1.0,,,13.0,2.0,7.0,72.2,51.0,46.0,51.0,0.0,1,1.0,28.0,0,,11077.0,1.1,0.66,
306,44.0,5.0,,第1节,6.5,0.87,-5.5,0.8,140.5,0.83,140.5,0.83,-5.5,,0.0,,1.0,,,13.0,2.0,7.0,72.2,51.0,46.0,51.0,0.0,1,1.0,28.0,0,,11077.0,1.1,0.66,
307,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,140.5,0.83,140.5,0.83,5.5,,0.0,,1.0,,,13.0,2.0,7.0,72.2,51.0,46.0,51.0,0.0,1,1.0,28.0,0,,11077.0,1.1,0.66,
308,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,140.5,0.83,140.5,0.83,5.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,51.0,0.0,1,1.0,28.0,0,,11075.0,1.1,0.66,"0.63,0.20"
309,44.0,5.0,,第1节,5.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,-7.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,51.0,0.0,1,1.0,28.0,0,,21077.0,1.1,0.66,
310,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,140.5,0.83,142.5,0.83,7.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,51.0,0.0,1,1.0,28.0,0,,21077.0,1.1,0.66,
311,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,51.0,0.0,1,1.0,28.0,0,,21077.0,1.1,0.66,
312,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,54.0,0.0,1,1.0,28.0,0,,21077.0,1.1,0.66,
313,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,54.0,0.0,1,1.0,28.0,0,,21077.0,1.1,0.66,
314,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,54.0,0.0,1,1.0,4.0,0,,21077.0,1.1,0.66,
315,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,54.0,0.0,1,0.0,4.0,0,,21077.0,1.1,0.66,
316,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,1.0,3.0,,13.0,2.0,7.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21077.0,1.1,0.66,
317,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,11086.0,1.1,0.66,
318,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21077.0,1.1,0.66,
319,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21077.0,1.1,0.66,
320,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,1:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21078.0,1.1,0.66,
321,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,1:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21078.0,1.1,0.66,
322,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,1:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21080.0,1.1,0.66,"0.80,0.50"
323,44.0,5.0,,第1节,7.5,0.91,-7.5,0.77,141.5,0.83,141.5,0.83,141.5,,0.0,2:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21078.0,1.1,0.66,"0.80,0.50"
324,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,2:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21080.0,1.1,0.66,"0.80,0.50"
325,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,2:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,43.0,0,,21080.0,1.1,0.66,"0.80,0.50"
326,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,2:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,41.0,0,,21080.0,1.1,0.66,"0.80,0.50"
327,44.0,5.0,,第1节,7.5,0.83,-8.5,0.83,140.5,0.83,140.5,0.83,-8.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,41.0,0,,11077.0,1.1,0.66,
328,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,140.5,0.83,140.5,0.83,8.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,41.0,0,,11077.0,1.1,0.66,
329,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,140.5,0.83,140.5,0.83,8.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,28.0,0,,11077.0,1.1,0.66,
330,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,140.5,0.83,140.5,0.83,8.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,28.0,0,,11095.0,1.1,0.66,"0.88,0.28"
331,44.0,5.0,,第1节,8.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,-7.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,28.0,0,,21077.0,1.1,0.66,
332,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,140.5,0.83,139.5,0.83,7.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,28.0,0,,21077.0,1.1,0.66,
333,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,28.0,0,,21077.0,1.1,0.66,
334,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,28.0,0,,21077.0,1.1,0.66,
335,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,28.0,0,,21094.0,1.1,0.66,"0.19,0.70"
336,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,12.0,0,,11077.0,1.1,0.66,
337,44.0,5.0,,第1节,7.5,0.83,-8.5,0.83,139.5,0.83,139.5,0.83,-8.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,12.0,0,,11077.0,1.1,0.66,
338,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,139.5,0.83,138.5,0.83,8.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,12.0,0,,11077.0,1.1,0.66,
339,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,12.0,0,,11077.0,1.1,0.66,
340,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,12.0,0,,11077.0,1.1,0.66,
341,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,5.0,0,,11077.0,1.1,0.66,
342,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,5.0,0,,21086.0,1.1,0.66,
343,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,137.5,0.83,137.5,0.83,137.5,,0.0,,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,5.0,0,,11077.0,1.1,0.66,
344,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,137.5,0.83,138.5,0.83,137.5,,0.0,1:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,5.0,0,,11078.0,1.1,0.66,
345,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,1:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,5.0,0,,11078.0,1.1,0.66,
346,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,1:2,1.0,3.0,,13.0,2.0,8.0,72.2,54.0,46.0,54.0,0.0,1,0.0,5.0,0,,11078.0,1.1,0.66,
347,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,1:2,1.0,3.0,,14.0,2.0,8.0,73.7,55.0,46.0,54.0,0.0,1,0.0,5.0,0,,11079.0,1.1,0.66,"0.80,0.50"
348,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,2:2,1.0,3.0,,14.0,2.0,8.0,73.7,55.0,46.0,55.0,0.0,1,0.0,5.0,0,,11078.0,1.1,0.66,"0.80,0.50"
349,44.0,5.0,,第1节,8.5,0.8,-9.5,0.87,138.5,0.83,138.5,0.83,-9.5,,0.0,2:2,1.0,3.0,,14.0,2.0,8.0,73.7,55.0,46.0,55.0,0.0,1,0.0,5.0,0,,11078.0,1.1,0.66,"0.80,0.50"
350,44.0,5.0,,第1节,9.5,0.8,-9.5,0.87,138.5,0.83,139.5,0.83,9.5,,0.0,2:2,1.0,3.0,,14.0,2.0,8.0,73.7,55.0,46.0,55.0,0.0,1,0.0,5.0,0,,11078.0,1.1,0.66,"0.80,0.50"
351,44.0,5.0,,第1节,9.5,0.8,-9.5,0.87,139.5,0.83,139.5,0.83,139.5,,0.0,2:2,1.0,3.0,,14.0,2.0,8.0,73.7,55.0,46.0,55.0,0.0,1,0.0,5.0,0,,11078.0,1.1,0.66,"0.80,0.50"
352,44.0,5.0,,第1节,9.5,0.8,-9.5,0.87,139.5,0.83,139.5,0.83,139.5,,0.0,2:2,1.0,3.0,,14.0,2.0,8.0,73.7,55.0,46.0,55.0,0.0,1,0.0,5.0,0,,11078.0,1.1,0.66,"0.80,0.50"
353,44.0,5.0,,第1节,9.5,0.8,-9.5,0.87,139.5,0.83,139.5,0.83,139.5,,0.0,2:2,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,55.0,0.0,1,0.0,5.0,0,,11079.0,1.1,0.66,"0.80,0.50"
354,44.0,5.0,,第1节,9.5,0.8,-9.5,0.87,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,5.0,0,,21077.0,1.1,0.66,
355,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,5.0,0,,21077.0,1.1,0.66,
356,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,1.0,1,0.0,5.0,0,,21077.0,1.1,0.66,
357,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,1.0,1,0.0,5.0,0,,21077.0,1.1,0.66,
358,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,1.0,1,0.0,5.0,0,,21077.0,1.1,0.66,
359,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,1.0,1,0.0,5.0,0,,21077.0,1.1,0.66,
360,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,1.0,1,0.0,5.0,0,,21077.0,1.1,0.66,
361,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,1.0,1,0.0,4.0,0,,21077.0,1.1,0.66,
362,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,4.0,0,,21077.0,1.1,0.66,
363,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,4.0,0,,21077.0,1.1,0.66,
364,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,4.0,0,,21077.0,1.1,0.66,
365,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,4.0,0,,21077.0,1.1,0.66,
366,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,4.0,0,,21077.0,1.1,0.66,
367,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,4.0,0,,21095.0,1.1,0.66,"0.14,0.58"
368,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,0.0,0,,11077.0,1.1,0.66,
369,44.0,5.0,,第1节,9.5,0.83,-10.5,0.83,139.5,0.83,139.5,0.83,-10.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,0.0,0,,11077.0,1.1,0.66,
370,44.0,5.0,,第1节,10.5,0.83,-10.5,0.83,139.5,0.83,139.5,0.83,10.5,,0.0,,1.0,3.0,,15.0,2.0,8.0,75.0,56.0,46.0,56.0,0.0,1,0.0,0.0,0,,11077.0,1.1,0.66,
371,44.0,5.0,,第4节,10.5,0.83,-10.5,0.83,139.5,0.83,139.5,0.83,10.5,,0.0,3.0,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,10.0,0.0,0,,1082.0,1.1,0.66,
372,44.0,5.0,第4节,第4节,10.5,0.91,-9.5,0.77,139.5,0.83,139.5,0.83,-9.5,,0.0,3.0,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,10.0,0.0,0,,1082.0,1.1,0.66,
373,44.0,5.0,第4节,第4节,9.5,0.91,-9.5,0.77,139.5,0.83,139.5,0.83,9.5,,0.0,3.0,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,10.0,0.0,0,,1082.0,1.1,0.66,
374,44.0,5.0,第4节,第4节,9.5,0.91,-9.5,0.77,139.5,0.83,139.5,0.83,9.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,10.0,0.0,0,,1090.0,1.1,0.66,
375,44.0,5.0,第4节,第4节,9.5,0.91,-9.5,0.77,139.5,0.83,139.5,0.83,9.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,9.0,52.0,0,,21077.0,1.1,0.66,
376,44.0,5.0,第4节,第4节,9.5,0.91,-9.5,0.77,138.5,0.83,138.5,0.83,138.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,9.0,52.0,0,,21077.0,1.1,0.66,
377,44.0,5.0,第4节,第4节,9.5,0.91,-9.5,0.77,138.5,0.83,138.5,0.83,138.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,9.0,52.0,0,,21094.0,1.1,0.66,"0.03,0.26"
378,44.0,5.0,第4节,第4节,9.5,0.77,-10.5,0.91,138.5,0.83,138.5,0.83,-10.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,9.0,52.0,0,,11077.0,1.1,0.66,
379,44.0,5.0,第4节,第4节,10.5,0.77,-10.5,0.91,138.5,0.83,138.5,0.83,10.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,9.0,42.0,0,,11077.0,1.1,0.66,
380,44.0,5.0,第4节,第4节,10.5,0.77,-10.5,0.91,138.5,0.83,138.5,0.83,10.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,9.0,42.0,0,,11077.0,1.1,0.66,
381,44.0,5.0,第4节,第4节,10.5,0.77,-10.5,0.91,138.5,0.83,138.5,0.83,10.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,9.0,19.0,0,,11077.0,1.1,0.66,
382,44.0,5.0,第4节,第4节,10.5,0.87,-11.5,0.8,138.5,0.83,138.5,0.83,-11.5,4.0,0.0,,0.0,3.0,,15.0,2.0,0.0,75.0,56.0,46.0,56.0,0.0,1,9.0,19.0,0,,11077.0,1.1,0.66,
383,44.0,5.0,第4节,第4节,11.5,0.87,-11.5,0.8,138.5,0.83,138.5,0.83,11.5,4.0,0.0,,0.0,3.0,17.0,15.0,2.0,0.0,75.0,58.0,46.0,56.0,0.0,1,9.0,19.0,0,,11074.0,1.1,0.66,"0.80,0.54"
384,44.0,5.0,第4节,第4节,11.5,0.87,-11.5,0.8,138.5,0.83,138.5,0.83,11.5,4.0,0.0,,0.0,3.0,17.0,15.0,2.0,0.0,75.0,58.0,46.0,56.0,0.0,1,9.0,19.0,0,,21077.0,1.1,0.66,
385,44.0,5.0,第4节,第4节,11.5,0.87,-11.5,0.8,138.5,0.83,138.5,0.83,11.5,4.0,0.0,,0.0,3.0,17.0,15.0,2.0,0.0,75.0,58.0,46.0,58.0,0.0,1,9.0,19.0,0,,21077.0,1.1,0.66,
386,44.0,5.0,第4节,第4节,11.5,0.87,-11.5,0.8,138.5,0.83,138.5,0.83,11.5,4.0,0.0,,0.0,3.0,17.0,15.0,2.0,0.0,75.0,58.0,46.0,58.0,0.0,1,8.0,46.0,0,,21077.0,1.1,0.66,
387,44.0,5.0,第4节,第4节,11.5,0.87,-9.5,0.8,138.5,0.83,138.5,0.83,-9.5,4.0,0.0,,0.0,3.0,17.0,15.0,2.0,0.0,75.0,58.0,46.0,58.0,0.0,1,8.0,46.0,0,,21077.0,1.1,0.66,
388,44.0,5.0,第4节,第4节,9.5,0.87,-9.5,0.8,138.5,0.83,138.5,0.83,9.5,4.0,0.0,,0.0,3.0,17.0,15.0,2.0,0.0,75.0,58.0,46.0,58.0,0.0,1,8.0,46.0,0,,21077.0,1.1,0.66,
389,44.0,5.0,第4节,第4节,9.5,0.87,-9.5,0.8,138.5,0.83,138.5,0.83,138.5,4.0,0.0,,0.0,3.0,17.0,15.0,2.0,0.0,75.0,58.0,46.0,58.0,0.0,1,8.0,46.0,0,,21077.0,1.1,0.66,
