,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
147,,,,第1节,9.5,0.8,-10.5,0.87,141.5,0.83,141.5,0.83,-10.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
148,,,,第1节,10.5,0.83,-10.5,0.83,141.5,0.83,141.5,0.83,10.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
149,,,,第1节,10.5,0.8,-11.5,0.87,141.5,0.83,141.5,0.83,-11.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
150,,,,第1节,11.5,0.83,-11.5,0.83,141.5,0.83,141.5,0.83,11.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
151,,,,第1节,11.5,0.83,-10.5,0.83,141.5,0.83,141.5,0.83,-10.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
152,,,,第1节,10.5,0.83,-10.5,0.83,141.5,0.83,141.5,0.83,10.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
153,,,,第1节,10.5,0.83,-9.5,0.83,141.5,0.83,141.5,0.83,-9.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
154,,,,第1节,9.5,0.83,-9.5,0.83,141.5,0.83,141.5,0.83,9.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
155,,,,第1节,9.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,-8.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
156,,,,第1节,8.5,0.83,-8.5,0.8,141.5,0.83,141.5,0.83,8.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
157,,,,第1节,8.5,0.87,-7.5,0.8,141.5,0.83,141.5,0.83,-7.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
158,,,,第1节,7.5,0.87,-7.5,0.83,141.5,0.83,141.5,0.83,7.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
159,,,,第1节,7.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,-8.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
160,,,,第1节,8.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,8.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
161,,,,第1节,8.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,-7.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
162,,,,第1节,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,7.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
163,,,,第1节,7.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,-8.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
164,,,,第1节,8.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,8.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
165,,,,第1节,8.5,0.83,-9.5,0.83,141.5,0.83,141.5,0.83,-9.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
166,,,,第1节,9.5,0.83,-9.5,0.83,141.5,0.83,141.5,0.83,9.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
167,,,,第1节,9.5,0.83,-10.5,0.83,141.5,0.83,141.5,0.83,-10.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
168,,,,第1节,10.5,0.83,-10.5,0.83,141.5,0.83,141.5,0.83,10.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
169,,,,第1节,10.5,0.83,-11.5,0.83,141.5,0.83,141.5,0.83,-11.5,,,,,,,,,,,,,,0.0,1,10.0,0.0,0,,,1.1,0.66,
170,,,,第1节,11.5,0.83,-11.5,0.83,141.5,0.83,141.5,0.83,11.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
171,,,,第1节,11.5,0.83,-12.5,0.83,141.5,0.83,141.5,0.83,-12.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
172,,,,第1节,12.5,0.83,-12.5,0.83,141.5,0.83,141.5,0.83,12.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
173,,,,第1节,12.5,0.83,-11.5,0.83,141.5,0.83,141.5,0.83,-11.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
174,,,,第1节,11.5,0.8,-11.5,0.87,141.5,0.83,141.5,0.83,11.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
175,,,,第1节,11.5,0.87,-10.5,0.8,141.5,0.83,141.5,0.83,-10.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
176,,,,第1节,10.5,0.83,-10.5,0.83,141.5,0.83,141.5,0.83,10.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
177,,,,第1节,10.5,0.87,-9.5,0.8,141.5,0.83,141.5,0.83,-9.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
178,,,,第1节,9.5,0.87,-9.5,0.8,141.5,0.83,141.5,0.83,9.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
179,,,,第1节,9.5,0.87,-8.5,0.8,141.5,0.83,141.5,0.83,-8.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
180,,,,第1节,8.5,0.87,-8.5,0.8,141.5,0.83,141.5,0.83,8.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
181,,,,第1节,8.5,0.87,-9.5,0.8,141.5,0.83,141.5,0.83,-9.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
182,,,,第1节,9.5,0.83,-9.5,0.83,141.5,0.83,141.5,0.83,9.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
183,,,,第1节,9.5,0.8,-9.5,0.87,141.5,0.83,141.5,0.83,9.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
184,,,,第1节,9.5,0.87,-8.5,0.8,141.5,0.83,141.5,0.83,-8.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
185,,,,第1节,8.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,8.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
186,,,,第1节,8.5,0.83,-10.5,0.83,141.5,0.83,141.5,0.83,-10.5,,,,,,,,,,,,,,1.0,1,10.0,0.0,0,,,1.1,0.66,
187,,,,第1节,10.5,0.8,-10.5,0.87,141.5,0.83,141.5,0.83,10.5,,,,,,,,,,,,,,1.0,1,10.0,4.0,0,,,1.1,0.66,
188,,,,第1节,10.5,0.8,-10.5,0.87,141.5,0.83,141.5,0.83,10.5,,,,,,,,,,,,,,1.0,1,10.0,4.0,0,,21074.0,1.1,0.66,"0.13,0.59"
189,,,,第1节,10.5,0.8,-10.5,0.87,141.5,0.83,141.5,0.83,10.5,,,,,,,,,,,,41.0,50.0,1.0,1,10.0,4.0,0,,11077.0,1.1,0.66,
190,,,,第1节,10.5,0.8,-9.5,0.87,141.5,0.83,141.5,0.83,-9.5,,,,,,,,,,,,41.0,50.0,1.0,1,10.0,4.0,0,,11077.0,1.1,0.66,
191,,,,第1节,9.5,0.8,-9.5,0.87,141.5,0.83,143.5,0.83,9.5,,,,,,,,,,,,41.0,50.0,1.0,1,10.0,4.0,0,,11077.0,1.1,0.66,
192,,,,第1节,9.5,0.8,-9.5,0.87,143.5,0.83,143.5,0.83,143.5,,,,,,,,,,,,41.0,50.0,1.0,1,10.0,4.0,0,,11077.0,1.1,0.66,
193,,,,第1节,9.5,0.8,-9.5,0.87,143.5,0.83,143.5,0.83,143.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,10.0,4.0,0,,11077.0,1.1,0.66,
194,,,,第1节,9.5,0.8,-9.5,0.87,143.5,0.83,143.5,0.83,143.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,10.0,4.0,0,,11095.0,1.1,0.66,"0.84,0.38"
195,,,,第1节,9.5,0.8,-8.5,0.87,143.5,0.83,143.5,0.83,-8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,10.0,4.0,0,,21077.0,1.1,0.66,
196,,,,第1节,8.5,0.8,-8.5,0.87,143.5,0.83,143.5,0.83,8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,46.0,0,,21077.0,1.1,0.66,
197,,,,第1节,8.5,0.8,-8.5,0.87,142.5,0.83,142.5,0.83,142.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,46.0,0,,21077.0,1.1,0.66,
198,,,,第1节,8.5,0.8,-8.5,0.87,142.5,0.83,142.5,0.83,142.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,46.0,0,,21077.0,1.1,0.66,
199,,,,第1节,8.5,0.8,-9.5,0.87,142.5,0.83,142.5,0.83,-9.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,46.0,0,,11077.0,1.1,0.66,
200,,,,第1节,9.5,0.8,-9.5,0.87,142.5,0.83,142.5,0.83,9.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,46.0,0,,11077.0,1.1,0.66,
201,,,,第1节,9.5,0.8,-9.5,0.87,142.5,0.83,142.5,0.83,9.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,45.0,0,,21077.0,1.1,0.66,
202,,,,第1节,9.5,0.8,-8.5,0.87,142.5,0.83,142.5,0.83,-8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,45.0,0,,21077.0,1.1,0.66,
203,,,,第1节,8.5,0.8,-8.5,0.87,142.5,0.83,142.5,0.83,8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,45.0,0,,21077.0,1.1,0.66,
204,,,,第1节,8.5,0.8,-8.5,0.87,142.5,0.83,142.5,0.83,8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,45.0,0,,21095.0,1.1,0.66,"0.07,0.40"
205,,,,第1节,8.5,0.8,-8.5,0.87,142.5,0.83,142.5,0.83,8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,27.0,0,,11077.0,1.1,0.66,
206,,,,第1节,8.5,0.8,-9.5,0.87,142.5,0.83,142.5,0.83,-9.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,27.0,0,,11077.0,1.1,0.66,
207,,,,第1节,9.5,0.8,-9.5,0.87,142.5,0.83,141.5,0.83,9.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,27.0,0,,11077.0,1.1,0.66,
208,,,,第1节,9.5,0.8,-9.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,27.0,0,,11077.0,1.1,0.66,
209,,,,第1节,9.5,0.8,-9.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,27.0,0,,11077.0,1.1,0.66,
210,,,,第1节,9.5,0.8,-9.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,23.0,0,,11077.0,1.1,0.66,
211,,,,第1节,9.5,0.8,-8.5,0.87,141.5,0.83,141.5,0.83,-8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,23.0,0,,21077.0,1.1,0.66,
212,,,,第1节,8.5,0.8,-8.5,0.87,141.5,0.83,141.5,0.83,8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,23.0,0,,21077.0,1.1,0.66,
213,,,,第1节,8.5,0.8,-8.5,0.87,141.5,0.83,141.5,0.83,8.5,,0.0,,,,,,,,,,41.0,50.0,1.0,1,3.0,23.0,0,,21074.0,1.1,0.66,"0.09,0.42"
214,,,,第1节,8.5,0.8,-8.5,0.87,141.5,0.83,141.5,0.83,8.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,3.0,7.0,0,,11077.0,1.1,0.66,
215,,,,第1节,8.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,-7.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,3.0,7.0,0,,11077.0,1.1,0.66,
216,,,,第1节,7.5,0.83,-7.5,0.83,141.5,0.83,142.5,0.83,7.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,3.0,7.0,0,,11077.0,1.1,0.66,
217,,,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,3.0,7.0,0,,11077.0,1.1,0.66,
218,,,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,3.0,7.0,0,,11077.0,1.1,0.66,
219,,,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,52.0,0,,11077.0,1.1,0.66,
220,,,,第1节,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,52.0,0,,21086.0,1.1,0.66,
221,,,,第1节,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,52.0,0,,11077.0,1.1,0.66,
222,,,,第1节,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,52.0,0,,11077.0,1.1,0.66,
223,,,,第1节,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,52.0,0,,11094.0,1.1,0.66,"0.77,0.61"
224,,,,第1节,7.5,0.87,-6.5,0.8,141.5,0.83,141.5,0.83,-6.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,52.0,0,,21077.0,1.1,0.66,
225,,,,第1节,6.5,0.87,-6.5,0.8,141.5,0.83,141.5,0.83,6.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,49.0,0,,21077.0,1.1,0.66,
226,,,,第1节,6.5,0.87,-6.5,0.8,141.5,0.83,141.5,0.83,6.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,49.0,0,,21077.0,1.1,0.66,
227,,,,第1节,6.5,0.87,-6.5,0.8,141.5,0.83,141.5,0.83,6.5,,0.0,,,,,,,,,,43.0,50.0,1.0,1,2.0,46.0,0,,21077.0,1.1,0.66,
228,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,6.5,,0.0,,,,,,,4.0,,,43.0,50.0,1.0,1,2.0,46.0,0,,11086.0,1.1,0.66,
229,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,6.5,,0.0,,,,,,,4.0,,,43.0,50.0,1.0,1,2.0,46.0,0,,21077.0,1.1,0.66,
230,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,6.5,,0.0,,,,,,,4.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21077.0,1.1,0.66,
231,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,6.5,,0.0,,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,11086.0,1.1,0.66,
232,,,,第1节,6.5,0.83,-6.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21077.0,1.1,0.66,
233,,,,第1节,6.5,0.77,-6.5,0.91,140.5,0.83,141.5,0.83,140.5,,0.0,1:2,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21078.0,1.1,0.66,
234,,,,第1节,6.5,0.77,-6.5,0.91,141.5,0.83,141.5,0.83,141.5,,0.0,1:2,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21078.0,1.1,0.66,
235,,,,第1节,6.5,0.77,-6.5,0.91,141.5,0.83,141.5,0.83,141.5,,0.0,1:2,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21078.0,1.1,0.66,
236,,,,第1节,6.5,0.77,-6.5,0.91,141.5,0.83,141.5,0.83,141.5,,0.0,1:2,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21080.0,1.1,0.66,"0.80,0.50"
237,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,2:2,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21078.0,1.1,0.66,"0.80,0.50"
238,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,2:2,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21078.0,1.1,0.66,"0.80,0.50"
239,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,2:2,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21078.0,1.1,0.66,"0.80,0.50"
240,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,2:2,,,,,,5.0,,,43.0,50.0,1.0,1,2.0,35.0,0,,21079.0,1.1,0.66,"0.80,0.50"
241,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,,5.0,,,44.0,50.0,1.0,1,2.0,35.0,0,,11077.0,1.1,0.66,
242,,,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,,5.0,,,44.0,50.0,1.0,1,2.0,34.0,0,,11077.0,1.1,0.66,
243,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,2.0,5.0,,,44.0,50.0,0.0,1,2.0,34.0,0,,11081.0,1.1,0.66,
244,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,2.0,5.0,,,44.0,50.0,0.0,1,2.0,34.0,0,,11081.0,1.1,0.66,
245,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,2.0,5.0,,,44.0,50.0,0.0,1,2.0,34.0,0,,11081.0,1.1,0.66,
246,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,2.0,5.0,,,44.0,50.0,0.0,1,2.0,34.0,0,,11081.0,1.1,0.66,
247,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,2.0,5.0,,,44.0,50.0,0.0,1,2.0,34.0,0,,11081.0,1.1,0.66,
248,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,2.0,5.0,,,44.0,50.0,0.0,1,2.0,21.0,0,,11081.0,1.1,0.66,
249,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,21.0,0,,11086.0,1.1,0.66,
250,44.0,5.0,,第1节,6.5,0.83,-5.5,0.83,141.5,0.83,141.5,0.83,-5.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,21.0,0,,21077.0,1.1,0.66,
251,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,141.5,0.83,140.5,0.83,5.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,21.0,0,,21077.0,1.1,0.66,
252,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,21.0,0,,21077.0,1.1,0.66,
253,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,21.0,0,,21077.0,1.1,0.66,
254,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,21.0,0,,21095.0,1.1,0.66,"0.12,0.43"
255,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,7.0,0,,11077.0,1.1,0.66,
256,44.0,5.0,,第1节,5.5,0.83,-6.5,0.83,140.5,0.83,140.5,0.83,-6.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,7.0,0,,11077.0,1.1,0.66,
257,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,140.5,0.83,139.5,0.83,6.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,7.0,0,,11077.0,1.1,0.66,
258,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,7.0,0,,11077.0,1.1,0.66,
259,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,2.0,7.0,0,,11077.0,1.1,0.66,
260,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,50.0,0,,11077.0,1.1,0.66,
261,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,50.0,0,,21086.0,1.1,0.66,
262,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,50.0,0,,11077.0,1.1,0.66,
263,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,50.0,0,,11077.0,1.1,0.66,
264,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,43.0,0,,11077.0,1.1,0.66,
265,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,138.5,0.83,138.5,0.83,138.5,,0.0,,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,43.0,0,,21086.0,1.1,0.66,
266,44.0,5.0,,第1节,6.5,0.77,-7.5,0.91,138.5,0.83,138.5,0.83,-7.5,,0.0,,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,43.0,0,,11077.0,1.1,0.66,
267,44.0,5.0,,第1节,7.5,0.77,-7.5,0.91,138.5,0.83,139.5,0.83,7.5,,0.0,,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,43.0,0,,11077.0,1.1,0.66,
268,44.0,5.0,,第1节,7.5,0.77,-7.5,0.91,139.5,0.83,139.5,0.83,139.5,,0.0,1:2,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,43.0,0,,11078.0,1.1,0.66,
269,44.0,5.0,,第1节,7.5,0.77,-7.5,0.91,139.5,0.83,139.5,0.83,139.5,,0.0,1:2,1.0,,,,2.0,6.0,,,44.0,50.0,0.0,1,1.0,43.0,0,,11078.0,1.1,0.66,
270,44.0,5.0,,第1节,7.5,0.77,-7.5,0.91,139.5,0.83,139.5,0.83,139.5,,0.0,1:2,1.0,,,,2.0,6.0,70.6,,44.0,50.0,0.0,1,1.0,43.0,0,,11080.0,1.1,0.66,"0.80,0.50"
271,44.0,5.0,,第1节,7.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,-6.5,,0.0,2:2,1.0,,,,2.0,6.0,70.6,,44.0,50.0,0.0,1,1.0,43.0,0,,11078.0,1.1,0.66,"0.80,0.50"
272,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,138.5,0.83,6.5,,0.0,2:2,1.0,,,,2.0,6.0,70.6,,44.0,50.0,0.0,1,1.0,43.0,0,,11078.0,1.1,0.66,"0.80,0.50"
273,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,138.5,0.83,138.5,0.83,138.5,,0.0,2:2,1.0,,,,2.0,6.0,70.6,,44.0,50.0,0.0,1,1.0,43.0,0,,11078.0,1.1,0.66,"0.80,0.50"
274,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,138.5,0.83,138.5,0.83,138.5,,0.0,2:2,1.0,,,,2.0,6.0,70.6,,44.0,50.0,0.0,1,1.0,43.0,0,,11078.0,1.1,0.66,"0.80,0.50"
275,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,2:2,1.0,,,,2.0,6.0,70.6,,44.0,50.0,0.0,1,1.0,43.0,0,,11078.0,1.1,0.66,"0.80,0.50"
276,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,2:2,1.0,,,,2.0,6.0,70.6,,44.0,50.0,0.0,1,1.0,43.0,0,,11078.0,1.1,0.66,"0.80,0.50"
277,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,2:2,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,50.0,0.0,1,1.0,43.0,0,,11079.0,1.1,0.66,"0.80,0.50"
278,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,0.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
279,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,1.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
280,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,1.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
281,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,1.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
282,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,139.5,0.83,139.5,0.83,139.5,,0.0,,1.0,,,13.0,2.0,6.0,72.2,51.0,44.0,51.0,1.0,1,1.0,43.0,0,,21077.0,1.1,0.66,
