,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0
1,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,,59.0,1.0,20180516160325.0,1087.0,0.0,0.0
2,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,1.0,20180516160325.0,11077.0,0.0,0.0
3,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,58.0,1.0,20180516160326.0,11077.0,0.0,0.0
4,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,58.0,0.0,20180516160326.0,11077.0,0.0,0.0
5,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,58.0,0.0,20180516160326.0,11077.0,0.0,0.0
6,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,58.0,1.0,20180516160342.0,11077.0,0.0,0.0
7,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,58.0,1.0,20180516160342.0,11077.0,0.0,0.0
8,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,57.0,1.0,20180516160343.0,11077.0,0.0,0.0
9,,,,第1节,,-7.5,0.83,7.5,0.83,118.5,0.83,118.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,57.0,1.0,20180516160343.0,21077.0,0.0,0.0
