,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
0,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717114623,,,0.0,0.0
1,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717121349.0,,,0.0,0.0
2,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717121349.0,,,0.0,0.0
3,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717121350.0,,,0.0,0.0
4,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717121350.0,,,0.0,0.0
5,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717123732.0,,,0.0,0.0
6,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717123732.0,,,0.0,0.0
7,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717123819.0,,,0.0,0.0
8,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,,0.0,1,10.0,1~GD,0.0,0,20180717123819.0,11077.0,,0.0,0.0
9,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180717123820.0,11077.0,,0.0,0.0
10,,,,,6.5,0.83,-6.5,0.83,142.5,0.83,142.5,0.83,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180717123820.0,11077.0,,0.0,0.0
11,,,,,6.5,0.83,-6.5,0.83,141.5,0.87,142.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,52.0,1.0,20180717123828.0,11077.0,,0.0,0.0
12,,,,,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.8,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,52.0,1.0,20180717123828.0,11077.0,,0.0,0.0
13,,,,,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,51.0,0.0,20180717123829.0,11077.0,,0.0,0.0
14,,,,,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,51.0,0.0,20180717123829.0,11077.0,,0.0,0.0
15,,,,,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,51.0,0.0,20180717123839.0,11077.0,,0.0,0.0
16,,,,,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,51.0,0.0,20180717123839.0,21086^11077,,0.0,0.0
17,,,,,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,51.0,1.0,20180717123849.0,21086^11077,,0.0,0.0
18,,,,,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,51.0,1.0,20180717123849.0,21086^11077,,0.0,0.0
19,,,,,6.5,0.83,-6.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180717123858.0,21086^11077,,0.0,0.0
20,,,,,6.5,0.83,-6.5,0.83,141.5,0.8,141.5,0.87,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180717123858.0,21086^11077,,0.0,0.0
21,,,,,6.5,0.83,-6.5,0.83,141.5,0.8,141.5,0.87,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180717123901.0,21086^11077,,0.0,0.0
22,,,,,6.5,0.83,-6.5,0.83,141.5,0.8,141.5,0.87,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180717123901.0,11094.0,,0.0,0.0
23,,,,,6.5,0.83,-6.5,0.83,140.5,0.83,141.5,0.83,140.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,39.0,1.0,20180717123901.0,21077.0,,0.0,0.0
24,,,,,6.5,0.83,-6.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180717123910.0,21077.0,,0.0,0.0
25,,,,,6.5,0.83,-6.5,0.83,140.5,0.83,140.5,0.83,140.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180717123910.0,21077.0,,0.0,0.0
26,,,,,6.5,0.83,-6.5,0.83,140.5,0.8,140.5,0.87,140.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,23.0,1.0,20180717123918.0,21077.0,,0.0,0.0
27,,,,,6.5,0.83,-6.5,0.83,142.5,0.87,140.5,0.87,142.5,,1.5,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,23.0,1.0,20180717123918.0,21077.0,,0.0,0.0
28,,,,,6.5,0.83,-6.5,0.83,142.5,0.87,142.5,0.8,142.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180717123925.0,21077.0,,0.0,0.0
29,,,,,4.5,0.83,-4.5,0.83,142.5,0.87,142.5,0.8,4.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180717123925.0,21077.0,,0.0,0.0
30,,,,,4.5,0.83,-4.5,0.83,142.5,0.87,142.5,0.8,-4.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180717123925.0,21075^11077,,0.0,0.0
31,,,,,4.5,0.83,-4.5,0.83,142.5,0.83,142.5,0.83,-4.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,9.0,1~GD,7.0,1.0,20180717123934.0,11077.0,,0.0,0.0
32,,,,,4.5,0.83,-4.5,0.83,142.5,0.83,142.5,0.83,-4.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,9.0,1~GD,7.0,1.0,20180717123934.0,11077.0,,0.0,0.0
33,,,,,4.5,0.83,-4.5,0.83,141.5,0.83,142.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,59.0,1.0,20180717123941.0,11077.0,,0.0,0.0
34,,,,,4.5,0.83,-4.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,59.0,1.0,20180717123941.0,11095.0,,0.0,0.0
35,,,,,4.5,0.83,-4.5,0.83,141.5,0.83,141.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,59.0,1.0,20180717123942.0,11095.0,,0.0,0.0
36,,,,,4.5,0.8,-4.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,58.0,0.0,20180717123942.0,21077.0,,0.0,0.0
37,,,,,4.5,0.8,-4.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,58.0,0.0,20180717123944.0,21077.0,,0.0,0.0
38,,,,,4.5,0.8,-4.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,58.0,0.0,20180717123944.0,11086^21077,,0.0,0.0
39,,,,,4.5,0.8,-4.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,58.0,1.0,20180717124000.0,11086^21077,,0.0,0.0
40,,,,,4.5,0.8,-4.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,58.0,1.0,20180717124000.0,11086^21077,,0.0,0.0
41,,,,,4.5,0.8,-4.5,0.87,141.5,0.83,141.5,0.83,141.5,,0.0,^,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,50.0,1.0,20180717124008.0,11086^21077,,0.0,0.0
42,,,,,4.5,0.8,-4.5,0.87,141.5,0.83,141.5,0.83,141.5,,1.2,^,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,3.0,0.0,0.0,0.0,1,8.0,1~GD,50.0,1.0,20180717124008.0,11086^21077,,0.0,0.0
43,,,,,4.5,0.8,-4.5,0.87,143.5,0.83,141.5,0.83,143.5,,0.63,^,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,5.0,0.0,0.0,0.0,1,8.0,1~GD,47.0,1.0,20180717124011.0,11086^21077,,0.0,0.0
44,,,,,2.5,0.8,-4.5,0.87,143.5,0.83,143.5,0.83,143.5,,0.63,^,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,5.0,0.0,0.0,0.0,1,8.0,1~GD,47.0,1.0,20180717124011.0,11086^21077,,0.0,0.0
45,,,,,2.5,0.87,-2.5,0.87,143.5,0.83,143.5,0.83,2.5,,0.63,^,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,5.0,0.0,0.0,0.0,1,8.0,1~GD,47.0,1.0,20180717124011.0,11086^21077,,0.0,0.0
46,,,,,2.5,0.87,-2.5,0.8,143.5,0.83,143.5,0.83,-2.5,,0.63,,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,5.0,0.0,0.0,0.0,1,8.0,1~GD,47.0,1.0,20180717124011.0,21074^11077,,0.0,0.0
47,,,,,2.5,0.87,-2.5,0.8,142.5,0.83,143.5,0.83,142.5,,0.63,,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,5.0,0.0,0.0,0.0,1,8.0,1~GD,39.0,1.0,20180717124019.0,11077.0,,0.0,0.0
