,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,,3.0,30.5,0.8695652173913043,-30.5,0.8,148.5,0.8,148.5,0.8695652173913043,,,,,6.0,1,16.0,10.0,5.0,5.0,3,2.0,0.0,0.0,55.6,38.5,55,28,0,1,6.0,43.0,0,20181027145234,11086
1,,,,3.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,,,1:2,,6.0,1,16.0,10.0,5.0,5.0,3,2.0,0.0,0.0,55.6,38.5,55,28,0,1,6.0,43.0,0,20181027145243.0,21078.0
2,,,,3.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,,,^1:2,,6.0,1,16.0,10.0,5.0,6.0,3,2.0,1.0,0.0,55.6,42.9,55,28,0,1,6.0,43.0,0,20181027145243.0,11086^21078
3,,,,3.0,30.5,0.7692307692307693,-30.5,0.9090909090909091,150.5,0.8,150.5,0.8695652173913043,,,2:2,,6.0,1,16.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,55,30,0,1,6.0,43.0,0,20181027145339.0,21079.0
4,,,,3.0,30.5,0.7692307692307693,-30.5,0.9090909090909091,150.5,0.8,150.5,0.8695652173913043,,,2:2,,6.0,1,16.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,55,30,0,1,6.0,43.0,1.0,20181027145343.0,21079.0
5,,,,3.0,30.5,0.7692307692307693,-30.5,0.9090909090909091,149.5,0.8695652173913043,149.5,0.8,,,,,6.0,1,16.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,55,30,0,1,6.0,36.0,1.0,20181027145347.0,11077.0
6,,,,3.0,30.5,0.8695652173913043,-30.5,0.8,151.5,0.8333333333333334,151.5,0.8333333333333334,21.0,,^,,6.0,1,17.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,30,0,1,6.0,30.0,1.0,20181027145352.0,11074^21077
7,,,,3.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,21.0,,^,,6.0,1,17.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,30,0,1,6.0,26.0,0.0,20181027145356.0,11074^21077
8,,,,3.0,30.5,0.8695652173913043,-30.5,0.8,151.5,0.8333333333333334,151.5,0.8333333333333334,21.0,,^,,6.0,1,17.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,30,0,1,6.0,28.0,0.0,20181027145412.0,11074^21077
9,,,,3.0,30.5,0.8695652173913043,-30.5,0.8,151.5,0.8333333333333334,151.5,0.8333333333333334,21.0,,^,,6.0,1,17.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,30,0,1,6.0,30.0,0.0,20181027145413.0,11074^21077
10,,,,3.0,30.5,0.8695652173913043,-30.5,0.8,151.5,0.8333333333333334,151.5,0.8333333333333334,21.0,,^,,6.0,1,17.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,30,0,1,6.0,30.0,1.0,20181027145443.0,11074^21077
11,,,,3.0,30.5,0.8695652173913043,-30.5,0.8,151.5,0.8333333333333334,151.5,0.8333333333333334,21.0,,,,6.0,1,17.0,10.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,30,0,1,6.0,28.0,1.0,20181027145447.0,21077.0
12,,,,3.0,29.5,0.9090909090909091,-29.5,0.7692307692307693,153.5,0.8333333333333334,153.5,0.8333333333333334,21.0,,^,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,6.0,25.0,1.0,20181027145449.0,21074^11077
13,,,,3.0,29.5,0.9090909090909091,-29.5,0.7692307692307693,152.5,0.8695652173913043,152.5,0.8,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,6.0,20.0,1.0,20181027145454.0,11077.0
14,,,,3.0,29.5,0.9090909090909091,-29.5,0.7692307692307693,152.5,0.8333333333333334,152.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,6.0,11.0,1.0,20181027145502.0,11077.0
15,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,151.5,0.8695652173913043,151.5,0.8,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,6.0,3.0,1.0,20181027145511.0,11077.0
16,,,,3.0,28.5,0.8695652173913043,-28.5,0.8,151.5,0.8,151.5,0.8695652173913043,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,54.0,1.0,20181027145519.0,21077.0
17,,,,3.0,28.5,0.8695652173913043,-28.5,0.8,150.5,0.8333333333333334,150.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,46.0,1.0,20181027145528.0,21077.0
18,,,,3.0,28.5,0.8695652173913043,-28.5,0.8,150.5,0.8,150.5,0.8695652173913043,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,39.0,0.0,20181027145535.0,21077.0
19,,,,3.0,28.5,0.8695652173913043,-28.5,0.8,150.5,0.8,150.5,0.8695652173913043,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,41.0,0.0,20181027145536.0,21077.0
20,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,150.5,0.8,150.5,0.8695652173913043,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,41.0,0.0,20181027145539.0,21077.0
21,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,150.5,0.8,150.5,0.8695652173913043,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,41.0,1.0,20181027145557.0,21077.0
22,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,150.5,0.8,150.5,0.8695652173913043,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,41.0,1.0,20181027145558.0,11077.0
23,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,32.0,1.0,20181027145606.0,11077.0
24,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,149.5,0.8,149.5,0.8695652173913043,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,26.0,0.0,20181027145612.0,11077.0
25,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,28.0,0.0,20181027145613.0,11077.0
26,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,28.0,0.0,20181027145614.0,11086.0
27,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,28.0,0.0,20181027145615.0,11086.0
28,,,,3.0,29.5,0.8695652173913043,-29.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,1.0,0.0,55.6,46.7,57,32,0,1,5.0,28.0,0.0,20181027145623.0,11086.0
29,,,,3.0,28.5,0.8695652173913043,-28.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,2.0,0.0,55.6,46.7,57,32,0,1,5.0,28.0,1.0,20181027145628.0,11086.0
30,,,,3.0,28.5,0.8695652173913043,-28.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,2.0,0.0,55.6,46.7,57,32,0,1,5.0,28.0,1.0,20181027145629.0,21077.0
31,,,,3.0,28.5,0.8695652173913043,-28.5,0.8,148.5,0.8695652173913043,148.5,0.8,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,2.0,0.0,55.6,46.7,57,32,0,1,5.0,19.0,1.0,20181027145637.0,21077.0
32,,,,3.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,148.5,0.8,148.5,0.8695652173913043,21.0,,,,6.0,1,17.0,11.0,5.0,7.0,3,2.0,2.0,0.0,55.6,46.7,57,32,0,1,5.0,11.0,1.0,20181027145645.0,21077.0
33,,,,3.0,27.5,0.9090909090909091,-27.5,0.7692307692307693,149.5,0.8695652173913043,149.5,0.8,21.0,,^,,6.0,1,17.0,12.0,5.0,7.0,3,2.0,2.0,0.0,55.6,46.7,57,34,0,1,5.0,4.0,1.0,20181027145651.0,21074^11077
34,,,,3.0,27.5,0.9090909090909091,-27.5,0.7692307692307693,149.5,0.8333333333333334,149.5,0.8333333333333334,21.0,,,,6.0,1,17.0,12.0,5.0,7.0,3,2.0,2.0,0.0,55.6,46.7,57,34,0,1,5.0,1.0,1.0,20181027145655.0,11077.0
35,,,,3.0,27.5,0.9090909090909091,-27.5,0.7692307692307693,149.5,0.8,149.5,0.8695652173913043,21.0,,,,6.0,1,17.0,12.0,5.0,7.0,3,2.0,2.0,0.0,55.6,46.7,57,34,0,1,4.0,52.0,1.0,20181027145703.0,11077.0
36,,,,3.0,27.5,0.8695652173913043,-27.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,21.0,,,,6.0,1,17.0,12.0,5.0,7.0,3,2.0,2.0,0.0,55.6,46.7,57,34,0,1,4.0,44.0,1.0,20181027145711.0,11077.0
