,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,2.0,-38.5,0.8,38.5,0.9523809523809523,137.5,0.9523809523809523,137.5,0.8,,,,6.0,4.0,7,27.0,4.0,7.0,4,4,3.0,4.0,40.0,46.7,36,73,0,1,7.0,36.0,1,20181111034013,11077
1,2.0,-39.5,0.8,39.5,0.9523809523809523,137.5,0.8333333333333334,137.5,0.9090909090909091,,,,6.0,4.0,7,27.0,4.0,7.0,4,4,3.0,4.0,40.0,46.7,36,73,0,1,7.0,28.0,1,20181111034020.0,21077.0
2,2.0,-39.5,0.8,39.5,0.9523809523809523,137.5,0.8,137.5,0.9523809523809523,,,,6.0,4.0,7,27.0,4.0,7.0,4,4,3.0,4.0,40.0,46.7,36,73,0,1,7.0,24.0,0.0,20181111034025.0,21077.0
3,2.0,-39.5,0.8,39.5,0.9523809523809523,137.5,0.7692307692307693,137.5,1.0,,,,6.0,4.0,7,27.0,4.0,7.0,4,4,3.0,4.0,40.0,46.7,36,73,0,1,7.0,23.0,0.0,20181111034027.0,21077.0
4,2.0,-39.5,0.8,39.5,0.9523809523809523,137.5,0.8,137.5,0.9523809523809523,,^,,6.0,4.0,7,27.0,4.0,7.0,4,4,4.0,4.0,40.0,46.7,36,73,0,1,7.0,25.0,0.0,20181111034035.0,11086^21077
5,2.0,-40.5,0.9523809523809523,40.5,0.8,138.5,0.8695652173913043,138.5,0.8695652173913043,,1:2,,6.0,4.0,7,27.0,4.0,7.0,4,4,4.0,4.0,40.0,46.7,36,73,0,1,7.0,25.0,0.0,20181111034040.0,21078.0
6,2.0,-40.5,0.8695652173913043,40.5,0.8695652173913043,138.5,0.9523809523809523,138.5,0.8,,1:2^2:2,,6.0,4.0,7,27.0,4.0,8.0,4,4,4.0,4.0,40.0,50.0,36,74,0,1,7.0,25.0,0.0,20181111034051.0,21079^21078
7,2.0,-40.5,0.8333333333333334,40.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.9090909090909091,,2:2^,,6.0,4.0,7,27.0,4.0,9.0,4,4,4.0,4.0,40.0,52.9,36,75,0,1,7.0,25.0,0.0,20181111034106.0,21079^11077
8,2.0,-40.5,0.8333333333333334,40.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.9090909090909091,,,,6.0,4.0,7,27.0,4.0,9.0,4,4,4.0,4.0,40.0,52.9,36,75,0,1,7.0,25.0,1.0,20181111034106.0,11077.0
9,2.0,-40.5,0.8333333333333334,40.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.9090909090909091,,,,6.0,4.0,7,27.0,4.0,9.0,4,4,4.0,4.0,40.0,52.9,36,75,0,1,7.0,24.0,0.0,20181111034107.0,11077.0
