,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
17,,,,-2.5,0.0,2.5,0.0,,,2,3,,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,59,60,0,1,1.0,16.0,1.0,20180916101300.0,21077.0
18,,,,-1.5,0.0,1.5,0.0,,,2,3,,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,59,60,0,1,1.0,11.0,1.0,20180916101305.0,21077.0
19,,,,-1.5,0.0,1.5,0.0,,,2,3,,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,59,60,0,1,1.0,2.0,1.0,20180916101313.0,11077.0
20,,,,-1.5,0.0,1.5,0.0,3.0,,2,3,,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,59,60,0,1,0.0,54.0,1.0,20180916101322.0,11077.0
21,,,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,47.0,1.0,20180916101330.0,11074.0
22,,,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,46.0,1.0,20180916101330.0,11074.0
23,,,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,46.0,0.0,20180916101330.0,11074.0
24,,,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,46.0,1.0,20180916101332.0,11074.0
25,,,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,43.0,1.0,20180916101335.0,21077.0
26,,,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,34.0,1.0,20180916101343.0,21077.0
27,,,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,33.0,0.0,20180916101346.0,21077.0
28,44.0,5.0,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,33.0,0.0,20180916101358.0,21081.0
29,44.0,5.0,,1.5,0.0,-1.5,0.0,3.0,^,2,3,21.0,20,19,13.0,12,11,-1.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,33.0,0.0,20180916101400.0,21077^21081
30,44.0,5.0,,1.5,0.0,-1.5,0.0,3.0,^,2,3,21.0,20,19,13.0,12,11,-1.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,33.0,0.0,20180916101536.0,21077^21081
31,44.0,5.0,,1.5,0.0,-1.5,0.0,3.0,^,2,3,21.0,20,19,13.0,12,11,2.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,33.0,0.0,20180916101537.0,21077^11081
32,,,,1.5,0.0,-1.5,0.0,3.0,,2,3,21.0,20,19,13.0,12,11,2.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,33.0,1.0,20180916101711.0,21077.0
33,,,,1.5,0.0,-1.5,0.0,2.0,,2,3,21.0,20,19,13.0,12,11,2.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,28.0,1.0,20180916101716.0,21077.0
34,,,,1.5,0.0,-1.5,0.0,2.0,,2,3,21.0,20,19,13.0,12,11,2.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,19.0,1.0,20180916101724.0,21077.0
35,,,,1.5,0.0,-1.5,0.0,2.0,,2,3,21.0,20,19,13.0,12,11,2.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,17.0,1.0,20180916101727.0,11077.0
36,,,,1.5,0.0,-1.5,0.0,1.0,,2,3,21.0,20,19,13.0,12,11,2.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,9.0,0.0,20180916101735.0,11077.0
37,,,,1.5,0.0,-1.5,0.0,1.0,,2,3,21.0,20,19,13.0,12,11,2.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,9.0,0.0,20180916101737.0,11077.0
38,,,,2.5,0.0,-2.5,0.0,2.0,1:2,2,3,21.0,20,19,13.0,12,11,2.0,3,0,5.0,5,4,56.5,57.1,68.8,61,60,0,1,0.0,9.0,0.0,20180916101741.0,11078.0
39,,,,2.5,0.0,-2.5,0.0,2.0,1:2^2:2,2,3,21.0,20,19,14.0,12,11,2.0,3,0,6.0,5,4,58.3,57.1,68.8,62,60,0,1,0.0,9.0,0.0,20180916101803.0,11079^11078
40,,,,3.5,0.0,-3.5,0.0,1.0,2:2,2,3,21.0,20,19,15.0,12,11,2.0,3,0,6.0,5,4,60.0,57.1,68.8,63,60,0,1,0.0,9.0,0.0,20180916101813.0,11079.0
41,,,,3.5,0.0,-3.5,0.0,1.0,2:2,2,3,21.0,20,19,15.0,12,11,2.0,3,0,6.0,5,4,60.0,57.1,68.8,63,60,0,1,0.0,9.0,1.0,20180916101815.0,11079.0
42,,,,2.5,0.0,-2.5,0.0,1.0,,2,3,21.0,20,19,15.0,12,11,2.0,3,0,6.0,5,4,60.0,57.1,68.8,63,60,0,1,0.0,7.0,1.0,20180916101817.0,21077.0
43,,,,2.5,0.0,-2.5,0.0,1.0,,2,3,21.0,20,19,15.0,12,11,2.0,3,0,6.0,5,4,60.0,57.1,68.8,63,60,0,1,0.0,1.0,1.0,20180916101823.0,21077.0
44,,,,2.5,0.0,-2.5,0.0,1.0,,2,3,21.0,20,19,15.0,12,11,2.0,3,0,6.0,5,4,60.0,57.1,68.8,63,60,0,1,0.0,0.0,1.0,20180916101825.0,11077.0
45,,,,2.5,0.0,-2.5,0.0,1.0,,2,3,21.0,20,19,15.0,12,11,2.0,3,0,6.0,5,4,60.0,57.1,68.8,63,60,0,1,0.0,0.0,0.0,20180916101826.0,11077.0
46,,,,2.5,0.0,-2.5,0.0,1.0,,2,3,21.0,20,19,15.0,12,11,2.0,3,0,6.0,5,4,60.0,57.1,68.8,63,60,0,1,0.0,0.0,0.0,20180916101826.0,1084.0
47,,,,2.5,0.0,-2.5,0.0,1.0,,2,3,21.0,20,19,15.0,12,11,2.0,3,0,6.0,5,4,60.0,57.1,68.8,63,60,0,1,0.0,0.0,0.0,20180916101827.0,1084.0
