,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,-19.5,0.7692307692307693,19.5,0.9090909090909091,149.5,0.8333333333333334,149.5,0.8333333333333334,,,,6.0,8.0,15.0,17.0,3,11.0,3,5,0.0,0,100.0,68.8,51,69,0,1,7.0,38.0,1,20180915144510,21074
1,,-18.5,0.7692307692307693,18.5,0.9090909090909091,149.5,0.8,149.5,0.8695652173913043,,,,6.0,8.0,15.0,17.0,3,11.0,3,5,0.0,0,100.0,68.8,51,69,0,1,7.0,33.0,1,20180915144515.0,11077.0
2,,-18.5,0.8,18.5,0.8695652173913043,148.5,0.8695652173913043,148.5,0.8,,,,6.0,8.0,15.0,17.0,3,11.0,3,5,0.0,0,100.0,68.8,51,69,0,1,7.0,24.0,1,20180915144523.0,11077.0
3,,-19.5,0.7692307692307693,19.5,0.9090909090909091,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,6.0,8.0,15.0,17.0,3,11.0,3,5,0.0,0,100.0,68.8,51,69,0,1,7.0,24.0,1,20180915144524.0,21077.0
4,,-19.5,0.8,19.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,6.0,8.0,15.0,17.0,3,11.0,3,5,0.0,0,100.0,68.8,51,69,0,1,7.0,21.0,0.0,20180915144527.0,21077.0
5,,-19.5,0.8,19.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,6.0,8.0,15.0,17.0,3,11.0,3,5,0.0,0,100.0,68.8,51,69,0,1,7.0,21.0,0.0,20180915144529.0,21077.0
6,,-19.5,0.8,19.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,,1:2,,6.0,8.0,15.0,17.0,3,11.0,3,5,1.0,0,100.0,68.8,51,69,0,1,7.0,21.0,0.0,20180915144529.0,11086.0
7,,-19.5,0.8333333333333334,19.5,0.8333333333333334,150.5,0.7692307692307693,150.5,0.9090909090909091,,1:2^2:2,,6.0,8.0,15.0,17.0,3,12.0,3,5,1.0,0,100.0,70.6,51,70,0,1,7.0,21.0,0.0,20180915144547.0,21079^21078
8,,-21.5,0.8,21.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,,2:2,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,7.0,21.0,0.0,20180915144557.0,21079.0
9,,-20.5,0.8,20.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,7.0,21.0,1.0,20180915144606.0,11077.0
10,,-20.5,0.8,20.5,0.8695652173913043,150.5,0.7692307692307693,150.5,0.9090909090909091,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,7.0,12.0,1.0,20180915144615.0,11077.0
11,,-21.5,0.8,21.5,0.8695652173913043,149.5,0.8695652173913043,149.5,0.8,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,7.0,9.0,1.0,20180915144618.0,21077.0
12,,-21.5,0.8,21.5,0.8695652173913043,149.5,0.7692307692307693,149.5,0.9090909090909091,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,7.0,0.0,1.0,20180915144626.0,21077.0
13,,-21.5,0.8,21.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,52.0,1.0,20180915144634.0,21077.0
14,,-20.5,0.8,20.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,51.0,1.0,20180915144637.0,11077.0
15,,-21.5,0.8,21.5,0.8695652173913043,147.5,0.9090909090909091,147.5,0.7692307692307693,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,43.0,1.0,20180915144645.0,21077.0
16,,-21.5,0.8,21.5,0.8695652173913043,147.5,0.8,147.5,0.8695652173913043,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,34.0,1.0,20180915144653.0,21077.0
17,,-21.5,0.8333333333333334,21.5,0.8333333333333334,146.5,0.9090909090909091,146.5,0.7692307692307693,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,29.0,0.0,20180915144658.0,21077.0
18,,-20.5,0.8333333333333334,20.5,0.8333333333333334,146.5,0.9090909090909091,146.5,0.7692307692307693,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,29.0,0.0,20180915144704.0,21077.0
19,,-20.5,0.8333333333333334,20.5,0.8333333333333334,146.5,0.9090909090909091,146.5,0.7692307692307693,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,29.0,1.0,20180915144718.0,11077.0
20,,-20.5,0.8333333333333334,20.5,0.8333333333333334,146.5,0.8,146.5,0.8695652173913043,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,20.0,1.0,20180915144726.0,11077.0
21,,-20.5,0.8333333333333334,20.5,0.8333333333333334,146.5,0.7692307692307693,146.5,0.9090909090909091,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,18.0,1.0,20180915144730.0,11077.0
22,,-21.5,0.8333333333333334,21.5,0.8333333333333334,145.5,0.8333333333333334,145.5,0.8333333333333334,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,10.0,1.0,20180915144738.0,21077.0
23,,-21.5,0.8333333333333334,21.5,0.8333333333333334,144.5,1.0,144.5,0.7142857142857143,,,,6.0,8.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,71,0,1,6.0,1.0,1.0,20180915144746.0,21077.0
24,,-24.5,0.8333333333333334,24.5,0.8333333333333334,147.5,0.8695652173913043,147.5,0.8,,,,6.0,9.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,74,0,1,5.0,55.0,1.0,20180915144752.0,21075.0
25,,-23.5,0.8333333333333334,23.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,,,,6.0,9.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,74,0,1,5.0,49.0,1.0,20180915144759.0,11077.0
26,,-23.5,0.8333333333333334,23.5,0.8333333333333334,146.5,0.9090909090909091,146.5,0.7692307692307693,,,,6.0,9.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,74,0,1,5.0,40.0,1.0,20180915144807.0,11077.0
27,,-23.5,0.8333333333333334,23.5,0.8333333333333334,146.5,0.8695652173913043,146.5,0.8,,,,6.0,9.0,15.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,51,74,0,1,5.0,40.0,1.0,20180915144808.0,11077.0
28,,-21.5,0.8333333333333334,21.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,6.0,9.0,16.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,53,74,0,1,5.0,36.0,1.0,20180915144812.0,11074.0
29,,-22.5,0.8333333333333334,22.5,0.8333333333333334,148.5,0.8,148.5,0.8695652173913043,,,,6.0,9.0,16.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,53,74,0,1,5.0,31.0,1.0,20180915144816.0,21077.0
30,,-22.5,0.8333333333333334,22.5,0.8333333333333334,147.5,0.8695652173913043,147.5,0.8,,,,6.0,9.0,16.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,53,74,0,1,5.0,22.0,1.0,20180915144824.0,21077.0
31,,-22.5,0.8333333333333334,22.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,,,,6.0,9.0,16.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,53,74,0,1,5.0,18.0,0.0,20180915144830.0,21077.0
32,,-21.5,0.8333333333333334,21.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,,,,6.0,9.0,16.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,53,74,0,1,5.0,18.0,0.0,20180915144833.0,21077.0
33,,-21.5,0.8333333333333334,21.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,,,,6.0,9.0,16.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,53,74,0,1,5.0,18.0,1.0,20180915144843.0,21077.0
34,,-21.5,0.8333333333333334,21.5,0.8333333333333334,146.5,0.9090909090909091,146.5,0.7692307692307693,,,,6.0,9.0,16.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,53,74,0,1,5.0,9.0,1.0,20180915144851.0,11077.0
35,,-22.5,0.8333333333333334,22.5,0.8333333333333334,146.5,0.9090909090909091,146.5,0.7692307692307693,,,,6.0,9.0,16.0,17.0,3,13.0,3,5,1.0,0,100.0,72.2,53,74,0,1,5.0,5.0,1.0,20180915144856.0,21077.0
36,,-24.5,0.8333333333333334,24.5,0.8333333333333334,148.5,0.8,148.5,0.8695652173913043,,,,6.0,9.0,16.0,18.0,3,13.0,3,5,1.0,0,100.0,72.2,53,76,0,1,5.0,1.0,1.0,20180915144900.0,21074.0
37,,-23.5,0.8695652173913043,23.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,16.0,18.0,3,13.0,3,5,1.0,0,100.0,72.2,53,76,0,1,4.0,54.0,1.0,20180915144906.0,11077.0
38,,-23.5,0.8695652173913043,23.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,16.0,18.0,3,13.0,3,5,1.0,0,100.0,72.2,53,76,0,1,4.0,46.0,1.0,20180915144915.0,11077.0
39,,-24.5,0.8695652173913043,24.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,16.0,18.0,3,13.0,3,5,1.0,0,100.0,72.2,53,76,0,1,4.0,42.0,1.0,20180915144919.0,21077.0
40,,-26.5,0.8695652173913043,26.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,16.0,19.0,3,13.0,3,5,1.0,0,100.0,72.2,53,78,0,1,4.0,37.0,1.0,20180915144923.0,21074.0
41,,-26.5,0.8695652173913043,26.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,16.0,19.0,3,13.0,3,5,1.0,0,100.0,72.2,53,78,0,1,4.0,37.0,0.0,20180915144924.0,21074.0
42,,-26.5,0.8695652173913043,26.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,16.0,19.0,3,13.0,3,5,1.0,0,100.0,72.2,53,78,0,1,4.0,37.0,0.0,20180915144940.0,11086.0
43,,-25.5,0.7692307692307693,25.5,0.9090909090909091,148.5,0.8,148.5,0.8695652173913043,2.0,1:1,,6.0,9.0,16.0,19.0,3,13.0,3,5,2.0,0,100.0,72.2,53,78,0,1,4.0,37.0,0.0,20180915144941.0,21078.0
44,,-26.5,0.8695652173913043,26.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,1:1,,6.0,9.0,16.0,19.0,3,13.0,3,5,2.0,0,100.0,68.4,53,78,0,1,4.0,37.0,1.0,20180915144957.0,21080.0
45,,-25.5,0.8695652173913043,25.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,16.0,19.0,3,13.0,3,5,2.0,0,100.0,68.4,53,78,0,1,4.0,37.0,1.0,20180915145000.0,11077.0
46,,-25.5,0.8695652173913043,25.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,16.0,19.0,3,13.0,3,5,2.0,0,100.0,68.4,53,78,0,1,4.0,28.0,1.0,20180915145008.0,11077.0
47,,-23.5,0.8695652173913043,23.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,17.0,19.0,3,13.0,3,5,2.0,0,100.0,68.4,55,78,0,1,4.0,22.0,1.0,20180915145014.0,11074.0
48,,-24.5,0.8695652173913043,24.5,0.8,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,17.0,19.0,3,13.0,3,5,2.0,0,100.0,68.4,55,78,0,1,4.0,15.0,1.0,20180915145021.0,21077.0
49,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,17.0,19.0,3,13.0,3,5,2.0,0,100.0,68.4,55,78,0,1,4.0,6.0,1.0,20180915145030.0,21077.0
50,,-26.5,0.9090909090909091,26.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,17.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,55,80,0,1,4.0,6.0,1.0,20180915145030.0,21074.0
51,,-25.5,0.9090909090909091,25.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,17.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,55,80,0,1,4.0,2.0,1.0,20180915145035.0,11077.0
52,,-25.5,0.9090909090909091,25.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,17.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,55,80,0,1,3.0,56.0,0.0,20180915145040.0,11077.0
53,,-25.5,0.9090909090909091,25.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,17.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,55,80,0,1,3.0,56.0,1.0,20180915145117.0,11077.0
54,,-25.5,0.9090909090909091,25.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,17.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,55,80,0,1,3.0,47.0,1.0,20180915145125.0,11077.0
55,,-23.5,0.9090909090909091,23.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,57,80,0,1,3.0,47.0,1.0,20180915145126.0,11074.0
56,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,57,80,0,1,3.0,43.0,1.0,20180915145130.0,21077.0
57,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,57,80,0,1,3.0,34.0,1.0,20180915145138.0,21077.0
58,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,57,80,0,1,3.0,26.0,1.0,20180915145146.0,21077.0
59,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,57,80,0,1,3.0,26.0,0.0,20180915145147.0,21077.0
60,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,2.0,0,100.0,68.4,57,80,0,1,3.0,26.0,0.0,20180915145154.0,21077.0
61,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,57,80,0,1,3.0,26.0,0.0,20180915145158.0,21077.0
62,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,57,80,0,1,3.0,26.0,1.0,20180915145202.0,21077.0
63,,-24.5,0.9090909090909091,24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,57,80,0,1,3.0,26.0,1.0,20180915145202.0,21077.0
64,,-22.5,0.8333333333333334,22.5,0.8333333333333334,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,57,80,0,1,3.0,13.0,1.0,20180915145215.0,21077.0
65,,-22.5,0.8333333333333334,22.5,0.8333333333333334,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,18.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,57,80,0,1,3.0,4.0,1.0,20180915145223.0,21077.0
66,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,59.0,1.0,20180915145229.0,11074.0
67,,-21.5,0.0,21.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,53.0,1.0,20180915145234.0,21077.0
68,,-21.5,0.0,21.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,44.0,1.0,20180915145243.0,21077.0
69,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,42.0,1.0,20180915145246.0,11077.0
70,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,33.0,1.0,20180915145254.0,11077.0
71,,-21.5,0.0,21.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,29.0,1.0,20180915145259.0,21077.0
72,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,22.0,1.0,20180915145306.0,11077.0
73,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,13.0,1.0,20180915145314.0,11077.0
74,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,6.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,59,80,0,1,2.0,5.0,1.0,20180915145322.0,11077.0
75,,-17.5,0.8333333333333334,17.5,0.8333333333333334,148.5,0.8,148.5,0.8695652173913043,2.0,,,7.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,62,80,0,1,2.0,4.0,1.0,20180915145324.0,11075.0
76,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,7.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,62,80,0,1,1.0,56.0,1.0,20180915145332.0,21077.0
77,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,7.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,62,80,0,1,1.0,55.0,0.0,20180915145332.0,21077.0
78,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,,7.0,9.0,19.0,20.0,3,13.0,3,5,3.0,0,100.0,68.4,62,80,0,1,1.0,55.0,0.0,20180915145334.0,11086.0
79,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,20.0,3,13.0,3,5,4.0,0,100.0,68.4,62,80,0,1,1.0,55.0,0.0,20180915145340.0,11086.0
80,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,20.0,3,13.0,3,5,4.0,0,100.0,68.4,62,80,0,1,1.0,55.0,1.0,20180915145347.0,21077.0
81,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,20.0,3,13.0,3,5,4.0,0,100.0,68.4,62,80,0,1,1.0,46.0,1.0,20180915145355.0,21077.0
82,,-17.5,0.0,17.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,20.0,3,13.0,3,5,4.0,0,100.0,68.4,62,80,0,1,1.0,41.0,1.0,20180915145402.0,11077.0
83,,-17.5,0.0,17.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,20.0,3,13.0,3,5,4.0,0,100.0,68.4,62,80,0,1,1.0,32.0,1.0,20180915145410.0,11077.0
84,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,20.0,3,13.0,3,5,4.0,0,100.0,68.4,62,80,0,1,1.0,26.0,1.0,20180915145417.0,21077.0
85,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,62,82,0,1,1.0,21.0,1.0,20180915145421.0,21074.0
86,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,62,82,0,1,1.0,12.0,1.0,20180915145429.0,21074.0
87,,-19.5,0.0,19.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,62,82,0,1,1.0,12.0,1.0,20180915145431.0,11077.0
88,,-19.5,0.0,19.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,19.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,62,82,0,1,1.0,13.0,1.0,20180915145432.0,11077.0
89,,-17.5,0.0,17.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,20.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,64,82,0,1,1.0,5.0,1.0,20180915145439.0,11074.0
90,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,20.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,64,82,0,1,1.0,57.0,1.0,20180915145439.0,21077.0
91,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,20.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,64,82,0,1,1.0,58.0,1.0,20180915145448.0,21077.0
92,,-18.5,0.0,18.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,9.0,20.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,64,82,0,1,1.0,49.0,1.0,20180915145456.0,21077.0
93,,-21.5,0.0,21.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,10.0,20.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,64,85,0,1,1.0,44.0,1.0,20180915145501.0,21075.0
94,,-21.5,0.0,21.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,10.0,20.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,64,85,0,1,1.0,44.0,0.0,20180915145502.0,21075.0
95,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,10.0,20.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,64,85,0,1,1.0,44.0,1.0,20180915145511.0,11077.0
96,,-20.5,0.0,20.5,0.0,148.5,0.8,148.5,0.8695652173913043,2.0,,1.0,7.0,10.0,20.0,21.0,3,13.0,3,5,4.0,0,100.0,68.4,64,85,0,1,1.0,35.0,1.0,20180915145519.0,11077.0
