,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第3节,1.5,0.71,-1.5,1.0,146.5,0.83,146.5,0.83,,,,,4.0,3.0,11.0,9.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,36.0,0.0,1,9.0,21.0,0,,11077,0.83,0.83,
1,,,,第3节,1.5,1.0,1.5,0.71,146.5,0.83,146.5,0.83,1.5,,,,4.0,3.0,11.0,9.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,36.0,0.0,1,9.0,21.0,0,,21077.0,0.83,0.83,
2,,,,第3节,-1.5,1.0,1.5,0.71,146.5,0.83,145.5,0.83,-1.5,,,,4.0,3.0,11.0,9.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,36.0,0.0,1,9.0,21.0,0,,21077.0,0.83,0.83,
3,,,,第3节,-1.5,1.0,1.5,0.71,146.5,0.83,145.5,0.83,145.5,,,,4.0,3.0,11.0,9.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,36.0,0.0,1,9.0,5.0,0,,21077.0,0.83,0.83,
4,,,,第3节,-1.5,1.0,1.5,0.71,145.5,0.83,145.5,0.83,145.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,9.0,5.0,0,,21074.0,0.83,0.83,"0.12,0.72"
5,,,,第3节,-1.5,0.83,1.5,0.83,146.5,0.83,146.5,0.83,146.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,9.0,5.0,0,,11077.0,0.83,0.83,
6,,,,第3节,-1.5,0.83,1.5,0.83,146.5,0.83,146.5,0.83,146.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,40.0,0,,11077.0,0.83,0.83,
7,,,,第3节,-1.5,0.83,1.5,0.83,146.5,0.83,146.5,0.83,146.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,40.0,0,,11077.0,0.66,1.1,
8,,,,第3节,-1.5,0.83,1.5,0.83,146.5,0.83,146.5,0.83,146.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,39.0,0,,11077.0,0.66,1.1,
9,,,,第3节,-1.5,0.83,1.5,0.83,145.5,0.83,145.5,0.83,145.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,39.0,0,,11077.0,0.66,1.1,
10,,,,第3节,-1.5,0.83,1.5,0.83,145.5,0.83,145.5,0.83,145.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,34.0,0,,11077.0,0.66,1.1,
11,,,,第3节,-1.5,0.83,1.5,0.83,145.5,0.83,145.5,0.83,145.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,34.0,0,,11095.0,0.66,1.1,"0.94,0.63"
12,,,,第3节,-1.5,0.87,2.5,0.8,145.5,0.83,145.5,0.83,2.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,34.0,0,,21077.0,0.66,1.1,
13,,,,第3节,-2.5,0.87,2.5,0.8,145.5,0.83,144.5,0.83,-2.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,34.0,0,,21077.0,0.66,1.1,
14,,,,第3节,-2.5,0.87,2.5,0.8,144.5,0.83,144.5,0.83,144.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,34.0,0,,21077.0,0.66,1.1,
15,,,,第3节,-2.5,0.87,2.5,0.8,144.5,0.83,144.5,0.83,144.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,24.0,0,,21077.0,0.63,1.2,
16,,,,第3节,-2.5,0.87,2.5,0.8,144.5,0.83,144.5,0.83,144.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,24.0,0,,11077.0,0.63,1.2,
17,,,,第3节,-2.5,0.87,2.5,0.8,144.5,0.83,144.5,0.83,144.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,16.0,0,,11077.0,0.63,1.2,
18,,,,第3节,-2.5,0.83,1.5,0.83,144.5,0.83,144.5,0.83,1.5,,,,4.0,3.0,11.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,38.0,0.0,1,8.0,16.0,0,,11077.0,0.63,1.2,
19,,,,第3节,-1.5,0.83,1.5,0.83,144.5,0.83,144.5,0.83,-1.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,40.0,38.0,0.0,1,8.0,16.0,0,,11074.0,0.66,1.1,"0.89,0.65"
20,,,,第3节,-1.5,0.83,1.5,0.83,144.5,0.83,144.5,0.83,-1.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,8.0,16.0,0,,21077.0,0.66,1.1,
21,,,,第3节,-1.5,1.0,1.5,0.71,146.5,0.83,146.5,0.83,146.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,8.0,16.0,0,,21077.0,0.66,1.1,
22,,,,第3节,-1.5,1.0,1.5,0.71,146.5,0.83,146.5,0.83,146.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,8.0,9.0,0,,21077.0,0.83,0.83,
23,,,,第3节,-1.5,1.0,1.5,0.71,146.5,0.83,146.5,0.83,146.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,8.0,9.0,0,,21094.0,0.83,0.83,"0.34,0.80"
24,,,,第3节,-1.5,1.0,1.5,0.71,146.5,0.83,146.5,0.83,146.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,53.0,0,,11077.0,0.83,0.83,
25,,,,第3节,-1.5,0.8,-1.5,0.87,146.5,0.83,146.5,0.83,-1.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,53.0,0,,11077.0,0.83,0.83,
26,,,,第3节,1.5,0.8,-1.5,0.87,146.5,0.83,144.5,0.83,1.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,53.0,0,,11077.0,0.83,0.83,
27,,,,第3节,1.5,0.8,-1.5,0.87,144.5,0.83,144.5,0.83,144.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,53.0,0,,11077.0,0.83,0.83,
28,,,,第3节,1.5,0.8,-1.5,0.87,144.5,0.83,144.5,0.83,144.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,41.0,0,,11077.0,0.91,0.77,
29,,,,第3节,1.5,0.8,-1.5,0.87,144.5,0.83,144.5,0.83,144.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,41.0,0,,11094.0,0.91,0.77,"0.61,0.17"
30,,,,第3节,1.5,1.0,1.5,0.71,144.5,0.83,144.5,0.83,1.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,41.0,0,,21077.0,0.91,0.77,
31,,,,第3节,-1.5,1.0,1.5,0.71,144.5,0.83,144.5,0.83,-1.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,41.0,0,,21095.0,0.83,0.83,"0.07,0.60"
32,,,,第3节,-1.5,0.8,-1.5,0.87,144.5,0.83,144.5,0.83,-1.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,41.0,0,,11077.0,0.83,0.83,
33,,,,第3节,1.5,0.8,-1.5,0.87,144.5,0.83,142.5,0.83,1.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,41.0,0,,11077.0,0.83,0.83,
34,,,,第3节,1.5,0.8,-1.5,0.87,142.5,0.83,142.5,0.83,142.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,41.0,0,,11077.0,0.83,0.83,
35,,,,第3节,1.5,0.8,-1.5,0.87,142.5,0.83,142.5,0.83,142.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,20.0,0,,11077.0,0.91,0.77,
36,,,,第3节,1.5,0.8,-1.5,0.87,142.5,0.83,142.5,0.83,142.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,20.0,0,,11077.0,0.91,0.77,
37,,,,第3节,1.5,0.8,-1.5,0.87,142.5,0.83,142.5,0.83,142.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,16.0,0,,11077.0,0.91,0.77,
38,,,,第3节,1.5,0.8,-1.5,0.87,142.5,0.83,142.5,0.83,142.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,16.0,0,,11077.0,0.91,0.77,
39,,,,第3节,1.5,0.8,-1.5,0.87,142.5,0.83,142.5,0.83,142.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,0.0,100.0,75.0,38.0,40.0,0.0,1,7.0,17.0,0,,11077.0,0.91,0.77,
40,,,,第3节,1.5,0.8,-1.5,0.87,142.5,0.83,142.5,0.83,142.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,1.0,100.0,75.0,38.0,40.0,0.0,1,7.0,17.0,0,,21086.0,0.91,0.77,
41,,,,第3节,1.5,0.87,-2.5,0.8,142.5,0.83,142.5,0.83,-2.5,,,,4.0,3.0,12.0,10.0,4.0,9.0,5.0,5.0,0.0,1.0,100.0,75.0,38.0,40.0,0.0,1,7.0,17.0,0,,11077.0,0.91,0.77,
