,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
10,4.0,26.5,0.0,-26.5,0.0,5.0,^,,,6,5,28.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,93,66,0,1,2.0,24.0,1.0,20181012203359.0,11074^21077
11,4.0,26.5,0.0,-26.5,0.0,5.0,,,,6,5,28.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,93,66,0,1,2.0,15.0,1.0,20181012203408.0,21077.0
12,4.0,26.5,0.0,-26.5,0.0,4.0,,,,6,5,28.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,93,66,0,1,2.0,7.0,1.0,20181012203416.0,21077.0
13,4.0,26.5,0.0,-26.5,0.0,1.0,,,,6,5,28.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,93,66,0,1,1.0,58.0,1.0,20181012203425.0,21077.0
14,4.0,24.5,0.0,-24.5,0.0,1.0,,,,6,5,28.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,93,69,0,1,1.0,53.0,1.0,20181012203430.0,21077.0
15,4.0,24.5,0.0,-24.5,0.0,1.0,,,6.0,6,5,18.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,93,69,0,1,1.0,53.0,1.0,20181012203430.0,11077.0
16,4.0,24.5,0.0,-24.5,0.0,1.0,,,6.0,6,5,18.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,93,69,0,1,1.0,44.0,1.0,20181012203439.0,11077.0
17,4.0,24.5,0.0,-24.5,0.0,1.0,,,6.0,6,5,18.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,93,69,0,1,1.0,36.0,1.0,20181012203447.0,11077.0
18,4.0,25.5,0.0,-25.5,0.0,1.0,^,,6.0,6,5,29.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,95,69,0,1,1.0,29.0,1.0,20181012203454.0,11074^21077
19,4.0,25.5,0.0,-25.5,0.0,1.0,,,6.0,6,5,29.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,95,69,0,1,1.0,20.0,1.0,20181012203503.0,21077.0
20,4.0,25.5,0.0,-25.5,0.0,1.0,,,6.0,6,5,29.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,95,69,0,1,1.0,12.0,1.0,20181012203511.0,21077.0
21,4.0,25.5,0.0,-25.5,0.0,1.0,,,6.0,6,5,29.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,95,69,0,1,1.0,9.0,0.0,20181012203514.0,21077.0
22,4.0,25.5,0.0,-25.5,0.0,1.0,,,6.0,6,5,29.0,27,19,15.0,19,14,2,2,3.0,2,4,75.0,82.6,77.8,95,69,0,1,1.0,8.0,0.0,20181012203516.0,21077.0
23,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,15.0,19,14,2,2,4.0,2,4,75.0,82.6,77.8,95,69,0,1,1.0,8.0,0.0,20181012203519.0,11086.0
24,4.0,25.5,0.0,-25.5,0.0,1.0,1:2,1.0,6.0,6,5,29.0,27,19,15.0,19,14,2,2,4.0,2,4,75.0,82.6,77.8,95,69,0,1,1.0,8.0,0.0,20181012203534.0,21078.0
25,4.0,24.5,0.0,-24.5,0.0,1.0,1:2^2:2,1.0,6.0,6,5,29.0,27,19,16.0,19,14,2,2,4.0,2,4,76.2,82.6,77.8,95,70,0,1,1.0,8.0,0.0,20181012203549.0,21079^21078
26,4.0,25.5,0.0,-25.5,0.0,1.0,2:2^,1.0,6.0,6,5,29.0,27,19,16.0,19,14,2,2,4.0,2,4,72.7,82.6,77.8,95,70,0,1,1.0,8.0,1.0,20181012203601.0,21080^11077
27,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,16.0,19,14,2,2,4.0,2,4,72.7,82.6,77.8,95,70,0,1,1.0,8.0,1.0,20181012203601.0,1077.0
28,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,16.0,19,14,2,2,4.0,2,4,72.7,82.6,77.8,95,70,0,1,1.0,4.0,1.0,20181012203610.0,1077.0
29,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,16.0,19,14,2,2,4.0,2,4,72.7,82.6,77.8,95,70,0,1,0.0,55.0,1.0,20181012203618.0,1077.0
30,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,16.0,19,14,2,2,4.0,2,4,72.7,82.6,77.8,95,70,0,1,0.0,54.0,0.0,20181012203621.0,1077.0
31,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,16.0,19,14,2,2,4.0,2,4,72.7,82.6,77.8,95,70,0,1,0.0,53.0,0.0,20181012203624.0,1077.0
32,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,16.0,19,14,2,2,5.0,2,4,72.7,82.6,77.8,95,70,0,1,0.0,53.0,0.0,20181012203626.0,21086.0
33,4.0,26.5,0.0,-26.5,0.0,1.0,1:2,1.0,6.0,6,5,29.0,27,19,20.0,19,14,2,2,5.0,2,4,83.3,82.6,77.8,95,70,0,1,0.0,53.0,0.0,20181012203626.0,11078.0
34,4.0,26.5,0.0,-26.5,0.0,1.0,2:2^,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,53.0,0.0,20181012203658.0,11079^21077
35,4.0,26.5,0.0,-26.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,53.0,0.0,20181012203659.0,21077.0
36,4.0,26.5,0.0,-26.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,53.0,0.0,20181012203702.0,21077.0
37,4.0,26.5,0.0,-26.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,53.0,1.0,20181012203702.0,21077.0
38,4.0,27.5,0.0,-27.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,46.0,1.0,20181012203710.0,11077.0
39,4.0,26.5,0.0,-26.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,40.0,1.0,20181012203716.0,21077.0
40,4.0,26.5,0.0,-26.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,31.0,1.0,20181012203724.0,21077.0
41,4.0,26.5,0.0,-26.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,23.0,1.0,20181012203732.0,21077.0
42,4.0,26.5,0.0,-26.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,20.0,0.0,20181012203735.0,21077.0
43,4.0,26.5,0.0,-26.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,20.0,0.0,20181012203738.0,21077.0
44,4.0,26.5,0.0,-26.5,0.0,1.0,1:2,1.0,6.0,6,5,29.0,27,19,21.0,19,14,2,2,5.0,2,4,84.0,82.6,77.8,97,70,0,1,0.0,20.0,0.0,20181012203738.0,11086.0
45,4.0,25.5,0.0,-25.5,0.0,1.0,1:2^2:2,1.0,6.0,6,5,29.0,27,19,17.0,19,14,2,2,5.0,2,4,73.9,82.6,77.8,97,71,0,1,0.0,20.0,0.0,20181012203802.0,21079^21078
46,4.0,25.5,0.0,-25.5,0.0,1.0,2:2^,1.0,6.0,6,5,29.0,27,19,18.0,19,14,2,2,5.0,2,4,75.0,82.6,77.8,97,72,0,1,0.0,20.0,0.0,20181012203816.0,21079^11077
47,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,18.0,19,14,2,2,5.0,2,4,75.0,82.6,77.8,97,72,0,1,0.0,20.0,0.0,20181012203819.0,11077.0
48,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,18.0,19,14,2,2,5.0,2,4,75.0,82.6,77.8,97,72,0,1,0.0,20.0,1.0,20181012203819.0,11077.0
49,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,18.0,19,14,2,2,5.0,2,4,75.0,82.6,77.8,97,72,0,1,0.0,11.0,1.0,20181012203828.0,11077.0
50,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,18.0,19,14,2,2,5.0,2,4,75.0,82.6,77.8,97,72,0,1,0.0,3.0,1.0,20181012203836.0,11077.0
51,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,18.0,19,14,2,2,5.0,2,4,75.0,82.6,77.8,97,72,0,1,0.0,0.0,0.0,20181012203840.0,11077.0
52,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,18.0,19,14,2,2,5.0,2,4,75.0,82.6,77.8,97,72,0,1,0.0,0.0,0.0,20181012203848.0,11077.0
53,4.0,25.5,0.0,-25.5,0.0,1.0,,1.0,6.0,6,5,29.0,27,19,18.0,19,14,2,2,5.0,2,4,75.0,82.6,77.8,97,72,0,1,0.0,0.0,0.0,20181012203848.0,1084.0
