,AM,AS,CB,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,LM,MD,MS,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,VI,WA_ODD,WH_ODD
29,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,,31.0,,,,,,3.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,43.0,0.0,20181028143453.0,21077.0,,4.75,0.11764705882352941
30,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,,31.0,,,^,,,3.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,2.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,43.0,0.0,20181028143456.0,11086^21077,,4.75,0.11764705882352941
31,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,164.5,0.8695652173913043,164.5,0.8,,31.0,,,1:2,,,3.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,43.0,0.0,20181028143456.0,21078.0,,4.75,0.11764705882352941
32,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,164.5,0.8695652173913043,164.5,0.8,,31.0,,,1:2,,,3.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,43.0,1.0,20181028143456.0,21078.0,,4.75,0.11764705882352941
33,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,164.5,0.8695652173913043,164.5,0.8,,31.0,,,1:2,,,3.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,43.0,0.0,20181028143533.0,21078.0,,4.75,0.11764705882352941
34,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,164.5,0.8695652173913043,164.5,0.8,,31.0,,,1:2,,,3.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,43.0,1.0,20181028143534.0,21078.0,,4.75,0.11764705882352941
35,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,165.5,0.8695652173913043,165.5,0.8,,31.0,,,1:2,,,3.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,34.0,1.0,20181028143542.0,21078.0,,4.75,0.11764705882352941
36,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,168.5,0.8695652173913043,168.5,0.8,,29.0,,,^,,,4.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,16.0,13.0,0,1,5.0,28.0,1.0,20181028143549.0,11075^21077,,5.25,0.10526315789473684
37,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,16.0,13.0,0,1,5.0,19.0,1.0,20181028143557.0,21077.0,,5.25,0.10526315789473684
38,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,167.5,0.8333333333333334,167.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,16.0,13.0,0,1,5.0,11.0,1.0,20181028143606.0,21077.0,,5.25,0.10526315789473684
39,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,169.5,0.8333333333333334,169.5,0.8333333333333334,,29.0,,,^,,,4.0,2.0,2.0,3.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,16.0,15.0,0,1,5.0,5.0,1.0,20181028143612.0,21074^11077,,5.0,0.1111111111111111
40,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,168.5,0.8695652173913043,168.5,0.8,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,16.0,15.0,0,1,4.0,56.0,1.0,20181028143621.0,11077.0,,5.0,0.1111111111111111
41,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,5.0,5.0,2.0,0.0,0.0,100.0,16.0,15.0,0,1,4.0,52.0,0.0,20181028143624.0,11077.0,,5.0,0.1111111111111111
42,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,^,,,4.0,2.0,2.0,3.0,0.0,2.0,5.0,5.0,2.0,1.0,0.0,100.0,16.0,15.0,0,1,4.0,52.0,0.0,20181028143627.0,21086^11077,,5.0,0.1111111111111111
43,44.0,5.0,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,15.0,0,1,4.0,52.0,0.0,20181028143634.0,11081.0,,5.0,0.1111111111111111
44,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,15.0,0,1,4.0,52.0,0.0,20181028143824.0,11077.0,,5.0,0.1111111111111111
45,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,15.0,0,1,4.0,52.0,1.0,20181028143824.0,11077.0,,5.0,0.1111111111111111
46,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,15.0,0,1,4.0,48.0,1.0,20181028143828.0,11095.0,,5.0,0.1111111111111111
47,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,15.0,0,1,4.0,48.0,1.0,20181028143829.0,11077.0,,5.0,0.1111111111111111
48,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,168.5,0.8333333333333334,168.5,0.8333333333333334,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,15.0,0,1,4.0,48.0,1.0,20181028143834.0,21077.0,,4.75,0.11764705882352941
49,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,168.5,0.8,168.5,0.8695652173913043,,29.0,,,,,,4.0,2.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,15.0,0,1,4.0,34.0,1.0,20181028143842.0,21077.0,,4.75,0.11764705882352941
50,,,,,,1.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,170.5,0.8333333333333334,170.5,0.8333333333333334,,29.0,,,,,,4.0,3.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,18.0,0,1,4.0,34.0,1.0,20181028143842.0,11077.0,,4.25,0.13333333333333333
51,,,,,,1.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,170.5,0.8333333333333334,170.5,0.8333333333333334,,29.0,,,,,,4.0,3.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,18.0,0,1,4.0,25.0,1.0,20181028143851.0,11077.0,,4.25,0.13333333333333333
52,,,,,,1.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,169.5,0.8333333333333334,169.5,0.8333333333333334,,29.0,,,,,,4.0,3.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,18.0,0,1,4.0,17.0,1.0,20181028143859.0,11077.0,,4.25,0.13333333333333333
53,,,,,,1.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,168.5,0.8695652173913043,168.5,0.8,,29.0,,,,,,4.0,3.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,1.0,0.0,100.0,16.0,18.0,0,1,4.0,10.0,0.0,20181028143906.0,11077.0,,4.25,0.13333333333333333
54,,,,,,1.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,168.5,0.8695652173913043,168.5,0.8,,29.0,,,^,,,4.0,3.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,2.0,0.0,100.0,16.0,18.0,0,1,4.0,10.0,0.0,20181028143908.0,21086^11077,,4.25,0.13333333333333333
55,,,,,,1.0,11.5,0.8,-11.5,0.8695652173913043,169.5,0.8695652173913043,169.5,0.8,,29.0,,,1:2,,,4.0,3.0,2.0,3.0,0.0,2.0,4.0,5.0,2.0,2.0,0.0,100.0,16.0,18.0,0,1,4.0,10.0,0.0,20181028143909.0,11078.0,,4.75,0.11764705882352941
56,,,,,,1.0,11.5,0.8,-11.5,0.8695652173913043,170.5,0.8333333333333334,170.5,0.8333333333333334,,29.0,,,1:2^2:2,,,4.0,3.0,2.0,3.0,1.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,17.0,18.0,0,1,4.0,10.0,0.0,20181028143929.0,11079^11078,,4.5,0.125
57,,,,,1.0,1.0,11.5,0.8,-11.5,0.8695652173913043,171.5,0.8333333333333334,171.5,0.8333333333333334,1.0,29.0,,0.0,2:2^,,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,18.0,18.0,0,1,4.0,10.0,0.0,20181028143942.0,11079^21077,0.0,4.5,0.125
58,,,,,1.0,1.0,11.5,0.8,-11.5,0.8695652173913043,171.5,0.8333333333333334,171.5,0.8333333333333334,1.0,29.0,,0.0,2:2^,,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,18.0,18.0,0,1,4.0,10.0,0.0,20181028143942.0,11079^21077,0.0,4.5,0.125
59,,,,,1.0,1.0,11.5,0.8,-11.5,0.8695652173913043,171.5,0.8333333333333334,171.5,0.8333333333333334,1.0,29.0,,0.0,2:2^,,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,18.0,18.0,0,1,4.0,10.0,1.0,20181028143944.0,11079^21077,0.0,4.5,0.125
60,,,,,1.0,1.0,11.5,0.8,-11.5,0.8695652173913043,170.5,0.8333333333333334,170.5,0.8333333333333334,1.0,29.0,,0.0,2:2^,,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,18.0,18.0,0,1,4.0,1.0,1.0,20181028143953.0,11079^21077,0.0,4.5,0.125
61,,,,,1.0,1.0,11.5,0.8,-11.5,0.8695652173913043,170.5,0.8,170.5,0.8695652173913043,1.0,29.0,,0.0,2:2^,,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,18.0,18.0,0,1,3.0,53.0,1.0,20181028144001.0,11079^21077,0.0,4.5,0.125
62,,,,,1.0,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,170.5,0.8,170.5,0.8695652173913043,1.0,29.0,,0.0,2:2^,,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,18.0,18.0,0,1,3.0,53.0,1.0,20181028144001.0,11077.0,0.0,4.75,0.11764705882352941
63,,,,,1.0,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,170.5,0.8333333333333334,170.5,0.8333333333333334,1.0,29.0,,0.0,2:2^,,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,18.0,18.0,0,1,3.0,43.0,1.0,20181028144011.0,11077.0,0.0,4.75,0.11764705882352941
64,,,TRUMUSVI,,1.0,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,170.5,0.8,170.5,0.8695652173913043,1.0,29.0,,10540588.0,2:2^,,1.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,18.0,18.0,0,1,3.0,40.0,1.0,20181028144014.0,11077.0,0.0,4.75,0.11764705882352941
65,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,170.5,0.8,170.5,0.8695652173913043,1.0,29.0,,10540588.0,,,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,20.0,18.0,0,1,3.0,39.0,1.0,20181028144015.0,21077.0,0.0,4.75,0.11764705882352941
66,,,TRUMUSVI,,1.0,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,170.5,0.8,170.5,0.8695652173913043,1.0,29.0,,10540588.0,,,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,20.0,18.0,0,1,3.0,30.0,1.0,20181028144024.0,21077.0,0.0,4.75,0.11764705882352941
67,,,TRUMUSVI,,1.0,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,169.5,0.8695652173913043,169.5,0.8,1.0,29.0,,10540588.0,,,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,20.0,18.0,0,1,3.0,21.0,1.0,20181028144033.0,21077.0,1.0,4.75,0.11764705882352941
68,,,TRUMUSVI,,1.0,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,169.5,0.8695652173913043,169.5,0.8,1.0,29.0,,10540588.0,,,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,20.0,18.0,0,1,3.0,18.0,1.0,20181028144036.0,11077.0,1.0,4.75,0.11764705882352941
69,,,TRUMUSVI,,1.0,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,169.5,0.8,169.5,0.8695652173913043,1.0,29.0,,10540588.0,,,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,20.0,18.0,0,1,3.0,12.0,0.0,20181028144042.0,11077.0,1.0,5.0,0.1111111111111111
70,,,TRUMUSVI,,1.0,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,171.5,0.8333333333333334,171.5,0.8333333333333334,1.0,28.0,,10540588.0,^,,1.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,100.0,100.0,22.0,18.0,0,1,3.0,12.0,0.0,20181028144045.0,11074^21077,1.0,5.5,0.1
71,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,171.5,0.8333333333333334,171.5,0.8333333333333334,1.0,28.0,,10540588.0,^,,1.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,22.0,18.0,0,1,3.0,12.0,0.0,20181028144046.0,21086^11077,1.0,5.5,0.1
72,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,172.5,0.8,172.5,0.8695652173913043,1.0,28.0,,10540588.0,1:1,,1.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,22.0,18.0,0,1,3.0,12.0,0.0,20181028144047.0,11078.0,1.0,5.75,0.09090909090909091
73,,,TRUMUSVI,,1.0,1.0,13.5,0.8,-13.5,0.8695652173913043,172.5,0.8333333333333334,172.5,0.8333333333333334,1.0,28.0,,10540588.0,1:1^,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,3.0,12.0,0.0,20181028144117.0,11079^21077,1.0,5.75,0.09090909090909091
74,,,TRUMUSVI,,1.0,1.0,13.5,0.8,-13.5,0.8695652173913043,172.5,0.8333333333333334,172.5,0.8333333333333334,1.0,28.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,3.0,12.0,1.0,20181028144117.0,21077.0,1.0,5.75,0.09090909090909091
75,,,TRUMUSVI,,1.0,1.0,13.5,0.8,-13.5,0.8695652173913043,172.5,0.8333333333333334,172.5,0.8333333333333334,1.0,28.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,3.0,11.0,0.0,20181028144117.0,21077.0,1.0,5.75,0.09090909090909091
76,,,TRUMUSVI,,1.0,1.0,13.5,0.8,-13.5,0.8695652173913043,172.5,0.8333333333333334,172.5,0.8333333333333334,1.0,28.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,3.0,11.0,1.0,20181028144130.0,21077.0,1.0,5.75,0.09090909090909091
77,,,TRUMUSVI,,1.0,1.0,13.5,0.8,-13.5,0.8695652173913043,172.5,0.8,172.5,0.8695652173913043,1.0,28.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,3.0,2.0,1.0,20181028144138.0,21077.0,1.0,5.5,0.1
78,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,171.5,0.8333333333333334,171.5,0.8333333333333334,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,2.0,54.0,1.0,20181028144147.0,21077.0,1.0,5.5,0.1
79,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,171.5,0.8333333333333334,171.5,0.8333333333333334,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,2.0,54.0,1.0,20181028144147.0,21095.0,1.0,5.5,0.1
80,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,170.5,0.8333333333333334,170.5,0.8333333333333334,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,2.0,45.0,1.0,20181028144156.0,21095.0,1.0,5.5,0.1
81,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,170.5,0.8,170.5,0.8695652173913043,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,2.0,39.0,1.0,20181028144202.0,11095.0,1.0,5.5,0.1
82,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,169.5,0.8333333333333334,169.5,0.8333333333333334,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,18.0,0,1,2.0,35.0,0.0,20181028144206.0,21077.0,1.0,5.5,0.1
83,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,169.5,0.8333333333333334,169.5,0.8333333333333334,1.0,26.0,,10540588.0,^,,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,100.0,100.0,23.0,20.0,0,1,2.0,35.0,0.0,20181028144209.0,21074^11077,1.0,5.5,0.1
84,,,TRUMUSVI,,1.0,1.0,12.5,0.8,-12.5,0.8695652173913043,169.5,0.8333333333333334,169.5,0.8333333333333334,1.0,26.0,,10540588.0,^,,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,100.0,100.0,23.0,20.0,0,1,2.0,35.0,0.0,20181028144210.0,11086^21077,1.0,5.0,0.1111111111111111
85,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,169.5,0.8695652173913043,169.5,0.8,1.0,26.0,,10540588.0,1:1,,1.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,100.0,100.0,23.0,20.0,0,1,2.0,35.0,0.0,20181028144211.0,21078.0,1.0,5.0,0.1111111111111111
86,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,1.0,26.0,,10540588.0,1:1^,,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,100.0,100.0,23.0,21.0,0,1,2.0,35.0,0.0,20181028144241.0,21079^11077,1.0,5.0,0.1111111111111111
87,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,100.0,100.0,23.0,21.0,0,1,2.0,35.0,1.0,20181028144241.0,11077.0,1.0,5.0,0.1111111111111111
88,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,100.0,100.0,23.0,21.0,0,1,2.0,34.0,0.0,20181028144241.0,11077.0,1.0,5.0,0.1111111111111111
89,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,173.5,0.8333333333333334,173.5,0.8333333333333334,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,100.0,100.0,23.0,21.0,0,1,2.0,34.0,1.0,20181028144245.0,11077.0,1.0,5.0,0.1111111111111111
90,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,172.5,0.8695652173913043,172.5,0.8,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,100.0,100.0,23.0,21.0,0,1,2.0,25.0,1.0,20181028144253.0,11077.0,1.0,5.0,0.1111111111111111
91,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,1.0,26.0,,10540588.0,,,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,100.0,100.0,23.0,21.0,0,1,2.0,22.0,0.0,20181028144257.0,11077.0,1.0,5.0,0.1111111111111111
92,,,TRUMUSVI,,1.0,1.0,11.5,0.8695652173913043,-11.5,0.8,172.5,0.8333333333333334,172.5,0.8333333333333334,1.0,26.0,,10540588.0,^,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,23.0,21.0,0,1,2.0,22.0,0.0,20181028144300.0,21086^11077,1.0,5.0,0.1111111111111111
93,,,TRUMUSVI,,1.0,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,174.5,0.8333333333333334,174.5,0.8333333333333334,1.0,26.0,,10540588.0,1:3,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,23.0,21.0,0,1,2.0,22.0,0.0,20181028144303.0,11078.0,1.0,5.75,0.09090909090909091
94,,,TRUMUSVI,,1.0,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,174.5,0.8333333333333334,174.5,0.8333333333333334,1.0,26.0,,10540588.0,1:3^2:3,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,24.0,21.0,0,1,2.0,22.0,0.0,20181028144319.0,11079^11078,1.0,5.75,0.09090909090909091
95,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,1.0,26.0,,10540588.0,2:3^3:3,1.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,25.0,21.0,0,1,2.0,22.0,0.0,20181028144333.0,11079^11078,1.0,5.75,0.09090909090909091
96,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,176.5,0.8333333333333334,176.5,0.8333333333333334,1.0,25.0,,10540588.0,3:3^,1.0,1.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,26.0,21.0,0,1,2.0,22.0,0.0,20181028144346.0,11079^21077,1.0,5.5,0.1
97,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,176.5,0.8333333333333334,176.5,0.8333333333333334,1.0,25.0,,10540588.0,,1.0,1.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,26.0,21.0,0,1,2.0,22.0,1.0,20181028144349.0,21077.0,1.0,5.5,0.1
98,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,1.0,25.0,,10540588.0,,1.0,1.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,26.0,21.0,0,1,2.0,13.0,1.0,20181028144358.0,21077.0,1.0,5.5,0.1
99,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,1.0,25.0,,10540588.0,,1.0,1.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,26.0,21.0,0,1,2.0,10.0,1.0,20181028144401.0,21077.0,1.0,5.5,0.1
100,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,174.5,0.8695652173913043,174.5,0.8,1.0,25.0,,10540588.0,,1.0,1.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,26.0,21.0,0,1,2.0,6.0,1.0,20181028144405.0,21094.0,1.0,5.5,0.1
101,,,TRUMUSVI,,1.0,1.0,13.5,0.8,-13.5,0.8695652173913043,174.5,0.8333333333333334,174.5,0.8333333333333334,1.0,30.0,,10540588.0,,1.0,1.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,26.0,21.0,0,1,1.0,57.0,1.0,20181028144413.0,11077.0,1.0,5.75,0.09090909090909091
102,,,TRUMUSVI,,1.0,1.0,13.5,0.8,-13.5,0.8695652173913043,174.5,0.8333333333333334,174.5,0.8333333333333334,1.0,30.0,,10540588.0,,1.0,1.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,26.0,21.0,0,1,1.0,57.0,1.0,20181028144422.0,11095.0,1.0,5.75,0.09090909090909091
103,,,TRUMUSVI,,1.0,1.0,12.5,0.8695652173913043,-12.5,0.8,174.5,0.8333333333333334,174.5,0.8333333333333334,1.0,30.0,,10540588.0,,1.0,1.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,100.0,100.0,26.0,21.0,0,1,1.0,57.0,1.0,20181028144422.0,21077.0,1.0,5.5,0.1
