,AM,AS,CB,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,LM,MD,MS,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,VI,WA_ODD,WH_ODD
10,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,166.5,0.8,166.5,0.8695652173913043,,,,,^,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,7.0,27.0,1.0,20181028143310.0,21075^11077,,5.5,0.1
11,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,165.5,0.8695652173913043,165.5,0.8,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,7.0,26.0,1.0,20181028143310.0,11077.0,,5.5,0.1
12,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,165.5,0.8333333333333334,165.5,0.8333333333333334,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,7.0,17.0,1.0,20181028143318.0,11077.0,,5.5,0.1
13,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,7.0,9.0,1.0,20181028143326.0,11077.0,,5.5,0.1
14,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,163.5,0.8695652173913043,163.5,0.8,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,7.0,1.0,1.0,20181028143335.0,11094.0,,5.25,0.10526315789473684
15,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,163.5,0.8695652173913043,163.5,0.8,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,7.0,0.0,1.0,20181028143335.0,11094.0,,5.25,0.10526315789473684
16,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,6.0,56.0,1.0,20181028143340.0,11094.0,,5.25,0.10526315789473684
17,,,,,,1.0,12.5,0.8,-12.5,0.8695652173913043,163.5,0.8333333333333334,163.5,0.8333333333333334,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,6.0,56.0,1.0,20181028143341.0,21077.0,,5.0,0.1111111111111111
18,,,,,,1.0,12.5,0.8,-12.5,0.8695652173913043,162.5,0.8333333333333334,162.5,0.8333333333333334,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,6.0,47.0,1.0,20181028143349.0,21077.0,,5.0,0.1111111111111111
19,,,,,,1.0,12.5,0.8,-12.5,0.8695652173913043,162.5,0.8333333333333334,162.5,0.8333333333333334,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,6.0,39.0,1.0,20181028143357.0,21077.0,,5.0,0.1111111111111111
20,,,,,,1.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,162.5,0.8,162.5,0.8695652173913043,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,6.0,38.0,1.0,20181028143358.0,11077.0,,5.25,0.10526315789473684
21,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,161.5,0.8333333333333334,161.5,0.8333333333333334,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,6.0,30.0,1.0,20181028143406.0,11095.0,,5.0,0.1111111111111111
22,,,,,,1.0,11.5,0.8695652173913043,-11.5,0.8,160.5,0.8333333333333334,160.5,0.8333333333333334,,,,,,,,2.0,2.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,9.0,0,1,6.0,21.0,1.0,20181028143414.0,21077.0,,5.0,0.1111111111111111
23,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,,31.0,,,^,,,2.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,11.0,0,1,6.0,16.0,1.0,20181028143420.0,21074^11077,,4.75,0.11764705882352941
24,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,,31.0,,,,,,2.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,11.0,0,1,6.0,16.0,1.0,20181028143421.0,11077.0,,4.75,0.11764705882352941
25,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,,31.0,,,,,,2.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,11.0,0,1,6.0,7.0,1.0,20181028143429.0,11077.0,,4.75,0.11764705882352941
26,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,,31.0,,,,,,3.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,11.0,0,1,6.0,7.0,1.0,20181028143429.0,21077.0,,4.75,0.11764705882352941
27,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,,31.0,,,,,,3.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,53.0,1.0,20181028143443.0,21077.0,,4.75,0.11764705882352941
28,,,,,,1.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,,31.0,,,,,,3.0,2.0,2.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,100.0,10.0,11.0,0,1,5.0,53.0,1.0,20181028143443.0,21077.0,,4.75,0.11764705882352941
