,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
23,,,3.0,19.5,0.8,-19.5,0.8695652173913043,137.5,0.8695652173913043,137.5,0.8,23.0,,,,8.0,2.0,12.0,14.0,7.0,3.0,4.0,2,6.0,6.0,77.8,50.0,55,37,0,1,1.0,39.0,1.0,20181106004748.0,21077.0,16.0,0.005
24,,,3.0,18.5,0.8,-18.5,0.8695652173913043,139.5,0.9090909090909091,139.5,0.7692307692307693,23.0,,,,8.0,2.0,12.0,14.0,7.0,3.0,4.0,2,6.0,6.0,77.8,50.0,55,39,0,1,1.0,38.0,1.0,20181106004749.0,21077.0,16.0,0.005
25,,,3.0,18.5,0.8,-18.5,0.8695652173913043,139.5,0.9090909090909091,139.5,0.7692307692307693,23.0,,,,8.0,2.0,12.0,14.0,7.0,3.0,4.0,2,6.0,6.0,77.8,50.0,55,39,0,1,1.0,38.0,1.0,20181106004750.0,11077.0,16.0,0.005
26,,,3.0,17.5,0.8,-17.5,0.8695652173913043,139.5,0.8695652173913043,139.5,0.8,24.0,,^,,8.0,2.0,12.0,14.0,7.0,3.0,4.0,2,7.0,6.0,77.8,50.0,55,39,0,1,1.0,35.0,0.0,20181106004752.0,11086^21077,16.0,0.005
27,,,3.0,17.5,0.8,-17.5,0.8695652173913043,139.5,0.8695652173913043,139.5,0.8,24.0,,,,8.0,2.0,12.0,14.0,7.0,3.0,4.0,2,7.0,6.0,77.8,50.0,55,39,0,1,1.0,35.0,0.0,20181106004752.0,21077.0,16.0,0.005
28,,,3.0,17.5,0.8,-17.5,0.8695652173913043,139.5,0.8695652173913043,139.5,0.8,24.0,,1:1^,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,1.0,35.0,0.0,20181106004817.0,21079^11077,16.0,0.005
29,,,3.0,17.5,0.8,-17.5,0.8695652173913043,139.5,0.8695652173913043,139.5,0.8,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,1.0,35.0,1.0,20181106004817.0,11077.0,16.0,0.005
30,,,3.0,17.5,0.8,-17.5,0.8695652173913043,139.5,0.8,139.5,0.8695652173913043,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,1.0,27.0,0.0,20181106004825.0,11077.0,16.0,0.005
31,,,3.0,17.5,0.8,-17.5,0.8695652173913043,139.5,0.8,139.5,0.8695652173913043,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,1.0,27.0,1.0,20181106004833.0,11077.0,16.0,0.005
32,,,3.0,17.5,0.8,-17.5,0.8695652173913043,139.5,0.8333333333333334,139.5,0.8333333333333334,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,1.0,18.0,1.0,20181106004842.0,11077.0,16.0,0.005
33,,,3.0,17.5,0.8,-17.5,0.8695652173913043,139.5,0.8333333333333334,139.5,0.8333333333333334,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,1.0,16.0,1.0,20181106004845.0,11094.0,17.0,0.004
34,,,3.0,16.5,0.8,-16.5,0.8695652173913043,138.5,0.9090909090909091,138.5,0.7692307692307693,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,1.0,7.0,1.0,20181106004853.0,21077.0,15.0,0.006666666666666667
35,,,3.0,16.5,0.8,-16.5,0.8695652173913043,138.5,0.8333333333333334,138.5,0.8333333333333334,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,59.0,1.0,20181106004902.0,21077.0,15.0,0.006666666666666667
36,,,3.0,16.5,0.8,-16.5,0.8695652173913043,137.5,0.9090909090909091,137.5,0.7692307692307693,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,55.0,1.0,20181106004905.0,21095.0,15.0,0.006666666666666667
37,,,3.0,17.5,0.8,-17.5,0.8695652173913043,137.5,0.9090909090909091,137.5,0.7692307692307693,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,55.0,1.0,20181106004906.0,11077.0,17.0,0.004
38,,,3.0,17.5,0.8,-17.5,0.8695652173913043,137.5,0.8333333333333334,137.5,0.8333333333333334,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,46.0,1.0,20181106004914.0,11077.0,17.0,0.004
39,,,3.0,17.5,0.8,-17.5,0.8695652173913043,136.5,0.8695652173913043,136.5,0.8,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,39.0,0.0,20181106004922.0,11077.0,17.0,0.004
40,,,3.0,16.5,0.8,-16.5,0.8695652173913043,136.5,0.8695652173913043,136.5,0.8,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,39.0,0.0,20181106004927.0,21077.0,15.0,0.006666666666666667
41,,,3.0,16.5,0.8,-16.5,0.8695652173913043,136.5,0.8695652173913043,136.5,0.8,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,39.0,1.0,20181106004943.0,21077.0,15.0,0.006666666666666667
42,,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,136.5,0.8,136.5,0.8695652173913043,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,30.0,1.0,20181106004951.0,21077.0,16.0,0.005
43,,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,135.5,0.8695652173913043,135.5,0.8,24.0,,,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,7.0,6.0,77.8,57.1,55,40,0,1,0.0,24.0,1.0,20181106004957.0,21095.0,16.0,0.005
44,,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,135.5,0.8695652173913043,135.5,0.8,24.0,,^,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,8.0,6.0,77.8,57.1,55,40,0,1,0.0,24.0,0.0,20181106004958.0,11086^21077,16.0,0.005
45,,,3.0,15.5,0.8695652173913043,-15.5,0.8,137.5,0.7692307692307693,137.5,0.9090909090909091,25.0,,1:2,,8.0,2.0,12.0,14.0,7.0,4.0,4.0,2,8.0,6.0,77.8,57.1,55,40,0,1,0.0,24.0,0.0,20181106005001.0,21078.0,15.0,0.006666666666666667
46,,,3.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,137.5,0.8333333333333334,137.5,0.8333333333333334,24.0,,1:2^2:2,,8.0,2.0,12.0,14.0,7.0,5.0,4.0,2,8.0,6.0,77.8,62.5,55,41,0,1,0.0,24.0,0.0,20181106005040.0,21079^21078,15.0,0.006666666666666667
47,,,3.0,15.5,0.8,-15.5,0.8695652173913043,138.5,0.7692307692307693,138.5,0.9090909090909091,24.0,,2:2^,,8.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,55,42,0,1,0.0,24.0,0.0,20181106005050.0,21079^11077,15.0,0.006666666666666667
48,,,3.0,15.5,0.8,-15.5,0.8695652173913043,138.5,0.7692307692307693,138.5,0.9090909090909091,24.0,,,,8.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,55,42,0,1,0.0,24.0,1.0,20181106005051.0,11077.0,15.0,0.006666666666666667
49,,,3.0,15.5,0.8,-15.5,0.8695652173913043,137.5,0.8695652173913043,137.5,0.8,24.0,,,,8.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,55,42,0,1,0.0,21.0,0.0,20181106005053.0,11077.0,15.0,0.006666666666666667
50,,,3.0,15.5,0.8,-15.5,0.8695652173913043,137.5,0.8695652173913043,137.5,0.8,24.0,,,,8.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,55,42,0,1,0.0,21.0,1.0,20181106005106.0,11077.0,15.0,0.006666666666666667
51,,,3.0,15.5,0.8,-15.5,0.8695652173913043,137.5,0.8,137.5,0.8695652173913043,24.0,,,,8.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,55,42,0,1,0.0,12.0,1.0,20181106005114.0,11077.0,15.0,0.006666666666666667
52,,,3.0,15.5,0.8,-15.5,0.8695652173913043,137.5,0.8,137.5,0.8695652173913043,22.0,,^,,9.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,58,42,0,1,0.0,12.0,1.0,20181106005122.0,11075^21077,15.0,0.006666666666666667
53,,,3.0,15.5,0.8,-15.5,0.8695652173913043,137.5,0.8,137.5,0.8695652173913043,22.0,,,,9.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,58,42,0,1,0.0,12.0,1.0,20181106005122.0,21077.0,15.0,0.006666666666666667
54,,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,137.5,0.8,137.5,0.8695652173913043,22.0,,,,9.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,58,42,0,1,0.0,0.0,0.0,20181106005128.0,21077.0,15.0,0.006666666666666667
55,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,137.5,0.8,137.5,0.8695652173913043,22.0,4.0,,,9.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,6.0,77.8,66.7,58,42,0,1,10.0,0.0,0.0,20181106005132.0,21077.0,15.0,0.006666666666666667
56,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,137.5,0.8,137.5,0.8695652173913043,22.0,4.0,3.0,0.0,9.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,10.0,0.0,0.0,20181106005132.0,1082.0,15.0,0.006666666666666667
57,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,137.5,0.8,137.5,0.8695652173913043,22.0,4.0,3.0,0.0,9.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,10.0,0.0,0.0,20181106005358.0,1082.0,15.0,0.006666666666666667
58,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,137.5,0.8,137.5,0.8695652173913043,17.0,4.0,^,0.0,9.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,10.0,0.0,1.0,20181106005359.0,01090^11077,15.0,0.006666666666666667
59,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,137.5,0.8,137.5,0.8695652173913043,17.0,4.0,^,0.0,9.0,2.0,12.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,9.0,59.0,1.0,20181106005359.0,01090^11077,15.0,0.006666666666666667
60,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,137.5,0.8,137.5,0.8695652173913043,17.0,4.0,,0.0,9.0,2.0,13.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,9.0,59.0,1.0,20181106005359.0,21077.0,15.0,0.006666666666666667
61,,,3.0,18.5,0.8,-18.5,0.8695652173913043,140.5,0.8695652173913043,140.5,0.8,17.0,4.0,,0.0,9.0,2.0,13.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,9.0,47.0,0.0,20181106005412.0,21077.0,15.0,0.006666666666666667
62,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,140.5,0.8695652173913043,140.5,0.8,17.0,4.0,,0.0,9.0,2.0,13.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,9.0,47.0,0.0,20181106005414.0,11077.0,15.0,0.006666666666666667
63,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,140.5,0.8695652173913043,140.5,0.8,17.0,4.0,,0.0,9.0,2.0,13.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,9.0,47.0,1.0,20181106005431.0,11077.0,15.0,0.006666666666666667
64,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,140.5,0.8695652173913043,140.5,0.8,17.0,4.0,,0.0,9.0,2.0,13.0,14.0,7.0,6.0,4.0,2,8.0,0.0,77.8,66.7,58,42,0,1,9.0,40.0,0.0,20181106005438.0,11095.0,15.0,0.006666666666666667
65,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,140.5,0.8695652173913043,141.5,0.8333333333333334,17.0,4.0,^,0.0,9.0,2.0,13.0,14.0,7.0,6.0,4.0,2,8.0,1.0,77.8,66.7,58,42,0,1,9.0,40.0,0.0,20181106005442.0,21086^11077,15.0,0.006666666666666667
66,,,3.0,20.5,0.9090909090909091,-20.5,0.7692307692307693,140.5,0.9090909090909091,140.5,0.7692307692307693,17.0,4.0,1:2^2:2,0.0,9.0,2.0,13.0,14.0,7.0,6.0,4.0,2,8.0,1.0,70.0,66.7,58,42,0,1,9.0,40.0,0.0,20181106005458.0,11080^11078,15.0,0.006666666666666667
67,,,3.0,21.5,0.8,-21.5,0.8695652173913043,141.5,0.8333333333333334,141.5,0.8333333333333334,16.0,4.0,2:2^,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,40.0,0.0,20181106005512.0,11079^21077,15.0,0.006666666666666667
68,,,3.0,21.5,0.8,-21.5,0.8695652173913043,141.5,0.8333333333333334,141.5,0.8333333333333334,16.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,40.0,1.0,20181106005512.0,21077.0,15.0,0.006666666666666667
69,,,3.0,21.5,0.8,-21.5,0.8695652173913043,140.5,0.8695652173913043,140.5,0.8,16.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,31.0,1.0,20181106005521.0,21077.0,15.0,0.006666666666666667
70,,,3.0,21.5,0.7692307692307693,-21.5,0.9090909090909091,140.5,0.8,140.5,0.8695652173913043,16.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,23.0,1.0,20181106005529.0,21077.0,15.0,0.006666666666666667
71,,,3.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,140.5,0.7692307692307693,140.5,0.9090909090909091,15.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,22.0,1.0,20181106005530.0,21094.0,15.0,0.006666666666666667
72,,,3.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,139.5,0.8333333333333334,139.5,0.8333333333333334,15.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,13.0,1.0,20181106005539.0,11077.0,15.0,0.006666666666666667
73,,,3.0,21.5,0.8333333333333334,-21.5,0.8333333333333334,138.5,0.9090909090909091,138.5,0.7692307692307693,15.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,6.0,0.0,20181106005545.0,11077.0,15.0,0.006666666666666667
74,,,3.0,20.5,0.9090909090909091,-20.5,0.7692307692307693,138.5,0.9090909090909091,138.5,0.7692307692307693,15.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,6.0,0.0,20181106005548.0,21077.0,15.0,0.006666666666666667
75,,,3.0,20.5,0.9090909090909091,-20.5,0.7692307692307693,138.5,0.9090909090909091,138.5,0.7692307692307693,15.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,9.0,6.0,1.0,20181106005553.0,21077.0,15.0,0.006666666666666667
76,,,3.0,20.5,0.9090909090909091,-20.5,0.7692307692307693,138.5,0.8333333333333334,138.5,0.8333333333333334,15.0,4.0,,0.0,9.0,2.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,42,0,1,8.0,57.0,1.0,20181106005602.0,21077.0,15.0,0.006666666666666667
77,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,141.5,0.7692307692307693,141.5,0.9090909090909091,16.0,4.0,^,0.0,9.0,3.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,45,0,1,8.0,51.0,1.0,20181106005609.0,21075^11077,15.0,0.006666666666666667
78,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,140.5,0.8695652173913043,140.5,0.8,16.0,4.0,,0.0,9.0,3.0,13.0,14.0,8.0,6.0,4.0,2,8.0,1.0,72.7,66.7,61,45,0,1,8.0,45.0,0.0,20181106005615.0,11077.0,15.0,0.006666666666666667
79,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,140.5,0.8695652173913043,140.5,0.8,16.0,4.0,^,0.0,9.0,3.0,13.0,14.0,8.0,6.0,4.0,2,8.0,2.0,72.7,66.7,61,45,0,1,8.0,45.0,0.0,20181106005618.0,21086^11077,15.0,0.006666666666666667
80,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,140.5,0.8695652173913043,140.5,0.8,16.0,4.0,^,0.0,9.0,3.0,13.0,14.0,8.0,6.0,4.0,2,8.0,2.0,72.7,66.7,61,45,0,1,8.0,45.0,1.0,20181106005633.0,21086^11077,15.0,0.006666666666666667
81,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,140.5,0.7692307692307693,140.5,0.9090909090909091,16.0,4.0,^,0.0,9.0,3.0,13.0,14.0,8.0,6.0,4.0,2,8.0,2.0,72.7,66.7,61,45,0,1,8.0,36.0,1.0,20181106005641.0,21086^11077,15.0,0.006666666666666667
82,,,3.0,19.5,0.8695652173913043,-19.5,0.8,141.5,0.9090909090909091,141.5,0.7692307692307693,15.0,4.0,^,0.0,9.0,3.0,14.0,14.0,8.0,6.0,4.0,2,8.0,2.0,72.7,66.7,63,45,0,1,8.0,31.0,1.0,20181106005647.0,11074^21077,15.0,0.006666666666666667
83,,,3.0,19.5,0.8695652173913043,-19.5,0.8,141.5,0.8,141.5,0.8695652173913043,15.0,4.0,,0.0,9.0,3.0,14.0,14.0,8.0,6.0,4.0,2,8.0,2.0,72.7,66.7,63,45,0,1,8.0,22.0,1.0,20181106005655.0,21077.0,15.0,0.006666666666666667
84,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,142.5,0.8695652173913043,142.5,0.8,16.0,4.0,^,0.0,9.0,3.0,14.0,16.0,8.0,6.0,4.0,2,8.0,2.0,72.7,66.7,63,47,0,1,8.0,14.0,1.0,20181106005704.0,21074^11077,15.0,0.006666666666666667
85,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,142.5,0.8695652173913043,142.5,0.8,16.0,4.0,^,0.0,9.0,3.0,14.0,16.0,8.0,6.0,4.0,2,8.0,2.0,72.7,66.7,63,47,0,1,8.0,13.0,1.0,20181106005705.0,21074^11077,15.0,0.006666666666666667
86,,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,142.5,0.8,142.5,0.8695652173913043,16.0,4.0,^,0.0,9.0,3.0,14.0,16.0,8.0,6.0,4.0,2,8.0,2.0,72.7,66.7,63,47,0,1,8.0,5.0,1.0,20181106005713.0,21074^11077,15.0,0.006666666666666667
