,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
15,4.0,42.5,0.0,-42.5,0.0,2.0,,,,15,6,21.0,19,13,,6,6,5,3,,4,1,,85.7,75.0,93,52,0,1,2.0,59.0,0.0,20181016174939.0,21086.0
16,4.0,42.5,0.0,-42.5,0.0,2.0,1:2,,,15,6,21.0,19,13,,6,6,5,3,,4,1,,85.7,75.0,93,52,0,1,2.0,59.0,0.0,20181016174940.0,11078.0
17,4.0,42.5,0.0,-42.5,0.0,2.0,^1:2,,,15,6,21.0,19,13,,6,6,5,3,2.0,4,1,,85.7,75.0,93,52,0,1,2.0,59.0,0.0,20181016174941.0,21086^11078
18,4.0,43.5,0.0,-43.5,0.0,2.0,1:2^2:2,,,15,6,21.0,19,13,7.0,6,6,5,3,2.0,4,1,87.5,85.7,75.0,94,52,0,1,2.0,59.0,0.0,20181016175010.0,11079^11078
19,4.0,43.5,0.0,-43.5,0.0,2.0,2:2,,,15,6,21.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,95,52,0,1,2.0,59.0,0.0,20181016175028.0,11079.0
20,4.0,43.5,0.0,-43.5,0.0,2.0,2:2,,,15,6,21.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,95,52,0,1,2.0,59.0,0.0,20181016175031.0,11079.0
21,4.0,43.5,0.0,-43.5,0.0,2.0,2:2,,,15,6,21.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,95,52,0,1,2.0,59.0,1.0,20181016175032.0,11079.0
22,4.0,43.5,0.0,-43.5,0.0,2.0,,,,15,6,21.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,95,52,0,1,2.0,56.0,1.0,20181016175033.0,21077.0
23,4.0,43.5,0.0,-43.5,0.0,2.0,,,,15,6,21.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,95,52,0,1,2.0,47.0,1.0,20181016175041.0,21077.0
24,4.0,41.5,0.0,-41.5,0.0,2.0,^,,7.0,15,6,21.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,95,55,0,1,2.0,46.0,1.0,20181016175042.0,21075^11077
25,4.0,41.5,0.0,-41.5,0.0,2.0,,,7.0,15,6,21.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,95,55,0,1,2.0,40.0,1.0,20181016175048.0,11077.0
26,4.0,41.5,0.0,-41.5,0.0,2.0,,,7.0,15,6,21.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,95,55,0,1,2.0,31.0,1.0,20181016175057.0,11077.0
27,4.0,42.5,0.0,-42.5,0.0,2.0,^,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,2.0,25.0,1.0,20181016175103.0,11074^21077
28,4.0,42.5,0.0,-42.5,0.0,2.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,2.0,21.0,1.0,20181016175108.0,21077.0
29,4.0,42.5,0.0,-42.5,0.0,2.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,2.0,12.0,1.0,20181016175116.0,21077.0
30,4.0,42.5,0.0,-42.5,0.0,2.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,2.0,4.0,1.0,20181016175116.0,21077.0
31,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,56.0,1.0,20181016175132.0,21077.0
32,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,54.0,0.0,20181016175134.0,21077.0
33,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,54.0,1.0,20181016175157.0,21077.0
34,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,52.0,0.0,20181016175159.0,21077.0
35,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,52.0,0.0,20181016175201.0,21086.0
36,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,2.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,52.0,0.0,20181016175202.0,21086.0
37,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,52.0,0.0,20181016175207.0,21086.0
38,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,52.0,1.0,20181016175215.0,11077.0
39,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,43.0,1.0,20181016175223.0,11077.0
40,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,22.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,97,55,0,1,1.0,37.0,1.0,20181016175229.0,11077.0
41,4.0,44.5,0.0,-44.5,0.0,1.0,^,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,1.0,36.0,1.0,20181016175231.0,11074^21077
42,4.0,44.5,0.0,-44.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,1.0,33.0,1.0,20181016175234.0,21077.0
43,4.0,45.5,0.0,-45.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,1.0,26.0,1.0,20181016175240.0,11077.0
44,4.0,44.5,0.0,-44.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,1.0,17.0,1.0,20181016175249.0,11077.0
45,4.0,43.5,0.0,-43.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,1.0,12.0,1.0,20181016175255.0,21077.0
46,4.0,43.5,0.0,-43.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,1.0,5.0,0.0,20181016175302.0,21077.0
47,4.0,44.5,0.0,-44.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,1.0,5.0,0.0,20181016175323.0,21077.0
48,4.0,44.5,0.0,-44.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,1.0,5.0,0.0,20181016175325.0,11077.0
49,4.0,44.5,0.0,-44.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,0.0,56.0,0.0,20181016175333.0,11077.0
50,4.0,44.5,0.0,-44.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,0.0,54.0,0.0,20181016175335.0,11077.0
51,4.0,44.5,0.0,-44.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,0.0,54.0,0.0,20181016175339.0,11086.0
52,4.0,42.5,0.0,-42.5,0.0,1.0,1:2,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,3.0,4,1,88.9,85.7,75.0,99,55,0,1,0.0,54.0,0.0,20181016175343.0,21078.0
53,4.0,43.5,0.0,-43.5,0.0,1.0,^1:2,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,88.9,85.7,75.0,99,55,0,1,0.0,54.0,0.0,20181016175344.0,11086^21078
54,4.0,43.5,0.0,-43.5,0.0,1.0,^1:2,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,88.9,85.7,75.0,99,55,0,1,0.0,56.0,0.0,20181016175346.0,11086^21078
55,4.0,44.5,0.0,-44.5,0.0,1.0,1:2^2:2,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,66.7,85.7,75.0,99,55,0,1,0.0,56.0,0.0,20181016175408.0,21080^21078
56,4.0,44.5,0.0,-44.5,0.0,1.0,2:2^,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,60.0,85.7,75.0,99,55,0,1,0.0,56.0,1.0,20181016175423.0,21080^11077
57,4.0,44.5,0.0,-44.5,0.0,1.0,2:2^,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,60.0,85.7,75.0,99,55,0,1,0.0,56.0,1.0,20181016175425.0,21080^11077
58,4.0,44.5,0.0,-44.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,60.0,85.7,75.0,99,55,0,1,0.0,50.0,1.0,20181016175428.0,11077.0
59,4.0,43.5,0.0,-43.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,60.0,85.7,75.0,99,55,0,1,0.0,42.0,1.0,20181016175435.0,21077.0
60,4.0,43.5,0.0,-43.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,60.0,85.7,75.0,99,55,0,1,0.0,39.0,0.0,20181016175439.0,21077.0
61,4.0,43.5,0.0,-43.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,60.0,85.7,75.0,99,55,0,1,0.0,39.0,0.0,20181016175447.0,11086.0
62,4.0,43.5,0.0,-43.5,0.0,1.0,1:2,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,60.0,85.7,75.0,99,55,0,1,0.0,39.0,0.0,20181016175453.0,21078.0
63,4.0,43.5,0.0,-43.5,0.0,1.0,^1:2,,7.0,15,6,23.0,19,13,7.0,6,6,5,3,6.0,4,1,63.6,85.7,75.0,99,55,0,1,0.0,39.0,0.0,20181016175453.0,11086^21078
64,4.0,42.5,0.0,-42.5,0.0,1.0,2:2,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,6.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,39.0,0.0,20181016175521.0,21079.0
65,4.0,42.5,0.0,-42.5,0.0,1.0,2:2,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,6.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,39.0,0.0,20181016175524.0,21079.0
66,4.0,42.5,0.0,-42.5,0.0,1.0,2:2,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,6.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,39.0,1.0,20181016175527.0,21079.0
67,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,6.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,30.0,1.0,20181016175535.0,11077.0
68,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,6.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,29.0,0.0,20181016175536.0,11077.0
69,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,6.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,29.0,0.0,20181016175538.0,21086.0
70,4.0,42.5,0.0,-42.5,0.0,1.0,,,7.0,15,6,23.0,19,13,8.0,6,6,5,3,6.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,29.0,0.0,20181016175540.0,21086.0
71,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,8.0,6,6,5,3,4.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,29.0,0.0,20181016175541.0,21086.0
72,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,8.0,6,6,5,3,4.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,29.0,1.0,20181016175553.0,11077.0
73,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,8.0,6,6,5,3,4.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,23.0,0.0,20181016175600.0,11077.0
74,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,8.0,6,6,5,3,4.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,23.0,0.0,20181016175604.0,21086.0
75,4.0,43.5,0.0,-43.5,0.0,1.0,1:2,1.0,7.0,15,6,23.0,19,13,8.0,6,6,5,3,4.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,23.0,0.0,20181016175611.0,11078.0
76,4.0,43.5,0.0,-43.5,0.0,1.0,^1:2,1.0,7.0,15,6,23.0,19,13,8.0,6,6,5,3,5.0,4,1,66.7,85.7,75.0,99,57,0,1,0.0,23.0,0.0,20181016175612.0,21086^11078
77,4.0,43.5,0.0,-43.5,0.0,1.0,1:2^2:2,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,90.0,85.7,75.0,100,57,0,1,0.0,23.0,0.0,20181016175622.0,11079^11078
78,4.0,42.5,0.0,-42.5,0.0,1.0,2:2^,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,23.0,1.0,20181016175635.0,11080^21077
79,4.0,42.5,0.0,-42.5,0.0,1.0,2:2^,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,23.0,1.0,20181016175637.0,11080^21077
80,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,17.0,1.0,20181016175640.0,21077.0
81,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,8.0,1.0,20181016175648.0,21077.0
82,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,0.0,1.0,20181016175656.0,11077.0
83,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,0.0,0.0,20181016175657.0,11077.0
84,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,0.0,0.0,20181016175657.0,1084.0
85,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,0.0,0.0,20181016175703.0,1084.0
86,4.0,42.5,0.0,-42.5,0.0,1.0,,1.0,7.0,15,6,23.0,19,13,9.0,6,6,5,3,5.0,4,1,81.8,85.7,75.0,100,57,0,1,0.0,0.0,0.0,20181016175703.0,1084.0
