,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
0,,,,第1节,-7.5,0.87,7.5,0.87,153.5,0.91,153.5,0.83,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
1,,,,第1节,-7.5,0.87,7.5,0.87,154.5,0.87,154.5,0.87,154.5,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
2,,,,第1节,-7.5,0.87,7.5,0.87,154.5,0.87,154.5,0.87,154.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,,1,10.0,GD,0.0,0,,1087.0,,0.0,0.0,
3,,,,第1节,-7.5,0.87,7.5,0.87,154.5,0.87,154.5,0.87,154.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,,1,9.0,GD,50.0,0,,11077.0,,0.0,0.0,
4,,,,第1节,-7.5,0.87,7.5,0.87,154.5,0.87,154.5,0.87,154.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,,1,9.0,GD,50.0,0,,21086.0,,0.0,0.0,
5,,,,第1节,-7.5,0.87,7.5,0.87,153.5,0.87,153.5,0.87,153.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,,1,9.0,GD,50.0,0,,11077.0,,0.0,0.0,
6,,,,第1节,-7.5,0.87,7.5,0.91,153.5,0.87,153.5,0.87,153.5,,1.0,8841267.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,,1,9.0,GD,50.0,0,,11078.0,,0.0,0.0,
7,,,,第1节,-7.5,0.83,6.5,0.91,153.5,0.87,153.5,0.87,6.5,,1.0,8841267.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,,1,9.0,GD,50.0,0,,11078.0,,0.0,0.0,
8,,,,第1节,-6.5,0.83,6.5,0.91,153.5,0.87,154.5,0.83,-6.5,,1.0,8841267.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,,1,9.0,GD,50.0,0,,11078.0,,0.0,0.0,
9,,,,第1节,-6.5,0.83,6.5,0.91,154.5,0.91,154.5,0.83,154.5,,1.0,8841267.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,,1,9.0,GD,50.0,0,,11078.0,,0.0,0.0,
10,,,,第1节,-6.5,0.83,6.5,0.91,154.5,0.91,154.5,0.83,154.5,,1.0,8841267.0,1:2,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,1.0,,0.0,,1,9.0,GD,50.0,0,,11079.0,,0.0,0.0,"0.20,0.50"
11,,,,第1节,-6.5,0.83,6.5,0.91,154.5,0.91,154.5,0.83,154.5,,1.0,8841267.0,2:2,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,,1,9.0,GD,50.0,0,,11078.0,,0.0,0.0,"0.20,0.50"
12,,,,第1节,-6.5,0.8,6.5,0.95,155.5,0.87,155.5,0.87,155.5,,1.0,8841267.0,2:2,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,,1,9.0,GD,50.0,0,,11078.0,,0.0,0.0,"0.20,0.50"
13,,,,第1节,-6.5,0.8,6.5,0.95,155.5,0.87,155.5,0.87,155.5,,1.0,8841267.0,2:2,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,2.0,1.0,0.0,,1,9.0,GD,50.0,0,,11079.0,,0.0,0.0,"0.20,0.50"
14,,,,第1节,-6.5,0.8,6.5,0.95,155.5,0.87,155.5,0.87,155.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,50.0,0,,21077.0,,0.0,0.0,
15,,,,第1节,-6.5,0.91,7.5,0.83,155.5,0.87,155.5,0.87,7.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,50.0,0,,21077.0,,0.0,0.0,
16,,,,第1节,-7.5,0.91,7.5,0.83,155.5,0.87,156.5,0.91,-7.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,50.0,0,,21077.0,,0.0,0.0,
17,,,,第1节,-7.5,0.91,7.5,0.83,156.5,0.83,156.5,0.91,156.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,50.0,0,,21077.0,,0.0,0.0,
18,,,,第1节,-7.5,0.91,7.5,0.83,156.5,0.83,156.5,0.91,156.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,34.0,0,,21077.0,,0.0,0.0,
19,,,,第1节,-7.5,0.8,6.5,0.95,156.5,0.83,156.5,0.91,6.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,34.0,0,,11077.0,,0.0,0.0,
20,,,,第1节,-6.5,0.8,6.5,0.95,156.5,0.83,154.5,0.83,-6.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,34.0,0,,11077.0,,0.0,0.0,
21,,,,第1节,-6.5,0.8,6.5,0.95,154.5,0.91,154.5,0.83,154.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,34.0,0,,11077.0,,0.0,0.0,
22,,,,第1节,-6.5,0.8,6.5,0.95,154.5,0.91,154.5,0.83,154.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,34.0,0,,11094.0,,0.0,0.0,"0.64,0.75"
23,,,,第1节,-6.5,0.95,7.5,0.8,154.5,0.91,154.5,0.83,7.5,,1.0,8841267.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,,1,9.0,GD,34.0,0,,21077.0,,0.0,0.0,
