,AM,AS,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HO,LM,MD,PG,PI,RO,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,1.0,-8.5,0.8695652173913043,8.5,0.8695652173913043,215.5,0.8333333333333334,215.5,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,0,1,12.0,0.0,0,20181110015054,,0.2,3.6
1,,,,,1.0,-8.5,0.8695652173913043,8.5,0.8695652173913043,215.5,0.8695652173913043,215.5,0.8695652173913043,,,,,,,,,,,,,,,,,,,,,0,1,12.0,0.0,0,20181110020953.0,,0.2,3.6
2,,,,,1.0,-8.5,0.8695652173913043,8.5,0.8695652173913043,215.5,0.8695652173913043,215.5,0.8695652173913043,,,,,,,,,,,,,,,,,,,,,0,1,12.0,0.0,0,20181110021041.0,,0.2,3.6
3,,,,,1.0,-8.5,0.8695652173913043,8.5,0.8695652173913043,215.5,0.8695652173913043,215.5,0.8695652173913043,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0,1,12.0,0.0,0,20181110021041.0,,0.2,3.6
4,,,,,1.0,-8.5,0.8695652173913043,8.5,0.8695652173913043,215.5,0.8695652173913043,215.5,0.8695652173913043,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0,1,11.0,57.0,0,20181110021044.0,11077.0,0.2,3.6
5,,,,,1.0,-8.5,0.8695652173913043,8.5,0.8695652173913043,215.5,0.8695652173913043,215.5,0.8695652173913043,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0,1,11.0,57.0,0,20181110021045.0,11077.0,0.2,3.6
6,,,,,1.0,-7.5,0.8333333333333334,7.5,0.9090909090909091,217.5,0.8695652173913043,217.5,0.8695652173913043,,,,^,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,11.0,49.0,0,20181110021053.0,11075^21077,0.2222222222222222,3.3
7,,,,,1.0,-7.5,0.8333333333333334,7.5,0.9090909090909091,216.5,0.9090909090909091,216.5,0.8333333333333334,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,11.0,40.0,0,20181110021102.0,21077.0,0.2222222222222222,3.3
8,,,,,1.0,-7.5,0.8333333333333334,7.5,0.9090909090909091,216.5,0.9090909090909091,216.5,0.8333333333333334,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,11.0,32.0,0.0,20181110021109.0,21077.0,0.2222222222222222,3.3
9,,,,,1.0,-7.5,0.8333333333333334,7.5,0.9090909090909091,216.5,0.9090909090909091,216.5,0.8333333333333334,,,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,11.0,32.0,0.0,20181110021113.0,11077.0,0.2222222222222222,3.3
