,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,141.5,0.8,141.5,0.8695652173913043,,,,,3.0,4.0,15.0,7.0,6.0,7.0,4.0,2.0,0.0,3.0,85.7,63.6,45.0,33.0,0,1,8.0,12.0,1,20180917170224,11077
1,,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,140.5,0.8333333333333334,140.5,0.8333333333333334,,,,,3.0,4.0,15.0,7.0,6.0,7.0,4.0,2.0,0.0,3.0,85.7,63.6,45.0,33.0,0,1,8.0,7.0,1,20180917170231.0,11077.0
2,,,,3.0,26.5,0.8,-26.5,0.8695652173913043,142.5,0.8333333333333334,142.5,0.8333333333333334,,,,,3.0,4.0,16.0,7.0,6.0,7.0,4.0,2.0,0.0,3.0,85.7,63.6,47.0,33.0,0,1,7.0,59.0,1,20180917170239.0,11077.0
3,,,,3.0,27.5,0.8695652173913043,-27.5,0.8,144.5,0.8333333333333334,144.5,0.8333333333333334,,,,,3.0,4.0,17.0,7.0,6.0,7.0,4.0,2.0,0.0,3.0,85.7,63.6,49.0,33.0,0,1,7.0,50.0,1,20180917170247.0,11077.0
4,,,,3.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,,3.0,4.0,19.0,7.0,6.0,7.0,4.0,2.0,0.0,3.0,85.7,63.6,53.0,33.0,0,1,7.0,34.0,0.0,20180917170303.0,11074.0
5,44.0,5.0,,3.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,,3.0,4.0,19.0,7.0,6.0,7.0,4.0,2.0,0.0,3.0,85.7,63.6,53.0,33.0,0,1,7.0,34.0,0.0,20180917170310.0,11081.0
6,44.0,5.0,,3.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,,,^,,3.0,4.0,19.0,7.0,6.0,7.0,4.0,1.0,0.0,3.0,85.7,63.6,53.0,33.0,0,1,7.0,34.0,0.0,20180917170311.0,11077^21081
7,,,,3.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,148.5,0.8333333333333334,148.5,0.8333333333333334,,,,,3.0,4.0,19.0,7.0,6.0,7.0,4.0,1.0,0.0,3.0,85.7,63.6,53.0,33.0,0,1,7.0,36.0,1.0,20180917170434.0,11077.0
8,,,,3.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,147.5,0.9090909090909091,147.5,0.7692307692307693,,,,,3.0,4.0,19.0,7.0,6.0,7.0,4.0,1.0,0.0,3.0,85.7,63.6,53.0,33.0,0,1,7.0,27.0,1.0,20180917170442.0,11077.0
9,,,,3.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,147.5,0.8333333333333334,147.5,0.8333333333333334,,,,,3.0,4.0,19.0,7.0,6.0,7.0,4.0,1.0,0.0,3.0,85.7,63.6,53.0,33.0,0,1,7.0,19.0,1.0,20180917170450.0,11077.0
