,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
10,,,4.0,1.5,0.7142857142857143,-1.5,1.0,,1:2^2:2,5,6,,21,21,,18,16,,5,2,5.0,4,7,69.6,78.3,72.7,75,75,0,1,2.0,16.0,0.0,20181029014924.0,21080^21078
11,,,4.0,1.5,0.7142857142857143,-1.5,1.0,,,5,6,,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,75,75,0,1,2.0,16.0,0.0,20181029014924.0,1077.0
12,,,4.0,1.5,0.7692307692307693,-1.5,0.9090909090909091,,,5,6,,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,75,75,0,1,2.0,14.0,0.0,20181029014939.0,11077.0
13,,,4.0,1.5,0.7692307692307693,-1.5,0.9090909090909091,,,5,6,,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,75,75,0,1,2.0,5.0,0.0,20181029014947.0,11077.0
14,,,4.0,2.5,0.0,-2.5,0.0,3.0,^,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,59.0,0.0,20181029014955.0,11074^21077
15,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,50.0,0.0,20181029015002.0,21077.0
16,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,50.0,1.0,20181029015008.0,21077.0
17,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,50.0,1.0,20181029015014.0,11077.0
18,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,35.0,0.0,20181029015022.0,11077.0
19,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,35.0,1.0,20181029015024.0,11077.0
20,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,33.0,1.0,20181029015026.0,11094.0
21,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,29.0,1.0,20181029015030.0,21077.0
22,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,20.0,1.0,20181029015038.0,21077.0
23,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,15.0,1.0,20181029015044.0,21094.0
24,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,10.0,1.0,20181029015049.0,11077.0
25,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,1.0,1.0,1.0,20181029015057.0,11077.0
26,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,0.0,56.0,1.0,20181029015103.0,11095.0
27,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,0.0,51.0,1.0,20181029015106.0,21077.0
28,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,0.0,42.0,1.0,20181029015115.0,21077.0
29,,,4.0,2.5,0.0,-2.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,75,0,1,0.0,36.0,0.0,20181029015122.0,21077.0
30,,,4.0,-2.5,0.0,2.5,0.0,3.0,^,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,80,0,1,0.0,36.0,0.0,20181029015124.0,21074^11077
31,,,4.0,-3.5,0.0,3.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,5.0,4,7,66.7,78.3,72.7,77,80,0,1,0.0,36.0,0.0,20181029015134.0,11077.0
32,,,4.0,-3.5,0.0,3.5,0.0,3.0,,5,6,22.0,21,21,,18,16,,5,2,6.0,4,7,66.7,78.3,72.7,77,80,0,1,0.0,36.0,0.0,20181029015134.0,21077.0
33,,,4.0,-3.5,0.0,3.5,0.0,3.0,1:1,5,6,22.0,21,21,,18,16,,5,2,6.0,4,7,66.7,78.3,72.7,77,80,0,1,0.0,36.0,0.0,20181029015157.0,21078.0
34,,,4.0,-3.5,0.0,3.5,0.0,3.0,,5,6,22.0,21,21,17.0,18,16,,5,2,6.0,4,7,68.0,78.3,72.7,77,80,0,1,0.0,36.0,0.0,20181029015157.0,11077.0
35,44.0,5.0,4.0,-3.5,0.0,3.5,0.0,3.0,,5,6,22.0,21,21,17.0,18,16,4.0,5,2,6.0,4,7,68.0,78.3,72.7,77,80,0,1,0.0,36.0,0.0,20181029015214.0,11081.0
36,,,4.0,-3.5,0.0,3.5,0.0,3.0,,5,6,22.0,21,21,17.0,18,16,4.0,5,2,6.0,4,7,68.0,78.3,72.7,77,80,0,1,0.0,36.0,1.0,20181029015347.0,11077.0
37,,,4.0,-3.5,0.0,3.5,0.0,3.0,,5,6,22.0,21,21,17.0,18,16,4.0,5,2,6.0,4,7,68.0,78.3,72.7,77,80,0,1,0.0,33.0,0.0,20181029015350.0,11077.0
38,,,4.0,-3.5,0.0,3.5,0.0,3.0,,5,6,22.0,21,21,17.0,18,16,4.0,5,2,6.0,4,7,68.0,78.3,72.7,77,80,0,1,0.0,33.0,1.0,20181029015353.0,11077.0
39,,,4.0,-3.5,0.0,3.5,0.0,3.0,,5,6,22.0,21,21,17.0,18,16,4.0,5,2,6.0,4,7,68.0,78.3,72.7,77,80,0,1,0.0,30.0,0.0,20181029015357.0,11077.0
40,,,4.0,-2.5,0.0,2.5,0.0,3.0,^,5,6,23.0,21,21,17.0,18,16,4.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,30.0,0.0,20181029015400.0,11074^21077
41,,,4.0,-2.5,0.0,2.5,0.0,3.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,30.0,0.0,20181029015400.0,21077.0
42,,,4.0,-2.5,0.0,2.5,0.0,3.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,30.0,1.0,20181029015531.0,21077.0
43,,,4.0,-2.5,0.0,2.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,21.0,1.0,20181029015539.0,21077.0
44,,,4.0,-1.5,0.0,1.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,21.0,1.0,20181029015540.0,11077.0
45,,,4.0,-1.5,0.0,1.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,18.0,0.0,20181029015542.0,11077.0
46,,,4.0,-1.5,0.0,1.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,18.0,1.0,20181029015555.0,11077.0
47,,,4.0,-1.5,0.0,1.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,17.0,0.0,20181029015556.0,11077.0
48,,,4.0,-1.5,0.0,1.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,17.0,0.0,20181029015602.0,11094.0
49,,,4.0,-2.5,0.0,2.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,17.0,0.0,20181029015609.0,21077.0
50,,,4.0,-1.5,0.0,1.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,17.0,0.0,20181029015616.0,11077.0
51,,,4.0,-1.5,0.0,1.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,17.0,0.0,20181029015620.0,11077.0
52,,,4.0,-2.5,0.0,2.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,6.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,17.0,0.0,20181029015627.0,21077.0
53,,,4.0,-2.5,0.0,2.5,0.0,2.0,,5,6,23.0,21,21,17.0,18,16,1.0,5,2,7.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,17.0,0.0,20181029015630.0,11086.0
54,,,4.0,-2.5,0.0,2.5,0.0,2.0,1:2,5,6,23.0,21,21,17.0,18,16,1.0,5,2,7.0,4,7,68.0,78.3,72.7,79,81,0,1,0.0,17.0,0.0,20181029015634.0,21078.0
55,,,4.0,-3.5,0.0,3.5,0.0,2.0,1:2^2:2,5,6,23.0,21,21,18.0,18,16,1.0,5,2,7.0,4,7,69.2,78.3,72.7,79,82,0,1,0.0,17.0,0.0,20181029015636.0,21079^21078
56,,,4.0,-3.5,0.0,3.5,0.0,1.0,2:2^,5,6,23.0,21,21,19.0,18,16,1.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,17.0,0.0,20181029015648.0,21079^11077
57,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,1.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,17.0,1.0,20181029015650.0,11077.0
58,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,1.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,12.0,0.0,20181029015654.0,11077.0
59,44.0,5.0,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,3.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,12.0,0.0,20181029015711.0,11081.0
60,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,3.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,12.0,1.0,20181029015809.0,11077.0
61,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,3.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,8.0,1.0,20181029015814.0,11077.0
62,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,3.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,8.0,1.0,20181029015814.0,11094.0
63,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,3.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,0.0,0.0,20181029015821.0,11094.0
64,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,3.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,0.0,0.0,20181029015829.0,11094.0
65,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,3.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,0.0,0.0,20181029015829.0,1084.0
66,,,4.0,-3.5,0.0,3.5,0.0,1.0,,5,6,23.0,21,21,19.0,18,16,3.0,5,2,7.0,4,7,70.4,78.3,72.7,79,83,0,1,0.0,0.0,0.0,20181029015829.0,1084.0
