,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1,S2,S3,S5,S6,SC,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS
126,,,,第1节,36.5,0.83,-36.5,0.83,174.5,0.83,174.5,0.83,174.5,1.0,9241317.0,1:2,,,,,,,,13.0,15.0,1.0,1,3.0,GD,28.0,0.0,20180702184116.0,21080.0,
127,,,,第1节,36.5,0.83,-36.5,0.83,174.5,0.83,174.5,0.83,174.5,1.0,9241317.0,2:2,,,,,,,,13.0,15.0,1.0,1,3.0,GD,28.0,0.0,20180702184116.0,21078.0,
128,,,,第1节,36.5,0.83,-36.5,0.83,174.5,0.83,174.5,0.83,174.5,1.0,9241317.0,2:2,,,,,,,,13.0,15.0,1.0,1,3.0,GD,28.0,1.0,20180702184219.0,21080.0,
129,,,,第1节,36.5,0.83,-36.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,9241317.0,2:2,,,,,,,,13.0,15.0,1.0,1,3.0,GD,28.0,1.0,20180702184219.0,21080.0,
130,,,,第1节,36.5,0.83,-36.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,9241317.0,2:2,,,,,,,,13.0,15.0,1.0,1,3.0,GD,28.0,1.0,20180702184219.0,21080.0,
131,,,,第1节,36.5,0.83,-37.5,0.83,173.5,0.83,173.5,0.83,-37.5,1.0,9241317.0,2:2,,,,,,,,13.0,15.0,1.0,1,3.0,GD,28.0,1.0,20180702184219.0,21080.0,
132,,,,第1节,37.5,0.83,-37.5,0.83,173.5,0.83,173.5,0.83,37.5,1.0,9241317.0,,,,,,,,,13.0,15.0,1.0,1,2.0,GD,55.0,0.0,20180702184219.0,11077.0,
133,,,,第1节,37.5,0.83,-37.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9241317.0,,,,,,,,,13.0,15.0,1.0,1,2.0,GD,55.0,0.0,20180702184219.0,11077.0,
134,,,,第1节,37.5,0.83,-37.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9241317.0,,,,,,,,,13.0,15.0,1.0,1,2.0,GD,55.0,0.0,20180702184219.0,11077.0,
135,,,,第1节,37.5,0.83,-36.5,0.83,170.5,0.83,170.5,0.83,-36.5,1.0,9241317.0,,,,,,,,,13.0,15.0,1.0,1,2.0,GD,55.0,0.0,20180702184219.0,11077.0,
136,,,,第1节,36.5,0.83,-36.5,0.83,170.5,0.83,170.5,0.83,36.5,1.0,9241317.0,,,,,,,,,13.0,15.0,0.0,1,2.0,GD,55.0,0.0,20180702184219.0,11077.0,
137,,,,第1节,36.5,0.83,-36.5,0.83,170.5,0.83,170.5,0.83,36.5,1.0,9241317.0,,,,,,,,,13.0,15.0,0.0,1,2.0,GD,55.0,0.0,20180702184219.0,11077.0,
138,,,,第1节,36.5,0.83,-36.5,0.83,170.5,0.83,170.5,0.83,36.5,1.0,9241317.0,,,,,,,,,13.0,15.0,0.0,1,2.0,GD,55.0,0.0,20180702184219.0,11077.0,
139,,,,第1节,36.5,0.83,-36.5,0.83,170.5,0.83,170.5,0.83,36.5,1.0,9241317.0,,,,,,,,,13.0,15.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
140,,,,第1节,36.5,0.83,-36.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,9241317.0,,,,,,,,,13.0,15.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
141,,,,第1节,36.5,0.83,-36.5,0.83,173.5,0.83,173.5,0.83,173.5,1.0,9241317.0,,,,,,,,,13.0,15.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
142,,,,第1节,36.5,0.83,-38.5,0.83,173.5,0.83,173.5,0.83,-38.5,1.0,9241317.0,,,,,,,,,13.0,15.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
143,,,,第1节,38.5,0.83,-38.5,0.83,173.5,0.83,173.5,0.83,38.5,1.0,9241317.0,,,,,,,,,13.0,15.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11075.0,
144,,,,第1节,38.5,0.83,-38.5,0.83,173.5,0.83,173.5,0.83,38.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,21077.0,
145,,,,第1节,38.5,0.83,-38.5,0.83,172.5,0.83,172.5,0.83,172.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
146,,,,第1节,38.5,0.83,-38.5,0.83,172.5,0.83,173.5,0.83,172.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
147,,,,第1节,38.5,0.83,-38.5,0.83,172.5,0.83,172.5,0.83,173.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
148,,,,第1节,38.5,0.83,-38.5,0.83,172.5,0.83,171.5,0.83,172.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
149,,,,第1节,38.5,0.83,-38.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,55.0,1.0,20180702184418.0,11077.0,
150,,,,第1节,38.5,0.83,-38.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,26.0,0.0,20180702184418.0,11077.0,
151,,,,第1节,38.5,0.83,-38.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,26.0,0.0,20180702184418.0,11077.0,
152,,,,第1节,38.5,0.83,-38.5,0.83,171.5,0.83,171.5,0.83,171.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,26.0,1.0,20180702184454.0,11077.0,
153,,,,第1节,38.5,0.83,-38.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,26.0,1.0,20180702184454.0,21077.0,
154,,,,第1节,38.5,0.8,-38.5,0.87,170.5,0.83,170.5,0.83,170.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,14.0,0.0,20180702184454.0,21077.0,
155,,,,第1节,38.5,0.83,-38.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,14.0,0.0,20180702184454.0,21077.0,
156,,,,第1节,38.5,0.8,-38.5,0.87,170.5,0.83,170.5,0.83,170.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,14.0,1.0,20180702184531.0,21077.0,
157,,,,第1节,38.5,0.83,-38.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,14.0,1.0,20180702184531.0,11077.0,
158,,,,第1节,38.5,0.83,-38.5,0.83,170.5,0.83,170.5,0.83,170.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,3.0,0.0,20180702184531.0,11077.0,
159,,,,第1节,38.5,0.83,-38.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,3.0,0.0,20180702184531.0,11077.0,
160,,,,第1节,38.5,0.83,-38.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,11077.0,
161,,,,第1节,38.5,0.8,-38.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,21077.0,
162,,,,第1节,38.5,0.8,-38.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,21077.0,
163,,,,第1节,38.5,0.83,-37.5,0.83,168.5,0.83,168.5,0.83,-37.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,21077.0,
164,,,,第1节,37.5,0.83,-37.5,0.83,168.5,0.83,168.5,0.83,37.5,1.0,9241317.0,,,,,,,,,13.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,21074.0,
165,,,,第1节,37.5,0.83,-37.5,0.83,168.5,0.83,168.5,0.83,37.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,11077.0,
166,,,,第1节,37.5,0.83,-37.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,11077.0,
167,,,,第1节,37.5,0.83,-37.5,0.83,169.5,0.83,169.5,0.83,169.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,11077.0,
168,,,,第1节,37.5,0.83,-36.5,0.83,169.5,0.83,169.5,0.83,-36.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,11077.0,
169,,,,第1节,36.5,0.83,-36.5,0.83,169.5,0.83,167.5,0.83,36.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,21077.0,
170,,,,第1节,36.5,0.83,-36.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,21077.0,
171,,,,第1节,36.5,0.83,-36.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,21077.0,
172,,,,第1节,36.5,0.83,-35.5,0.83,167.5,0.83,167.5,0.83,-35.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,2.0,GD,3.0,1.0,20180702184605.0,21077.0,
173,,,,第1节,35.5,0.83,-35.5,0.83,167.5,0.83,167.5,0.83,35.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,0.0,GD,47.0,0.0,20180702184605.0,21077.0,
174,,,,第1节,35.5,0.83,-35.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,0.0,GD,47.0,0.0,20180702184605.0,21077.0,
175,,,,第1节,35.5,0.83,-35.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,0.0,GD,47.0,1.0,20180702184738.0,21077.0,
176,,,,第1节,35.5,0.83,-35.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,0.0,GD,47.0,1.0,20180702184738.0,11074.0,
177,,,,第1节,35.5,0.83,-35.5,0.8,166.5,0.83,166.5,0.83,166.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,0.0,GD,47.0,1.0,20180702184738.0,11074.0,
178,,,,第1节,35.5,0.87,-36.5,0.8,166.5,0.83,166.5,0.83,-36.5,1.0,9241317.0,,,,,,,,,15.0,18.0,0.0,1,0.0,GD,47.0,1.0,20180702184738.0,11074.0,
179,,,,第1节,36.5,0.87,-36.5,0.8,166.5,0.83,166.5,0.83,36.5,1.0,9241317.0,,,,,,,,,15.0,20.0,0.0,1,0.0,GD,47.0,1.0,20180702184738.0,11074.0,
180,,,,第1节,36.5,0.83,-36.5,0.83,166.5,0.83,166.5,0.83,36.5,1.0,9241317.0,,,,,,,,,15.0,20.0,0.0,1,0.0,GD,28.0,0.0,20180702184738.0,21077.0,
181,,,,第1节,36.5,0.83,-36.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,9241317.0,,,,,,,,,15.0,20.0,0.0,1,0.0,GD,28.0,0.0,20180702184738.0,21077.0,
182,,,,第1节,36.5,0.83,-36.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,9241317.0,,,,,,,,,15.0,20.0,0.0,1,0.0,GD,28.0,1.0,20180702184816.0,21077.0,
183,,,,第1节,36.5,0.83,-36.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,9241317.0,,,,,,,,,15.0,20.0,0.0,1,0.0,GD,28.0,1.0,20180702184816.0,21077.0,
184,,,,第1节,36.5,0.83,-36.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,9241317.0,,,,,,,,,15.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21077.0,
185,,,,第1节,36.5,0.83,-36.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9241317.0,1:2,,,,,,,,15.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21078.0,
186,,,,第1节,36.5,0.83,-36.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9241317.0,1:2,,,,,,,,15.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21078.0,
187,,,,第1节,36.5,0.83,-35.5,0.83,166.5,0.83,166.5,0.83,-35.5,1.0,9241317.0,1:2,,,,,,,,15.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21078.0,
188,,,,第1节,35.5,0.83,-35.5,0.83,166.5,0.83,166.5,0.83,35.5,1.0,9241317.0,1:2,,,,,,,,15.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21078.0,
189,,,,第1节,35.5,0.83,-36.5,0.83,166.5,0.83,166.5,0.83,-36.5,1.0,9241317.0,1:2,,,,,,,,15.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21078.0,
190,,,,第1节,36.5,0.83,-36.5,0.83,166.5,0.83,166.5,0.83,36.5,1.0,9241317.0,1:2,,,,,,,,15.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21080.0,
191,,,,第1节,36.5,0.87,-35.5,0.8,166.5,0.83,166.5,0.83,-35.5,1.0,9241317.0,2:2,,,,,,,,15.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21078.0,
192,,,,第1节,35.5,0.87,-35.5,0.8,166.5,0.83,166.5,0.83,35.5,1.0,9241317.0,2:2,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21079.0,
193,,,,第1节,35.5,0.87,-35.5,0.8,166.5,0.83,166.5,0.83,35.5,1.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,11077.0,
194,,,,第1节,35.5,0.87,-35.5,0.8,166.5,0.83,166.5,0.83,35.5,1.0,9241317.0,1:1,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21078.0,
195,,,,第1节,35.5,0.87,-35.5,0.8,166.5,0.83,166.5,0.83,35.5,1.0,9241317.0,1:1,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,21080.0,
196,,,,第1节,35.5,0.87,-35.5,0.8,167.5,0.83,167.5,0.83,167.5,1.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,0.0,20180702184816.0,11077.0,
197,,,,第1节,35.5,0.83,-35.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,1.0,20180702184908.0,11077.0,
198,,,,第1节,35.5,0.83,-35.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,1.0,20180702184908.0,11077.0,
199,,,,第1节,35.5,0.87,-35.5,0.8,166.5,0.83,164.5,0.83,166.5,1.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,1.0,20180702184908.0,21077.0,
200,,,,第1节,35.5,0.87,-35.5,0.8,164.5,0.83,164.5,0.83,164.5,1.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,0.0,GD,25.0,1.0,20180702184908.0,21077.0,
201,,,,第1节,35.5,0.83,-35.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,9241317.0,1.0,,,,,,,,16.0,20.0,0.0,1,0.0,GD,0.0,0.0,20180702184908.0,1082.0,
202,,,,第2节,35.5,0.83,-35.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,9241317.0,1.0,,,,,,,,16.0,20.0,0.0,1,0.0,GD,0.0,0.0,20180702184908.0,1082.0,
203,,,第2节,第2节,35.5,0.83,-35.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,9241317.0,1.0,,,,,,,,16.0,20.0,0.0,1,10.0,GD,0.0,0.0,20180702184908.0,1082.0,
204,,,第2节,第2节,35.5,0.83,-35.5,0.83,164.5,0.83,164.5,0.83,164.5,2.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,10.0,GD,0.0,0.0,20180702184908.0,1088.0,
205,,,第2节,第2节,35.5,0.83,-35.5,0.83,164.5,0.83,164.5,0.83,164.5,2.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,21077.0,
206,,,第2节,第2节,35.5,0.83,-35.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11077.0,
207,,,第2节,第2节,35.5,0.83,-35.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,9241317.0,,,,,,,,,16.0,20.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11074.0,
208,,,第2节,第2节,35.5,0.83,-35.5,0.83,163.5,0.83,163.5,0.83,163.5,2.0,9241317.0,,,,,,,,,16.0,22.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,21077.0,
209,,,第2节,第2节,35.5,0.83,-36.5,0.83,163.5,0.83,163.5,0.83,-36.5,2.0,9241317.0,,,,,,,,,16.0,22.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,21077.0,
210,,,第2节,第2节,36.5,0.83,-36.5,0.83,163.5,0.83,163.5,0.83,36.5,2.0,9241317.0,,,,,,,,,16.0,22.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,21074.0,
211,,,第2节,第2节,36.5,0.83,-36.5,0.83,163.5,0.83,163.5,0.83,36.5,2.0,9241317.0,,,,,,,,,18.0,22.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11077.0,
212,,,第2节,第2节,36.5,0.83,-36.5,0.83,165.5,0.83,165.5,0.83,165.5,2.0,9241317.0,,,,,,,,,18.0,22.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11077.0,
213,,,第2节,第2节,36.5,0.83,-36.5,0.83,165.5,0.83,165.5,0.83,165.5,2.0,9241317.0,,,,,,,,,18.0,22.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11077.0,
214,,,第2节,第2节,36.5,0.83,-34.5,0.83,165.5,0.83,165.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,18.0,22.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11077.0,
215,,,第2节,第2节,34.5,0.83,-34.5,0.83,165.5,0.83,165.5,0.83,34.5,2.0,9241317.0,,,,,,,,,18.0,25.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11075.0,
216,,,第2节,第2节,34.5,0.83,-34.5,0.83,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,18.0,25.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11075.0,
217,,,第2节,第2节,34.5,0.83,-34.5,0.87,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,18.0,25.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11075.0,
218,,,第2节,第2节,34.5,0.8,-37.5,0.87,168.5,0.83,168.5,0.83,-37.5,2.0,9241317.0,,,,,,,,,18.0,25.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,11075.0,
219,,,第2节,第2节,37.5,0.8,-37.5,0.8,168.5,0.83,168.5,0.83,37.5,2.0,9241317.0,,,,,,,,,18.0,25.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,21077.0,
220,,,第2节,第2节,37.5,0.87,-36.5,0.8,168.5,0.83,168.5,0.83,-36.5,2.0,9241317.0,,,,,,,,,18.0,25.0,0.0,1,10.0,GD,0.0,1.0,20180702185213.0,21077.0,
221,,,第2节,第2节,36.5,0.87,-36.5,0.8,168.5,0.83,168.5,0.83,36.5,2.0,9241317.0,,,,,,,,,18.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21077.0,
222,,,第2节,第2节,36.5,0.87,-36.5,0.8,165.5,0.83,165.5,0.83,165.5,2.0,9241317.0,,,,,,,,,18.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21077.0,
223,,,第2节,第2节,36.5,0.83,-36.5,0.83,165.5,0.83,166.5,0.83,165.5,2.0,9241317.0,1:2,,,,,,,,18.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21078.0,
224,,,第2节,第2节,36.5,0.83,-36.5,0.83,166.5,0.83,166.5,0.83,166.5,2.0,9241317.0,1:2,,,,,,,,18.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21078.0,
225,,,第2节,第2节,36.5,0.83,-36.5,0.83,166.5,0.83,166.5,0.83,166.5,2.0,9241317.0,1:2,,,,,,,,18.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21078.0,
226,,,第2节,第2节,36.5,0.83,-35.5,0.83,166.5,0.83,166.5,0.83,-35.5,2.0,9241317.0,1:2,,,,,,,,18.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21078.0,
227,,,第2节,第2节,35.5,0.83,-35.5,0.83,166.5,0.83,166.5,0.83,35.5,2.0,9241317.0,1:2,,,,,,,,18.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21079.0,
228,,,第2节,第2节,35.5,0.83,-35.5,0.83,166.5,0.83,166.5,0.83,35.5,2.0,9241317.0,2:2,,,,,,,,19.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21078.0,
229,,,第2节,第2节,35.5,0.83,-35.5,0.83,167.5,0.83,167.5,0.83,167.5,2.0,9241317.0,2:2,,,,,,,,19.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21078.0,
230,,,第2节,第2节,35.5,0.83,-35.5,0.83,167.5,0.83,168.5,0.83,167.5,2.0,9241317.0,2:2,,,,,,,,19.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21078.0,
231,,,第2节,第2节,35.5,0.83,-35.5,0.83,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,2:2,,,,,,,,19.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21078.0,
232,,,第2节,第2节,35.5,0.8,-35.5,0.87,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,2:2,,,,,,,,20.0,25.0,0.0,1,8.0,GD,37.0,0.0,20180702185213.0,21079.0,
233,,,第2节,第2节,35.5,0.8,-35.5,0.87,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,20.0,25.0,0.0,1,8.0,GD,37.0,1.0,20180702185445.0,11077.0,
234,,,第2节,第2节,35.5,0.8,-35.5,0.87,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,20.0,25.0,0.0,1,8.0,GD,37.0,1.0,20180702185445.0,11077.0,
235,,,第2节,第2节,35.5,0.8,-35.5,0.87,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11077.0,
236,,,第2节,第2节,35.5,0.8,-35.5,0.87,166.5,0.83,166.5,0.83,166.5,2.0,9241317.0,,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11077.0,
237,,,第2节,第2节,35.5,0.8,-35.5,0.8,166.5,0.83,166.5,0.83,166.5,2.0,9241317.0,,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11077.0,
238,,,第2节,第2节,35.5,0.87,-34.5,0.8,166.5,0.83,166.5,0.83,-34.5,2.0,9241317.0,,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11077.0,
239,,,第2节,第2节,34.5,0.87,-34.5,0.8,166.5,0.83,166.5,0.83,34.5,2.0,9241317.0,,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,21086.0,
240,,,第2节,第2节,34.5,0.87,-34.5,0.8,166.5,0.83,166.5,0.83,34.5,2.0,9241317.0,,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11077.0,
241,,,第2节,第2节,34.5,0.87,-34.5,0.8,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,1:2,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11078.0,
242,,,第2节,第2节,34.5,0.87,-34.5,0.83,168.5,0.83,168.5,0.83,168.5,2.0,9241317.0,1:2,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11078.0,
243,,,第2节,第2节,34.5,0.83,-35.5,0.83,168.5,0.83,168.5,0.83,-35.5,2.0,9241317.0,1:2,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11078.0,
244,,,第2节,第2节,35.5,0.83,-35.5,0.83,168.5,0.83,168.5,0.83,35.5,2.0,9241317.0,1:2,,,,,,,,20.0,25.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11079.0,
245,,,第2节,第2节,35.5,0.83,-35.5,0.83,168.5,0.83,168.5,0.83,35.5,2.0,9241317.0,2:2,,,,,,,,20.0,26.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11078.0,
246,,,第2节,第2节,35.5,0.87,-35.5,0.8,169.5,0.83,169.5,0.83,169.5,2.0,9241317.0,2:2,,,,,,,,20.0,26.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11078.0,
247,,,第2节,第2节,35.5,0.87,-35.5,0.87,169.5,0.83,169.5,0.83,169.5,2.0,9241317.0,2:2,,,,,,,,20.0,26.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11078.0,
248,,,第2节,第2节,35.5,0.8,-36.5,0.87,169.5,0.83,169.5,0.83,-36.5,2.0,9241317.0,2:2,,,,,,,,20.0,26.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11078.0,
249,,,第2节,第2节,36.5,0.8,-36.5,0.87,169.5,0.83,169.5,0.83,36.5,2.0,9241317.0,2:2,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,0.0,20180702185445.0,11079.0,
250,,,第2节,第2节,36.5,0.8,-36.5,0.87,169.5,0.83,169.5,0.83,36.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
251,,,第2节,第2节,36.5,0.8,-36.5,0.87,170.5,0.83,170.5,0.83,170.5,2.0,9241317.0,,,,,,,,,20.0,27.0,0.0,1,8.0,GD,21.0,1.0,20180702185558.0,21077.0,
