,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,1.5,0.77,-1.5,0.91,186.5,0.83,186.5,0.83,,,,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,21.0,1,20180721012531,21077,0.83,0.83
1,,,,,1.5,0.77,-1.5,0.91,185.5,0.83,186.5,0.83,185.5,,,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,21.0,1,20180721012531,21077,0.83,0.83
2,,,,,1.5,0.77,-1.5,0.91,185.5,0.83,185.5,0.83,185.5,,,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,13.0,1,20180721012539.0,21077,0.83,0.83
3,,,,,1.5,0.77,-1.5,0.91,184.5,0.83,185.5,0.83,184.5,,,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,13.0,1,20180721012539.0,21077,0.83,0.83
4,,,,,1.5,0.77,-1.5,0.91,184.5,0.83,184.5,0.83,184.5,,,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,5.0,1,20180721012548.0,21077,0.83,0.83
5,,,,,1.5,0.77,-1.5,0.91,184.5,0.83,184.5,0.83,184.5,,0.87,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,5.0,1,20180721012548.0,21077,0.83,0.83
6,,,,,1.5,0.77,-1.5,0.91,184.5,0.83,184.5,0.83,184.5,,0.8,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,3.0,1,20180721012549.0,21077,0.83,0.83
7,,,,,1.5,0.77,-1.5,0.91,184.5,0.83,184.5,0.83,184.5,,0.8,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,3.0,1,20180721012549.0,11077.0,0.83,0.83
8,,,,,1.5,0.77,-1.5,0.91,184.5,0.83,184.5,0.83,184.5,,0.8,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,3.0,1,20180721012550.0,11077.0,0.83,0.83
9,,,,,1.5,0.77,-1.5,0.91,186.5,0.83,184.5,0.83,186.5,,0.8,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,3.0,1,20180721012550.0,11077.0,0.83,0.83
10,,,,,1.5,0.77,-1.5,0.91,186.5,0.83,186.5,0.83,186.5,,1.1,,,,2,,5,,1,,5,,6,,33.3,,17,,0.0,1,4.0,3.0,1,20180721012550.0,11077.0,0.83,0.83
11,,,,,1.5,0.77,-1.5,0.91,186.5,0.83,186.5,0.83,186.5,,0.66,,,,2,,5,,1,,5,,6,,33.3,19.0,19,18.0,0.0,1,3.0,59.0,1,20180721012553.0,11077.0,0.83,0.83
12,,,,,1.5,0.87,-1.5,0.8,186.5,0.83,186.5,0.83,186.5,,0.66,^,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,18.0,0.0,1,3.0,59.0,1,20180721012553.0,11074^21077,0.83,0.83
13,,,,,1.5,0.87,-1.5,0.8,186.5,0.8,186.5,0.87,186.5,,0.66,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,18.0,0.0,1,3.0,51.0,1,20180721012601.0,21077.0,0.83,0.83
14,,,,,1.5,0.87,-1.5,0.8,187.5,0.87,186.5,0.8,187.5,,0.66,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,18.0,0.0,1,3.0,51.0,1,20180721012601.0,21077.0,0.83,0.83
15,,,,,1.5,0.87,-1.5,0.8,187.5,0.87,187.5,0.8,187.5,,0.87,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,18.0,0.0,1,3.0,51.0,1,20180721012601.0,21077.0,0.83,0.83
16,,,,,1.5,0.87,-1.5,0.8,187.5,0.87,187.5,0.8,187.5,,0.8,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,44.0,1,20180721012609.0,21077.0,0.83,0.83
17,,,,,1.5,0.77,-1.5,0.91,187.5,0.87,187.5,0.8,187.5,,0.8,^,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,44.0,1,20180721012609.0,21074^11077,0.83,0.83
18,,,,,1.5,0.77,-1.5,0.91,187.5,0.83,187.5,0.83,187.5,,0.8,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,36.0,1,20180721012618.0,11077.0,0.83,0.83
19,,,,,1.5,0.77,-1.5,0.91,186.5,0.83,187.5,0.83,186.5,,0.8,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,36.0,1,20180721012618.0,11077.0,0.83,0.83
20,,,,,1.5,0.77,-1.5,0.91,186.5,0.83,186.5,0.83,186.5,,0.83,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,28.0,1,20180721012626.0,11077.0,0.83,0.83
21,,,,,1.5,0.77,-1.5,0.91,185.5,0.87,186.5,0.8,185.5,,0.83,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,28.0,1,20180721012626.0,11077.0,0.83,0.83
22,,,,,1.5,0.77,-1.5,0.91,185.5,0.87,185.5,0.8,185.5,,0.83,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,22.0,1,20180721012629.0,11077.0,0.83,0.83
23,,,,,1.5,0.77,-1.5,0.91,185.5,0.83,185.5,0.83,185.5,,0.83,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,22.0,1,20180721012629.0,11095.0,0.83,0.83
24,,,,,1.5,0.77,-1.5,0.91,185.5,0.83,185.5,0.83,185.5,,0.83,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,20.0,1,20180721012631.0,11095.0,0.83,0.83
25,,,,,1.5,0.71,-1.5,1.0,185.5,0.83,185.5,0.83,185.5,,0.83,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,20.0,1,20180721012631.0,21077.0,0.83,0.83
26,,,,,1.5,0.71,-1.5,1.0,185.5,0.83,185.5,0.83,185.5,,0.83,,,,2,6.0,5,,1,,5,,6,,33.3,19.0,19,20.0,0.0,1,3.0,18.0,0.0,20180721012633.0,21077.0,0.83,0.83
