,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,129.5,0.8333333333333334,129.5,0.8333333333333334,,,,,,,0,1,0.0,47.0,1,20181017122636,11077,1.4,0.5263157894736842
1,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,129.5,0.8333333333333334,129.5,0.9090909090909091,,,0.5555555555555556,,,,0,1,0.0,38.0,1,20181017122644.0,11077,1.4,0.5263157894736842
2,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,128.5,0.8333333333333334,128.5,0.8333333333333334,,,0.5555555555555556,,,,0,1,0.0,34.0,0.0,20181017122649.0,11077,1.4,0.5263157894736842
3,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,128.5,0.8333333333333334,128.5,0.8333333333333334,,,0.5555555555555556,,,,0,1,0.0,34.0,0.0,20181017122652.0,11077,1.4,0.5263157894736842
4,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,128.5,0.8333333333333334,128.5,0.8333333333333334,,,0.5555555555555556,,,,0,1,0.0,34.0,0.0,20181017122653.0,11077,1.4,0.5263157894736842
5,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,128.5,0.8333333333333334,129.5,0.7692307692307693,,,0.5,1:2,,,0,1,0.0,34.0,0.0,20181017122700.0,11078.0,1.4,0.5263157894736842
6,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,128.5,0.8333333333333334,129.5,0.7692307692307693,,,0.5,^1:2,,,0,1,0.0,34.0,0.0,20181017122700.0,21086^11078,1.4,0.5263157894736842
7,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,128.5,0.8333333333333334,129.5,0.8,24.0,,0.5555555555555556,2:2^,,,0,1,0.0,34.0,1.0,20181017122742.0,11080^21077,1.4,0.5263157894736842
8,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,128.5,0.8333333333333334,129.5,0.8,24.0,,0.5555555555555556,2:2^,,,0,1,0.0,34.0,1.0,20181017122743.0,11080^21077,1.4,0.5263157894736842
9,,,,3.0,2.5,0.8,-2.5,0.8695652173913043,128.5,0.8333333333333334,129.5,0.8333333333333334,24.0,,0.5555555555555556,,,,0,1,0.0,27.0,1.0,20181017122747.0,21077.0,1.4,0.5263157894736842
