,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,142.5,0.8333333333333334,142.5,0.8333333333333334,,,,,7.0,3.0,12.0,8.0,7.0,7.0,5,2.0,3.0,5.0,50.0,63.6,52,32,0,1,4.0,44.0,0,20180922161232,21086
1,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,142.5,0.8333333333333334,142.5,0.8333333333333334,,,,,7.0,3.0,12.0,8.0,7.0,7.0,5,2.0,3.0,5.0,50.0,63.6,52,32,0,1,4.0,44.0,1.0,20180922161258.0,21086
2,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,142.5,0.8333333333333334,142.5,0.8333333333333334,,,,,7.0,3.0,13.0,8.0,7.0,7.0,5,2.0,3.0,5.0,50.0,63.6,52,32,0,1,4.0,44.0,1.0,20180922161258.0,11077.0
3,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,142.5,0.8333333333333334,142.5,0.8333333333333334,,,,,7.0,3.0,13.0,8.0,7.0,7.0,5,2.0,3.0,5.0,50.0,63.6,52,32,0,1,4.0,35.0,1.0,20180922161307.0,11077.0
4,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,143.5,0.8695652173913043,143.5,0.8,,,,,7.0,3.0,13.0,8.0,7.0,7.0,5,2.0,3.0,5.0,50.0,63.6,52,32,0,1,4.0,35.0,0.0,20180922161307.0,11077.0
5,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,143.5,0.8695652173913043,143.5,0.8,,,,,7.0,3.0,13.0,8.0,7.0,7.0,5,2.0,3.0,5.0,50.0,63.6,52,32,0,1,4.0,35.0,0.0,20180922161317.0,21086.0
6,,,,3.0,22.5,0.8,-22.5,0.8695652173913043,143.5,0.8695652173913043,143.5,0.8,,,,,7.0,3.0,13.0,8.0,7.0,7.0,5,2.0,3.0,5.0,50.0,63.6,52,32,0,1,4.0,35.0,0.0,20180922161318.0,21086.0
7,,,,3.0,23.5,0.8695652173913043,-23.5,0.8,144.5,0.8333333333333334,144.5,0.8333333333333334,,,1:1,,7.0,3.0,13.0,8.0,7.0,7.0,5,2.0,3.0,5.0,50.0,63.6,52,32,0,1,4.0,35.0,0.0,20180922161319.0,11078.0
8,,,,3.0,23.5,0.8695652173913043,-23.5,0.8,144.5,0.8333333333333334,144.5,0.8333333333333334,,,1:1,,7.0,3.0,13.0,8.0,7.0,7.0,5,2.0,3.0,6.0,50.0,63.6,52,32,0,1,4.0,37.0,0.0,20180922161321.0,11078.0
9,,,,3.0,25.5,0.8,-25.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,15.0,,1:1,,7.0,3.0,13.0,8.0,8.0,7.0,5,2.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,37.0,0.0,20180922161332.0,11079.0
10,,,,3.0,25.5,0.8,-25.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,15.0,,1:1,,7.0,3.0,13.0,8.0,8.0,7.0,5,2.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,37.0,1.0,20180922161337.0,11079.0
11,,,,3.0,24.5,0.8,-24.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,19.0,,,,7.0,3.0,13.0,8.0,8.0,7.0,5,2.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,37.0,1.0,20180922161338.0,21077.0
12,,,,3.0,24.5,0.8,-24.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,19.0,,,,7.0,3.0,13.0,8.0,8.0,7.0,5,2.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,27.0,0.0,20180922161347.0,21077.0
13,,,,3.0,25.5,0.8,-25.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,15.0,,,,7.0,3.0,13.0,8.0,8.0,7.0,5,2.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,27.0,0.0,20180922161348.0,21077.0
14,,,,3.0,25.5,0.8,-25.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,15.0,,,,7.0,3.0,13.0,8.0,8.0,7.0,5,2.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,29.0,0.0,20180922161353.0,21077.0
15,44.0,5.0,,3.0,25.5,0.8,-25.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,15.0,,,,7.0,3.0,13.0,8.0,8.0,7.0,5,2.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,29.0,0.0,20180922161356.0,11081.0
16,44.0,5.0,,3.0,25.5,0.8,-25.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,15.0,,^,,7.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,29.0,0.0,20180922161357.0,11077^21081
17,,,,3.0,25.5,0.8,-25.5,0.8695652173913043,145.5,0.8,145.5,0.8695652173913043,15.0,,,,7.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,29.0,1.0,20180922161536.0,11077.0
18,,,,3.0,25.5,0.7692307692307693,-25.5,0.9090909090909091,145.5,0.7692307692307693,145.5,0.9090909090909091,15.0,,,,7.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,55,32,0,1,4.0,20.0,1.0,20180922161544.0,11077.0
19,,,,3.0,28.5,0.7692307692307693,-28.5,0.9090909090909091,147.5,0.8333333333333334,147.5,0.8333333333333334,13.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,4.0,19.0,1.0,20180922161545.0,11075.0
20,,,,3.0,27.5,0.7692307692307693,-27.5,0.9090909090909091,146.5,0.8695652173913043,146.5,0.8,14.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,4.0,12.0,1.0,20180922161552.0,21077.0
21,,,,3.0,27.5,0.7692307692307693,-27.5,0.9090909090909091,146.5,0.8333333333333334,146.5,0.8333333333333334,14.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,4.0,7.0,0.0,20180922161557.0,21077.0
22,,,,3.0,28.5,0.7692307692307693,-28.5,0.9090909090909091,146.5,0.8333333333333334,146.5,0.8333333333333334,13.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,4.0,7.0,0.0,20180922161559.0,21077.0
23,,,,3.0,28.5,0.7692307692307693,-28.5,0.9090909090909091,146.5,0.8333333333333334,146.5,0.8333333333333334,13.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,4.0,7.0,1.0,20180922161623.0,21077.0
24,,,,3.0,28.5,0.7692307692307693,-28.5,0.9090909090909091,146.5,0.8,146.5,0.8695652173913043,13.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,4.0,5.0,0.0,20180922161624.0,11077.0
25,,,,3.0,27.5,0.7692307692307693,-27.5,0.9090909090909091,146.5,0.8,146.5,0.8695652173913043,14.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,4.0,5.0,0.0,20180922161638.0,11077.0
26,,,,3.0,27.5,0.7692307692307693,-27.5,0.9090909090909091,146.5,0.8,146.5,0.8695652173913043,14.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,4.0,5.0,1.0,20180922161651.0,11077.0
27,,,,3.0,27.5,0.7692307692307693,-27.5,0.9090909090909091,145.5,0.8333333333333334,145.5,0.8333333333333334,14.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,3.0,56.0,1.0,20180922161659.0,21077.0
28,,,,3.0,28.5,0.7692307692307693,-28.5,0.9090909090909091,145.5,0.8333333333333334,145.5,0.8333333333333334,13.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,3.0,55.0,1.0,20180922161700.0,11077.0
29,,,,3.0,27.5,0.7692307692307693,-27.5,0.9090909090909091,145.5,0.8,145.5,0.8695652173913043,14.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,3.0,51.0,1.0,20180922161704.0,21077.0
30,,,,3.0,28.5,0.7692307692307693,-28.5,0.9090909090909091,145.5,0.8,145.5,0.8695652173913043,13.0,,,,8.0,3.0,13.0,8.0,8.0,7.0,5,1.0,3.0,6.0,53.3,63.6,58,32,0,1,3.0,50.0,1.0,20180922161706.0,11077.0
