,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,KI,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
151,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,27.0,0,,11077.0,0.0,0.0
152,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,18.0,0,,21077.0,0.0,0.0
153,44.0,5.0,,第1节,9.5,0.87,-8.5,0.8,113.5,0.83,113.5,0.83,-8.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,18.0,0,,21077.0,0.0,0.0
154,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,113.5,0.83,113.5,0.83,8.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,18.0,0,,21077.0,0.0,0.0
155,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,113.5,0.83,113.5,0.83,8.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,18.0,0,,21077.0,0.0,0.0
156,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,113.5,0.83,113.5,0.83,8.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,7.0,0,,21077.0,0.0,0.0
157,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,113.5,0.83,113.5,0.83,8.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,7.0,0,,11086.0,0.0,0.0
158,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,7.0,0,,21077.0,0.0,0.0
159,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,5.0,0,,21077.0,0.0,0.0
160,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,1.0,GD,5.0,0,,21077.0,0.0,0.0
161,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,1.0,GD,52.0,0,,21077.0,0.0,0.0
162,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,5.0,7.0,0.0,#F0F0F0,1,1.0,GD,52.0,0,,21074.0,0.0,0.0
163,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,52.0,0,,11077.0,0.0,0.0
164,44.0,5.0,,第1节,8.5,0.8,-7.5,0.87,112.5,0.83,112.5,0.83,-7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,52.0,0,,11077.0,0.0,0.0
165,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,112.5,0.83,114.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,52.0,0,,11077.0,0.0,0.0
166,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,52.0,0,,11077.0,0.0,0.0
167,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,44.0,0,,11077.0,0.0,0.0
168,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,44.0,0,,11077.0,0.0,0.0
169,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,39.0,0,,11077.0,0.0,0.0
170,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,39.0,0,,11077.0,0.0,0.0
171,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,3.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,35.0,0,,11077.0,0.0,0.0
172,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,35.0,0,,11086.0,0.0,0.0
173,44.0,5.0,,第1节,7.5,0.83,-6.5,0.83,114.5,0.83,114.5,0.83,-6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,35.0,0,,21077.0,0.0,0.0
174,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,114.5,0.83,113.5,0.83,6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,35.0,0,,21077.0,0.0,0.0
175,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,35.0,0,,21077.0,0.0,0.0
176,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,15.0,0,,21077.0,0.0,0.0
177,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,15.0,0,,21077.0,0.0,0.0
178,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,12.0,0,,21077.0,0.0,0.0
179,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,12.0,0,,21077.0,0.0,0.0
180,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,11.0,0.0,#F0F0F0,1,1.0,GD,11.0,0,,21077.0,0.0,0.0
181,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,7.0,9.0,0.0,#F0F0F0,1,1.0,GD,11.0,0,,21074.0,0.0,0.0
182,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,1.0,GD,11.0,0,,11077.0,0.0,0.0
183,44.0,5.0,,第1节,6.5,0.83,-5.5,0.83,111.5,0.83,111.5,0.83,-5.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,1.0,GD,11.0,0,,11077.0,0.0,0.0
184,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,111.5,0.83,113.5,0.83,5.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,1.0,GD,11.0,0,,11077.0,0.0,0.0
185,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,1.0,GD,11.0,0,,11077.0,0.0,0.0
186,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,1.0,GD,5.0,0,,11077.0,1.75,0.0
187,44.0,5.0,,第1节,5.5,0.83,-4.5,0.8,113.5,0.83,113.5,0.83,-4.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,0.0,GD,5.0,0,,11077.0,1.75,0.0
188,44.0,5.0,,第1节,5.5,0.83,-4.5,0.8,113.5,0.83,113.5,0.83,-4.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,0.0,GD,46.0,0,,11077.0,1.75,0.0
189,44.0,5.0,,第1节,4.5,0.87,-4.5,0.8,113.5,0.83,112.5,0.83,4.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,0.0,GD,46.0,0,,11077.0,1.75,0.0
190,44.0,5.0,,第1节,4.5,0.87,-4.5,0.8,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,0.0,GD,46.0,0,,11077.0,1.75,0.0
191,44.0,5.0,,第1节,4.5,0.87,-4.5,0.8,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,0.0,GD,42.0,0,,21077.0,1.7,0.0
192,44.0,5.0,,第1节,4.5,0.87,-4.5,0.8,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,9.0,11.0,0.0,#F0F0F0,1,0.0,GD,42.0,0,,21074.0,1.7,0.0
193,44.0,5.0,,第1节,4.5,0.87,-4.5,0.8,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,11.0,11.0,0.0,#F0F0F0,1,0.0,GD,42.0,0,,11077.0,1.7,0.0
194,44.0,5.0,,第1节,4.5,0.83,-3.5,0.83,112.5,0.83,112.5,0.83,-3.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,11.0,11.0,0.0,#F0F0F0,1,0.0,GD,42.0,0,,11077.0,1.7,0.0
195,44.0,5.0,,第1节,3.5,0.83,-3.5,0.83,112.5,0.83,114.5,0.83,3.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,11.0,11.0,0.0,#F0F0F0,1,0.0,GD,42.0,0,,11077.0,1.7,0.0
196,44.0,5.0,,第1节,3.5,0.83,-3.5,0.83,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,11.0,11.0,0.0,#F0F0F0,1,0.0,GD,42.0,0,,11077.0,1.7,0.0
197,44.0,5.0,,第1节,3.5,0.83,-3.5,0.83,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,11.0,11.0,0.0,#F0F0F0,1,0.0,GD,15.0,0,,11077.0,1.5,0.0
198,44.0,5.0,,第1节,3.5,0.83,-3.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,11.0,11.0,0.0,#F0F0F0,1,0.0,GD,15.0,0,,21077.0,1.5,0.0
199,44.0,5.0,,第1节,3.5,0.83,-3.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,11.0,11.0,0.0,#F0F0F0,1,0.0,GD,2.0,0,,21077.0,0.0,0.0
200,44.0,5.0,,第1节,3.5,0.83,-3.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,11.0,14.0,0.0,#F0F0F0,1,0.0,GD,2.0,0,,21075.0,0.0,0.0
201,44.0,5.0,,第1节,3.5,0.83,-3.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,0.0,GD,2.0,0,,11077.0,0.0,0.0
202,44.0,5.0,,第1节,3.5,0.83,-1.5,0.83,112.5,0.83,112.5,0.83,-1.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,0.0,GD,2.0,0,,11077.0,0.0,0.0
203,44.0,5.0,,第1节,1.5,0.83,-1.5,0.83,112.5,0.83,115.5,0.83,1.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,0.0,GD,2.0,0,,11077.0,0.0,0.0
204,44.0,5.0,,第1节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,4.0,5.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,0.0,GD,2.0,0,,11077.0,0.0,0.0
205,44.0,5.0,,第1节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,0.0,5.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,0.0,GD,2.0,0,,1082.0,0.91,0.77
206,44.0,5.0,,第1节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,0.0,GD,0.0,0,,1082.0,0.91,0.77
207,44.0,5.0,,第2节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,0.0,GD,0.0,0,,1082.0,0.91,0.77
208,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,10.0,GD,0.0,0,,1082.0,0.91,0.77
209,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,2.0,,0.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,14.0,11.0,0.0,#F0F0F0,1,10.0,GD,0.0,0,,1088.0,0.91,0.77
210,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,2.0,,0.0,1.0,2.0,3.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,13.0,11.0,0.0,#F0F0F0,1,10.0,GD,0.0,0,,11077.0,0.91,0.77
211,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,2.0,,0.0,1.0,2.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,13.0,11.0,0.0,#F0F0F0,1,10.0,GD,0.0,0,,11074.0,0.91,0.77
212,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,115.5,0.83,115.5,0.83,115.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,2.0,,0.0,1.0,2.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,14.0,13.0,0.0,#F0F0F0,1,9.0,GD,41.0,0,,21077.0,0.91,0.77
213,44.0,5.0,第2节,第2节,1.5,0.83,-2.5,0.83,115.5,0.83,115.5,0.83,-2.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,2.0,,0.0,1.0,2.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,14.0,13.0,0.0,#F0F0F0,1,9.0,GD,41.0,0,,21077.0,0.91,0.77
214,44.0,5.0,第2节,第2节,2.5,0.83,-2.5,0.83,115.5,0.83,116.5,0.83,2.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,2.0,,0.0,1.0,2.0,4.0,4.0,2.0,0.0,4.0,4.0,0.0,0.0,100.0,0.0,14.0,13.0,0.0,#F0F0F0,1,9.0,GD,41.0,0,,21077.0,0.91,0.77
