,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,KI,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
87,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,118.5,0.83,118.5,0.83,118.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,11077.0,0.0,0.0
88,44.0,5.0,,第1节,7.5,0.87,-6.5,0.8,118.5,0.83,118.5,0.83,-6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,11077.0,0.0,0.0
89,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,118.5,0.83,117.5,0.83,6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,21077.0,0.0,0.0
90,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,117.5,0.83,117.5,0.83,117.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,21077.0,0.0,0.0
91,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,117.5,0.83,117.5,0.83,117.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,11086.0,0.0,0.0
92,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,117.5,0.83,117.5,0.83,117.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,21077.0,0.0,0.0
93,44.0,5.0,,第1节,6.5,0.8,-7.5,0.87,117.5,0.83,117.5,0.83,-7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,11077.0,0.0,0.0
94,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,117.5,0.83,116.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,11077.0,0.0,0.0
95,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,116.5,0.83,116.5,0.83,116.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,40.0,0,,11077.0,0.0,0.0
96,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,116.5,0.83,116.5,0.83,116.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,29.0,0,,11077.0,0.0,0.0
97,44.0,5.0,,第1节,7.5,0.87,-6.5,0.8,116.5,0.83,116.5,0.83,-6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,29.0,0,,21077.0,0.0,0.0
98,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,116.5,0.83,116.5,0.83,6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,27.0,0,,21077.0,0.0,0.0
99,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,116.5,0.83,116.5,0.83,6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,27.0,0,,21077.0,0.0,0.0
100,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,116.5,0.83,116.5,0.83,6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,17.0,0,,21077.0,0.0,0.0
101,44.0,5.0,,第1节,6.5,0.8,-7.5,0.87,116.5,0.83,116.5,0.83,-7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,5.0,GD,17.0,0,,11077.0,0.0,0.0
102,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,116.5,0.83,116.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,49.0,0,,21077.0,0.0,0.0
103,44.0,5.0,,第1节,7.5,0.83,-6.5,0.83,116.5,0.83,116.5,0.83,-6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,49.0,0,,21077.0,0.0,0.0
104,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,116.5,0.83,114.5,0.83,6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,49.0,0,,21077.0,0.0,0.0
105,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,49.0,0,,21077.0,0.0,0.0
106,44.0,5.0,,第1节,6.5,0.83,-6.5,0.83,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,11077.0,0.0,0.0
107,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,3.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,11077.0,0.0,0.0
108,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,21086.0,0.0,0.0
109,44.0,5.0,,第1节,6.5,0.83,-7.5,0.83,112.5,0.83,112.5,0.83,-7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,11077.0,0.0,0.0
110,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,112.5,0.83,113.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,11077.0,0.0,0.0
111,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,11077.0,0.0,0.0
112,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,113.5,0.83,111.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,11081.0,0.0,0.0
113,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,30.0,0,,11081.0,0.0,0.0
114,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,4.0,GD,2.0,0,,11081.0,0.0,0.0
115,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,2.0,0,,21077.0,0.0,0.0
116,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,59.0,0,,21077.0,0.0,0.0
117,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,59.0,0,,11086.0,0.0,0.0
118,44.0,5.0,,第1节,7.5,0.87,-6.5,0.8,111.5,0.83,111.5,0.83,-6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,59.0,0,,21077.0,0.0,0.0
119,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,111.5,0.83,109.5,0.83,6.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,59.0,0,,21077.0,0.0,0.0
120,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,59.0,0,,21077.0,0.0,0.0
121,44.0,5.0,,第1节,6.5,0.87,-6.5,0.8,109.5,0.83,109.5,0.83,109.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,37.0,0,,21077.0,0.0,0.0
122,44.0,5.0,,第1节,6.5,0.8,-7.5,0.87,109.5,0.83,109.5,0.83,-7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,37.0,0,,21077.0,0.0,0.0
123,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,109.5,0.83,109.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,31.0,0,,21077.0,0.0,0.0
124,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,109.5,0.83,109.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,31.0,0,,11077.0,0.0,0.0
125,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,109.5,0.83,109.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,6.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11077.0,0.0,0.0
126,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,109.5,0.83,109.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,8.0,6.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11074.0,0.0,0.0
127,44.0,5.0,,第1节,7.5,0.8,-7.5,0.87,109.5,0.83,109.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,21077.0,0.0,0.0
128,44.0,5.0,,第1节,7.5,0.83,-8.5,0.83,109.5,0.83,109.5,0.83,-8.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,21077.0,0.0,0.0
129,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,109.5,0.83,111.5,0.83,8.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,21077.0,0.0,0.0
130,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,21077.0,0.0,0.0
131,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,21086.0,0.0,0.0
132,44.0,5.0,,第1节,8.5,0.83,-8.5,0.83,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11077.0,0.0,0.0
133,44.0,5.0,,第1节,8.5,0.87,-8.5,0.8,111.5,0.83,111.5,0.83,111.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1:1,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11078.0,0.0,0.0
134,44.0,5.0,,第1节,8.5,0.83,-9.5,0.83,111.5,0.83,111.5,0.83,-9.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1:1,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11078.0,0.0,0.0
135,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,111.5,0.83,112.5,0.83,9.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1:1,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11078.0,0.0,0.0
136,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1:1,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,3.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11078.0,0.0,0.0
137,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,1:1,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,9.0,8.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11079.0,0.0,0.0
138,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,3.0,9.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,21077.0,0.0,0.0
139,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,3.0,5.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,21074.0,0.0,0.0
140,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,9.0,0.0,#F0F0F0,1,3.0,GD,23.0,0,,11077.0,0.0,0.0
141,44.0,5.0,,第1节,9.5,0.83,-9.5,0.83,112.5,0.83,112.5,0.83,112.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,9.0,0.0,#F0F0F0,1,3.0,GD,3.0,0,,11077.0,0.0,0.0
142,44.0,5.0,,第1节,9.5,0.83,-7.5,0.83,112.5,0.83,112.5,0.83,-7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,9.0,0.0,#F0F0F0,1,3.0,GD,3.0,0,,11077.0,0.0,0.0
143,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,112.5,0.83,113.5,0.83,7.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,9.0,0.0,#F0F0F0,1,3.0,GD,3.0,0,,11077.0,0.0,0.0
144,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,9.0,0.0,#F0F0F0,1,3.0,GD,3.0,0,,11077.0,0.0,0.0
145,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,11.0,9.0,0.0,#F0F0F0,1,3.0,GD,3.0,0,,11074.0,0.0,0.0
146,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,113.5,0.83,113.5,0.83,113.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,41.0,0,,21077.0,0.0,0.0
147,44.0,5.0,,第1节,7.5,0.8,-9.5,0.87,113.5,0.83,113.5,0.83,-9.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,41.0,0,,21077.0,0.0,0.0
148,44.0,5.0,,第1节,9.5,0.8,-9.5,0.87,113.5,0.83,114.5,0.83,9.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,41.0,0,,21077.0,0.0,0.0
149,44.0,5.0,,第1节,9.5,0.8,-9.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,41.0,0,,21077.0,0.0,0.0
150,44.0,5.0,,第1节,9.5,0.8,-9.5,0.87,114.5,0.83,114.5,0.83,114.5,"#F0F0F0,#F0F0F0,#F0F0F0,#F0F0F0,#FF0000,#0000FF,#3D4A4E",1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,0.0,4.0,4.0,2.0,5.0,100.0,0.0,5.0,11.0,0.0,#F0F0F0,1,2.0,GD,27.0,0,,11077.0,0.0,0.0
