,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,4.0,5.5,0.8,-5.5,0.8695652173913043,166.5,0.8333333333333334,166.5,0.8333333333333334,,,,,,0,1,9.0,40.0,0,20181108150535,21078,2.65,0.26666666666666666
1,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.2857142857142857,1:2^2:2,67.0,59.0,0,1,9.0,40.0,0,20181108150547.0,21079^21078,2.65,0.26666666666666666
2,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.3125,2:2^,67.0,60.0,0,1,9.0,40.0,0,20181108150557.0,21079^11077,2.65,0.26666666666666666
3,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.3125,2:2^,67.0,60.0,0,1,9.0,40.0,1.0,20181108150603.0,21079^11077,2.65,0.26666666666666666
4,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.3125,2:2^,67.0,60.0,0,1,9.0,39.0,1.0,20181108150603.0,21079^11077,2.65,0.26666666666666666
5,,,4.0,4.5,0.9090909090909091,-4.5,0.7692307692307693,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.30303030303030304,,67.0,60.0,0,1,9.0,30.0,1.0,20181108150612.0,11077.0,2.65,0.26666666666666666
6,,,4.0,4.5,0.9090909090909091,-6.5,0.8333333333333334,168.5,0.8333333333333334,168.5,0.8333333333333334,,0.2,^,69.0,60.0,0,1,9.0,26.0,1.0,20181108150616.0,11074^21077,2.65,0.26666666666666666
7,,,4.0,4.5,0.9090909090909091,-6.5,0.8333333333333334,168.5,0.8333333333333334,168.5,0.8333333333333334,,0.2,,69.0,60.0,0,1,9.0,26.0,1.0,20181108150617.0,21077.0,2.65,0.26666666666666666
8,,,4.0,4.5,0.8695652173913043,-6.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,0.18181818181818182,,69.0,60.0,0,1,9.0,20.0,1.0,20181108150623.0,11077.0,2.65,0.26666666666666666
9,,,4.0,4.5,0.8695652173913043,-6.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,0.18181818181818182,,69.0,60.0,0,1,9.0,15.0,0.0,20181108150627.0,11077.0,2.65,0.26666666666666666
10,,,4.0,4.5,0.8695652173913043,-6.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,0.18181818181818182,,69.0,60.0,0,1,9.0,15.0,1.0,20181108150641.0,11077.0,2.65,0.26666666666666666
11,,,4.0,4.5,0.8695652173913043,-6.5,0.8,168.5,0.8333333333333334,168.5,0.8333333333333334,,0.18181818181818182,,69.0,60.0,0,1,9.0,13.0,1.0,20181108150641.0,11077.0,2.65,0.26666666666666666
12,,,4.0,4.5,0.8695652173913043,-6.5,0.8,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.18181818181818182,,69.0,60.0,0,1,9.0,5.0,1.0,20181108150651.0,11077.0,2.65,0.26666666666666666
13,,,4.0,4.5,0.8695652173913043,-6.5,0.8,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.18181818181818182,,69.0,60.0,0,1,9.0,2.0,0.0,20181108150654.0,11077.0,2.65,0.26666666666666666
14,,,4.0,4.5,0.8695652173913043,-6.5,0.8,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.18181818181818182,^,69.0,60.0,0,1,9.0,3.0,0.0,20181108150707.0,11086^21077,2.65,0.26666666666666666
15,,,4.0,4.5,0.8695652173913043,-6.5,0.8,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.18181818181818182,^,69.0,60.0,0,1,9.0,3.0,0.0,20181108150708.0,11086^21077,2.65,0.26666666666666666
16,,,4.0,4.5,0.8695652173913043,-6.5,0.8,167.5,0.8333333333333334,167.5,0.8333333333333334,,0.18181818181818182,^,69.0,60.0,0,1,9.0,2.0,0.0,20181108150708.0,11086^21077,2.65,0.26666666666666666
