,AM,AS,CB,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
614,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.8,-5.5,0.87,150.5,0.83,150.5,0.83,5.5,3.0,9449746.0,,0.0,5.0,3.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,37.0,40.0,0.0,0.0,1,10.0,1~GD,33.0,1.0,20180721045149.0,21077.0,,0.0,0.0
615,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.8,-5.5,0.87,150.5,0.83,150.5,0.83,-5.5,3.0,9449746.0,,0.0,5.0,3.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,37.0,48.0,0.0,0.0,1,10.0,1~GD,33.0,1.0,20180721045149.0,21077.0,,0.0,0.0
616,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.8,-5.5,0.87,153.5,0.83,150.5,0.83,153.5,3.0,9449746.0,,0.0,5.0,3.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,58.0,48.0,0.0,0.0,1,10.0,1~GD,26.0,1.0,20180721045156.0,21077.0,,0.0,0.0
617,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,3.5,0.8,-5.5,0.87,153.5,0.83,153.5,0.83,153.5,3.0,9449746.0,,0.0,5.0,3.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,58.0,48.0,0.0,0.0,1,10.0,1~GD,26.0,1.0,20180721045156.0,21077.0,,0.0,0.0
618,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,3.5,0.83,-3.5,0.87,153.5,0.83,153.5,0.83,3.5,3.0,9449746.0,^,0.0,5.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,58.0,48.0,0.0,0.0,1,10.0,1~GD,26.0,1.0,20180721045156.0,21075^11077,,1.75,0.0
619,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,3.5,0.83,-3.5,0.83,153.5,0.91,153.5,0.83,-3.5,3.0,9449746.0,,0.0,5.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,58.0,48.0,0.0,0.0,1,10.0,1~GD,18.0,1.0,20180721045204.0,11077.0,,1.75,0.0
620,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,3.5,0.83,-3.5,0.83,152.5,0.91,153.5,0.77,152.5,3.0,9449746.0,,0.0,5.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,58.0,48.0,0.0,0.0,1,10.0,1~GD,18.0,1.0,20180721045204.0,11077.0,,1.75,0.0
621,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,3.5,0.83,-3.5,0.83,152.5,0.91,152.5,0.77,152.5,3.0,9449746.0,,0.0,5.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,18.0,1.0,20180721045204.0,11077.0,,1.75,0.0
622,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-3.5,0.83,155.5,0.83,152.5,0.77,155.5,3.0,9449746.0,,0.0,5.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,12.0,1.0,20180721045209.0,11077.0,,1.75,0.0
623,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,155.5,0.83,152.5,0.77,5.5,3.0,9449746.0,,0.0,5.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,12.0,1.0,20180721045209.0,11077.0,,1.75,0.0
624,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,155.5,0.83,152.5,0.83,-5.5,3.0,9449746.0,,0.0,5.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,12.0,1.0,20180721045209.0,11077.0,,1.75,0.0
625,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,9449746.0,^,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,12.0,1.0,20180721045209.0,11075^21077,,0.0,0.0
626,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,9449746.0,^,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,12.0,1.0,20180721045210.0,11075^21077,,0.0,0.0
627,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,155.5,0.8,155.5,0.83,155.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,12.0,1.0,20180721045210.0,21077.0,,0.0,0.0
628,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,155.5,0.8,155.5,0.87,155.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,4.0,1.0,20180721045218.0,21077.0,,0.0,0.0
629,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,154.5,0.83,155.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,10.0,1~GD,4.0,1.0,20180721045218.0,21077.0,,0.0,0.0
630,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,154.5,0.83,154.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,1.0,1~GD,56.0,1.0,20180721045226.0,21077.0,,0.0,0.0
631,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,154.5,0.83,154.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,1.0,1~GD,56.0,1.0,20180721045226.0,21077.0,,0.0,0.0
632,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,154.5,0.83,154.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,1.0,1~GD,52.0,1.0,20180721045229.0,21077.0,,0.0,0.0
633,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,5.5,0.83,-5.5,0.83,154.5,0.83,154.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,1.0,1~GD,52.0,1.0,20180721045229.0,21094.0,,0.0,0.0
634,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,6.5,0.83,-6.5,0.83,154.5,0.8,154.5,0.87,6.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,61.0,48.0,0.0,0.0,1,1.0,1~GD,52.0,1.0,20180721045230.0,21094.0,,0.0,0.0
635,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,6.5,0.83,-6.5,0.83,154.5,0.8,154.5,0.87,-6.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,52.0,1.0,20180721045230.0,11077.0,,0.0,0.0
636,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,154.5,0.8,154.5,0.87,7.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,46.0,1.0,20180721045236.0,11077.0,,0.0,0.0
637,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,154.5,0.87,154.5,0.87,-7.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,46.0,1.0,20180721045236.0,11077.0,,0.0,0.0
638,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,155.5,0.87,154.5,0.8,155.5,3.0,9449746.0,,0.0,8.0,4.0,10.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,46.0,1.0,20180721045236.0,11077.0,,0.0,0.0
639,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,155.5,0.87,155.5,0.8,155.5,3.0,9449746.0,^,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,46.0,1.0,20180721045236.0,11074^21077,,0.0,0.0
640,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,155.5,0.87,155.5,0.8,155.5,3.0,9449746.0,^,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,46.0,1.0,20180721045237.0,11074^21077,,0.0,0.0
641,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,155.5,0.83,155.5,0.8,155.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,46.0,1.0,20180721045237.0,21077.0,,0.0,0.0
642,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.87,-7.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,38.0,1.0,20180721045245.0,21077.0,,0.0,0.0
643,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.87,-7.5,0.8,154.5,0.87,155.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,38.0,1.0,20180721045245.0,21077.0,,0.0,0.0
644,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.87,-7.5,0.8,154.5,0.87,154.5,0.8,154.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,30.0,1.0,20180721045253.0,21077.0,,0.0,0.0
645,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.87,-7.5,0.8,154.5,0.83,154.5,0.8,154.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,30.0,1.0,20180721045253.0,21077.0,,0.0,0.0
646,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.87,-7.5,0.8,154.5,0.83,154.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,26.0,1.0,20180721045256.0,21077.0,,0.0,0.0
647,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.91,-7.5,0.77,154.5,0.83,154.5,0.83,8.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,26.0,1.0,20180721045256.0,21095.0,,0.0,0.0
648,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.87,-8.5,0.8,154.5,0.91,154.5,0.83,-8.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,26.0,1.0,20180721045256.0,11077.0,,0.0,0.0
649,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.87,-8.5,0.8,153.5,0.91,154.5,0.77,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,18.0,1.0,20180721045305.0,11077.0,,0.0,0.0
650,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.91,-8.5,0.77,153.5,0.83,153.5,0.83,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,18.0,1.0,20180721045305.0,11077.0,,0.0,0.0
651,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.91,-8.5,0.77,153.5,0.83,153.5,0.83,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,15.0,1.0,20180721045307.0,11077.0,,0.0,0.0
652,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.91,-8.5,0.77,153.5,0.83,153.5,0.83,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,15.0,1.0,20180721045307.0,11095.0,,0.0,0.0
653,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.91,-7.5,0.77,153.5,0.83,153.5,0.83,7.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,15.0,1.0,20180721045308.0,11095.0,,0.0,0.0
654,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.91,-7.5,0.77,153.5,0.87,153.5,0.8,-7.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,15.0,1.0,20180721045308.0,21077.0,,0.0,0.0
655,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.77,-7.5,0.77,153.5,0.8,153.5,0.87,8.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,7.0,1.0,20180721045316.0,21077.0,,0.0,0.0
656,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.77,-8.5,0.91,153.5,0.77,153.5,0.87,-8.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,7.0,1.0,20180721045316.0,21077.0,,0.0,0.0
657,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.77,-8.5,0.91,153.5,0.77,153.5,0.91,-8.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045317.0,21077.0,,0.0,0.0
658,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.77,-8.5,0.91,153.5,0.77,153.5,0.91,-8.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045317.0,21077.0,,0.0,0.0
659,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.77,-8.5,0.91,153.5,0.77,153.5,0.91,-8.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,0.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045320.0,21077.0,,0.0,0.0
660,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,8.5,0.77,-8.5,0.91,153.5,0.77,153.5,0.91,-8.5,3.0,9449746.0,^,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,5.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045320.0,11086^21077,,0.0,0.0
661,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.77,-8.5,0.91,154.5,0.83,153.5,0.91,154.5,3.0,9449746.0,^,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,5.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045321.0,11086^21077,,0.0,0.0
662,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.91,154.5,0.83,153.5,0.91,7.5,3.0,9449746.0,^,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,5.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045321.0,11086^21077,,0.0,0.0
663,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,154.5,0.83,153.5,0.83,-7.5,3.0,9449746.0,1:2,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,5.0,0.0,66.7,100.0,63.0,48.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045321.0,21078.0,,0.0,0.0
664,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,154.5,0.87,154.5,0.83,154.5,3.0,9449746.0,1:2,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,5.0,0.0,66.7,100.0,63.0,49.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045321.0,21078.0,,0.0,0.0
665,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.8,-7.5,0.87,154.5,0.87,154.5,0.8,154.5,3.0,9449746.0,1:2,0.0,8.0,4.0,17.0,14.0,2.0,3.0,4.0,4.0,5.0,0.0,66.7,100.0,63.0,49.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045352.0,21078.0,,0.0,0.0
666,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.8,-7.5,0.87,155.5,0.8,154.5,0.8,155.5,3.0,9449746.0,1:2^2:2,0.0,8.0,4.0,17.0,14.0,2.0,5.0,4.0,4.0,5.0,0.0,66.7,83.3,63.0,50.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045352.0,21079^21078,,0.0,0.0
667,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.77,-7.5,0.91,155.5,0.8,155.5,0.87,155.5,3.0,9449746.0,1:2^2:2,0.0,8.0,4.0,17.0,14.0,2.0,5.0,4.0,4.0,5.0,0.0,66.7,83.3,63.0,50.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045415.0,21079^21078,,0.0,0.0
668,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.77,-7.5,0.91,155.5,0.8,155.5,0.87,155.5,3.0,9449746.0,2:2^,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180721045415.0,21079^11077,,0.0,0.0
669,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.77,-7.5,0.91,155.5,0.8,155.5,0.87,155.5,3.0,9449746.0,2:2^,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,1.0,1~GD,4.0,1.0,20180721045416.0,21079^11077,,0.0,0.0
670,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.77,-7.5,0.91,155.5,0.8,155.5,0.87,155.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,1.0,1~GD,4.0,1.0,20180721045416.0,11077.0,,0.0,0.0
671,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.77,-7.5,0.91,154.5,0.83,155.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,56.0,1.0,20180721045424.0,11077.0,,0.0,0.0
672,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.8,-7.5,0.87,154.5,0.8,154.5,0.83,154.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,56.0,1.0,20180721045424.0,11077.0,,0.0,0.0
673,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.8,-7.5,0.87,154.5,0.8,154.5,0.87,154.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,48.0,1.0,20180721045433.0,11077.0,,0.0,0.0
674,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.8,-7.5,0.87,153.5,0.87,154.5,0.87,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,48.0,1.0,20180721045433.0,11077.0,,0.0,0.0
675,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.8,-7.5,0.87,153.5,0.87,153.5,0.8,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,44.0,1.0,20180721045436.0,11077.0,,0.0,0.0
676,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.8,-7.5,0.87,153.5,0.87,153.5,0.8,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,44.0,1.0,20180721045436.0,11094.0,,0.0,0.0
677,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.87,153.5,0.83,153.5,0.83,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,36.0,1.0,20180721045444.0,11077.0,,0.0,0.0
678,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,153.5,0.8,153.5,0.83,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,36.0,1.0,20180721045444.0,11077.0,,0.0,0.0
679,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,153.5,0.8,153.5,0.87,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,33.0,0.0,20180721045447.0,11077.0,,0.0,0.0
680,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,153.5,0.8,153.5,0.87,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,33.0,0.0,20180721045447.0,11077.0,,0.0,0.0
681,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,153.5,0.8,153.5,0.87,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,33.0,0.0,20180721045449.0,11077.0,,0.0,0.0
682,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,153.5,0.8,153.5,0.87,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,33.0,0.0,20180721045449.0,11094.0,,0.0,0.0
683,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,7.5,0.83,-7.5,0.83,153.5,0.8,153.5,0.87,153.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,33.0,0.0,20180721045450.0,11094.0,,0.0,0.0
684,,,ASCACNGUHKMOMPPRTWUSVI,第3节,第3节,6.5,0.83,-6.5,0.83,153.5,0.8,153.5,0.87,6.5,3.0,9449746.0,,0.0,8.0,4.0,17.0,14.0,2.0,6.0,4.0,4.0,5.0,0.0,66.7,85.7,63.0,50.0,0.0,0.0,1,0.0,1~GD,33.0,0.0,20180721045450.0,11094.0,,0.0,0.0
