,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
50,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,21.0,14.0,16.0,4,5,1,1.0,3.0,80.0,100.0,85.0,53,0,1,4.0,43.0,0.0,20181019185153.0,21077.0
51,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,21.0,14.0,16.0,4,5,1,1.0,3.0,80.0,100.0,85.0,53,0,1,4.0,43.0,0.0,20181019185157.0,21077.0
52,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,21.0,14.0,16.0,4,5,1,2.0,3.0,80.0,100.0,85.0,53,0,1,4.0,43.0,1.0,20181019185208.0,21077.0
53,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,21.0,14.0,16.0,4,5,1,2.0,3.0,80.0,100.0,85.0,53,0,1,4.0,34.0,1.0,20181019185216.0,21077.0
54,4.0,31.5,0.9090909090909091,-31.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,^,9,7.0,21.0,15.0,16.0,4,5,1,2.0,3.0,80.0,100.0,85.0,55,0,1,4.0,29.0,1.0,20181019185222.0,21074^11077
55,4.0,31.5,0.9090909090909091,-31.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,21.0,15.0,16.0,4,5,1,2.0,3.0,80.0,100.0,85.0,55,0,1,4.0,23.0,1.0,20181019185228.0,11077.0
56,4.0,31.5,0.9090909090909091,-31.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,21.0,15.0,16.0,4,5,1,2.0,3.0,80.0,100.0,85.0,55,0,1,4.0,14.0,1.0,20181019185236.0,11077.0
57,4.0,31.5,0.9090909090909091,-31.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,21.0,15.0,16.0,4,5,1,2.0,3.0,80.0,100.0,85.0,55,0,1,4.0,9.0,0.0,20181019185242.0,11077.0
58,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,22.0,15.0,16.0,4,5,1,2.0,3.0,80.0,100.0,87.0,55,0,1,4.0,9.0,0.0,20181019185243.0,11074.0
59,4.0,32.5,0.9090909090909091,-32.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,22.0,15.0,16.0,4,5,1,2.0,3.0,80.0,100.0,87.0,55,0,1,4.0,9.0,0.0,20181019185246.0,21086.0
60,4.0,33.5,0.9090909090909091,-33.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,^1:1,9,7.0,22.0,15.0,16.0,4,5,1,2.0,3.0,80.0,100.0,87.0,55,0,1,4.0,9.0,0.0,20181019185247.0,21086^11078
61,4.0,33.5,0.9090909090909091,-33.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,1:1,9,7.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,55,0,1,4.0,9.0,0.0,20181019185318.0,11079.0
62,4.0,33.5,0.9090909090909091,-33.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,1:1,9,7.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,55,0,1,4.0,9.0,1.0,20181019185323.0,11079.0
63,4.0,33.5,0.9090909090909091,-33.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,,9,7.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,55,0,1,4.0,7.0,1.0,20181019185325.0,21077.0
64,4.0,33.5,0.8695652173913043,-33.5,0.8,155.5,0.7142857142857143,155.5,1.0,3.0,,9,7.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,55,0,1,3.0,58.0,1.0,20181019185333.0,21077.0
65,4.0,31.5,0.8695652173913043,-31.5,0.8,155.5,0.7142857142857143,155.5,1.0,4.0,^,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,55.0,1.0,20181019185337.0,21075^11077
66,4.0,31.5,0.8695652173913043,-31.5,0.8,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,50.0,1.0,20181019185341.0,11077.0
67,4.0,31.5,0.8695652173913043,-31.5,0.8,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,41.0,1.0,20181019185349.0,11077.0
68,4.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,33.0,1.0,20181019185357.0,11077.0
69,4.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,30.0,0.0,20181019185402.0,11077.0
70,4.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,30.0,1.0,20181019185419.0,11077.0
71,4.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,21.0,1.0,20181019185427.0,11077.0
72,4.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,18.0,0.0,20181019185431.0,11077.0
73,4.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,18.0,0.0,20181019185432.0,21086.0
74,4.0,31.5,0.9090909090909091,-31.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,1:2,9,8.0,22.0,15.0,17.0,4,5,1,2.0,3.0,81.0,100.0,88.0,58,0,1,3.0,18.0,0.0,20181019185436.0,11078.0
75,4.0,31.5,0.9090909090909091,-31.5,0.7692307692307693,155.5,0.7142857142857143,155.5,1.0,4.0,^1:2,9,8.0,22.0,15.0,17.0,4,5,1,2.0,5.0,77.3,100.0,88.0,58,0,1,3.0,18.0,0.0,20181019185436.0,21086^11078
76,4.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,2:2^,9,8.0,22.0,15.0,17.0,4,5,1,2.0,5.0,73.9,100.0,88.0,58,0,1,3.0,18.0,1.0,20181019185505.0,11080^21077
77,4.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,5.0,73.9,100.0,88.0,58,0,1,3.0,16.0,1.0,20181019185507.0,21077.0
78,4.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,5.0,73.9,100.0,88.0,58,0,1,3.0,7.0,1.0,20181019185515.0,21077.0
79,4.0,31.5,0.8333333333333334,-31.5,0.8333333333333334,155.5,0.7142857142857143,155.5,1.0,4.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,5.0,73.9,100.0,88.0,58,0,1,3.0,4.0,1.0,20181019185519.0,11077.0
80,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,3.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,5.0,73.9,100.0,88.0,58,0,1,2.0,55.0,1.0,20181019185527.0,11077.0
81,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,3.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,5.0,73.9,100.0,88.0,58,0,1,2.0,54.0,0.0,20181019185529.0,11077.0
82,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,3.0,,9,8.0,22.0,15.0,17.0,4,5,1,2.0,5.0,73.9,100.0,88.0,58,0,1,2.0,54.0,0.0,20181019185530.0,11077.0
83,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,3.0,^1:2,9,8.0,22.0,15.0,17.0,4,5,1,2.0,6.0,73.9,100.0,88.0,58,0,1,2.0,54.0,0.0,20181019185538.0,21086^11078
84,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,1:2^2:2,9,8.0,22.0,15.0,18.0,4,5,1,2.0,6.0,75.0,100.0,89.0,58,0,1,2.0,54.0,0.0,20181019185603.0,11079^11078
85,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,2:2,9,8.0,22.0,15.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,58,0,1,2.0,54.0,0.0,20181019185617.0,11079.0
86,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,2:2,9,8.0,22.0,15.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,58,0,1,2.0,54.0,1.0,20181019185618.0,11079.0
87,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,,9,8.0,22.0,15.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,58,0,1,2.0,52.0,1.0,20181019185621.0,21077.0
88,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,,9,8.0,22.0,15.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,58,0,1,2.0,43.0,1.0,20181019185630.0,21077.0
89,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,,9,8.0,22.0,15.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,58,0,1,2.0,35.0,1.0,20181019185638.0,21077.0
90,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,^,9,8.0,22.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,60,0,1,2.0,34.0,1.0,20181019185639.0,21074^11077
91,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,,9,8.0,22.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,60,0,1,2.0,29.0,1.0,20181019185644.0,11077.0
92,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,,9,8.0,22.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,60,0,1,2.0,20.0,1.0,20181019185652.0,11077.0
93,4.0,30.5,0.0,-30.5,0.0,155.5,0.7142857142857143,155.5,1.0,3.0,,9,8.0,22.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,60,0,1,2.0,13.0,1.0,20181019185700.0,21077.0
94,4.0,30.5,0.0,-30.5,0.0,155.5,0.7142857142857143,155.5,1.0,3.0,,9,8.0,22.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,60,0,1,2.0,12.0,1.0,20181019185701.0,21077.0
95,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,,9,8.0,22.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,90.0,60,0,1,2.0,11.0,1.0,20181019185702.0,11077.0
96,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,^,9,8.0,23.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,92.0,60,0,1,2.0,10.0,1.0,20181019185703.0,11074^21077
97,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,2.0,,9,8.0,23.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,92.0,60,0,1,2.0,2.0,1.0,20181019185710.0,21077.0
98,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,1.0,,9,8.0,23.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,92.0,60,0,1,1.0,53.0,1.0,20181019185719.0,21077.0
99,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,1.0,,9,8.0,23.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,92.0,60,0,1,1.0,45.0,1.0,20181019185727.0,21077.0
100,4.0,33.5,0.0,-33.5,0.0,155.5,0.7142857142857143,155.5,1.0,1.0,,9,8.0,23.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,92.0,60,0,1,1.0,45.0,1.0,20181019185728.0,11077.0
101,4.0,32.5,0.0,-32.5,0.0,155.5,0.7142857142857143,155.5,1.0,1.0,,9,8.0,23.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,92.0,60,0,1,1.0,38.0,1.0,20181019185735.0,21077.0
102,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,1.0,,9,8.0,23.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,92.0,60,0,1,1.0,33.0,0.0,20181019185740.0,21077.0
103,4.0,31.5,0.0,-31.5,0.0,155.5,0.7142857142857143,155.5,1.0,1.0,,9,8.0,23.0,16.0,19.0,4,5,1,2.0,6.0,76.0,100.0,92.0,60,0,1,1.0,33.0,0.0,20181019185741.0,11086.0
