,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,12.5,0.7692307692307693,-12.5,0.9090909090909091,169.5,0.8333333333333334,169.5,0.8333333333333334,,,,5,5.0,25.0,22.0,13,8.0,4,2,1.0,2.0,65.0,47.1,78,67,0,1,6.0,2.0,0,20180914172825,21077,11.0,0.015151515151515152
1,,12.5,0.7692307692307693,-12.5,0.9090909090909091,169.5,0.8333333333333334,169.5,0.8333333333333334,,,,5,5.0,25.0,22.0,13,8.0,4,2,1.0,2.0,65.0,47.1,78,67,0,1,6.0,2.0,1.0,20180914172837.0,21077,11.0,0.015151515151515152
2,,13.5,0.7692307692307693,-13.5,0.9090909090909091,169.5,0.7692307692307693,169.5,0.9090909090909091,,,,5,5.0,25.0,22.0,13,8.0,4,2,1.0,2.0,65.0,47.1,78,67,0,1,5.0,55.0,1.0,20180914172844.0,11077.0,14.0,0.01
3,,12.5,0.9090909090909091,-12.5,0.7692307692307693,168.5,0.8333333333333334,168.5,0.8333333333333334,,,,5,5.0,25.0,22.0,13,8.0,4,2,1.0,2.0,65.0,47.1,78,67,0,1,5.0,46.0,1.0,20180914172853.0,11077.0,14.0,0.01
4,,12.5,0.9090909090909091,-12.5,0.7692307692307693,167.5,0.9090909090909091,167.5,0.7692307692307693,,,,5,5.0,25.0,22.0,13,8.0,4,2,1.0,2.0,65.0,47.1,78,67,0,1,5.0,38.0,1.0,20180914172901.0,11077.0,15.0,0.006666666666666667
5,,12.5,0.9090909090909091,-12.5,0.7692307692307693,167.5,0.8,167.5,0.8695652173913043,,,,5,5.0,25.0,22.0,13,8.0,4,2,1.0,2.0,65.0,47.1,78,67,0,1,5.0,30.0,1.0,20180914172909.0,11077.0,15.0,0.006666666666666667
6,,12.5,0.9090909090909091,-12.5,0.7692307692307693,167.5,0.7692307692307693,167.5,0.9090909090909091,,,,5,5.0,25.0,22.0,13,8.0,4,2,1.0,2.0,65.0,47.1,78,67,0,1,5.0,28.0,0.0,20180914172911.0,11077.0,15.0,0.006666666666666667
7,,12.5,0.9090909090909091,-12.5,0.7692307692307693,167.5,0.7692307692307693,167.5,0.9090909090909091,,,,5,5.0,25.0,22.0,13,8.0,4,2,1.0,2.0,65.0,47.1,78,67,0,1,5.0,28.0,0.0,20180914172920.0,11086.0,15.0,0.006666666666666667
8,,12.5,0.9090909090909091,-12.5,0.7692307692307693,167.5,0.7692307692307693,167.5,0.9090909090909091,,,,5,5.0,25.0,22.0,13,8.0,4,2,2.0,2.0,65.0,47.1,78,67,0,1,5.0,28.0,0.0,20180914172936.0,11086.0,15.0,0.006666666666666667
9,,11.5,0.9090909090909091,-11.5,0.7692307692307693,167.5,0.7692307692307693,167.5,0.9090909090909091,,,,5,5.0,25.0,22.0,13,8.0,4,2,2.0,2.0,65.0,47.1,78,67,0,1,5.0,28.0,1.0,20180914172938.0,21077.0,11.5,0.013333333333333334
10,,11.5,0.9090909090909091,-11.5,0.7692307692307693,166.5,0.8333333333333334,166.5,0.8333333333333334,,,,5,5.0,25.0,22.0,13,8.0,4,2,2.0,2.0,65.0,47.1,78,67,0,1,5.0,19.0,1.0,20180914172946.0,21077.0,12.0,0.0125
11,,12.5,0.9090909090909091,-12.5,0.7692307692307693,166.5,0.8,166.5,0.8695652173913043,,,,5,5.0,25.0,22.0,13,8.0,4,2,2.0,2.0,65.0,47.1,78,67,0,1,5.0,16.0,1.0,20180914172950.0,11077.0,15.0,0.006666666666666667
12,,14.5,0.8695652173913043,-14.5,0.8,168.5,0.7692307692307693,168.5,0.9090909090909091,5.0,,,5,5.0,26.0,22.0,13,8.0,4,2,2.0,2.0,65.0,47.1,80,67,0,1,5.0,13.0,1.0,20180914172954.0,11074.0,15.0,0.006666666666666667
13,,13.5,0.8695652173913043,-13.5,0.8,167.5,0.9090909090909091,167.5,0.7692307692307693,6.0,,,5,5.0,26.0,22.0,13,8.0,4,2,2.0,2.0,65.0,47.1,80,67,0,1,5.0,9.0,1.0,20180914172957.0,21077.0,15.0,0.006666666666666667
