,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
273,44.0,5.0,,第1节,-3.5,0.83,3.5,0.83,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.56,1.3
274,44.0,5.0,,第1节,-3.5,0.87,2.5,0.8,167.5,0.83,167.5,0.83,2.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.56,1.3
275,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,167.5,0.83,169.5,0.83,-2.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.56,1.3
276,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.56,1.3
277,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,169.5,0.83,168.5,0.83,169.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.66,1.1
278,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,53.0,0,,21077.0,,0.66,1.1
279,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,50.0,0,,21077.0,,0.66,1.1
280,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,50.0,0,,21077.0,,0.66,1.1
281,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21077.0,,0.66,1.1
282,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,34.0,0,,11086.0,,0.66,1.1
283,44.0,5.0,,第1节,-2.5,0.87,2.5,0.8,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21077.0,,0.66,1.1
284,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,168.5,0.83,167.5,1.0,8804222.0,1:2,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21078.0,,0.66,1.1
285,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,1:2,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21078.0,,0.66,1.1
286,44.0,5.0,,第1节,-2.5,0.8,2.5,0.8,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,1:2,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21078.0,,0.0,1.25
287,44.0,5.0,,第1节,-2.5,0.87,3.5,0.8,168.5,0.83,168.5,0.83,3.5,1.0,8804222.0,1:2,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21078.0,,0.0,1.25
288,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,168.5,0.83,169.5,0.83,-3.5,1.0,8804222.0,1:2,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21078.0,,0.0,1.25
289,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:2,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21078.0,,0.0,1.25
290,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,1:2,22.0,21.0,0.0,1,1.0,GD,34.0,0,,21079.0,,0.0,1.25
291,44.0,5.0,,第1节,-3.5,0.87,3.5,0.8,169.5,0.83,169.5,0.83,169.5,1.0,8804222.0,2:2,23.0,21.0,0.0,1,1.0,GD,34.0,0,,21078.0,,0.0,1.25
292,44.0,5.0,,第1节,-3.5,0.8,2.5,0.87,169.5,0.83,169.5,0.83,2.5,1.0,8804222.0,2:2,23.0,21.0,0.0,1,1.0,GD,34.0,0,,21080.0,,0.0,1.25
293,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,169.5,0.83,168.5,0.83,-2.5,1.0,8804222.0,2:2,23.0,21.0,0.0,1,1.0,GD,34.0,0,,21080.0,,0.0,1.25
294,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,2:2,23.0,21.0,0.0,1,1.0,GD,34.0,0,,21080.0,,0.0,1.25
295,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,2:2,23.0,21.0,1.0,1,1.0,GD,34.0,0,,21080.0,,0.0,1.25
296,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,2:2,23.0,21.0,1.0,1,1.0,GD,34.0,0,,21080.0,,0.0,1.25
297,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,2:2,23.0,21.0,1.0,1,1.0,GD,34.0,0,,21080.0,,0.0,1.25
298,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,2:2,23.0,21.0,1.0,1,1.0,GD,34.0,0,,21080.0,,0.0,1.25
299,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,2:2,23.0,21.0,1.0,1,1.0,GD,34.0,0,,21080.0,,0.0,1.25
300,44.0,5.0,,第1节,-2.5,0.8,2.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,23.0,21.0,1.0,1,1.0,GD,34.0,0,,11077.0,,0.0,1.25
301,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,34.0,0,,11077.0,,0.0,1.25
302,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,34.0,0,,11077.0,,0.0,1.2
303,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,34.0,0,,11077.0,,0.63,1.2
304,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,34.0,0,,11077.0,,0.63,1.2
305,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,34.0,0,,11077.0,,0.63,1.2
306,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,168.5,0.83,168.5,0.83,168.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,30.0,0,,11077.0,,0.63,1.2
307,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,30.0,0,,11077.0,,0.63,1.2
308,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,15.0,0,,21077.0,,0.63,1.2
309,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,15.0,0,,21077.0,,0.0,1.25
310,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,8804222.0,,23.0,21.0,0.0,1,1.0,GD,3.0,0,,21077.0,,0.0,1.25
311,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,166.5,0.83,166.5,0.83,166.5,1.0,8804222.0,,23.0,21.0,0.0,1,0.0,GD,57.0,0,,21077.0,,0.63,1.2
312,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,23.0,21.0,0.0,1,0.0,GD,57.0,0,,21077.0,,0.63,1.2
313,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,23.0,21.0,0.0,1,0.0,GD,57.0,0,,21074.0,,0.0,1.25
314,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,25.0,21.0,0.0,1,0.0,GD,57.0,0,,11077.0,,0.0,1.25
315,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,25.0,21.0,0.0,1,0.0,GD,51.0,0,,11077.0,,0.0,1.25
316,44.0,5.0,,第1节,-2.5,0.87,4.5,0.8,165.5,0.83,165.5,0.83,4.5,1.0,8804222.0,,25.0,21.0,0.0,1,0.0,GD,51.0,0,,11077.0,,0.0,1.25
317,44.0,5.0,,第1节,-4.5,0.87,4.5,0.8,165.5,0.83,167.5,0.83,-4.5,1.0,8804222.0,,25.0,21.0,0.0,1,0.0,GD,51.0,0,,11077.0,,0.0,1.25
318,44.0,5.0,,第1节,-4.5,0.87,4.5,0.8,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,25.0,21.0,0.0,1,0.0,GD,51.0,0,,11077.0,,0.0,1.25
319,44.0,5.0,,第1节,-4.5,0.87,4.5,0.8,167.5,0.83,167.5,0.83,167.5,1.0,8804222.0,,25.0,21.0,0.0,1,0.0,GD,49.0,0,,11077.0,,0.47,0.0
320,44.0,5.0,,第1节,-4.5,0.87,2.5,0.87,167.5,0.83,167.5,0.83,2.5,1.0,8804222.0,,25.0,21.0,0.0,1,0.0,GD,49.0,0,,11074.0,,0.47,0.0
321,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,167.5,0.83,-2.5,1.0,8804222.0,,25.0,23.0,0.0,1,0.0,GD,25.0,0,,21077.0,,0.0,1.25
322,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,167.5,0.83,-2.5,1.0,8804222.0,,25.0,23.0,0.0,1,0.0,GD,25.0,0,,21077.0,,0.0,1.25
323,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,167.5,0.83,-2.5,1.0,8804222.0,,25.0,23.0,0.0,1,0.0,GD,22.0,0,,21077.0,,0.0,1.25
324,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,167.5,0.83,-2.5,1.0,8804222.0,,25.0,23.0,0.0,1,0.0,GD,22.0,0,,21077.0,,0.0,1.25
325,44.0,5.0,,第1节,-2.5,0.8,2.5,0.87,167.5,0.83,167.5,0.83,-2.5,1.0,8804222.0,,25.0,23.0,0.0,1,0.0,GD,0.0,0,,21077.0,,0.0,1.25
326,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,,25.0,23.0,0.0,1,0.0,GD,0.0,0,,11077.0,,0.0,1.25
327,44.0,5.0,,第1节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,1.0,25.0,23.0,0.0,1,10.0,GD,0.0,0,,1082.0,,0.63,1.2
328,44.0,5.0,,第2节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,1.0,8804222.0,1.0,25.0,23.0,0.0,1,10.0,GD,0.0,0,,1082.0,,0.63,1.2
329,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,25.0,23.0,0.0,1,10.0,GD,0.0,0,,1088.0,,0.63,1.2
330,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,25.0,23.0,0.0,1,9.0,GD,59.0,0,,11077.0,,0.63,1.2
331,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,164.5,0.83,164.5,0.83,164.5,2.0,8804222.0,,25.0,23.0,0.0,1,9.0,GD,59.0,0,,21077.0,,0.63,1.2
332,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,164.5,0.83,164.5,0.83,164.5,2.0,8804222.0,,25.0,23.0,0.0,1,9.0,GD,44.0,0,,21077.0,,0.63,1.2
333,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,164.5,0.83,164.5,0.83,164.5,2.0,8804222.0,,25.0,23.0,0.0,1,9.0,GD,44.0,0,,21077.0,,0.63,1.2
334,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,164.5,0.83,164.5,0.83,164.5,2.0,8804222.0,,25.0,23.0,0.0,1,9.0,GD,25.0,0,,21077.0,,0.63,1.2
335,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,25.0,23.0,0.0,1,9.0,GD,25.0,0,,21077.0,,0.63,1.2
336,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,25.0,23.0,0.0,1,9.0,GD,25.0,0,,21074.0,,0.0,1.25
337,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,23.0,0.0,1,9.0,GD,22.0,0,,11077.0,,0.0,1.25
338,44.0,5.0,第2节,第2节,-2.5,0.87,4.5,0.8,162.5,0.83,162.5,0.83,4.5,2.0,8804222.0,,27.0,23.0,0.0,1,9.0,GD,22.0,0,,11077.0,,0.0,1.25
339,44.0,5.0,第2节,第2节,-4.5,0.87,4.5,0.8,162.5,0.83,164.5,0.83,-4.5,2.0,8804222.0,,27.0,23.0,0.0,1,9.0,GD,22.0,0,,11077.0,,0.0,1.25
340,44.0,5.0,第2节,第2节,-4.5,0.87,4.5,0.8,164.5,0.83,164.5,0.83,164.5,2.0,8804222.0,,27.0,23.0,0.0,1,9.0,GD,22.0,0,,11077.0,,0.0,1.25
341,44.0,5.0,第2节,第2节,-4.5,0.87,4.5,0.8,164.5,0.83,164.5,0.83,164.5,2.0,8804222.0,,27.0,23.0,0.0,1,9.0,GD,20.0,0,,11077.0,,0.47,0.0
342,44.0,5.0,第2节,第2节,-4.5,0.83,2.5,0.83,164.5,0.83,164.5,0.83,2.5,2.0,8804222.0,,27.0,23.0,0.0,1,9.0,GD,20.0,0,,11077.0,,0.47,0.0
343,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,164.5,0.83,165.5,0.83,-2.5,2.0,8804222.0,,27.0,23.0,0.0,1,9.0,GD,20.0,0,,11077.0,,0.47,0.0
344,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,27.0,23.0,0.0,1,9.0,GD,20.0,0,,11077.0,,0.47,0.0
345,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,27.0,23.0,0.0,1,8.0,GD,57.0,0,,11077.0,,0.0,1.25
346,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,27.0,23.0,0.0,1,8.0,GD,57.0,0,,11074.0,,0.0,1.25
347,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,27.0,25.0,0.0,1,8.0,GD,57.0,0,,21077.0,,0.0,1.25
348,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,27.0,25.0,0.0,1,8.0,GD,54.0,0,,21077.0,,0.0,1.25
349,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,27.0,25.0,0.0,1,8.0,GD,54.0,0,,21077.0,,0.0,1.25
350,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,165.5,0.83,165.5,0.83,165.5,2.0,8804222.0,,27.0,25.0,0.0,1,8.0,GD,27.0,0,,21077.0,,0.0,1.25
351,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,27.0,25.0,0.0,1,8.0,GD,27.0,0,,21077.0,,0.0,1.25
352,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,27.0,25.0,0.0,1,8.0,GD,13.0,0,,21077.0,,0.0,1.25
353,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,25.0,0.0,1,8.0,GD,13.0,0,,11077.0,,0.0,1.25
354,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,25.0,0.0,1,7.0,GD,59.0,0,,21077.0,,0.63,1.2
355,44.0,5.0,第2节,第2节,-2.5,0.8,2.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,27.0,25.0,0.0,1,7.0,GD,59.0,0,,21077.0,,0.63,1.2
356,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,27.0,25.0,0.0,1,7.0,GD,59.0,0,,11077.0,,0.0,1.25
357,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,27.0,25.0,0.0,1,7.0,GD,51.0,0,,11077.0,,0.0,1.2
358,44.0,5.0,第2节,第2节,-2.5,0.83,2.5,0.83,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,27.0,25.0,0.0,1,7.0,GD,51.0,0,,11074.0,,0.63,1.2
359,44.0,5.0,第2节,第2节,-2.5,0.83,1.5,0.83,160.5,0.83,160.5,0.83,1.5,2.0,8804222.0,,27.0,25.0,0.0,1,7.0,GD,51.0,0,,21077.0,,0.63,1.2
360,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,160.5,0.83,162.5,0.83,-1.5,2.0,8804222.0,,27.0,25.0,0.0,1,7.0,GD,51.0,0,,21077.0,,0.63,1.2
361,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,25.0,0.0,1,7.0,GD,51.0,0,,21077.0,,0.63,1.2
362,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,27.0,0.0,1,7.0,GD,44.0,0,,21077.0,,0.63,1.2
363,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,27.0,0.0,1,7.0,GD,44.0,0,,21077.0,,0.71,1.0
364,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,27.0,0.0,1,7.0,GD,41.0,0,,21077.0,,0.71,1.0
365,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,27.0,0.0,1,7.0,GD,41.0,0,,11077.0,,0.71,1.0
366,44.0,5.0,第2节,第2节,-1.5,0.83,1.5,0.83,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,27.0,0.0,1,7.0,GD,28.0,0,,11077.0,,0.71,1.0
367,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,27.0,0.0,1,7.0,GD,28.0,0,,11077.0,,0.71,1.0
368,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,27.0,0.0,1,7.0,GD,28.0,0,,11074.0,,0.8,0.87
369,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,28.0,0,,21077.0,,0.8,0.87
370,44.0,5.0,第2节,第2节,-1.5,0.87,1.5,0.8,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,22.0,0,,21077.0,,0.8,0.87
371,44.0,5.0,第2节,第2节,-1.5,0.77,-1.5,0.91,161.5,0.83,161.5,0.83,-1.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,22.0,0,,21077.0,,0.8,0.87
372,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.91,161.5,0.83,163.5,0.83,1.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,22.0,0,,21077.0,,0.8,0.87
373,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.91,163.5,0.83,163.5,0.83,163.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,22.0,0,,21077.0,,0.8,0.87
374,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.91,163.5,0.83,162.5,0.83,163.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,22.0,0,,21077.0,,0.87,0.8
375,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.91,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,22.0,0,,21077.0,,0.87,0.8
376,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.91,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,20.0,0,,21077.0,,0.87,0.8
377,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.91,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,20.0,0,,11077.0,,0.87,0.8
378,44.0,5.0,第2节,第2节,1.5,0.77,-1.5,0.91,162.5,0.83,162.5,0.83,162.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,6.0,0,,11077.0,,0.87,0.8
379,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,6.0,0,,11077.0,,0.87,0.8
380,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,3.0,0,,11077.0,,1.0,0.71
381,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,3.0,0,,21086.0,,1.0,0.71
382,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,29.0,0.0,1,7.0,GD,3.0,0,,11077.0,,1.0,0.71
383,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,44.0,0,,21077.0,,1.0,0.71
384,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,44.0,0,,21077.0,,1.0,0.71
385,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,43.0,0,,21077.0,,0.91,0.77
386,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,160.5,0.83,160.5,0.83,160.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,43.0,0,,11086.0,,0.91,0.77
387,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,43.0,0,,21077.0,,0.91,0.77
388,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,37.0,0,,11077.0,,1.0,0.71
389,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,37.0,0,,21077.0,,1.0,0.71
390,44.0,5.0,第2节,第2节,1.5,0.83,-1.5,0.83,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,36.0,0,,21077.0,,1.0,0.71
391,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,27.0,29.0,0.0,1,6.0,GD,36.0,0,,21074.0,,0.91,0.77
392,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,29.0,29.0,0.0,1,6.0,GD,36.0,0,,11077.0,,0.91,0.77
393,44.0,5.0,第2节,第2节,1.5,0.8,-1.5,0.87,159.5,0.83,159.5,0.83,159.5,2.0,8804222.0,,29.0,29.0,0.0,1,6.0,GD,32.0,0,,11077.0,,0.91,0.77
394,44.0,5.0,第2节,第2节,1.5,0.91,1.5,0.77,159.5,0.83,159.5,0.83,1.5,2.0,8804222.0,,29.0,29.0,0.0,1,6.0,GD,32.0,0,,11077.0,,0.91,0.77
395,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,159.5,0.83,161.5,0.83,-1.5,2.0,8804222.0,,29.0,29.0,0.0,1,6.0,GD,32.0,0,,11077.0,,0.91,0.77
396,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,29.0,29.0,0.0,1,6.0,GD,32.0,0,,11077.0,,0.91,0.77
397,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,29.0,29.0,0.0,1,6.0,GD,29.0,0,,11077.0,,0.8,0.87
398,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,29.0,29.0,0.0,1,6.0,GD,29.0,0,,11074.0,,0.8,0.87
399,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,29.0,31.0,0.0,1,6.0,GD,29.0,0,,21077.0,,0.8,0.87
400,44.0,5.0,第2节,第2节,-1.5,0.91,1.5,0.77,161.5,0.83,161.5,0.83,161.5,2.0,8804222.0,,29.0,31.0,0.0,1,6.0,GD,17.0,0,,21077.0,,0.8,0.87
401,44.0,5.0,第2节,第2节,-1.5,0.8,-1.5,0.87,161.5,0.83,161.5,0.83,-1.5,2.0,8804222.0,,29.0,31.0,0.0,1,6.0,GD,17.0,0,,21077.0,,0.8,0.87
