,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
20,,-12.5,0.8333333333333334,12.5,0.8333333333333334,128.5,0.9090909090909091,128.5,0.7692307692307693,7.0,^,4.0,2.0,13.0,19.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,45.0,56,0,1,8.0,43.0,1.0,20180916154026.0,11075^21077,0.016666666666666666,10.5
21,,-12.5,0.8333333333333334,12.5,0.8333333333333334,128.5,0.9090909090909091,128.5,0.7692307692307693,7.0,,4.0,2.0,13.0,19.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,45.0,56,0,1,8.0,42.0,1.0,20180916154026.0,21077.0,0.016666666666666666,10.5
22,,-12.5,0.8333333333333334,12.5,0.8333333333333334,128.5,0.8333333333333334,128.5,0.8333333333333334,7.0,,4.0,2.0,13.0,19.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,45.0,56,0,1,8.0,33.0,1.0,20180916154035.0,21077.0,0.016666666666666666,10.5
23,,-13.5,0.8,13.5,0.8695652173913043,130.5,0.8,130.5,0.8695652173913043,7.0,^,4.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,45.0,58,0,1,8.0,29.0,1.0,20180916154039.0,21074^11077,0.01,14.0
24,,-13.5,0.8,13.5,0.8695652173913043,130.5,0.8,130.5,0.8695652173913043,7.0,,4.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,45.0,58,0,1,8.0,29.0,1.0,20180916154040.0,11077.0,0.01,14.0
25,,-13.5,0.8,13.5,0.8695652173913043,129.5,0.9090909090909091,129.5,0.7692307692307693,7.0,,4.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,45.0,58,0,1,8.0,20.0,1.0,20180916154048.0,11077.0,0.01,14.0
26,,-11.5,0.8333333333333334,11.5,0.8333333333333334,133.5,0.7692307692307693,133.5,0.9090909090909091,7.0,^,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,8.0,19.0,1.0,20180916154050.0,11075^21077,0.025,9.5
27,,-11.5,0.8333333333333334,11.5,0.8333333333333334,132.5,0.9090909090909091,132.5,0.7692307692307693,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,8.0,17.0,1.0,20180916154051.0,21077.0,0.025,9.5
28,,-11.5,0.8333333333333334,11.5,0.8333333333333334,132.5,0.8333333333333334,132.5,0.8333333333333334,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,8.0,8.0,1.0,20180916154100.0,21077.0,0.025,9.5
29,,-11.5,0.8333333333333334,11.5,0.8333333333333334,132.5,0.8333333333333334,132.5,0.8333333333333334,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,8.0,3.0,0.0,20180916154105.0,21077.0,0.025,9.5
30,,-11.5,0.8333333333333334,11.5,0.8333333333333334,132.5,0.8333333333333334,132.5,0.8333333333333334,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,8.0,3.0,1.0,20180916154121.0,21077.0,0.025,9.5
31,,-10.5,0.8,10.5,0.8695652173913043,132.5,0.8333333333333334,132.5,0.8333333333333334,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,8.0,1.0,1.0,20180916154123.0,11077.0,0.030303030303030304,9.0
32,,-11.5,0.8333333333333334,11.5,0.8333333333333334,131.5,0.9090909090909091,131.5,0.7692307692307693,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,7.0,59.0,1.0,20180916154124.0,21077.0,0.02,10.0
33,,-11.5,0.8333333333333334,11.5,0.8333333333333334,131.5,0.8333333333333334,131.5,0.8333333333333334,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,7.0,50.0,1.0,20180916154132.0,21077.0,0.02,10.0
34,,-11.5,0.8333333333333334,11.5,0.8333333333333334,131.5,0.8333333333333334,131.5,0.8333333333333334,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,7.0,49.0,1.0,20180916154132.0,21077.0,0.02,10.0
35,,-11.5,0.8333333333333334,11.5,0.8333333333333334,131.5,0.7692307692307693,131.5,0.9090909090909091,7.0,,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,0.0,70.0,84.6,48.0,58,0,1,7.0,43.0,0.0,20180916154141.0,21077.0,0.02,10.0
36,,-11.5,0.8333333333333334,11.5,0.8333333333333334,131.5,0.7692307692307693,131.5,0.9090909090909091,7.0,^,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,1.0,70.0,84.6,48.0,58,0,1,7.0,43.0,0.0,20180916154143.0,21086^11077,0.02,10.0
37,,-11.5,0.8695652173913043,11.5,0.8,132.5,0.8,132.5,0.8695652173913043,7.0,1:2,5.0,2.0,13.0,20.0,7.0,11.0,1,5,0.0,1.0,70.0,84.6,48.0,58,0,1,7.0,43.0,0.0,20180916154144.0,11078.0,0.04,8.0
38,,-9.5,0.7692307692307693,9.5,0.9090909090909091,132.5,0.8,132.5,0.8695652173913043,7.0,1:2^2:2,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,72.7,84.6,49.0,58,0,1,7.0,43.0,0.0,20180916154233.0,11079^11078,0.04,8.0
39,,-10.5,0.8333333333333334,10.5,0.8333333333333334,132.5,0.7692307692307693,132.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,43.0,1.0,20180916154245.0,11080^21077,0.030303030303030304,9.0
40,,-10.5,0.8333333333333334,10.5,0.8333333333333334,132.5,0.7692307692307693,132.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,43.0,1.0,20180916154246.0,11080^21077,0.030303030303030304,9.0
41,,-10.5,0.8333333333333334,10.5,0.8333333333333334,132.5,0.7692307692307693,132.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,42.0,1.0,20180916154246.0,11080^21077,0.030303030303030304,9.0
42,,-10.5,0.8333333333333334,10.5,0.8333333333333334,131.5,0.8333333333333334,131.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,34.0,1.0,20180916154255.0,11080^21077,0.030303030303030304,9.0
43,,-10.5,0.8333333333333334,10.5,0.8333333333333334,131.5,0.7692307692307693,131.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,26.0,1.0,20180916154303.0,11080^21077,0.030303030303030304,9.0
44,,-9.5,0.8333333333333334,9.5,0.8333333333333334,131.5,0.7692307692307693,131.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,24.0,1.0,20180916154304.0,11077.0,0.044444444444444446,7.75
45,,-9.5,0.8333333333333334,9.5,0.8333333333333334,130.5,0.8333333333333334,130.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,15.0,1.0,20180916154313.0,11077.0,0.044444444444444446,7.75
46,,-9.5,0.8333333333333334,9.5,0.8333333333333334,130.5,0.7692307692307693,130.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,7.0,1.0,20180916154321.0,11077.0,0.04,8.0
47,,-10.5,0.8333333333333334,10.5,0.8333333333333334,129.5,0.9090909090909091,129.5,0.7692307692307693,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,6.0,1.0,20180916154323.0,21077.0,0.025,9.5
48,,-10.5,0.8333333333333334,10.5,0.8333333333333334,129.5,0.9090909090909091,129.5,0.7692307692307693,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,7.0,5.0,1.0,20180916154323.0,21077.0,0.025,9.5
49,,-10.5,0.8333333333333334,10.5,0.8333333333333334,129.5,0.8333333333333334,129.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,57.0,1.0,20180916154331.0,21077.0,0.025,9.5
50,,-10.5,0.8333333333333334,10.5,0.8333333333333334,129.5,0.8333333333333334,129.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,56.0,0.0,20180916154332.0,21077.0,0.025,9.5
51,,-10.5,0.8333333333333334,10.5,0.8333333333333334,129.5,0.8333333333333334,129.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,56.0,1.0,20180916154342.0,21077.0,0.025,9.5
52,,-10.5,0.8333333333333334,10.5,0.8333333333333334,129.5,0.8333333333333334,129.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,56.0,1.0,20180916154343.0,21077.0,0.025,9.5
53,,-9.5,0.8333333333333334,9.5,0.8333333333333334,129.5,0.8333333333333334,129.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,57.0,1.0,20180916154343.0,11077.0,0.04,8.0
54,,-9.5,0.8333333333333334,9.5,0.8333333333333334,129.5,0.7692307692307693,129.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,50.0,0.0,20180916154350.0,11077.0,0.04,8.0
55,,-8.5,0.8333333333333334,8.5,0.8333333333333334,129.5,0.7692307692307693,129.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,50.0,1.0,20180916154412.0,11077.0,0.0625,7.0
56,,-9.5,0.8333333333333334,9.5,0.8333333333333334,128.5,1.0,128.5,0.7142857142857143,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,48.0,1.0,20180916154412.0,21077.0,0.04,8.0
57,,-9.5,0.8333333333333334,9.5,0.8333333333333334,128.5,0.8333333333333334,128.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,39.0,1.0,20180916154422.0,21077.0,0.04,8.0
58,,-8.5,0.8333333333333334,8.5,0.8333333333333334,128.5,0.8333333333333334,128.5,0.8333333333333334,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,39.0,1.0,20180916154423.0,11077.0,0.05555555555555555,7.25
59,,-8.5,0.8333333333333334,8.5,0.8333333333333334,128.5,0.7692307692307693,128.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,30.0,1.0,20180916154432.0,11077.0,0.05555555555555555,7.25
60,,-8.5,0.8333333333333334,8.5,0.8333333333333334,128.5,0.7692307692307693,128.5,0.9090909090909091,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,30.0,0.0,20180916154432.0,11077.0,0.05555555555555555,7.25
61,,-8.5,0.8333333333333334,8.5,0.8333333333333334,128.5,0.7142857142857143,128.5,1.0,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,29.0,0.0,20180916154432.0,11077.0,0.05555555555555555,7.25
62,,-9.5,0.8333333333333334,9.5,0.8333333333333334,127.5,0.8695652173913043,127.5,0.8,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,27.0,0.0,20180916154456.0,21077.0,0.03571428571428571,8.5
63,,-9.5,0.8333333333333334,9.5,0.8333333333333334,127.5,0.8695652173913043,127.5,0.8,7.0,2:2^,5.0,2.0,13.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,16.0,0.0,20180916154505.0,21077.0,0.03571428571428571,8.5
64,,-9.5,0.8333333333333334,9.5,0.8333333333333334,127.5,0.7692307692307693,127.5,0.9090909090909091,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,16.0,0.0,20180916154505.0,11077.0,0.03571428571428571,8.5
65,,-9.5,0.8333333333333334,9.5,0.8333333333333334,127.5,0.7692307692307693,127.5,0.9090909090909091,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,6.0,16.0,0.0,20180916154514.0,21077.0,0.03571428571428571,8.5
66,,-9.5,0.8333333333333334,9.5,0.8333333333333334,127.5,0.8333333333333334,127.5,0.8333333333333334,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,58.0,0.0,20180916154522.0,21077.0,0.03571428571428571,8.5
67,,-9.5,0.8333333333333334,9.5,0.8333333333333334,127.5,0.8,127.5,0.8695652173913043,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,56.0,0.0,20180916154525.0,21077.0,0.03571428571428571,8.5
68,,-8.5,0.8333333333333334,8.5,0.8333333333333334,127.5,0.7142857142857143,127.5,1.0,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,51.0,0.0,20180916154530.0,11077.0,0.05,7.5
69,,-8.5,0.8333333333333334,8.5,0.8333333333333334,127.5,0.7142857142857143,127.5,1.0,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,50.0,0.0,20180916154530.0,11077.0,0.05,7.5
70,,-8.5,0.8333333333333334,8.5,0.8333333333333334,127.5,0.7142857142857143,127.5,1.0,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,50.0,0.0,20180916154533.0,11077.0,0.05,7.5
71,,-8.5,0.8333333333333334,8.5,0.8333333333333334,127.5,0.7142857142857143,127.5,1.0,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,50.0,1.0,20180916154554.0,11077.0,0.05,7.5
72,,-9.5,0.8333333333333334,9.5,0.8333333333333334,127.5,0.8695652173913043,127.5,0.8,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,47.0,1.0,20180916154555.0,21077.0,0.030303030303030304,9.0
73,,-8.5,0.8333333333333334,8.5,0.8333333333333334,127.5,0.8,127.5,0.8695652173913043,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,39.0,1.0,20180916154601.0,11077.0,0.05,7.5
74,,-8.5,0.8333333333333334,8.5,0.8333333333333334,127.5,0.8,127.5,0.8695652173913043,7.0,,5.0,2.0,14.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,49.0,58,0,1,5.0,38.0,1.0,20180916154601.0,11077.0,0.05,7.5
75,,-7.5,0.8333333333333334,7.5,0.8333333333333334,131.5,0.7692307692307693,131.5,0.9090909090909091,7.0,^,5.0,2.0,15.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,53.0,60,0,1,5.0,33.0,1.0,20180916154607.0,11074^21077,0.07142857142857142,6.5
76,,-7.5,0.8333333333333334,7.5,0.8333333333333334,130.5,0.8695652173913043,130.5,0.8,7.0,,5.0,2.0,15.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,53.0,60,0,1,5.0,24.0,1.0,20180916154616.0,21077.0,0.06666666666666667,6.75
77,,-7.5,0.8333333333333334,7.5,0.8333333333333334,130.5,0.8333333333333334,130.5,0.8333333333333334,7.0,,5.0,2.0,15.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,53.0,60,0,1,5.0,21.0,1.0,20180916154619.0,21077.0,0.06666666666666667,6.75
78,,-7.5,0.8333333333333334,7.5,0.8333333333333334,130.5,0.7142857142857143,130.5,1.0,7.0,,5.0,2.0,15.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,53.0,60,0,1,5.0,12.0,1.0,20180916154627.0,21077.0,0.06666666666666667,6.75
79,,-7.5,0.8333333333333334,7.5,0.8333333333333334,129.5,1.0,129.5,0.7142857142857143,7.0,,5.0,2.0,15.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,53.0,60,0,1,5.0,11.0,0.0,20180916154628.0,21077.0,0.06666666666666667,6.75
80,,-7.5,0.8333333333333334,7.5,0.8333333333333334,129.5,1.0,129.5,0.7142857142857143,7.0,,5.0,2.0,15.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,53.0,60,0,1,5.0,11.0,0.0,20180916154631.0,21077.0,0.06666666666666667,6.75
81,,-7.5,0.7692307692307693,7.5,0.9090909090909091,131.5,0.8,131.5,0.8695652173913043,7.0,,5.0,2.0,15.0,20.0,8.0,11.0,1,5,0.0,1.0,66.7,84.6,53.0,60,0,1,5.0,11.0,0.0,20180916154632.0,21077.0,0.0625,7.0
82,,-7.5,0.7692307692307693,7.5,0.9090909090909091,131.5,0.8,131.5,0.8695652173913043,7.0,1:2,5.0,2.0,15.0,20.0,8.0,12.0,1,5,0.0,1.0,66.7,85.7,53.0,60,0,1,5.0,11.0,0.0,20180916154632.0,21078.0,0.0625,7.0
83,,-7.5,0.8333333333333334,7.5,0.8333333333333334,132.5,0.7142857142857143,132.5,1.0,7.0,2:2^,5.0,2.0,15.0,20.0,8.0,13.0,1,5,0.0,1.0,66.7,86.7,53.0,62,0,1,5.0,11.0,0.0,20180916154702.0,21079^11077,0.044444444444444446,7.75
84,,-7.5,0.8333333333333334,7.5,0.8333333333333334,132.5,0.7142857142857143,132.5,1.0,7.0,2:2^,5.0,2.0,15.0,20.0,8.0,13.0,1,5,0.0,1.0,66.7,86.7,53.0,62,0,1,5.0,11.0,0.0,20180916154702.0,21079^11077,0.044444444444444446,7.75
85,,-7.5,0.8333333333333334,7.5,0.8333333333333334,131.5,1.0,131.5,0.7142857142857143,7.0,,5.0,2.0,15.0,20.0,8.0,13.0,1,5,0.0,1.0,66.7,86.7,53.0,62,0,1,5.0,11.0,0.0,20180916154708.0,11077.0,0.044444444444444446,7.75
86,,-7.5,0.8333333333333334,7.5,0.8333333333333334,131.5,0.8333333333333334,131.5,0.8333333333333334,7.0,,5.0,2.0,15.0,20.0,8.0,13.0,1,5,0.0,1.0,66.7,86.7,53.0,62,0,1,5.0,4.0,0.0,20180916154715.0,11077.0,0.04,8.0
87,,-7.5,0.8333333333333334,7.5,0.8333333333333334,131.5,0.8333333333333334,131.5,0.8333333333333334,7.0,,5.0,2.0,15.0,20.0,8.0,13.0,1,5,0.0,1.0,66.7,86.7,53.0,62,0,1,5.0,3.0,0.0,20180916154715.0,11077.0,0.04,8.0
88,,-9.5,0.8333333333333334,9.5,0.8333333333333334,131.5,0.8333333333333334,131.5,0.8333333333333334,7.0,,5.0,2.0,15.0,20.0,8.0,13.0,1,5,0.0,1.0,66.7,86.7,53.0,62,0,1,5.0,2.0,0.0,20180916154736.0,21077.0,0.025,9.5
89,,-9.5,0.8333333333333334,9.5,0.8333333333333334,130.5,1.0,130.5,0.7142857142857143,7.0,,5.0,2.0,15.0,20.0,8.0,13.0,1,5,0.0,1.0,66.7,86.7,53.0,62,0,1,4.0,53.0,0.0,20180916154744.0,21077.0,0.025,9.5
90,,-9.5,0.8333333333333334,9.5,0.8333333333333334,130.5,1.0,130.5,0.7142857142857143,7.0,,5.0,2.0,15.0,20.0,8.0,13.0,1,5,0.0,1.0,66.7,86.7,53.0,62,0,1,4.0,50.0,0.0,20180916154744.0,21077.0,0.025,9.5
