,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,-23.5,0.9090909090909091,23.5,0.7692307692307693,143.5,0.8333333333333334,143.5,0.8333333333333334,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,,3.0,,51.9,,69.0,0,1,7.0,33.0,0,20180917083101,11077
1,,,4.0,-23.5,0.9090909090909091,23.5,0.7692307692307693,143.5,0.8333333333333334,143.5,0.8333333333333334,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,,3.0,,51.9,,69.0,0,1,7.0,32.0,1.0,20180917083122.0,11077
2,,,4.0,-23.5,0.9090909090909091,23.5,0.7692307692307693,143.5,0.8333333333333334,143.5,0.8333333333333334,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,,3.0,,51.9,,69.0,0,1,7.0,32.0,1.0,20180917083123.0,11077
3,,,4.0,-24.5,0.9090909090909091,24.5,0.7692307692307693,142.5,0.8695652173913043,142.5,0.8,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,,3.0,,51.9,,69.0,0,1,7.0,22.0,1.0,20180917083133.0,21077.0
4,,,4.0,-24.5,0.9090909090909091,24.5,0.7692307692307693,142.5,0.8333333333333334,142.5,0.8333333333333334,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,,3.0,,51.9,,69.0,0,1,7.0,15.0,0.0,20180917083139.0,21077.0
5,,,4.0,-24.5,0.8333333333333334,24.5,0.8333333333333334,143.5,0.8695652173913043,143.5,0.8,,1:2,,1.0,3,17.0,24.0,6.0,14.0,,0.0,2.0,3.0,,51.9,,69.0,0,1,7.0,16.0,0.0,20180917083204.0,21078.0
6,,,4.0,-23.5,0.8,23.5,0.8695652173913043,143.5,0.7692307692307693,143.5,0.9090909090909091,,1:2^2:2,,1.0,3,17.0,24.0,6.0,14.0,,0.0,2.0,3.0,,50.0,,69.0,0,1,7.0,16.0,0.0,20180917083209.0,21080^21078
7,,,4.0,-23.5,0.9090909090909091,23.5,0.7692307692307693,142.5,0.8333333333333334,142.5,0.8333333333333334,,2:2^,,1.0,3,17.0,24.0,6.0,14.0,,0.0,2.0,3.0,,48.3,,69.0,0,1,7.0,16.0,1.0,20180917083225.0,21080^11077
8,,,4.0,-22.5,0.7692307692307693,22.5,0.9090909090909091,141.5,0.8333333333333334,141.5,0.8333333333333334,,2:2^,,1.0,3,17.0,24.0,6.0,14.0,,0.0,2.0,3.0,,48.3,,69.0,0,1,7.0,2.0,1.0,20180917083238.0,21080^11077
9,,,4.0,-24.5,0.9090909090909091,24.5,0.7692307692307693,141.5,0.8695652173913043,141.5,0.8,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,2.0,3.0,,48.3,,69.0,0,1,7.0,6.0,1.0,20180917083247.0,21077.0
10,,,4.0,-23.5,0.7692307692307693,23.5,0.9090909090909091,141.5,0.8,141.5,0.8695652173913043,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,2.0,3.0,,48.3,,69.0,0,1,6.0,58.0,1.0,20180917083255.0,21077.0
11,,,4.0,-22.5,0.7692307692307693,22.5,0.9090909090909091,141.5,0.7692307692307693,141.5,0.9090909090909091,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,2.0,3.0,,48.3,,69.0,0,1,6.0,57.0,1.0,20180917083257.0,11077.0
12,,,4.0,-22.5,0.7692307692307693,22.5,0.9090909090909091,141.5,0.7692307692307693,141.5,0.9090909090909091,,,,1.0,3,17.0,24.0,6.0,14.0,,0.0,2.0,3.0,,48.3,,69.0,0,1,6.0,56.0,1.0,20180917083257.0,11077.0
13,,,4.0,-21.5,0.7692307692307693,21.5,0.9090909090909091,142.5,0.9090909090909091,142.5,0.7692307692307693,,,,1.0,3,18.0,24.0,6.0,14.0,,0.0,2.0,3.0,,48.3,48.0,69.0,0,1,6.0,51.0,1.0,20180917083303.0,21077.0
