,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
107,,,,,5.5,0.87,-5.5,0.8,133.5,0.83,133.5,0.83,133.5,,0.0,,,2,9.0,6,3.0,1,,5,3.0,2,,100.0,27.0,27,25.0,0.0,1,3.0,20.0,1.0,20180721013141.0,11077.0,0.0,0.0
108,,,,,5.5,0.87,-5.5,0.8,132.5,0.87,133.5,0.8,132.5,,0.0,,,2,9.0,6,3.0,1,,5,3.0,2,,100.0,27.0,27,25.0,0.0,1,3.0,20.0,1.0,20180721013141.0,11077.0,0.0,0.0
109,,,,,5.5,0.87,-5.5,0.8,132.5,0.87,132.5,0.8,132.5,,0.0,,,2,9.0,6,3.0,1,,5,3.0,2,,100.0,27.0,27,25.0,0.0,1,3.0,12.0,1.0,20180721013149.0,11077.0,0.0,0.0
110,,,,,5.5,0.87,-5.5,0.8,132.5,0.87,132.5,0.8,132.5,,0.0,,,2,9.0,6,3.0,1,,5,3.0,2,,100.0,27.0,27,25.0,0.0,1,3.0,12.0,1.0,20180721013149.0,11077.0,0.0,0.0
111,,,,,5.5,0.87,-5.5,0.8,132.5,0.87,132.5,0.8,132.5,,0.0,,,2,9.0,6,3.0,1,,5,3.0,2,,100.0,27.0,27,25.0,0.0,1,3.0,11.0,0.0,20180721013150.0,11077.0,0.0,0.0
112,,,,,5.5,0.87,-5.5,0.8,135.5,0.83,132.5,0.83,135.5,,0.0,,,2,9.0,6,3.0,1,,5,3.0,2,,100.0,27.0,27,25.0,0.0,1,3.0,11.0,0.0,20180721013150.0,11077.0,0.0,0.0
113,,,,,5.5,0.87,-5.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,,2,9.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,11.0,0.0,20180721013152.0,11077.0,0.0,0.0
114,,,,,7.5,0.8,-7.5,0.8,135.5,0.83,135.5,0.83,7.5,,0.0,,,2,9.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,11.0,0.0,20180721013152.0,11077.0,0.0,0.0
115,,,,,7.5,0.8,-7.5,0.87,135.5,0.83,135.5,0.83,-7.5,,0.0,^,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,11.0,0.0,20180721013152.0,11074^21077,0.0,0.0
116,44.0,5.0,,,7.5,0.8,-7.5,0.87,135.5,0.83,135.5,0.83,-7.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,11.0,0.0,20180721013207.0,21077.0,0.0,0.0
117,,,,,7.5,0.8,-7.5,0.87,135.5,0.83,135.5,0.83,-7.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,11.0,0.0,20180721013207.0,21081.0,0.0,0.0
118,,,,,7.5,0.8,-7.5,0.87,135.5,0.83,135.5,0.83,-7.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,11.0,1.0,20180721013334.0,21081.0,0.0,0.0
119,,,,,7.5,0.8,-7.5,0.87,134.5,0.87,135.5,0.8,134.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,11.0,1.0,20180721013334.0,21077.0,0.0,0.0
120,,,,,7.5,0.8,-7.5,0.87,134.5,0.87,134.5,0.8,134.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,6.0,1.0,20180721013339.0,21077.0,0.0,0.0
121,,,,,7.5,0.8,-7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,6.0,1.0,20180721013339.0,21095.0,0.0,0.0
122,,,,,7.5,0.8,-7.5,0.87,134.5,0.83,134.5,0.83,134.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,3.0,1.0,20180721013341.0,21095.0,0.0,0.0
123,,,,,7.5,0.8,-7.5,0.87,136.5,0.87,134.5,0.8,136.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,25.0,0.0,1,3.0,3.0,1.0,20180721013341.0,21077.0,0.0,0.0
124,,,,,7.5,0.8,-7.5,0.87,136.5,0.87,136.5,0.8,136.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,58.0,1.0,20180721013347.0,21077.0,0.0,0.0
125,,,,,5.5,0.87,-5.5,0.87,136.5,0.87,136.5,0.8,5.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,58.0,1.0,20180721013347.0,21077.0,0.0,0.0
126,,,,,5.5,0.87,-5.5,0.8,136.5,0.87,136.5,0.8,-5.5,,0.0,^,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,58.0,1.0,20180721013347.0,21074^11077,0.0,0.0
127,,,,,5.5,0.87,-5.5,0.8,136.5,0.83,136.5,0.83,-5.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,50.0,1.0,20180721013356.0,11077.0,0.0,0.0
128,,,,,5.5,0.87,-5.5,0.8,135.5,0.83,136.5,0.83,135.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,50.0,1.0,20180721013356.0,11077.0,0.0,0.0
129,,,,,5.5,0.87,-5.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,42.0,1.0,20180721013404.0,11077.0,0.0,0.0
130,,,,,5.5,0.87,-5.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,42.0,1.0,20180721013404.0,11077.0,0.0,0.0
131,,,,,5.5,0.87,-5.5,0.8,135.5,0.83,135.5,0.83,135.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,36.0,1.0,20180721013409.0,11077.0,0.0,0.0
132,,,,,5.5,0.87,-5.5,0.8,135.5,0.8,135.5,0.87,135.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,36.0,1.0,20180721013409.0,11095.0,0.0,0.0
133,,,,,5.5,0.87,-5.5,0.8,135.5,0.8,135.5,0.87,135.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,34.0,1.0,20180721013411.0,11095.0,0.0,0.0
134,,,,,5.5,0.83,-5.5,0.83,137.5,0.83,135.5,0.83,137.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,27.0,0.0,1,2.0,34.0,1.0,20180721013411.0,21077.0,0.0,0.0
135,,,,,5.5,0.83,-5.5,0.83,137.5,0.83,137.5,0.83,137.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,30.0,1.0,20180721013416.0,21077.0,0.0,0.0
136,,,,,4.5,0.8,-4.5,0.83,137.5,0.83,137.5,0.83,4.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,30.0,1.0,20180721013416.0,21077.0,0.0,0.0
137,,,,,4.5,0.8,-4.5,0.87,137.5,0.83,137.5,0.83,-4.5,,0.0,^,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,30.0,1.0,20180721013416.0,21074^11077,0.0,0.0
138,,,,,4.5,0.8,-4.5,0.87,136.5,0.87,137.5,0.8,136.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,30.0,1.0,20180721013416.0,11077.0,0.0,0.0
139,,,,,4.5,0.8,-4.5,0.87,136.5,0.87,136.5,0.8,136.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,22.0,1.0,20180721013424.0,11077.0,0.0,0.0
140,,,,,4.5,0.8,-4.5,0.87,136.5,0.83,136.5,0.83,136.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,22.0,1.0,20180721013424.0,11077.0,0.0,0.0
